Date,BGN,DKK,EUR,GBP,ISK,RSD,NOK,PLN,RON,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRY,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,INR,NZD,RUB,AZN,BYR,TMT,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS,ZAR,BRL,QAR,KRW
14-Dec-14,1.1638,3.0627,2.2771,2.8764,1.4817,1.8614,2.4867,5.447,5.1028,0.7373,2.4264,1.8962,0.8256,1.8315,1.5839,1.5154,2.5625,0.8038,1.5481,4.9865,0.6864,4.6956,1.3984,6.2809,2.9605,2.3623,2.9386,1.4306,3.3426,2.3346,1.6865,6.4263,6.578,1.1936,3.9894,3.5701,0.7601,1.1686,1.008,3.1797,1.5568,0.6906,5.0299,1.6606
15-Dec-14,1.1638,3.0627,2.2771,2.8764,1.4817,1.8614,2.4867,5.447,5.1028,0.7373,2.4264,1.8962,0.8256,1.8315,1.5839,1.5154,2.5625,0.8038,1.5481,4.9865,0.6864,4.6956,1.3984,6.2809,2.9605,2.3623,2.9386,1.4306,3.3426,2.3346,1.6865,6.4263,6.578,1.1936,3.9894,3.5701,0.7601,1.1686,1.008,3.1797,1.5568,0.6906,5.0299,1.6606
16-Dec-14,1.1721,3.0762,2.2878,2.8853,1.4883,1.8767,2.4987,5.4851,5.1069,0.7441,2.4426,1.9047,0.8299,1.8413,1.5906,1.5202,2.5764,0.7945,1.5527,5.0132,0.6901,4.7028,1.4036,6.3101,2.9744,2.3751,2.9283,1.4285,3.2365,2.3471,1.6939,6.4607,6.6401,1.1959,3.9785,3.5468,0.7628,1.172,1.0134,3.1967,1.5651,0.6939,5.057,1.6754
17-Dec-14,1.1813,3.1212,2.3225,2.9197,1.5087,1.8954,2.4709,5.5378,5.1943,0.7447,2.4467,1.934,0.8428,1.8593,1.5975,1.5343,2.6002,0.7885,1.5917,5.0622,0.6968,4.7242,1.4268,6.3762,3.0037,2.3981,2.9308,1.4462,3.1867,2.37,1.7105,6.5239,6.7028,1.2043,3.941,3.5547,0.7702,1.1797,1.0233,3.228,1.5804,0.6898,5.1063,1.712
18-Dec-14,1.2252,3.1977,2.3791,3.0017,1.5359,1.9496,2.5513,5.6364,5.321,0.7595,2.5019,1.9813,0.8618,1.9114,1.6401,1.563,2.6736,0.8064,1.6299,5.2041,0.7163,4.8764,1.4651,6.5526,3.085,2.4653,3.0068,1.4775,2.8198,2.4365,1.7568,6.7067,6.8986,1.2366,3.8981,3.6537,0.7918,1.2117,1.052,3.3184,1.6247,0.6981,5.2489,1.7462
19-Dec-14,1.2198,3.1772,2.3636,3.0001,1.526,1.9292,2.5998,5.577,5.2895,0.7523,2.5118,1.9635,0.8569,1.9166,1.6544,1.5693,2.6834,0.8238,1.6159,5.2182,0.7183,4.8754,1.4597,6.5592,3.0844,2.471,3.0345,1.4844,3.2156,2.4434,1.76,6.7249,6.833,1.2317,3.6354,3.6611,0.794,1.2147,1.0548,3.3274,1.6291,0.7061,5.2654,1.7397
20-Dec-14,1.2032,3.1581,2.3495,2.9977,1.5153,1.9222,2.5993,5.4913,5.2522,0.7437,2.4785,1.9519,0.8522,1.9156,1.6519,1.5627,2.6787,0.8212,1.6045,5.2155,0.7179,4.8815,1.4556,6.5491,3.0799,2.4699,3.0277,1.4865,3.1568,2.4421,1.759,6.7214,6.8185,1.2244,3.8543,3.6549,0.7936,1.2148,1.0522,3.2523,1.6283,0.7197,5.261,1.7387
21-Dec-14,1.2032,3.1581,2.3495,2.9977,1.5153,1.9222,2.5993,5.4913,5.2522,0.7437,2.4785,1.9519,0.8522,1.9156,1.6519,1.5627,2.6787,0.8212,1.6045,5.2155,0.7179,4.8815,1.4556,6.5491,3.0799,2.4699,3.0277,1.4865,3.1568,2.4421,1.759,6.7214,6.8185,1.2244,3.8543,3.6549,0.7936,1.2148,1.0522,3.2523,1.6283,0.7197,5.261,1.7387
22-Dec-14,1.2032,3.1581,2.3495,2.9977,1.5153,1.9222,2.5993,5.4913,5.2522,0.7437,2.4785,1.9519,0.8522,1.9156,1.6519,1.5627,2.6787,0.8212,1.6045,5.2155,0.7179,4.8815,1.4556,6.5491,3.0799,2.4699,3.0277,1.4865,3.1568,2.4421,1.759,6.7214,6.8185,1.2244,3.8543,3.6549,0.7936,1.2148,1.0522,3.2523,1.6283,0.7197,5.261,1.7387
23-Dec-14,1.1942,3.1341,2.3314,2.9701,1.5048,1.9204,2.5703,5.4697,5.2217,0.7376,2.4554,1.9378,0.8444,1.9021,1.641,1.5498,2.661,0.8208,1.5875,5.1787,0.7129,4.8574,1.4423,6.5029,3.0574,2.4523,3.0073,1.476,3.3669,2.4249,1.7403,6.674,6.7558,1.2083,4.1736,3.6239,0.7866,1.2062,1.0448,3.2295,1.6168,0.7154,5.2237,1.7355
24-Dec-14,1.1895,3.1195,2.3208,2.9539,1.5009,1.9135,2.5644,5.4294,5.1886,0.7398,2.4414,1.9298,0.8404,1.8978,1.6335,1.5433,2.6548,0.8189,1.5803,5.167,0.7112,4.8485,1.4363,6.486,3.0487,2.4461,2.9979,1.471,3.4778,2.4194,1.7332,6.6589,6.7207,1.2079,4.1603,3.6083,0.7848,1.197,1.0425,3.2226,1.6132,0.7124,5.2119,1.7213
25-Dec-14,1.1805,3.0989,2.3052,2.9388,1.4919,1.8893,2.5305,5.3587,5.1591,0.7299,2.429,1.9172,0.8315,1.8904,1.6291,1.5337,2.6434,0.8138,1.5694,5.1469,0.7085,4.8265,1.4287,6.4607,3.0416,2.4355,2.9758,1.4617,3.4643,2.41,1.7139,6.633,6.6945,1.2047,4.1229,3.5956,0.7817,1.207,1.0384,3.2096,1.6069,0.7013,5.1913,1.7146
26-Dec-14,1.1735,3.0898,2.3005,2.9242,1.4866,1.883,2.5321,5.2865,5.2057,0.7259,2.4177,1.9165,0.8352,1.8793,1.6166,1.5256,2.628,0.8112,1.5645,5.1167,0.7043,4.8007,1.4248,6.4228,3.0321,2.4221,2.9584,1.4491,3.5717,2.3958,1.7038,6.594,6.6552,1.1976,4.0757,3.5719,0.7771,1.1917,1.0311,3.1907,1.5974,0.6975,5.1615,1.7063
27-Dec-14,1.1654,3.0587,2.2754,2.9032,1.4727,1.8887,2.5038,5.2367,5.1081,0.7185,2.3901,1.8926,0.8204,1.8663,1.6074,1.5171,2.61,0.8046,1.5518,5.0813,0.6994,4.7773,1.4135,6.3914,3.0052,2.4054,2.9321,1.4458,3.5867,2.3793,1.692,6.5484,6.6092,1.1894,4.0634,3.5358,0.7718,1.1834,1.0235,3.1686,1.5864,0.6944,5.13,1.6991
28-Dec-14,1.1654,3.0587,2.2754,2.9032,1.4727,1.8887,2.5038,5.2367,5.1081,0.7185,2.3901,1.8926,0.8204,1.8663,1.6074,1.5171,2.61,0.8046,1.5518,5.0813,0.6994,4.7773,1.4135,6.3914,3.0052,2.4054,2.9321,1.4458,3.5867,2.3793,1.692,6.5484,6.6092,1.1894,4.0634,3.5358,0.7718,1.1834,1.0235,3.1686,1.5864,0.6944,5.13,1.6991
29-Dec-14,1.1654,3.0587,2.2754,2.9032,1.4727,1.8887,2.5038,5.2367,5.1081,0.7185,2.3901,1.8926,0.8204,1.8663,1.6074,1.5171,2.61,0.8046,1.5518,5.0813,0.6994,4.7773,1.4135,6.3914,3.0052,2.4054,2.9321,1.4458,3.5867,2.3793,1.692,6.5484,6.6092,1.1894,4.0634,3.5358,0.7718,1.1834,1.0235,3.1686,1.5864,0.6944,5.13,1.6991
30-Dec-14,1.1675,3.0634,2.279,2.9068,1.4751,1.8937,2.5045,5.3019,5.0965,0.7225,2.3762,1.8949,0.823,1.8697,1.6079,1.5236,2.6128,0.8039,1.5524,5.0905,0.7007,4.7564,1.4139,6.3834,3.0049,2.4099,2.9352,1.4556,3.2987,2.3836,1.5845,6.5604,6.6212,1.1938,4.0201,3.542,0.7718,1.1857,1.0253,3.1744,1.5893,0.7007,5.1368,1.7039
31-Dec-14,1.1622,3.0437,2.2656,2.8932,1.4675,1.8682,2.5113,5.2583,5.0552,0.7197,2.3914,1.8834,0.8174,1.8636,1.6021,1.5218,2.6091,0.804,1.5565,5.0739,0.6884,4.7712,1.4082,6.3648,3.0054,2.4026,2.9388,1.4571,3.2879,2.3758,1.5727,6.5389,6.565,1.1925,3.9528,3.5278,0.7693,1.1818,1.022,3.1647,1.5841,0.6897,5.1178,1.6961
