Date,BGN,DKK,EUR,GBP,ISK,RSD,NOK,PLN,RON,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRY,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,INR,NZD,RUB,AZN,BYR,TMT,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS,ZAR,BRL,QAR,KRW
31-Oct-13,1.1761,3.0818,2.2985,2.6835,1.3902,2.0136,2.8474,5.4939,5.1903,0.7825,2.6216,1.8603,0.893,1.6707,1.5985,1.5887,2.4256,0.8401,1.6999,4.5487,0.6786,4.7495,1.3501,5.9287,2.7418,2.1549,2.7275,1.3837,5.211,2.1296,1.814,5.8621,3.2631,6.6488,1.3014,4.1197,3.5005,0.7685,2.0902,1.0823,3.4446,1.6954,0.7647,4.5887,1.576
01-Nov-13,1.1759,3.0621,2.2838,2.6785,1.3906,2.0096,2.8173,5.4687,5.1603,0.7759,2.5943,1.8522,0.8885,1.672,1.5997,1.5901,2.4281,0.8403,1.7023,4.5523,0.6791,4.7513,1.3499,5.9312,2.7442,2.1566,2.7209,1.3854,5.2127,2.1313,1.8115,5.8667,3.2593,6.636,1.3043,4.1253,3.5034,0.7691,2.0918,1.0834,3.4473,1.6807,0.7636,4.5937,1.5765
02-Nov-13,1.1661,3.0322,2.2614,2.6759,1.3831,1.9873,2.8137,5.4058,5.0963,0.7637,2.5715,1.8387,0.877,1.6719,1.6031,1.5831,2.4285,0.8338,1.7012,4.552,0.6791,4.7434,1.3461,5.9224,2.7416,2.1566,2.7049,1.3815,5.1953,2.1314,1.8173,5.8663,3.2214,6.6356,1.302,4.1278,3.5033,0.7691,2.0917,1.084,3.4488,1.6568,0.7468,4.5935,1.5764
03-Nov-13,1.1661,3.0322,2.2614,2.6759,1.3831,1.9873,2.8137,5.4058,5.0963,0.7637,2.5715,1.8387,0.877,1.6719,1.6031,1.5831,2.4285,0.8338,1.7012,4.552,0.6791,4.7434,1.3461,5.9224,2.7416,2.1566,2.7049,1.3815,5.1953,2.1314,1.8173,5.8663,3.2214,6.6356,1.302,4.1278,3.5033,0.7691,2.0917,1.084,3.4488,1.6568,0.7468,4.5935,1.5764
04-Nov-13,1.1661,3.0322,2.2614,2.6759,1.3831,1.9873,2.8137,5.4058,5.0963,0.7637,2.5715,1.8387,0.877,1.6719,1.6031,1.5831,2.4285,0.8338,1.7012,4.552,0.6791,4.7434,1.3461,5.9224,2.7416,2.1566,2.7049,1.3815,5.1953,2.1314,1.8173,5.8663,3.2214,6.6356,1.302,4.1278,3.5033,0.7691,2.0917,1.084,3.4488,1.6568,0.7468,4.5935,1.5764
05-Nov-13,1.1542,3.0265,2.2572,2.6679,1.3765,1.9762,2.808,5.4022,5.0915,0.7633,2.5703,1.8328,0.8738,1.6715,1.6058,1.5874,2.4271,0.8268,1.6937,4.5509,0.6789,4.7314,1.344,5.9105,2.7417,2.1562,2.708,1.3865,5.1941,2.1309,1.8129,5.8649,3.2083,6.5321,1.3009,4.1245,3.5027,0.7672,2.0912,1.0836,3.4474,1.6395,0.7424,4.593,1.5727
06-Nov-13,1.1543,3.0249,2.2558,2.6836,1.3753,1.9773,2.7992,5.3997,5.0827,0.7617,2.566,1.8341,0.8736,1.6716,1.6025,1.5904,2.4262,0.8257,1.7009,4.5512,0.6704,4.7282,1.3468,5.913,2.7406,2.1565,2.7114,1.3908,5.1671,2.1313,1.8111,5.8653,3.2084,6.5317,1.2971,4.1245,3.503,0.7673,2.0913,1.0831,3.4395,1.6386,0.7435,4.5929,1.5755
07-Nov-13,1.1548,3.0309,2.2607,2.695,1.378,1.9822,2.8065,5.4193,5.1015,0.7614,2.5763,1.8348,0.8762,1.6737,1.6036,1.5952,2.4304,0.8253,1.6973,4.5569,0.6717,4.743,1.3476,5.9225,2.7471,2.1592,2.6854,1.4071,5.1576,2.134,1.8133,5.8726,3.2187,6.5438,1.2993,4.1248,3.5075,0.7683,2.094,1.0862,3.4413,1.6397,0.7313,4.5987,1.5779
08-Nov-13,1.1606,3.0429,2.2697,2.6993,1.3828,1.9907,2.811,5.4463,5.1218,0.7654,2.5938,1.8405,0.8804,1.6793,1.613,1.5935,2.4386,0.827,1.7018,4.572,0.6741,4.7526,1.3519,5.9444,2.757,2.1664,2.6856,1.4064,5.1862,2.1411,1.8194,5.8923,3.2294,6.5749,1.3026,4.134,3.5192,0.7708,2.101,1.0921,3.4528,1.6387,0.7339,4.6141,1.5823
09-Nov-13,1.1471,3.0206,2.2528,2.6983,1.374,1.9704,2.7575,5.3849,5.0733,0.7607,2.5514,1.8312,0.8354,1.6787,1.6043,1.587,2.4371,0.8274,1.7095,4.5704,0.6738,4.7553,1.3512,5.9297,2.7564,2.1656,2.6774,1.3965,5.1576,2.1404,1.8148,5.8902,3.1975,6.5207,1.3023,4.1315,3.518,0.7706,2.1002,1.0925,3.4516,1.6365,0.7281,4.6113,1.5765
10-Nov-13,1.1471,3.0206,2.2528,2.6983,1.374,1.9704,2.7575,5.3849,5.0733,0.7607,2.5514,1.8312,0.8354,1.6787,1.6043,1.587,2.4371,0.8274,1.7095,4.5704,0.6738,4.7553,1.3512,5.9297,2.7564,2.1656,2.6774,1.3965,5.1576,2.1404,1.8148,5.8902,3.1975,6.5207,1.3023,4.1315,3.518,0.7706,2.1002,1.0925,3.4516,1.6365,0.7281,4.6113,1.5765
11-Nov-13,1.1471,3.0206,2.2528,2.6983,1.374,1.9704,2.7575,5.3849,5.0733,0.7607,2.5514,1.8312,0.8354,1.6787,1.6043,1.587,2.4371,0.8274,1.7095,4.5704,0.6738,4.7553,1.3512,5.9297,2.7564,2.1656,2.6774,1.3965,5.1576,2.1404,1.8148,5.8902,3.1975,6.5207,1.3023,4.1315,3.518,0.7706,2.1002,1.0925,3.4516,1.6365,0.7281,4.6113,1.5765
12-Nov-13,1.1529,3.0162,2.2496,2.6842,1.3736,1.9705,2.732,5.3584,5.0515,0.7577,2.5514,1.8258,0.8329,1.6788,1.6034,1.571,2.4368,0.8248,1.6935,4.5708,0.6736,4.7528,1.345,5.9238,2.7563,2.1654,2.6534,1.3855,5.1399,2.1405,1.8149,5.8905,3.1916,6.5017,1.3011,4.1355,3.5181,0.7691,2.1003,1.093,3.4487,1.6213,0.7261,4.6115,1.5657
13-Nov-13,1.149,3.0146,2.2483,2.665,1.3668,1.9691,2.7068,5.3459,5.0486,0.754,2.5229,1.8243,0.8327,1.6778,1.5991,1.5642,2.4376,0.8176,1.6822,4.5679,0.6743,4.7531,1.3413,5.9244,2.7546,2.1641,2.6362,1.3793,5.1141,2.1392,1.8099,5.887,3.1958,6.5044,1.2993,4.1383,3.5159,0.7686,2.0991,1.0952,3.4467,1.6131,0.7161,4.6083,1.5664
14-Nov-13,1.1523,3.0182,2.2511,2.6789,1.3655,1.9769,2.7059,5.3549,5.0471,0.7534,2.5102,1.8277,0.8324,1.6778,1.5988,1.5585,2.4363,0.8167,1.6856,4.5682,0.6743,4.7514,1.3432,5.9244,2.7547,2.164,2.6451,1.3785,5.1124,2.1392,1.8099,5.887,3.208,6.5259,1.2982,4.1421,3.516,0.7686,2.0991,1.0947,3.4442,1.618,0.7197,4.6087,1.5647
15-Nov-13,1.1499,3.0192,2.2519,2.6839,1.3654,1.9814,2.7037,5.3743,5.0578,0.7552,2.5089,1.8265,0.8293,1.6764,1.5982,1.5582,2.4338,0.8184,1.6767,4.5642,0.6738,4.7478,1.3429,5.9216,2.752,2.1621,2.6492,1.3832,5.1286,2.1374,1.8065,5.8821,3.2115,6.5334,1.2952,4.1353,3.513,0.768,2.0973,1.0949,3.4347,1.6197,0.7183,4.6049,1.5701
16-Nov-13,1.1516,3.0221,2.2539,2.6945,1.3777,1.9782,2.7243,5.3859,5.0676,0.7559,2.5206,1.8255,0.8307,1.6764,1.6007,1.5636,2.4349,0.8219,1.6701,4.5642,0.6738,4.7666,1.3431,5.9195,2.7519,2.162,2.6563,1.3904,5.1296,2.1372,1.8084,5.8821,3.2115,6.5288,1.2953,4.1328,3.5131,0.768,2.0973,1.0951,3.4298,1.6432,0.7246,4.6046,1.5766
17-Nov-13,1.1516,3.0221,2.2539,2.6945,1.3777,1.9782,2.7243,5.3859,5.0676,0.7559,2.5206,1.8255,0.8307,1.6764,1.6007,1.5636,2.4349,0.8219,1.6701,4.5642,0.6738,4.7666,1.3431,5.9195,2.7519,2.162,2.6563,1.3904,5.1296,2.1372,1.8084,5.8821,3.2115,6.5288,1.2953,4.1328,3.5131,0.768,2.0973,1.0951,3.4298,1.6432,0.7246,4.6046,1.5766
18-Nov-13,1.1516,3.0221,2.2539,2.6945,1.3777,1.9782,2.7243,5.3859,5.0676,0.7559,2.5206,1.8255,0.8307,1.6764,1.6007,1.5636,2.4349,0.8219,1.6701,4.5642,0.6738,4.7666,1.3431,5.9195,2.7519,2.162,2.6563,1.3904,5.1296,2.1372,1.8084,5.8821,3.2115,6.5288,1.2953,4.1328,3.5131,0.768,2.0973,1.0951,3.4298,1.6432,0.7246,4.6046,1.5766
19-Nov-13,1.1532,3.0359,2.2642,2.6997,1.3854,1.9839,2.743,5.4196,5.0953,0.7615,2.5342,1.8366,0.8343,1.6757,1.6078,1.5753,2.4337,0.8279,1.6759,4.5622,0.6755,4.7574,1.3449,5.9191,2.751,2.1614,2.6846,1.4042,5.1456,2.1363,1.8057,5.8796,3.2102,6.5534,1.2928,4.1342,3.5115,0.7662,2.0965,1.0939,3.4268,1.6526,0.7243,4.6037,1.5843
20-Nov-13,1.1577,3.0339,2.2627,2.6977,1.3813,1.9843,2.7524,5.4147,5.0918,0.7618,2.5304,1.8349,0.8325,1.6751,1.6037,1.5778,2.4334,0.8287,1.6778,4.5606,0.6753,4.7588,1.3475,5.9275,2.7497,2.1608,2.6923,1.3969,5.1368,2.1355,1.8031,5.8775,3.2213,6.5592,1.2929,4.1381,3.5104,0.7659,2.0957,1.0929,3.4278,1.6579,0.7401,4.6023,1.5872
21-Nov-13,1.1564,3.0376,2.2657,2.7055,1.3818,1.9905,2.7532,5.4107,5.0986,0.7626,2.5355,1.8394,0.8304,1.6751,1.6016,1.5751,2.433,0.8324,1.6766,4.5606,0.6754,4.7283,1.3465,5.9275,2.7494,2.161,2.6778,1.3974,5.1161,2.1358,1.8031,5.8775,3.2276,6.5659,1.2898,4.1381,3.5097,0.7659,2.0957,1.0943,3.4308,1.6494,0.7377,4.6012,1.5836
22-Nov-13,1.159,3.0194,2.2519,2.6965,1.3734,1.9726,2.7423,5.372,5.0665,0.7568,2.5217,1.8279,0.8276,1.6758,1.6013,1.5525,2.4343,0.8296,1.661,4.5626,0.6748,4.7032,1.3421,5.9153,2.7507,2.1618,2.6634,1.3758,5.0754,2.1367,1.8039,5.88,3.2042,6.5075,1.2886,4.1377,3.5108,0.7663,2.0966,1.0953,3.4319,1.648,0.7374,4.6031,1.5769
23-Nov-13,1.1586,3.0478,2.2732,2.7243,1.3835,1.9873,2.7695,5.417,5.1059,0.7625,2.5567,1.847,0.8347,1.6821,1.5923,1.5405,2.4415,0.8325,1.6612,4.5798,0.6774,4.7283,1.3432,5.9459,2.7607,2.1698,2.6734,1.3709,5.1119,2.1447,1.8087,5.9021,3.2224,6.5699,1.2895,4.1539,3.5241,0.7691,2.1045,1.1006,3.4427,1.6575,0.7297,4.6205,1.5869
24-Nov-13,1.1586,3.0478,2.2732,2.7243,1.3835,1.9873,2.7695,5.417,5.1059,0.7625,2.5567,1.847,0.8347,1.6821,1.5923,1.5405,2.4415,0.8325,1.6612,4.5798,0.6774,4.7283,1.3432,5.9459,2.7607,2.1698,2.6734,1.3709,5.1119,2.1447,1.8087,5.9021,3.2224,6.5699,1.2895,4.1539,3.5241,0.7691,2.1045,1.1006,3.4427,1.6575,0.7297,4.6205,1.5869
25-Nov-13,1.1586,3.0478,2.2732,2.7243,1.3835,1.9873,2.7695,5.417,5.1059,0.7625,2.5567,1.847,0.8347,1.6821,1.5923,1.5405,2.4415,0.8325,1.6612,4.5798,0.6774,4.7283,1.3432,5.9459,2.7607,2.1698,2.6734,1.3709,5.1119,2.1447,1.8087,5.9021,3.2224,6.5699,1.2895,4.1539,3.5241,0.7691,2.1045,1.1006,3.4427,1.6575,0.7297,4.6205,1.5869
26-Nov-13,1.1652,3.0542,2.2779,2.73,1.385,2.0016,2.7586,5.4356,5.1259,0.7637,2.563,1.8513,0.8358,1.6858,1.5967,1.543,2.4486,0.8444,1.6576,4.5898,0.6788,4.7381,1.3465,5.9611,2.7668,2.1745,2.6986,1.3827,5.1438,2.1494,1.8127,5.9151,3.2482,6.6102,1.2908,4.1662,3.5317,0.7695,2.1091,1.1033,3.4445,1.6774,0.7399,4.6307,1.5878
27-Nov-13,1.1655,3.0648,2.2858,2.7291,1.393,2.0013,2.7628,5.4497,5.1447,0.7659,2.574,1.8559,0.8368,1.6868,1.6005,1.5427,2.4507,0.8406,1.6632,4.5926,0.6789,4.7617,1.3474,5.9625,2.7694,2.1758,2.7003,1.3844,5.1134,2.1504,1.8099,5.9186,3.2501,6.6146,1.2903,4.1708,3.5337,0.77,2.1103,1.1041,3.4472,1.6735,0.737,4.6329,1.592
28-Nov-13,1.1691,3.0763,2.2944,2.7486,1.398,2.0116,2.7778,5.4586,5.1675,0.7674,2.5714,1.8648,0.8395,1.6878,1.6024,1.5403,2.4513,0.8385,1.658,4.5953,0.6802,4.7733,1.3468,5.9745,2.7706,2.1771,2.7121,1.384,5.1139,2.1517,1.809,5.9221,3.2646,6.6376,1.2884,4.1753,3.5353,0.7704,2.1116,1.1052,3.4459,1.6676,0.7356,4.6362,1.5909
29-Nov-13,1.1759,3.0838,2.3001,2.7627,1.4127,2.0145,2.773,5.4789,5.1875,0.7694,2.5724,1.8681,0.8418,1.6916,1.5999,1.5454,2.457,0.8383,1.6555,4.6056,0.6855,4.7873,1.3487,5.9901,2.7769,2.182,2.7118,1.3803,5.1055,2.1566,1.8131,5.9354,3.272,6.657,1.29,4.1871,3.543,0.7722,2.1164,1.1029,3.4558,1.6576,0.726,4.6466,1.594
30-Nov-13,1.1758,3.0863,2.302,2.7613,1.4163,2.0207,2.7584,5.4748,5.1841,0.7653,2.5814,1.8696,0.8404,1.692,1.5986,1.539,2.4594,0.8371,1.6541,4.6066,0.6857,4.8026,1.3472,5.9851,2.7772,2.1825,2.7073,1.3737,5.0977,2.1571,1.8116,5.9368,3.2791,6.6696,1.2893,4.1889,3.5441,0.7724,2.1169,1.0983,3.456,1.655,0.7303,4.6484,1.5992
01-Dec-13,1.1758,3.0863,2.302,2.7613,1.4163,2.0207,2.7584,5.4748,5.1841,0.7653,2.5814,1.8696,0.8404,1.692,1.5986,1.539,2.4594,0.8371,1.6541,4.6066,0.6857,4.8026,1.3472,5.9851,2.7772,2.1825,2.7073,1.3737,5.0977,2.1571,1.8116,5.9368,3.2791,6.6696,1.2893,4.1889,3.5441,0.7724,2.1169,1.0983,3.456,1.655,0.7303,4.6484,1.5992
02-Dec-13,1.1758,3.0863,2.302,2.7613,1.4163,2.0207,2.7584,5.4748,5.1841,0.7653,2.5814,1.8696,0.8404,1.692,1.5986,1.539,2.4594,0.8371,1.6541,4.6066,0.6857,4.8026,1.3472,5.9851,2.7772,2.1825,2.7073,1.3737,5.0977,2.1571,1.8116,5.9368,3.2791,6.6696,1.2893,4.1889,3.5441,0.7724,2.1169,1.0983,3.456,1.655,0.7303,4.6484,1.5992
03-Dec-13,1.1807,3.0816,2.2987,2.7812,1.4172,2.0231,2.7625,5.4812,5.1833,0.7617,2.5906,1.8659,0.8387,1.6967,1.5936,1.5494,2.4639,0.8364,1.6519,4.6195,0.6876,4.8132,1.3523,5.9996,2.7848,2.1886,2.725,1.3884,5.1185,2.1631,1.8147,5.9533,3.2818,6.6854,1.293,4.2007,3.5535,0.7733,2.1227,1.104,3.4653,1.6619,0.7265,4.6601,1.6052
04-Dec-13,1.1762,3.0906,2.3055,2.7884,1.4213,2.0187,2.7776,5.4847,5.1577,0.7604,2.5952,1.8756,0.8404,1.6995,1.5947,1.5489,2.4678,0.8338,1.6534,4.6271,0.6887,4.8226,1.3539,6.0117,2.79,2.1922,2.7251,1.3977,5.1119,2.1666,1.8118,5.9632,3.2746,6.6689,1.296,4.2076,3.5597,0.7746,2.1262,1.1059,3.4675,1.6379,0.7223,4.6679,1.6017
05-Dec-13,1.1837,3.1064,2.3171,2.7894,1.4294,2.0254,2.7858,5.518,5.1858,0.7666,2.6184,1.8863,0.8457,1.705,1.5981,1.5374,2.4767,0.8315,1.6629,4.6421,0.6909,4.844,1.3586,6.0311,2.7996,2.1991,2.7419,1.3962,5.1258,2.1739,1.8158,5.9825,3.2979,6.7005,1.3011,4.2179,3.5714,0.7771,2.1331,1.1041,3.4728,1.6388,0.72,4.683,1.608
06-Dec-13,1.182,3.1005,2.3127,2.7811,1.4257,2.0174,2.7502,5.5115,5.1775,0.7662,2.6085,1.8861,0.8433,1.7009,1.5947,1.5356,2.4708,0.8302,1.6677,4.6309,0.6893,4.8298,1.3562,6.0188,2.7926,2.1937,2.7536,1.3956,5.1365,2.1687,1.8114,5.9681,3.2963,6.7105,1.2989,4.2,3.5628,0.7752,2.128,1.1009,3.4521,1.6234,0.7119,4.6718,1.6055
07-Dec-13,1.1823,3.1172,2.3254,2.7832,1.4376,2.0202,2.7595,5.5477,5.2195,0.7696,2.6113,1.8988,0.8464,1.7011,1.5964,1.5417,2.4712,0.8341,1.6658,4.6314,0.6893,4.8534,1.3574,6.0259,2.7969,2.1936,2.7618,1.3935,5.1625,2.1689,1.8097,5.9688,3.3095,6.7298,1.2994,4.1888,3.5633,0.7753,2.1282,1.1028,3.447,1.6242,0.7219,4.6746,1.6083
08-Dec-13,1.1823,3.1172,2.3254,2.7832,1.4376,2.0202,2.7595,5.5477,5.2195,0.7696,2.6113,1.8988,0.8464,1.7011,1.5964,1.5417,2.4712,0.8341,1.6658,4.6314,0.6893,4.8534,1.3574,6.0259,2.7969,2.1936,2.7618,1.3935,5.1625,2.1689,1.8097,5.9688,3.3095,6.7298,1.2994,4.1888,3.5633,0.7753,2.1282,1.1028,3.447,1.6242,0.7219,4.6746,1.6083
09-Dec-13,1.1823,3.1172,2.3254,2.7832,1.4376,2.0202,2.7595,5.5477,5.2195,0.7696,2.6113,1.8988,0.8464,1.7011,1.5964,1.5417,2.4712,0.8341,1.6658,4.6314,0.6893,4.8534,1.3574,6.0259,2.7969,2.1936,2.7618,1.3935,5.1625,2.1689,1.8097,5.9688,3.3095,6.7298,1.2994,4.1888,3.5633,0.7753,2.1282,1.1028,3.447,1.6242,0.7219,4.6746,1.6083
10-Dec-13,1.1917,3.1352,2.3389,2.7961,1.4461,2.0333,2.7735,5.586,5.2537,0.776,2.6158,1.9111,0.8511,1.7062,1.6025,1.5508,2.4765,0.839,1.656,4.6454,0.6914,4.87,1.3655,6.0418,2.8103,2.2006,2.7938,1.4126,5.2053,2.1754,1.8151,5.9867,3.3259,6.7704,1.3049,4.1928,3.5742,0.7765,2.1346,1.1061,3.4542,1.6516,0.7317,4.6863,1.6208
11-Dec-13,1.2065,3.1679,2.3632,2.8291,1.4637,2.0587,2.8011,5.6508,5.3071,0.7848,2.6254,1.9326,0.8613,1.7196,1.6165,1.5676,2.4983,0.8481,1.6677,4.6819,0.6968,4.921,1.3753,6.0936,2.8326,2.2179,2.8153,1.4249,5.2451,2.1925,1.8274,6.0337,3.3652,6.8477,1.316,4.2271,3.6022,0.7826,2.1514,1.1158,3.4809,1.6704,0.742,4.7231,1.6347
12-Dec-13,1.2037,3.1585,2.3563,2.8077,1.4584,2.0499,2.7981,5.633,5.2932,0.7807,2.6149,1.9299,0.8592,1.7122,1.6159,1.5598,2.4871,0.842,1.6711,4.6617,0.6938,4.8875,1.3693,6.0716,2.8201,2.2082,2.7928,1.4141,5.231,2.1831,1.8196,6.0077,3.3507,6.8275,1.311,4.2223,3.5868,0.7792,2.1421,1.1084,3.4646,1.6499,0.7424,4.7028,1.6279
13-Dec-13,1.2053,3.161,2.3582,2.8068,1.4649,2.0569,2.7864,5.6353,5.2978,0.7778,2.6063,1.9296,0.8599,1.7123,1.6197,1.55,2.487,0.8405,1.667,4.662,0.6939,4.8795,1.3657,6.0741,2.8205,2.2083,2.7743,1.421,5.2281,2.1832,1.8177,6.0081,3.3575,6.8443,1.3148,4.2296,3.5872,0.7793,2.1422,1.1081,3.4646,1.6507,0.7312,4.7031,1.6296
14-Dec-13,1.2037,3.1417,2.3439,2.7824,1.456,2.0456,2.7585,5.6053,5.2632,0.774,2.5892,1.9172,0.8524,1.709,1.6035,1.5227,2.4821,0.8368,1.6488,4.6529,0.6925,4.8869,1.3595,6.0517,2.8149,2.2043,2.7487,1.4022,5.1999,2.1787,1.8104,5.9965,3.3444,6.8093,1.3139,4.2222,3.5803,0.7778,2.1381,1.1082,3.4685,1.6451,0.7324,4.6938,1.6241
15-Dec-13,1.2037,3.1417,2.3439,2.7824,1.456,2.0456,2.7585,5.6053,5.2632,0.774,2.5892,1.9172,0.8524,1.709,1.6035,1.5227,2.4821,0.8368,1.6488,4.6529,0.6925,4.8869,1.3595,6.0517,2.8149,2.2043,2.7487,1.4022,5.1999,2.1787,1.8104,5.9965,3.3444,6.8093,1.3139,4.2222,3.5803,0.7778,2.1381,1.1082,3.4685,1.6451,0.7324,4.6938,1.6241
16-Dec-13,1.2037,3.1417,2.3439,2.7824,1.456,2.0456,2.7585,5.6053,5.2632,0.774,2.5892,1.9172,0.8524,1.709,1.6035,1.5227,2.4821,0.8368,1.6488,4.6529,0.6925,4.8869,1.3595,6.0517,2.8149,2.2043,2.7487,1.4022,5.1999,2.1787,1.8104,5.9965,3.3444,6.8093,1.3139,4.2222,3.5803,0.7778,2.1381,1.1082,3.4685,1.6451,0.7324,4.6938,1.6241
17-Dec-13,1.1991,3.1547,2.3536,2.7852,1.465,2.0495,2.7853,5.6347,5.2855,0.7816,2.6055,1.9283,0.8547,1.7085,1.6142,1.5265,2.4812,0.8386,1.6573,4.6515,0.6893,4.8749,1.3601,6.0564,2.8141,2.2035,2.7581,1.4092,5.1984,2.1781,1.8099,5.9947,3.3434,6.8051,1.3167,4.219,3.5793,0.7766,2.1375,1.1086,3.4756,1.6523,0.7334,4.6926,1.6251
18-Dec-13,1.2011,3.1472,2.3479,2.7793,1.4626,2.0437,2.7739,5.6186,5.2622,0.7857,2.5926,1.9224,0.8503,1.7052,1.6119,1.5229,2.4773,0.8364,1.6563,4.6427,0.691,4.863,1.3556,6.0425,2.809,2.1995,2.7499,1.4111,5.1886,2.1739,1.8044,5.9832,3.3435,6.8039,1.3139,4.211,3.5724,0.7751,2.1334,1.1065,3.4762,1.6513,0.7325,4.6836,1.6227
19-Dec-13,1.2012,3.1485,2.3489,2.7947,1.4685,2.0472,2.8011,5.6194,5.2512,0.7867,2.6134,1.9216,0.8476,1.7087,1.6091,1.5225,2.4784,0.8353,1.6597,4.6521,0.6924,4.8725,1.3572,6.0614,2.8151,2.2042,2.758,1.4097,5.1872,2.1784,1.8062,5.9954,3.3504,6.8146,1.3189,4.2193,3.5799,0.7767,2.1377,1.1088,3.4809,1.6521,0.7369,4.6954,1.6256
20-Dec-13,1.203,3.1381,2.3409,2.8004,1.466,2.0375,2.797,5.613,5.2266,0.7829,2.6202,1.9123,0.8459,1.7113,1.5968,1.5178,2.4786,0.8306,1.6452,4.6593,0.6935,4.8754,1.3533,6.0577,2.819,2.2072,2.7539,1.4031,5.1932,2.1817,1.8071,6.0046,3.3294,6.7839,1.3191,4.2228,3.5852,0.7779,2.141,1.1113,3.4827,1.6558,0.7342,4.7007,1.6145
21-Dec-13,1.1996,3.143,2.3445,2.8053,1.4738,2.0385,2.792,5.6277,5.2396,0.7854,2.6143,1.912,0.8486,1.7168,1.6096,1.5238,2.4857,0.8221,1.6435,4.6742,0.6957,4.8906,1.3552,6.0815,2.8285,2.2139,2.7641,1.4043,5.2056,2.1884,1.811,6.0239,3.3401,6.7767,1.3233,4.2354,3.5967,0.7804,2.1479,1.1159,3.4871,1.6446,0.7287,4.7158,1.6182
22-Dec-13,1.1996,3.143,2.3445,2.8053,1.4738,2.0385,2.792,5.6277,5.2396,0.7854,2.6143,1.912,0.8486,1.7168,1.6096,1.5238,2.4857,0.8221,1.6435,4.6742,0.6957,4.8906,1.3552,6.0815,2.8285,2.2139,2.7641,1.4043,5.2056,2.1884,1.811,6.0239,3.3401,6.7767,1.3233,4.2354,3.5967,0.7804,2.1479,1.1159,3.4871,1.6446,0.7287,4.7158,1.6182
23-Dec-13,1.1996,3.143,2.3445,2.8053,1.4738,2.0385,2.792,5.6277,5.2396,0.7854,2.6143,1.912,0.8486,1.7168,1.6096,1.5238,2.4857,0.8221,1.6435,4.6742,0.6957,4.8906,1.3552,6.0815,2.8285,2.2139,2.7641,1.4043,5.2056,2.1884,1.811,6.0239,3.3401,6.7767,1.3233,4.2354,3.5967,0.7804,2.1479,1.1159,3.4871,1.6446,0.7287,4.7158,1.6182
24-Dec-13,1.1986,3.1476,2.3483,2.8063,1.4755,2.0473,2.7837,5.6411,5.249,0.7869,2.6086,1.916,0.8518,1.7167,1.6159,1.5334,2.483,0.8213,1.6518,4.6738,0.6929,4.8969,1.3561,6.0768,2.828,2.214,2.7713,1.407,5.2099,2.1883,1.8109,6.0235,3.3334,6.8045,1.3208,4.2331,3.5965,0.7796,2.1478,1.1168,3.4837,1.6565,0.7192,4.7147,1.6186
25-Dec-13,1.2028,3.158,2.3559,2.8161,1.4833,2.0556,2.7978,5.6798,5.2793,0.7929,2.6196,1.9251,0.8563,1.7228,1.6218,1.5373,2.491,0.8289,1.6516,4.6906,0.6981,4.9425,1.36,6.1049,2.838,2.2216,2.7811,1.4086,5.2801,2.196,1.8173,6.0449,3.3452,6.8286,1.3221,4.2473,3.6094,0.7823,2.1554,1.1216,3.4943,1.6649,0.731,4.7335,1.6268
26-Dec-13,1.2069,3.1744,2.368,2.8237,1.4907,2.0622,2.8264,5.7398,5.3294,0.799,2.6423,1.9318,0.8628,1.7286,1.6312,1.5404,2.5001,0.8388,1.6573,4.7065,0.7005,4.958,1.3676,6.1298,2.8474,2.2293,2.7975,1.4117,5.2945,2.2034,1.8234,6.0653,3.3565,6.8516,1.3266,4.2652,3.6216,0.785,2.1626,1.1233,3.4992,1.6848,0.7338,4.748,1.6319
27-Dec-13,1.21,3.1798,2.3723,2.839,1.4935,2.0688,2.8137,5.7277,5.3357,0.8001,2.6413,1.9343,0.8628,1.7331,1.6293,1.5404,2.5092,0.826,1.6542,4.7187,0.7023,4.9695,1.3673,6.137,2.8547,2.2348,2.791,1.4147,5.3047,2.2092,1.8262,6.0811,3.3652,6.8695,1.3245,4.2792,3.631,0.787,2.1683,1.1247,3.5012,1.6739,0.7357,4.761,1.6364
28-Dec-13,1.2132,3.2157,2.3989,2.8667,1.5072,2.0829,2.8408,5.7804,5.3819,0.8086,2.6717,1.9592,0.8734,1.7376,1.6322,1.5485,2.5051,0.8017,1.658,4.7319,0.7041,4.9895,1.3715,6.1705,2.8633,2.2408,2.8078,1.4219,5.3255,2.2149,1.8291,6.0968,3.374,6.9277,1.3307,4.2914,3.6406,0.789,2.1739,1.1296,3.5221,1.6693,0.7385,4.7743,1.6486
29-Dec-13,1.2132,3.2157,2.3989,2.8667,1.5072,2.0829,2.8408,5.7804,5.3819,0.8086,2.6717,1.9592,0.8734,1.7376,1.6322,1.5485,2.5051,0.8017,1.658,4.7319,0.7041,4.9895,1.3715,6.1705,2.8633,2.2408,2.8078,1.4219,5.3255,2.2149,1.8291,6.0968,3.374,6.9277,1.3307,4.2914,3.6406,0.789,2.1739,1.1296,3.5221,1.6693,0.7385,4.7743,1.6486
