Date,BGN,DKK,EUR,GBP,ISK,YUM,NOK,PLN,ROL,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRL,JPY,IRR,ILS,SGD,KWD,CNY,HKD,RUB,AZM,BYR,EEK,TMM,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS,ATS,BEF,DEM,NLG,ITL,FIM,FRF,ESP,GRD,IEP,LUF,PTE
24-Mar-02,1.0092,0.2649,1.9677,3.1873,0.2233,3.2776,0.2559,0.5444,0.6784,0.8073,0.2189,1.3465,0.0633,2.235,1.4165,1.185,0.4838,1.6754,0.1689,1.2771,0.482,1.2221,7.2782,0.27,0.2866,0.0716,0.463,1.3047,1.2586,0.4298,3.5252,5.7053,1.6556,0.3897,0.834,3.2171,4.1995,0.1468,0.4649,,,,,,,,,,,,
25-Mar-02,1.0092,0.2649,1.9677,3.1873,0.2233,3.2776,0.2559,0.5444,0.6784,0.8073,0.2189,1.3465,0.0633,2.235,1.4165,1.185,0.4838,1.6754,0.1689,1.2771,0.482,1.2221,7.2782,0.27,0.2866,0.0716,0.463,1.3047,1.2586,0.4298,3.5252,5.7053,1.6556,0.3897,0.834,3.2171,4.1995,0.1468,0.4649,,,,,,,,,,,,
26-Mar-02,1.0031,0.2634,1.957,3.182,0.2227,3.2867,0.2542,0.5407,0.6771,0.8024,0.2172,1.3399,0.063,2.233,1.4136,1.1839,0.4839,1.6689,0.1678,1.276,0.4787,1.2168,7.2644,0.2698,0.2863,0.0716,0.4624,1.3036,1.2511,0.4294,3.5143,5.672,1.6602,0.3893,0.8332,3.2142,4.1959,0.1467,0.4638,,,,,,,,,,,,
27-Mar-02,0.9956,0.2613,1.9419,3.1573,0.2218,3.2602,0.2514,0.5358,0.672,0.7951,0.2152,1.3307,0.0624,2.215,1.3933,1.1715,0.4784,1.6481,0.167,1.2657,0.4738,1.2022,7.2065,0.2676,0.284,0.0711,0.4589,1.2908,1.2414,0.426,3.4898,5.6284,1.6468,0.3862,0.8265,3.1853,4.162,0.1455,0.4601,,,,,,,,,,,,
28-Mar-02,0.9952,0.2611,1.9406,3.1599,0.2218,3.2602,0.2516,0.5382,0.6726,0.7963,0.2153,1.3245,0.0624,2.215,1.3948,1.1697,0.4794,1.6542,0.1669,1.2657,0.4728,1.2014,7.2063,0.2676,0.284,0.0711,0.4589,1.2923,1.2405,0.426,3.4893,5.6228,1.6468,0.3862,0.8265,3.1853,4.1667,0.1454,0.4601,,,,,,,,,,,,
29-Mar-02,0.9924,0.2603,1.9339,3.1559,0.2219,3.2602,0.2511,0.5381,0.6722,0.7947,0.2142,1.3203,0.0622,2.215,1.3912,1.1782,0.4836,1.6567,0.167,1.2657,0.4716,1.2038,7.2054,0.2676,0.284,0.071,0.4589,1.2953,1.2368,0.426,3.4822,5.6065,1.6468,0.3848,0.8265,3.1853,4.1623,0.1453,0.4601,,,,,,,,,,,,
30-Mar-02,0.9911,0.26,1.9317,3.157,0.2217,3.2253,0.2507,0.538,0.6722,0.7947,0.214,1.3192,0.0624,2.215,1.3906,1.1815,0.4794,1.6592,0.1671,1.2657,0.4656,1.2026,7.2061,0.2676,0.284,0.071,0.4591,1.2915,1.2356,0.426,3.4838,5.5992,1.6468,0.3846,0.8265,3.1853,4.1635,0.1454,0.4601,,,,,,,,,,,,
31-Mar-02,0.9911,0.26,1.9317,3.157,0.2217,3.2253,0.2507,0.538,0.6722,0.7947,0.214,1.3192,0.0624,2.215,1.3906,1.1815,0.4794,1.6592,0.1671,1.2657,0.4656,1.2026,7.2061,0.2676,0.284,0.071,0.4591,1.2915,1.2356,0.426,3.4838,5.5992,1.6468,0.3846,0.8265,3.1853,4.1635,0.1454,0.4601,,,,,,,,,,,,
01-Apr-02,0.9911,0.26,1.9317,3.157,0.2217,3.2253,0.2507,0.538,0.6722,0.7947,0.214,1.3192,0.0624,2.215,1.3906,1.1815,0.4794,1.6592,0.1671,1.2657,0.4656,1.2026,7.2061,0.2676,0.284,0.071,0.4591,1.2915,1.2356,0.426,3.4838,5.5992,1.6468,0.3846,0.8265,3.1853,4.1635,0.1454,0.4601,,,,,,,,,,,,
02-Apr-02,1,0.2623,1.949,3.182,0.2234,3.2472,0.253,0.5418,0.6787,0.8014,0.2161,1.3309,0.063,2.23,1.3967,1.1931,0.4827,1.6494,0.1674,1.2743,0.4671,1.2074,7.2558,0.2694,0.2859,0.0715,0.4621,1.295,1.2461,0.4288,3.5063,5.6486,1.658,0.3865,0.8321,3.2069,4.1933,0.1464,0.465,,,,,,,,,,,,
03-Apr-02,0.9995,0.2623,1.9489,3.1908,0.2232,3.2326,0.2531,0.5409,0.6755,0.801,0.2161,1.3321,0.0634,2.22,1.3885,1.1804,0.4805,1.6642,0.1665,1.2686,0.4654,1.2023,7.2275,0.2682,0.2846,0.0712,0.4599,1.287,1.2463,0.4269,3.4994,5.6478,1.6506,0.3846,0.8284,3.1896,4.1729,0.1454,0.4629,,,,,,,,,,,,
04-Apr-02,1.0005,0.2628,1.9514,3.1899,0.2235,3.2326,0.2546,0.5427,0.6774,0.8046,0.2157,1.3361,0.064,2.22,1.3947,1.1757,0.4852,1.6629,0.1673,1.2686,0.4643,1.2038,7.2287,0.2682,0.2846,0.0711,0.4598,1.2862,1.2481,0.4269,3.4983,5.6559,1.6567,0.3844,0.8284,3.1896,4.1808,0.1453,0.4629,,,,,,,,,,,,
05-Apr-02,1.0053,0.2639,1.9613,3.1918,0.2242,3.2399,0.2568,0.545,0.6775,0.8128,0.2162,1.343,0.0644,2.225,1.3988,1.1837,0.4837,1.6856,0.168,1.2714,0.4642,1.2088,7.2452,0.2688,0.2853,0.0713,0.4608,1.2869,1.2541,0.4279,3.5078,5.685,1.6604,0.3852,0.8302,3.1967,4.1744,0.1456,0.464,,,,,,,,,,,,
06-Apr-02,1.0016,0.263,1.9549,3.1898,0.2238,3.2399,0.2558,0.5439,0.6757,0.8073,0.2168,1.3364,0.0637,2.225,1.3967,1.1826,0.4837,1.6959,0.1683,1.2714,0.4702,1.2123,7.2461,0.2688,0.2853,0.0713,0.4608,1.2854,1.2499,0.4279,3.5034,5.6646,1.6604,0.385,0.8302,3.1967,4.1823,0.1457,0.464,,,,,,,,,,,,
07-Apr-02,1.0016,0.263,1.9549,3.1898,0.2238,3.2399,0.2558,0.5439,0.6757,0.8073,0.2168,1.3364,0.0637,2.225,1.3967,1.1826,0.4837,1.6959,0.1683,1.2714,0.4702,1.2123,7.2461,0.2688,0.2853,0.0713,0.4608,1.2854,1.2499,0.4279,3.5034,5.6646,1.6604,0.385,0.8302,3.1967,4.1823,0.1457,0.464,,,,,,,,,,,,
08-Apr-02,1.0016,0.263,1.9549,3.1898,0.2238,3.2399,0.2558,0.5439,0.6757,0.8073,0.2168,1.3364,0.0637,2.225,1.3967,1.1826,0.4837,1.6959,0.1683,1.2714,0.4702,1.2123,7.2461,0.2688,0.2853,0.0713,0.4608,1.2854,1.2499,0.4279,3.5034,5.6646,1.6604,0.385,0.8302,3.1967,4.1823,0.1457,0.464,,,,,,,,,,,,
09-Apr-02,0.996,0.2615,1.9434,3.1703,0.2223,3.2257,0.2542,0.5424,0.6712,0.7976,0.2151,1.3279,0.0632,2.215,1.3938,1.1693,0.4774,1.6986,0.1687,1.2657,0.4689,1.2081,7.2122,0.2676,0.284,0.071,0.4587,1.273,1.2426,0.426,3.4915,5.6313,1.6468,0.3833,0.8265,3.1824,4.1557,0.1451,0.4627,,,,,,,,,,,,
10-Apr-02,0.996,0.2615,1.9434,3.1703,0.2223,3.2257,0.2542,0.5424,0.6712,0.7976,0.2151,1.3279,0.0632,2.215,1.3938,1.1693,0.4774,1.6986,0.1687,1.2657,0.4689,1.2081,7.2122,0.2676,0.284,0.071,0.4587,1.273,1.2426,0.426,3.4915,5.6313,1.6468,0.3833,0.8265,3.1824,4.1557,0.1451,0.4627,,,,,,,,,,,,
11-Apr-02,1.0026,0.2628,1.9543,3.1849,0.2251,3.2257,0.2549,0.5425,0.6732,0.806,0.2144,1.3323,0.0648,2.215,1.3898,1.1762,0.4794,1.6928,0.1698,1.2657,0.4648,1.208,7.219,0.2676,0.284,0.071,0.4583,1.2693,1.2491,0.426,3.5009,5.6628,1.6468,0.383,0.8265,3.1659,4.1503,0.1452,0.4627,,,,,,,,,,,,
12-Apr-02,1.0077,0.2641,1.9624,3.2016,0.2265,3.2475,0.2569,0.5461,0.677,0.8106,0.216,1.3373,0.0652,2.23,1.4024,1.1917,0.4827,1.7207,0.1697,1.2743,0.4702,1.2158,7.2641,0.2694,0.2859,0.0714,0.4614,1.2765,1.2554,0.4288,3.5196,5.6899,1.658,0.3857,0.8321,3.1873,4.185,0.1462,0.4659,,,,,,,,,,,,
13-Apr-02,1.0081,0.2641,1.9635,3.2023,0.2268,3.2475,0.2575,0.5484,0.6767,0.8129,0.2157,1.3401,0.0655,2.23,1.405,1.1924,0.4806,1.7327,0.1688,1.2743,0.4672,1.214,7.2627,0.2694,0.2859,0.0714,0.4613,1.2831,1.2556,0.4288,3.5168,5.6917,1.658,0.3863,0.8321,3.1873,4.1852,0.1461,0.4659,,,,,,,,,,,,
14-Apr-02,1.0081,0.2641,1.9635,3.2023,0.2268,3.2475,0.2575,0.5484,0.6767,0.8129,0.2157,1.3401,0.0655,2.23,1.405,1.1924,0.4806,1.7327,0.1688,1.2743,0.4672,1.214,7.2627,0.2694,0.2859,0.0714,0.4613,1.2831,1.2556,0.4288,3.5168,5.6917,1.658,0.3863,0.8321,3.1873,4.1852,0.1461,0.4659,,,,,,,,,,,,
15-Apr-02,1.0081,0.2641,1.9635,3.2023,0.2268,3.2475,0.2575,0.5484,0.6767,0.8129,0.2157,1.3401,0.0655,2.23,1.405,1.1924,0.4806,1.7327,0.1688,1.2743,0.4672,1.214,7.2627,0.2694,0.2859,0.0714,0.4613,1.2831,1.2556,0.4288,3.5168,5.6917,1.658,0.3863,0.8321,3.1873,4.1852,0.1461,0.4659,,,,,,,,,,,,
16-Apr-02,1.012,0.265,1.9699,3.2115,0.2293,3.2517,0.2586,0.5509,0.6764,0.8162,0.2172,1.3436,0.0657,2.235,1.4105,1.1915,0.4848,1.7087,0.1698,0.2821,0.4681,1.2176,7.2813,0.27,0.2866,0.0717,0.4623,1.2852,1.2599,0.4298,3.5297,5.7095,1.6617,0.3872,0.834,3.1945,4.209,0.1465,0.4662,,,,,,,,,,,,
17-Apr-02,1.0101,0.2645,1.9661,3.2106,0.2291,3.2517,0.2579,0.5494,0.6753,0.8146,0.2154,1.339,0.065,2.235,1.4081,1.1866,0.4859,1.7299,0.1701,0.2821,0.4664,1.2184,7.2792,0.27,0.2866,0.0717,0.4623,1.2867,1.2577,0.4298,3.5286,5.698,1.6679,0.3872,0.834,3.1791,4.1917,0.1465,0.4662,,,,,,,,,,,,
18-Apr-02,1.0187,0.2668,1.9828,3.2337,0.2309,3.2589,0.2597,0.5525,0.678,0.8197,0.2165,1.3496,0.0654,2.24,1.4171,1.1957,0.4859,1.7297,0.171,0.2827,0.4667,1.2242,7.3026,0.2706,0.2872,0.0719,0.4631,1.2888,1.268,0.4308,3.5465,5.7482,1.6654,0.3877,0.8358,3.1862,4.2042,0.1467,0.4673,,,,,,,,,,,,
19-Apr-02,1.0249,0.2684,1.9952,3.2408,0.2307,3.2589,0.2613,0.5549,0.6755,0.8236,0.2184,1.3577,0.0658,2.24,1.4229,1.2058,0.4848,1.7198,0.1715,0.2827,0.4682,1.2282,7.3057,0.2706,0.2872,0.0718,0.463,1.2903,1.2758,0.4308,3.5527,5.7815,1.6654,0.3872,0.8358,3.1862,4.2042,0.1465,0.4673,,,,,,,,,,,,
20-Apr-02,1.0239,0.2684,1.9949,3.2426,0.2309,3.2589,0.2615,0.5551,0.6747,0.8242,0.2172,1.3594,0.066,2.24,1.4227,1.2092,0.4848,1.7178,0.1722,0.2827,0.469,1.2303,7.3109,0.2706,0.2872,0.0718,0.4628,1.2903,1.2751,0.4308,3.5556,5.7806,1.6716,0.387,0.8358,3.1862,4.2038,0.1465,0.4673,,,,,,,,,,,,
21-Apr-02,1.0239,0.2684,1.9949,3.2426,0.2309,3.2589,0.2615,0.5551,0.6747,0.8242,0.2172,1.3594,0.066,2.24,1.4227,1.2092,0.4848,1.7178,0.1722,0.2827,0.469,1.2303,7.3109,0.2706,0.2872,0.0718,0.4628,1.2903,1.2751,0.4308,3.5556,5.7806,1.6716,0.387,0.8358,3.1862,4.2038,0.1465,0.4673,,,,,,,,,,,,
22-Apr-02,1.0239,0.2684,1.9949,3.2426,0.2309,3.2589,0.2615,0.5551,0.6747,0.8242,0.2172,1.3594,0.066,2.24,1.4227,1.2092,0.4848,1.7178,0.1722,0.2827,0.469,1.2303,7.3109,0.2706,0.2872,0.0718,0.4628,1.2903,1.2751,0.4308,3.5556,5.7806,1.6716,0.387,0.8358,3.1862,4.2038,0.1465,0.4673,,,,,,,,,,,,
23-Apr-02,1.0216,0.2679,1.9916,3.2417,0.2325,3.3023,0.262,0.5545,0.6749,0.8249,0.2163,1.3583,0.0662,2.24,1.4248,1.2098,0.4859,1.7073,0.1722,0.2827,0.4692,1.233,7.3093,0.2706,0.2872,0.0718,0.4628,1.2881,1.2734,0.4308,3.5527,5.7704,1.6654,0.387,0.8358,3.1862,4.1987,0.1466,0.4665,,,,,,,,,,,,
24-Apr-02,1.0186,0.2672,1.9853,3.2435,0.2328,3.3023,0.2615,0.5548,0.6715,0.8226,0.2162,1.3524,0.0658,2.24,1.4254,1.2065,0.4848,1.6957,0.1723,0.2827,0.469,1.2319,7.3076,0.2706,0.2872,0.0719,0.4629,1.2881,1.2696,0.4308,3.5477,5.7518,1.6716,0.3869,0.8358,3.1862,4.2044,0.1467,0.4665,,,,,,,,,,,,
25-Apr-02,1.0202,0.2676,1.9889,3.2411,0.235,3.3023,0.2614,0.5542,0.6715,0.827,0.217,1.3568,0.0661,2.24,1.4248,1.2067,0.4848,1.6906,0.172,0.2827,0.4622,1.2314,7.3081,0.2706,0.2872,0.0718,0.4625,1.2859,1.272,0.4308,3.5505,5.7634,1.6716,0.3869,0.8358,3.1687,4.1869,0.1465,0.4665,,,,,,,,,,,,
26-Apr-02,1.0258,0.2691,1.9999,3.2475,0.2371,3.2949,0.2624,0.5545,0.6697,0.8285,0.2172,1.3637,0.066,2.235,1.4274,1.2145,0.4838,1.6543,0.1733,0.2821,0.4615,1.2344,7.3013,0.27,0.2866,0.0716,0.4613,1.2801,1.2784,0.4298,3.5533,5.7941,1.6617,0.386,0.834,3.1616,4.1953,0.1462,0.4654,,,,,,,,,,,,
27-Apr-02,1.0294,0.2698,2.005,3.2497,0.2377,3.2949,0.2642,0.5547,0.6699,0.8241,0.2179,1.3698,0.0659,2.235,1.4275,1.2158,0.4838,1.6422,0.1741,0.2821,0.459,1.2363,7.3132,0.27,0.2866,0.0716,0.4614,1.2837,1.2824,0.4298,3.5578,5.8117,1.6679,0.386,0.834,3.1616,4.1944,0.1461,0.4654,,,,,,,,,,,,
28-Apr-02,1.0294,0.2698,2.005,3.2497,0.2377,3.2949,0.2642,0.5547,0.6699,0.8241,0.2179,1.3698,0.0659,2.235,1.4275,1.2158,0.4838,1.6422,0.1741,0.2821,0.459,1.2363,7.3132,0.27,0.2866,0.0716,0.4614,1.2837,1.2824,0.4298,3.5578,5.8117,1.6679,0.386,0.834,3.1616,4.1944,0.1461,0.4654,,,,,,,,,,,,
29-Apr-02,1.0294,0.2698,2.005,3.2497,0.2377,3.2949,0.2642,0.5547,0.6699,0.8241,0.2179,1.3698,0.0659,2.235,1.4275,1.2158,0.4838,1.6422,0.1741,0.2821,0.459,1.2363,7.3132,0.27,0.2866,0.0716,0.4614,1.2837,1.2824,0.4298,3.5578,5.8117,1.6679,0.386,0.834,3.1616,4.1944,0.1461,0.4654,,,,,,,,,,,,
30-Apr-02,1.0333,0.271,2.0141,3.2594,0.2386,3.2952,0.2664,0.5614,0.6678,0.8323,0.2181,1.3759,0.0665,2.2349,1.4301,1.2138,0.4837,1.6685,0.1749,0.282,0.4568,1.2375,7.3091,0.27,0.2865,0.0715,0.4615,1.2866,1.2881,0.4298,3.5667,5.8377,1.6616,0.3855,0.8339,3.1615,4.1954,0.1462,0.465,,,,,,,,,,,,
01-May-02,1.0247,0.269,1.999,3.2259,0.2362,3.2659,0.2637,0.5563,0.6619,0.8225,0.2168,1.3657,0.0653,2.215,1.4136,1.1914,0.4794,1.6642,0.1731,0.2795,0.4538,1.2246,7.2442,0.2676,0.284,0.0709,0.4574,1.2752,1.2783,0.426,3.5366,5.7925,1.653,0.3823,0.8265,3.1333,4.1581,0.1449,0.4608,,,,,,,,,,,,
02-May-02,1.0224,0.2684,1.994,3.2252,0.2372,3.266,0.2631,0.5541,0.663,0.8213,0.216,1.3715,0.0653,2.2151,1.4132,1.1917,0.4773,1.6506,0.1725,0.2795,0.4536,1.2212,7.2436,0.2676,0.284,0.0709,0.4575,1.2752,1.2751,0.426,3.5329,5.779,1.6531,0.3823,0.8265,3.1174,4.1598,0.1448,0.4609,,,,,,,,,,,,
03-May-02,1.0289,0.27,2.006,3.2456,0.2382,3.266,0.2654,0.5577,0.663,0.8249,0.2166,1.3801,0.0657,2.2151,1.4188,1.1886,0.4789,1.6192,0.1742,0.2795,0.4563,1.225,7.2545,0.2676,0.284,0.0709,0.4575,1.2752,1.2828,0.426,3.5453,5.8138,1.6531,0.3823,0.8265,3.1174,4.1598,0.1449,0.4609,,,,,,,,,,,,
04-May-02,1.0218,0.2682,1.9929,3.2215,0.2378,3.2511,0.2636,0.5478,0.66,0.8192,0.2156,1.3679,0.0649,2.205,1.4117,1.1841,0.4768,1.6249,0.1726,0.2783,0.4566,1.2188,7.2153,0.2664,0.2827,0.0706,0.4552,1.2694,1.2748,0.424,3.5241,5.7756,1.6455,0.3806,0.8228,3.1031,4.1408,0.1442,0.4588,,,,,,,,,,,,
05-May-02,1.0218,0.2682,1.9929,3.2215,0.2378,3.2511,0.2636,0.5478,0.66,0.8192,0.2156,1.3679,0.0649,2.205,1.4117,1.1841,0.4768,1.6249,0.1726,0.2783,0.4566,1.2188,7.2153,0.2664,0.2827,0.0706,0.4552,1.2694,1.2748,0.424,3.5241,5.7756,1.6455,0.3806,0.8228,3.1031,4.1408,0.1442,0.4588,,,,,,,,,,,,
06-May-02,1.0218,0.2682,1.9929,3.2215,0.2378,3.2511,0.2636,0.5478,0.66,0.8192,0.2156,1.3679,0.0649,2.205,1.4117,1.1841,0.4768,1.6249,0.1726,0.2783,0.4566,1.2188,7.2153,0.2664,0.2827,0.0706,0.4552,1.2694,1.2748,0.424,3.5241,5.7756,1.6455,0.3806,0.8228,3.1031,4.1408,0.1442,0.4588,,,,,,,,,,,,
07-May-02,1.0218,0.2682,1.9929,3.2215,0.2378,3.2511,0.2636,0.5478,0.66,0.8192,0.2156,1.3679,0.0649,2.205,1.4117,1.1841,0.4768,1.6249,0.1726,0.2783,0.4566,1.2188,7.2153,0.2664,0.2827,0.0706,0.4552,1.2694,1.2748,0.424,3.5241,5.7756,1.6455,0.3806,0.8228,3.1031,4.1408,0.1442,0.4588,,,,,,,,,,,,
08-May-02,1.0357,0.2717,2.0191,3.2347,0.2433,3.3082,0.2662,0.5564,0.66,0.8262,0.2161,1.3875,0.0661,2.205,1.4057,1.1938,0.4788,1.6095,0.1731,0.276,0.4532,1.2236,7.2271,0.2664,0.2827,0.0706,0.4551,1.2694,1.2909,0.424,3.5,5.7778,1.6314,0.3803,0.82,3.1031,4.1393,0.1442,0.4593,,,,,,,,,,,,
09-May-02,1.0372,0.2723,2.0235,3.2465,0.2431,3.3141,0.2662,0.5583,0.6662,0.8318,0.2163,1.3901,0.0667,2.22,1.4196,1.2046,0.4783,1.6193,0.1728,0.2802,0.4535,1.2274,7.2673,0.2682,0.2847,0.0711,0.4579,1.2729,1.2945,0.4269,3.556,5.8639,1.6506,0.3822,0.8284,3.1034,4.1698,0.1452,0.4625,,,,,,,,,,,,
10-May-02,1.0372,0.2723,2.0235,3.2465,0.2431,3.3141,0.2662,0.5583,0.6662,0.8318,0.2163,1.3901,0.0667,2.22,1.4196,1.2046,0.4783,1.6193,0.1728,0.2802,0.4535,1.2274,7.2673,0.2682,0.2847,0.0711,0.4579,1.2729,1.2945,0.4269,3.556,5.8639,1.6506,0.3822,0.8284,3.1034,4.1698,0.1452,0.4625,,,,,,,,,,,,
11-May-02,1.0403,0.2729,2.0291,3.251,0.2424,3.3141,0.2684,0.5547,0.6649,0.8323,0.2176,1.3948,0.0663,2.22,1.4194,1.2063,0.4805,1.6075,0.1734,0.2802,0.4506,1.2289,7.2818,0.2682,0.2846,0.0711,0.4577,1.2729,1.2969,0.4269,3.5634,5.8789,1.6542,0.3822,0.8284,3.1034,4.1698,0.1452,0.4625,,,,,,,,,,,,
12-May-02,1.0403,0.2729,2.0291,3.251,0.2424,3.3141,0.2684,0.5547,0.6649,0.8323,0.2176,1.3948,0.0663,2.22,1.4194,1.2063,0.4805,1.6075,0.1734,0.2802,0.4506,1.2289,7.2818,0.2682,0.2846,0.0711,0.4577,1.2729,1.2969,0.4269,3.5634,5.8789,1.6542,0.3822,0.8284,3.1034,4.1698,0.1452,0.4625,,,,,,,,,,,,
13-May-02,1.0403,0.2729,2.0291,3.251,0.2424,3.3141,0.2684,0.5547,0.6649,0.8323,0.2176,1.3948,0.0663,2.22,1.4194,1.2063,0.4805,1.6075,0.1734,0.2802,0.4506,1.2289,7.2818,0.2682,0.2846,0.0711,0.4577,1.2729,1.2969,0.4269,3.5634,5.8789,1.6542,0.3822,0.8284,3.1034,4.1698,0.1452,0.4625,,,,,,,,,,,,
14-May-02,1.0422,0.2736,2.0337,3.2503,0.2433,3.3189,0.269,0.5529,0.6643,0.8333,0.2177,1.3983,0.0665,2.22,1.427,1.2159,0.4816,1.614,0.1744,0.2801,0.454,1.2316,7.2744,0.2682,0.2847,0.071,0.4577,1.2707,1.2996,0.4269,3.5686,5.8933,1.6542,0.3826,0.8284,3.1034,4.1495,0.1452,0.4631,,,,,,,,,,,,
15-May-02,1.0319,0.2707,2.0122,3.2221,0.2429,3.3189,0.267,0.5447,0.6637,0.8243,0.2164,1.384,0.066,2.22,1.4219,1.2101,0.4847,1.5994,0.173,0.2801,0.4533,1.229,7.2642,0.2682,0.2847,0.071,0.4574,1.2693,1.2868,0.4269,3.5503,5.8324,1.6506,0.3824,0.8284,3.1034,4.1663,0.1452,0.4631,,,,,,,,,,,,
16-May-02,1.0221,0.2679,1.9913,3.1935,0.2412,3.2965,0.2644,0.5414,0.658,0.8169,0.2165,1.3678,0.0654,2.205,1.4152,1.2019,0.4793,1.5852,0.1722,0.2782,0.4516,1.2208,7.2108,0.2664,0.2827,0.0705,0.4544,1.2622,1.2736,0.424,3.5218,5.7698,1.6394,0.3796,0.8228,3.0657,4.1254,0.1442,0.46,,,,,,,,,,,,
17-May-02,1.0317,0.2706,2.0114,3.2153,0.2409,3.2965,0.267,0.537,0.6575,0.8234,0.2177,1.3814,0.0663,2.205,1.4169,1.2097,0.4783,1.5795,0.1728,0.2782,0.4532,1.2233,7.22,0.2664,0.2827,0.0705,0.4544,1.2607,1.2862,0.424,3.5348,5.8272,1.6394,0.3796,0.8228,3.0657,4.1393,0.1442,0.46,,,,,,,,,,,,
18-May-02,1.0344,0.2715,2.019,3.211,0.2417,3.2995,0.2676,0.5382,0.6586,0.8263,0.2192,1.3861,0.0663,2.207,1.4219,1.213,0.4787,1.5731,0.1735,0.2785,0.4532,1.2293,7.2299,0.2666,0.283,0.0706,0.4547,1.259,1.2909,0.4244,3.5386,5.8505,1.6409,0.3802,0.8235,3.0684,4.1299,0.1444,0.4604,,,,,,,,,,,,
19-May-02,1.0344,0.2715,2.019,3.211,0.2417,3.2995,0.2676,0.5382,0.6586,0.8263,0.2192,1.3861,0.0663,2.207,1.4219,1.213,0.4787,1.5731,0.1735,0.2785,0.4532,1.2293,7.2299,0.2666,0.283,0.0706,0.4547,1.259,1.2909,0.4244,3.5386,5.8505,1.6409,0.3802,0.8235,3.0684,4.1299,0.1444,0.4604,,,,,,,,,,,,
20-May-02,1.0344,0.2715,2.019,3.211,0.2417,3.2995,0.2676,0.5382,0.6586,0.8263,0.2192,1.3861,0.0663,2.207,1.4219,1.213,0.4787,1.5731,0.1735,0.2785,0.4532,1.2293,7.2299,0.2666,0.283,0.0706,0.4547,1.259,1.2909,0.4244,3.5386,5.8505,1.6409,0.3802,0.8235,3.0684,4.1299,0.1444,0.4604,,,,,,,,,,,,
21-May-02,1.044,0.2741,2.0371,3.2357,0.2421,3.2991,0.27,0.5406,0.6614,0.8297,0.221,1.4023,0.0667,2.215,1.4343,1.2209,0.4771,1.5533,0.1762,0.2795,0.4572,1.2362,7.2654,0.2676,0.284,0.0708,0.4563,1.2621,1.3031,0.426,3.5634,5.9049,1.6468,0.3815,0.8265,3.0796,4.1556,0.1449,0.4629,,,,,,,,,,,,
22-May-02,1.0482,0.2753,2.0463,3.2443,0.2431,3.314,0.2715,0.5462,0.6634,0.8359,0.2227,1.4091,0.067,2.225,1.4427,1.2335,0.4821,1.5741,0.1771,0.2808,0.4572,1.2405,7.2958,0.2688,0.2853,0.0712,0.4582,1.2671,1.3084,0.4279,3.5772,5.9287,1.6543,0.383,0.8302,3.0935,4.1757,0.1455,0.465,,,,,,,,,,,,
23-May-02,1.0502,0.2757,2.0502,3.2414,0.2419,3.3065,0.2724,0.5435,0.662,0.8437,0.2232,1.4121,0.0666,2.22,1.4445,1.2396,0.4816,1.5745,0.1781,0.2801,0.4584,1.2387,7.2851,0.2682,0.2846,0.071,0.4569,1.2592,1.3104,0.4269,3.5726,5.9406,1.6506,0.3822,0.8284,3.067,4.1655,0.1452,0.4639,,,,,,,,,,,,
24-May-02,1.0486,0.2752,2.0473,3.2261,0.2385,3.2991,0.2736,0.5416,0.6599,0.8464,0.224,1.4088,0.0668,2.215,1.4421,1.2322,0.4805,1.5621,0.1784,0.2795,0.4531,1.233,7.2694,0.2676,0.284,0.0708,0.456,1.255,1.3093,0.426,3.5657,5.9323,1.6468,0.3811,0.8265,3.0601,4.1363,0.1449,0.4629,,,,,,,,,,,,
25-May-02,1.0442,0.2741,2.038,3.2208,0.2397,3.2991,0.2734,0.5399,0.659,0.8402,0.2237,1.3998,0.0666,2.215,1.4394,1.2278,0.4805,1.5754,0.1774,0.2795,0.4512,1.2316,7.2659,0.2676,0.284,0.0708,0.4558,1.2507,1.3033,0.426,3.5617,5.9054,1.6481,0.3811,0.8265,3.0601,4.157,0.1449,0.4629,,,,,,,,,,,,
26-May-02,1.0442,0.2741,2.038,3.2208,0.2397,3.2991,0.2734,0.5399,0.659,0.8402,0.2237,1.3998,0.0666,2.215,1.4394,1.2278,0.4805,1.5754,0.1774,0.2795,0.4512,1.2316,7.2659,0.2676,0.284,0.0708,0.4558,1.2507,1.3033,0.426,3.5617,5.9054,1.6481,0.3811,0.8265,3.0601,4.157,0.1449,0.4629,,,,,,,,,,,,
27-May-02,1.0442,0.2741,2.038,3.2208,0.2397,3.2991,0.2734,0.5399,0.659,0.8402,0.2237,1.3998,0.0666,2.215,1.4394,1.2278,0.4805,1.5754,0.1774,0.2795,0.4512,1.2316,7.2659,0.2676,0.284,0.0708,0.4558,1.2507,1.3033,0.426,3.5617,5.9054,1.6481,0.3811,0.8265,3.0601,4.157,0.1449,0.4629,,,,,,,,,,,,
