Date,BGN,DKK,EUR,GBP,ISK,CSD,NOK,PLN,ROL,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRL,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,RUB,AZM,BYR,EEK,TMM,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS
30-Mar-04,1.2461,0.3257,2.4246,3.627,0.2781,3.4893,0.2881,0.5134,0.5989,0.9691,0.2617,1.556,0.074,2.005,1.5179,1.4925,0.3255,1.5204,0.1899,,0.2364,0.4439,1.1869,6.8019,0.2422,0.2572,0.0704,0.4072,0.9317,1.5503,0.3856,3.6857,7.0302,1.6849,0.3571,0.6895,2.005,3.761,0.1367,0.4638
31-Mar-04,1.257,0.3286,2.4455,3.6509,0.2775,3.4773,0.2905,0.5162,0.6028,0.9777,0.264,1.5662,0.0744,2.005,1.5336,1.5031,0.3252,1.5224,0.1895,,0.2364,0.4439,1.1911,6.8021,0.2422,0.2572,0.0704,0.4071,0.9326,1.5634,0.3856,3.6857,7.0154,1.6992,0.357,0.6895,2.005,3.7607,0.1367,0.4638
01-Apr-04,1.2683,0.3315,2.467,3.698,0.279,3.5216,0.2934,0.5218,0.6043,0.9899,0.2665,1.5835,0.075,2.015,1.5469,1.5308,0.3266,1.5288,0.194,,0.2376,0.4451,1.2023,6.8449,0.2434,0.2585,0.0707,0.4091,0.9372,1.5776,0.3875,3.7109,7.1184,1.699,0.3588,0.693,2.015,3.7791,0.1374,0.4661
02-Apr-04,1.2719,0.3325,2.4749,3.7158,0.2802,3.5383,0.2936,0.5222,0.6023,0.9953,0.2672,1.589,0.0753,2.0175,1.5381,1.5357,0.3273,1.5358,0.194,,0.2379,0.4462,1.2058,6.8469,0.2437,0.259,0.0708,0.4097,0.9384,1.5823,0.388,3.7292,7.1621,1.7097,0.3594,0.6938,2.0175,3.7845,0.1376,0.4667
03-Apr-04,1.2671,0.3313,2.466,3.7032,0.2793,3.5076,0.2929,0.5201,0.6034,0.9901,0.2673,1.5783,0.0754,2,1.5294,1.5298,0.3236,1.5302,0.1921,,0.2358,0.4435,1.1961,6.7859,0.2416,0.2568,0.0702,0.4063,0.9302,1.5769,0.3846,3.7106,7.1071,1.6878,0.3566,0.6878,2,3.7523,0.1364,0.4627
04-Apr-04,1.2671,0.3313,2.466,3.7032,0.2793,3.5076,0.2929,0.5201,0.6034,0.9901,0.2673,1.5783,0.0754,2,1.5294,1.5298,0.3236,1.5302,0.1921,,0.2358,0.4435,1.1961,6.7859,0.2416,0.2568,0.0702,0.4063,0.9302,1.5769,0.3846,3.7106,7.1071,1.6878,0.3566,0.6878,2,3.7523,0.1364,0.4627
05-Apr-04,1.2671,0.3313,2.466,3.7032,0.2793,3.5076,0.2929,0.5201,0.6034,0.9901,0.2673,1.5783,0.0754,2,1.5294,1.5298,0.3236,1.5302,0.1921,,0.2358,0.4435,1.1961,6.7859,0.2416,0.2568,0.0702,0.4063,0.9302,1.5769,0.3846,3.7106,7.1071,1.6878,0.3566,0.6878,2,3.7523,0.1364,0.4627
06-Apr-04,1.2452,0.3255,2.4228,3.6588,0.2768,3.5266,0.2892,0.514,0.5935,0.9758,0.2634,1.548,0.074,2,1.5205,1.5172,0.3252,1.5215,0.1908,,0.235,0.443,1.192,6.7866,0.2416,0.2568,0.0701,0.4062,0.9302,1.5491,0.3846,3.7244,7.138,1.6849,0.3568,0.6875,2,3.7509,0.1364,0.463
07-Apr-04,1.2382,0.3236,2.4094,3.6534,0.2757,3.4632,0.2877,0.5106,0.5921,0.973,0.262,1.5383,0.0738,2,1.5186,1.5116,0.3247,1.5217,0.1887,,0.2348,0.4423,1.1891,6.7866,0.2416,0.2566,0.0701,0.4061,0.9298,1.5409,0.3846,3.6832,7.0053,1.6807,0.3572,0.6875,2,3.7516,0.1446,0.463
08-Apr-04,1.2421,0.3246,2.4155,3.6766,0.2764,3.4515,0.2886,0.5118,0.5926,0.9766,0.263,1.5497,0.0739,2,1.5287,1.5212,0.3241,1.51,0.1897,,0.2349,0.4424,1.1925,6.7861,0.2416,0.2566,0.0701,0.4061,0.9294,1.5451,0.3846,3.663,6.9667,1.6807,0.3572,0.6875,2,3.752,0.1447,0.463
09-Apr-04,1.2527,0.3274,2.4363,3.684,0.278,3.4568,0.2917,0.5145,0.5967,0.983,0.2658,1.5696,0.0746,2,1.5274,1.53,0.3242,1.4928,0.189,,0.2349,0.443,1.1932,6.7856,0.2416,0.2566,0.0701,0.4063,0.9294,1.5581,0.3846,3.6832,6.992,1.6978,0.357,0.6875,2,3.7523,0.1448,0.463
10-Apr-04,1.2527,0.3274,2.4363,3.684,0.278,3.4568,0.2917,0.5145,0.5967,0.983,0.2658,1.5696,0.0746,2,1.5274,1.53,0.3242,1.4928,0.189,,0.2349,0.443,1.1932,6.7856,0.2416,0.2566,0.0701,0.4063,0.9294,1.5581,0.3846,3.6832,6.992,1.6978,0.357,0.6875,2,3.7523,0.1448,0.463
11-Apr-04,1.2527,0.3274,2.4363,3.684,0.278,3.4568,0.2917,0.5145,0.5967,0.983,0.2658,1.5696,0.0746,2,1.5274,1.53,0.3242,1.4928,0.189,,0.2349,0.443,1.1932,6.7856,0.2416,0.2566,0.0701,0.4063,0.9294,1.5581,0.3846,3.6832,6.992,1.6978,0.357,0.6875,2,3.7523,0.1448,0.463
12-Apr-04,1.2527,0.3274,2.4363,3.684,0.278,3.4568,0.2917,0.5145,0.5967,0.983,0.2658,1.5696,0.0746,2,1.5274,1.53,0.3242,1.4928,0.189,,0.2349,0.443,1.1932,6.7856,0.2416,0.2566,0.0701,0.4063,0.9294,1.5581,0.3846,3.6832,6.992,1.6978,0.357,0.6875,2,3.7523,0.1448,0.463
13-Apr-04,1.2527,0.3274,2.4363,3.684,0.278,3.4568,0.2917,0.5145,0.5967,0.983,0.2658,1.5696,0.0746,2,1.5274,1.53,0.3242,1.4928,0.189,,0.2349,0.443,1.1932,6.7856,0.2416,0.2566,0.0701,0.4063,0.9294,1.5581,0.3846,3.6832,6.992,1.6978,0.357,0.6875,2,3.7523,0.1448,0.463
14-Apr-04,1.2212,0.3192,2.3755,3.6137,0.2724,3.4412,0.2835,0.5036,0.5834,0.9584,0.2593,1.5342,0.0736,1.98,1.4816,1.5107,0.3196,1.4559,0.1875,,0.2323,0.4386,1.1897,6.721,0.2392,0.254,0.0693,0.4024,0.9201,1.519,0.3808,3.6531,6.9401,1.678,0.3543,0.6806,1.9741,3.7141,0.1436,0.4569
15-Apr-04,1.2192,0.3187,2.3715,3.5915,0.2721,3.406,0.2861,0.499,0.5827,0.951,0.2586,1.5282,0.0739,1.985,1.4859,1.4806,0.3217,1.4494,0.1852,,0.2327,0.4389,1.1858,6.7329,0.2398,0.2546,0.0694,0.4033,0.9224,1.5161,0.3817,3.6556,6.9576,1.6894,0.3553,0.6824,1.9791,3.7228,0.1438,0.458
16-Apr-04,1.2221,0.3195,2.3775,3.5682,0.2708,3.3824,0.2873,0.4935,0.5832,0.9399,0.2587,1.5388,0.0738,1.985,1.4803,1.4669,0.3228,1.4518,0.183,,0.2326,0.4391,1.1818,6.7407,0.2398,0.2546,0.0694,0.4033,0.9224,1.52,0.3817,3.6223,6.8695,1.6894,0.3554,0.6824,1.9791,3.7249,0.144,0.4583
17-Apr-04,1.2231,0.3198,2.3802,3.5565,0.2718,3.3841,0.2874,0.4976,0.583,0.9428,0.2589,1.5326,0.0736,1.985,1.4784,1.4727,0.3204,1.4628,0.1832,,0.2326,0.4378,1.1813,6.7354,0.2398,0.2545,0.0694,0.4034,0.9224,1.5217,0.3817,3.6091,6.8709,1.7039,0.3556,0.6824,1.9791,3.7256,0.1442,0.4585
18-Apr-04,1.2231,0.3198,2.3802,3.5565,0.2718,3.3841,0.2874,0.4976,0.583,0.9428,0.2589,1.5326,0.0736,1.985,1.4784,1.4727,0.3204,1.4628,0.1832,,0.2326,0.4378,1.1813,6.7354,0.2398,0.2545,0.0694,0.4034,0.9224,1.5217,0.3817,3.6091,6.8709,1.7039,0.3556,0.6824,1.9791,3.7256,0.1442,0.4585
19-Apr-04,1.2231,0.3198,2.3802,3.5565,0.2718,3.3841,0.2874,0.4976,0.583,0.9428,0.2589,1.5326,0.0736,1.985,1.4784,1.4727,0.3204,1.4628,0.1832,,0.2326,0.4378,1.1813,6.7354,0.2398,0.2545,0.0694,0.4034,0.9224,1.5217,0.3817,3.6091,6.8709,1.7039,0.3556,0.6824,1.9791,3.7256,0.1442,0.4585
20-Apr-04,1.2238,0.3201,2.382,3.57,0.2716,3.3761,0.2877,0.4984,0.5845,0.9458,0.2592,1.5376,0.0733,1.975,1.4694,1.4777,0.3206,1.4613,0.1832,,0.2313,0.4353,1.1782,6.701,0.2386,0.2533,0.0689,0.4013,0.9178,1.5228,0.3798,3.5974,6.8631,1.6997,0.3542,0.6789,1.9691,3.7061,0.1435,0.4562
21-Apr-04,1.2116,0.3167,2.3564,3.5511,0.2703,3.3995,0.2845,0.4936,0.5787,0.94,0.2564,1.5177,0.0725,1.975,1.4589,1.4615,0.3185,1.4453,0.1828,,0.2313,0.4353,1.1766,6.7017,0.2386,0.2533,0.0687,0.4014,0.9178,1.5068,0.3798,3.6106,6.8972,1.6953,0.353,0.6789,1.9691,3.7089,0.1436,0.4562
22-Apr-04,1.2014,0.3141,2.3369,3.5112,0.2684,3.3591,0.2826,0.4935,0.5756,0.9357,0.2554,1.5027,0.0719,1.975,1.453,1.4419,0.3196,1.4312,0.1816,,0.231,0.4323,1.1686,6.7004,0.2386,0.2532,0.0683,0.4014,0.9178,1.4944,0.3798,3.5974,6.8273,1.71,0.3544,0.6789,1.9691,3.7066,0.1433,0.4562
23-Apr-04,1.2049,0.3151,2.3435,3.5027,0.2689,3.3512,0.2838,0.4939,0.5788,0.9343,0.2564,1.508,0.0722,1.985,1.457,1.4443,0.3217,1.4322,0.1812,,0.2322,0.4349,1.1701,6.7354,0.2398,0.2545,0.0685,0.4035,0.9224,1.4986,0.3817,3.596,6.8054,1.7186,0.3571,0.6824,1.9791,3.7266,0.1436,0.4585
24-Apr-04,1.2144,0.3175,2.3623,3.5188,0.2704,3.3504,0.2867,0.4954,0.5831,0.9409,0.2588,1.5165,0.073,1.985,1.4651,1.4516,0.3222,1.4353,0.1818,,0.2322,0.4349,1.1712,6.7357,0.2398,0.2545,0.0685,0.4035,0.9224,1.5106,0.3817,3.5895,6.7907,1.7261,0.3576,0.6824,1.9762,3.7249,0.1438,0.4585
25-Apr-04,1.2144,0.3175,2.3623,3.5188,0.2704,3.3504,0.2867,0.4954,0.5831,0.9409,0.2588,1.5165,0.073,1.985,1.4651,1.4516,0.3222,1.4353,0.1818,,0.2322,0.4349,1.1712,6.7357,0.2398,0.2545,0.0685,0.4035,0.9224,1.5106,0.3817,3.5895,6.7907,1.7261,0.3576,0.6824,1.9762,3.7249,0.1438,0.4585
26-Apr-04,1.2144,0.3175,2.3623,3.5188,0.2704,3.3504,0.2867,0.4954,0.5831,0.9409,0.2588,1.5165,0.073,1.985,1.4651,1.4516,0.3222,1.4353,0.1818,,0.2322,0.4349,1.1712,6.7357,0.2398,0.2545,0.0685,0.4035,0.9224,1.5106,0.3817,3.5895,6.7907,1.7261,0.3576,0.6824,1.9762,3.7249,0.1438,0.4585
27-Apr-04,1.1972,0.3131,2.3287,3.5044,0.2677,3.3485,0.2827,0.4893,0.5759,0.9311,0.2553,1.4958,0.0723,1.975,1.4548,1.4419,0.3204,1.4374,0.1809,,0.2306,0.4318,1.1622,6.7015,0.2386,0.2532,0.0681,0.4014,0.9178,1.4891,0.3798,3.5844,6.8118,1.7249,0.3572,0.6789,1.9663,3.7068,0.1427,0.456
28-Apr-04,1.2077,0.3159,2.3502,3.5406,0.2689,3.3263,0.2856,0.4925,0.583,0.9421,0.2582,1.5184,0.0724,1.975,1.4656,1.4544,0.3201,1.4107,0.1821,,0.2306,0.4315,1.1659,6.7015,0.2386,0.2533,0.0684,0.4015,0.9178,1.502,0.3798,3.5714,6.7498,1.7325,0.3579,0.6789,1.9663,3.7159,0.1426,0.456
29-Apr-04,1.2066,0.3158,2.3491,3.5283,0.2687,3.3263,0.2858,0.4912,0.58,0.9346,0.2581,1.5177,0.0722,1.975,1.4587,1.4459,0.3185,1.3889,0.1809,,0.2308,0.4308,1.1653,6.7015,0.2386,0.2532,0.0684,0.4016,0.9178,1.5021,0.3798,3.5844,6.7996,1.7325,0.3598,0.6782,1.9663,3.7065,0.1426,0.4542
30-Apr-04,1.2077,0.3163,2.3525,3.5195,0.2687,3.3736,0.2875,0.4898,0.5821,0.9263,0.2583,1.5212,0.072,1.99,1.4513,1.4274,0.321,1.3757,0.1804,,0.2323,0.4317,1.1687,6.7526,0.2404,0.2552,0.0689,0.4046,0.9247,1.5038,0.3827,3.6182,6.8521,1.7456,0.3633,0.6834,1.9812,3.7346,0.1439,0.4576
01-May-04,1.2123,0.3175,2.361,3.4998,0.2679,3.3325,0.2879,0.4932,0.5847,0.9369,0.2587,1.5273,0.0724,1.98,1.4415,1.424,0.3201,1.3885,0.1792,,0.2312,0.4321,1.1616,6.7187,0.2392,0.2539,0.0684,0.4026,0.9201,1.5103,0.3808,3.5805,6.7766,1.8165,0.3619,0.6799,1.9713,3.7162,0.1434,0.4552
02-May-04,1.2123,0.3175,2.361,3.4998,0.2679,3.3325,0.2879,0.4932,0.5847,0.9369,0.2587,1.5273,0.0724,1.98,1.4415,1.424,0.3201,1.3885,0.1792,,0.2312,0.4321,1.1616,6.7187,0.2392,0.2539,0.0684,0.4026,0.9201,1.5103,0.3808,3.5805,6.7766,1.8165,0.3619,0.6799,1.9713,3.7162,0.1434,0.4552
03-May-04,1.2123,0.3175,2.361,3.4998,0.2679,3.3325,0.2879,0.4932,0.5847,0.9369,0.2587,1.5273,0.0724,1.98,1.4415,1.424,0.3201,1.3885,0.1792,,0.2312,0.4321,1.1616,6.7187,0.2392,0.2539,0.0684,0.4026,0.9201,1.5103,0.3808,3.5805,6.7766,1.8165,0.3619,0.6799,1.9713,3.7162,0.1434,0.4552
04-May-04,1.2109,0.3168,2.3565,3.4964,0.2672,3.3407,0.287,0.4901,0.5835,0.9401,0.2579,1.5176,0.0725,1.97,1.4342,1.4174,0.3183,1.3859,0.1791,,0.2301,0.4293,1.159,6.6848,0.238,0.2526,0.068,0.4006,0.9154,1.507,0.3788,3.5753,6.8206,1.8585,0.3595,0.6765,1.9613,3.6974,0.1426,0.453
05-May-04,1.2053,0.3153,2.3457,3.4837,0.2664,3.3238,0.2851,0.4919,0.5826,0.9336,0.2567,1.5106,0.0722,1.96,1.4304,1.4179,0.3172,1.3379,0.1778,,0.2289,0.4268,1.1553,6.6506,0.2368,0.2513,0.0677,0.3985,0.9108,1.4998,0.3769,3.5572,6.8001,1.9216,0.3578,0.6731,1.9514,3.6787,0.1421,0.4507
06-May-04,1.2215,0.3195,2.3767,3.5178,0.2677,3.3495,0.2902,0.5,0.5903,0.9479,0.2597,1.5363,0.0738,1.96,1.4296,1.4318,0.3163,1.355,0.1791,,0.2289,0.4294,1.16,6.6508,0.2368,0.2513,0.0678,0.3986,0.9095,1.5198,0.3769,3.5572,6.7806,1.8404,0.3571,0.6731,1.9454,3.6787,0.1426,0.4507
07-May-04,1.2232,0.32,2.3802,3.5057,0.2675,3.3825,0.2917,0.502,0.5903,0.951,0.2617,1.5358,0.0741,1.96,1.4277,1.4332,0.3182,1.3536,0.1795,,0.2291,0.4284,1.1627,6.6513,0.2368,0.2513,0.0679,0.3987,0.9095,1.5221,0.3769,3.5832,6.8912,1.7658,0.3561,0.6731,1.9454,3.6787,0.1427,0.4507
08-May-04,1.2129,0.3172,2.3596,3.5013,0.2661,3.3759,0.29,0.4973,0.584,0.9367,0.2596,1.5222,0.0735,1.96,1.4193,1.4034,0.3182,1.3216,0.1772,,0.2291,0.4279,1.157,6.6432,0.2368,0.2513,0.0677,0.3987,0.9095,1.5089,0.3769,3.5897,6.9075,1.7658,0.3534,0.6731,1.9454,3.6794,0.1428,0.4486
09-May-04,1.2129,0.3172,2.3596,3.5013,0.2661,3.3759,0.29,0.4973,0.584,0.9367,0.2596,1.5222,0.0735,1.96,1.4193,1.4034,0.3182,1.3216,0.1772,,0.2291,0.4279,1.157,6.6432,0.2368,0.2513,0.0677,0.3987,0.9095,1.5089,0.3769,3.5897,6.9075,1.7658,0.3534,0.6731,1.9454,3.6794,0.1428,0.4486
10-May-04,1.2129,0.3172,2.3596,3.5013,0.2661,3.3759,0.29,0.4973,0.584,0.9367,0.2596,1.5222,0.0735,1.96,1.4193,1.4034,0.3182,1.3216,0.1772,,0.2291,0.4279,1.157,6.6432,0.2368,0.2513,0.0677,0.3987,0.9095,1.5089,0.3769,3.5897,6.9075,1.7658,0.3534,0.6731,1.9454,3.6794,0.1428,0.4486
11-May-04,1.1858,0.31,2.3067,3.4642,0.2626,3.337,0.2852,0.4859,0.5745,0.9096,0.2536,1.4954,0.0718,1.95,1.4049,1.3535,0.314,1.2804,0.1721,,0.2278,0.4235,1.1364,6.6169,0.2356,0.25,0.0674,0.3966,0.9049,1.4745,0.375,3.5519,6.8044,1.7257,0.3513,0.6696,1.9355,3.6606,0.1419,0.4448
12-May-04,1.1903,0.3113,2.3163,3.4579,0.263,3.2711,0.283,0.4872,0.5733,0.9102,0.2526,1.5024,0.0724,1.95,1.4035,1.3595,0.3155,1.2695,0.1722,,0.2278,0.4227,1.1335,6.6169,0.2356,0.25,0.0673,0.3967,0.9045,1.4811,0.375,3.5199,6.6845,1.6957,0.351,0.6695,1.9324,3.6605,0.1421,0.4448
13-May-04,1.1903,0.3113,2.3163,3.4579,0.263,3.2711,0.283,0.4872,0.5733,0.9102,0.2526,1.5024,0.0724,1.95,1.4035,1.3595,0.3155,1.2695,0.1722,,0.2278,0.4227,1.1335,6.6169,0.2356,0.25,0.0673,0.3967,0.9045,1.4811,0.375,3.5199,6.6845,1.6957,0.351,0.6695,1.9324,3.6605,0.1421,0.4448
14-May-04,1.1879,0.3107,2.3115,3.441,0.2633,3.2852,0.2826,0.4843,0.572,0.9051,0.2529,1.505,0.0722,1.95,1.3998,1.3471,0.315,1.2613,0.1713,,0.2278,0.4218,1.1319,6.6169,0.2356,0.25,0.0671,0.3967,0.9045,1.4782,0.375,3.5199,6.6996,1.6318,0.3502,0.6695,1.9324,3.6609,0.1424,0.4447
15-May-04,1.177,0.3079,2.2902,3.4061,0.2611,3.2599,0.2801,0.4806,0.5671,0.8936,0.2501,1.489,0.0717,1.94,1.3901,1.3318,0.3149,1.273,0.1694,,0.2266,0.4206,1.124,6.5827,0.2344,0.2487,0.0667,0.3946,0.8998,1.4644,0.3731,3.5018,6.6674,1.6303,0.348,0.6661,1.9225,3.6418,0.1417,0.4421
16-May-04,1.177,0.3079,2.2902,3.4061,0.2611,3.2599,0.2801,0.4806,0.5671,0.8936,0.2501,1.489,0.0717,1.94,1.3901,1.3318,0.3149,1.273,0.1694,,0.2266,0.4206,1.124,6.5827,0.2344,0.2487,0.0667,0.3946,0.8998,1.4644,0.3731,3.5018,6.6674,1.6303,0.348,0.6661,1.9225,3.6418,0.1417,0.4421
17-May-04,1.177,0.3079,2.2902,3.4061,0.2611,3.2599,0.2801,0.4806,0.5671,0.8936,0.2501,1.489,0.0717,1.94,1.3901,1.3318,0.3149,1.273,0.1694,,0.2266,0.4206,1.124,6.5827,0.2344,0.2487,0.0667,0.3946,0.8998,1.4644,0.3731,3.5018,6.6674,1.6303,0.348,0.6661,1.9225,3.6418,0.1417,0.4421
18-May-04,1.1955,0.3127,2.3255,3.4192,0.2637,3.2296,0.2817,0.4857,0.5733,0.9124,0.2532,1.5188,0.0727,1.93,1.4008,1.3421,0.3113,1.2614,0.1702,,0.2253,0.4195,1.1229,6.5488,0.2332,0.2475,0.0665,0.3927,0.8952,1.4871,0.3712,3.465,6.5886,1.6218,0.3466,0.6618,1.9126,3.6224,0.1411,0.4397
19-May-04,1.1845,0.3098,2.305,3.3855,0.2619,3.2668,0.2796,0.4853,0.57,0.9094,0.2513,1.5004,0.0725,1.92,1.3768,1.3194,0.3112,1.2381,0.1688,,0.2241,0.4175,1.1141,6.5151,0.232,0.2462,0.0662,0.3906,0.8905,1.474,0.3692,3.472,6.66,1.6134,0.3448,0.6583,1.8996,3.6039,0.1407,0.4376
20-May-04,1.1861,0.3102,2.3078,3.4113,0.2617,3.2637,0.2784,0.4906,0.5682,0.9145,0.2526,1.5023,0.0726,1.92,1.3854,1.3413,0.3102,1.2387,0.1702,,0.224,0.4173,1.1203,6.5149,0.232,0.2465,0.0662,0.3907,0.8905,1.4753,0.3692,3.472,6.6648,1.6271,0.3457,0.6583,1.8996,3.6039,0.1407,0.4376
21-May-04,1.1774,0.308,2.2909,3.3917,0.2607,3.2567,0.2774,0.4884,0.5642,0.9071,0.2523,1.4908,0.0719,1.92,1.3902,1.3284,0.3089,1.2351,0.1693,,0.224,0.4185,1.1174,6.5151,0.232,0.2463,0.0662,0.3907,0.8905,1.4645,0.3692,3.472,6.6808,1.6271,0.3466,0.6583,1.8996,3.6039,0.1408,0.438
22-May-04,1.1845,0.3099,2.3048,3.4272,0.2621,3.2363,0.2791,0.4905,0.5682,0.9141,0.2533,1.5014,0.0724,1.92,1.4022,1.3461,0.3099,1.2339,0.1715,,0.224,0.4183,1.1212,6.5149,0.232,0.2464,0.0662,0.3909,0.8905,1.4741,0.3692,3.472,6.6264,1.6203,0.3471,0.6583,1.8996,3.6046,0.1408,0.4384
23-May-04,1.1845,0.3099,2.3048,3.4272,0.2621,3.2363,0.2791,0.4905,0.5682,0.9141,0.2533,1.5014,0.0724,1.92,1.4022,1.3461,0.3099,1.2339,0.1715,,0.224,0.4183,1.1212,6.5149,0.232,0.2464,0.0662,0.3909,0.8905,1.4741,0.3692,3.472,6.6264,1.6203,0.3471,0.6583,1.8996,3.6046,0.1408,0.4384
24-May-04,1.1845,0.3099,2.3048,3.4272,0.2621,3.2363,0.2791,0.4905,0.5682,0.9141,0.2533,1.5014,0.0724,1.92,1.4022,1.3461,0.3099,1.2339,0.1715,,0.224,0.4183,1.1212,6.5149,0.232,0.2464,0.0662,0.3909,0.8905,1.4741,0.3692,3.472,6.6264,1.6203,0.3471,0.6583,1.8996,3.6046,0.1408,0.4384
25-May-04,1.1797,0.3085,2.294,3.4259,0.2619,3.2611,0.279,0.4923,0.5648,0.9079,0.2525,1.4947,0.0722,1.92,1.3972,1.3361,0.3097,1.2508,0.1705,,0.2237,0.4191,1.119,6.5149,0.232,0.2464,0.0662,0.3909,0.8918,1.4677,0.3692,3.4846,6.6778,1.6134,0.3487,0.6566,1.8996,3.6044,0.1404,0.4384
26-May-04,1.1878,0.3108,2.3113,3.4516,0.2637,3.2334,0.281,0.4975,0.5678,0.9189,0.2535,1.5048,0.0729,1.92,1.402,1.345,0.3114,1.2574,0.1703,0.5227,0.2238,0.4204,1.1178,6.5151,0.232,0.2463,0.0663,0.3909,0.8918,1.4781,0.3692,3.4783,6.6461,1.6162,0.3494,0.6566,1.8967,3.6059,0.1402,0.4382
27-May-04,1.1878,0.3108,2.3113,3.4516,0.2637,3.2334,0.281,0.4975,0.5678,0.9189,0.2535,1.5048,0.0729,1.92,1.402,1.345,0.3114,1.2574,0.1703,0.5227,0.2238,0.4204,1.1178,6.5151,0.232,0.2463,0.0663,0.3909,0.8918,1.4781,0.3692,3.4783,6.6461,1.6162,0.3494,0.6566,1.8967,3.6059,0.1402,0.4382
28-May-04,1.1991,0.3137,2.333,3.5002,0.2664,3.2734,0.2853,0.5018,0.5727,0.9279,0.2568,1.516,0.0734,1.92,1.4049,1.3672,0.3107,1.2698,0.1723,0.5228,0.2239,0.42,1.1254,6.5149,0.232,0.2464,0.0662,0.391,0.8918,1.4909,0.3692,3.5036,6.7437,1.6067,0.3501,0.6566,1.8967,3.6063,0.14,0.4367
29-May-04,1.2113,0.317,2.357,3.5293,0.2693,3.2852,0.2869,0.5059,0.5785,0.94,0.2592,1.5411,0.0741,1.92,1.4141,1.3766,0.3107,1.2877,0.1738,0.5228,0.2239,0.4221,1.1302,6.5151,0.232,0.2464,0.0662,0.391,0.8918,1.5073,0.3692,3.5101,6.7615,1.6067,0.3501,0.6566,1.8967,3.6067,0.1399,0.436
30-May-04,1.2113,0.317,2.357,3.5293,0.2693,3.2852,0.2869,0.5059,0.5785,0.94,0.2592,1.5411,0.0741,1.92,1.4141,1.3766,0.3107,1.2877,0.1738,0.5228,0.2239,0.4221,1.1302,6.5151,0.232,0.2464,0.0662,0.391,0.8918,1.5073,0.3692,3.5101,6.7615,1.6067,0.3501,0.6566,1.8967,3.6067,0.1399,0.436
31-May-04,1.2113,0.317,2.357,3.5293,0.2693,3.2852,0.2869,0.5059,0.5785,0.94,0.2592,1.5411,0.0741,1.92,1.4141,1.3766,0.3107,1.2877,0.1738,0.5228,0.2239,0.4221,1.1302,6.5151,0.232,0.2464,0.0662,0.391,0.8918,1.5073,0.3692,3.5101,6.7615,1.6067,0.3501,0.6566,1.8967,3.6067,0.1399,0.436
01-Jun-04,1.2047,0.3154,2.3445,3.519,0.2689,3.3087,0.2854,0.505,0.5752,0.9344,0.2579,1.5335,0.0742,1.92,1.4103,1.3728,0.3102,1.2826,0.1755,0.5228,0.2239,0.422,1.1325,6.5153,0.232,0.2464,0.0662,0.3911,0.8922,1.4992,0.3692,3.5294,6.8293,1.6067,0.3501,0.6566,1.8967,3.607,0.1403,0.4354
02-Jun-04,1.2051,0.3156,2.3466,3.5234,0.269,3.2982,0.2866,0.5047,0.5764,0.9333,0.2583,1.5358,0.0742,1.92,1.4099,1.3705,0.3107,1.2886,0.1757,0.5227,0.2238,0.4231,1.1292,6.5151,0.232,0.2463,0.0662,0.3911,0.8922,1.5002,0.3692,3.5294,6.7866,1.6134,0.3503,0.6566,1.894,3.607,0.1406,0.4348
03-Jun-04,1.2105,0.3171,2.357,3.548,0.2699,3.3052,0.2878,0.507,0.578,0.9385,0.2585,1.544,0.0749,1.92,1.408,1.3597,0.3101,1.269,0.1737,0.5227,0.2238,0.4224,1.1257,6.5151,0.232,0.2463,0.0661,0.391,0.8922,1.5073,0.3692,3.5294,6.8095,1.6134,0.3504,0.6566,1.894,3.6071,0.1406,0.4345
04-Jun-04,1.2031,0.3149,2.341,3.5144,0.2675,3.3069,0.2859,0.5044,0.5744,0.932,0.2566,1.5344,0.0745,1.92,1.41,1.3315,0.3102,1.2582,0.1733,0.5228,0.2238,0.4225,1.1248,6.5149,0.232,0.2463,0.066,0.391,0.8918,1.497,0.3692,3.5294,6.8276,1.6067,0.351,0.6566,1.894,3.6073,0.1408,0.4346
05-Jun-04,1.1972,0.3149,2.3407,3.5253,0.2683,3.2916,0.2858,0.5043,0.574,0.9283,0.2558,1.5318,0.0748,1.92,1.4078,1.3273,0.3102,1.2757,0.1729,0.5227,0.2238,0.422,1.1221,6.5151,0.232,0.2463,0.0661,0.3912,0.8918,1.4967,0.3692,3.5229,6.795,1.6067,0.3515,0.6566,1.894,3.6087,0.1408,0.4359
06-Jun-04,1.1972,0.3149,2.3407,3.5253,0.2683,3.2916,0.2858,0.5043,0.574,0.9283,0.2558,1.5318,0.0748,1.92,1.4078,1.3273,0.3102,1.2757,0.1729,0.5227,0.2238,0.422,1.1221,6.5151,0.232,0.2463,0.0661,0.3912,0.8918,1.4967,0.3692,3.5229,6.795,1.6067,0.3515,0.6566,1.894,3.6087,0.1408,0.4359
