Date,BGN,DKK,EUR,GBP,ISK,CSD,NOK,PLN,RON,HUF,SEK,CHF,CZK,CYP,USD,CAD,AUD,EGP,TRY,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,INR,NZD,RUB,AZN,BYR,EEK,TMM,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS
14-Jun-07,1.1378,0.2987,2.2244,3.3023,0.2647,2.7249,0.2742,0.5791,0.6812,0.8732,0.236,1.3458,0.0781,3.8164,1.675,1.5654,1.4067,0.2944,1.2444,0.137,0.4561,0.1811,0.3963,1.086,5.8148,0.2196,0.2143,0.0408,1.2544,0.0643,1.9559,0.7809,1.4221,0.3221,3.1844,6.4787,1.3707,0.483,0.487,1.3276,3.3254,0.1374,0.4414
15-Jun-07,1.1393,0.2992,2.2272,3.2982,0.264,2.7408,0.2752,0.5834,0.6848,0.8799,0.2372,1.3446,0.078,3.8225,1.675,1.5709,1.4021,0.2942,1.2561,0.1362,0.4561,0.1811,0.4006,1.086,5.815,0.2195,0.2143,0.041,1.2578,0.0643,1.9559,0.7809,1.4238,0.3221,3.1723,6.4565,1.364,0.4821,0.487,1.3276,3.33,0.1376,0.4414
16-Jun-07,1.1399,0.2995,2.2293,3.2978,0.2652,2.7308,0.2752,0.5843,0.6886,0.8848,0.2364,1.345,0.0781,3.8239,1.6745,1.5686,1.4011,0.2944,1.2657,0.1359,0.4559,0.1807,0.4014,1.0864,5.8152,0.2196,0.2142,0.0409,1.2579,0.0643,1.9553,0.7807,1.4251,0.322,3.1714,6.4488,1.3636,0.4816,0.4869,1.3273,3.3274,0.1364,0.4412
17-Jun-07,1.1399,0.2995,2.2293,3.2978,0.2652,2.7308,0.2752,0.5843,0.6886,0.8848,0.2364,1.345,0.0781,3.8239,1.6745,1.5686,1.4011,0.2944,1.2657,0.1359,0.4559,0.1807,0.4014,1.0864,5.8152,0.2196,0.2142,0.0409,1.2579,0.0643,1.9553,0.7807,1.4251,0.322,3.1714,6.4488,1.3636,0.4816,0.4869,1.3273,3.3274,0.1364,0.4412
18-Jun-07,1.1399,0.2995,2.2293,3.2978,0.2652,2.7308,0.2752,0.5843,0.6886,0.8848,0.2364,1.345,0.0781,3.8239,1.6745,1.5686,1.4011,0.2944,1.2657,0.1359,0.4559,0.1807,0.4014,1.0864,5.8152,0.2196,0.2142,0.0409,1.2579,0.0643,1.9553,0.7807,1.4251,0.322,3.1714,6.4488,1.3636,0.4816,0.4869,1.3273,3.3274,0.1364,0.4412
19-Jun-07,1.1461,0.3011,2.2413,3.3187,0.2693,2.7577,0.2777,0.5902,0.6963,0.8973,0.2377,1.3491,0.0785,3.8447,1.674,1.5658,1.4129,0.2942,1.2852,0.1356,0.4558,0.1806,0.4048,1.0888,5.8105,0.2195,0.2141,0.0411,1.2644,0.0645,1.9549,0.7804,1.4325,0.3219,3.1705,6.4573,1.3632,0.4824,0.4867,1.3269,3.328,0.137,0.4411
20-Jun-07,1.1477,0.3015,2.2442,3.3207,0.2687,2.7528,0.2781,0.5907,0.6983,0.8981,0.2384,1.3495,0.0785,3.85,1.674,1.5627,1.411,0.2943,1.2882,0.1354,0.4558,0.1806,0.4037,1.0887,5.8125,0.2197,0.2141,0.0411,1.2624,0.0646,1.9549,0.7804,1.4343,0.3219,3.1886,6.4982,1.3632,0.4833,0.4867,1.3248,3.328,0.1367,0.4411
21-Jun-07,1.1496,0.302,2.2478,3.3273,0.2697,2.7587,0.2786,0.5944,0.6999,0.9027,0.2413,1.3522,0.0786,3.856,1.6735,1.5748,1.4171,0.2942,1.2873,0.1357,0.4557,0.1805,0.4007,1.09,5.8098,0.2197,0.2141,0.041,1.2704,0.0645,1.9546,0.7802,1.437,0.3218,3.1998,6.5076,1.3645,0.4847,0.4866,1.3245,3.3218,0.1358,0.441
22-Jun-07,1.1446,0.3007,2.2383,3.3324,0.2691,2.7507,0.2786,0.5901,0.7001,0.9007,0.2421,1.3481,0.0782,3.8389,1.673,1.5668,1.4123,0.2938,1.28,0.1353,0.4555,0.1805,0.3953,1.0878,5.808,0.2196,0.2141,0.0411,1.2765,0.0644,1.954,0.78,1.4306,0.3217,3.1989,6.5062,1.3691,0.4857,0.4864,1.3241,3.3224,0.136,0.4408
23-Jun-07,1.1464,0.3013,2.2415,3.336,0.2684,2.7583,0.2812,0.5929,0.7028,0.9052,0.2427,1.352,0.0783,3.8439,1.6725,1.5584,1.4186,0.294,1.2796,0.1348,0.4554,0.1804,0.3972,1.0882,5.8061,0.2194,0.214,0.0411,1.28,0.0645,1.9536,0.7797,1.4331,0.3216,3.1857,6.4921,1.3598,0.4862,0.4863,1.3237,3.3303,0.1364,0.4407
24-Jun-07,1.1464,0.3013,2.2415,3.336,0.2684,2.7583,0.2812,0.5929,0.7028,0.9052,0.2427,1.352,0.0783,3.8439,1.6725,1.5584,1.4186,0.294,1.2796,0.1348,0.4554,0.1804,0.3972,1.0882,5.8061,0.2194,0.214,0.0411,1.28,0.0645,1.9536,0.7797,1.4331,0.3216,3.1857,6.4921,1.3598,0.4862,0.4863,1.3237,3.3303,0.1364,0.4407
25-Jun-07,1.1464,0.3013,2.2415,3.336,0.2684,2.7583,0.2812,0.5929,0.7028,0.9052,0.2427,1.352,0.0783,3.8439,1.6725,1.5584,1.4186,0.294,1.2796,0.1348,0.4554,0.1804,0.3972,1.0882,5.8061,0.2194,0.214,0.0411,1.28,0.0645,1.9536,0.7797,1.4331,0.3216,3.1857,6.4921,1.3598,0.4862,0.4863,1.3237,3.3303,0.1364,0.4407
26-Jun-07,1.1493,0.302,2.2477,3.3417,0.2686,2.7655,0.2811,0.5936,0.709,0.9095,0.2434,1.3596,0.0783,3.8549,1.6715,1.5597,1.4174,0.2936,1.2721,0.1352,0.4551,0.1803,0.3944,1.0872,5.8028,0.2194,0.2139,0.0409,1.2792,0.0645,1.9527,0.7793,1.4368,0.3214,3.1838,6.4882,1.36,0.487,0.486,1.3229,3.333,0.1366,0.4404
27-Jun-07,1.149,0.302,2.247,3.3377,0.2658,2.8198,0.2808,0.5926,0.7072,0.9086,0.2424,1.3592,0.0785,3.8538,1.671,1.5595,1.4143,0.2937,1.2616,0.1356,0.455,0.1802,0.3916,1.0868,5.8011,0.2194,0.2139,0.0408,1.2812,0.0648,1.9521,0.779,1.4364,0.3213,3.2011,6.4913,1.3607,0.4872,0.4858,1.3225,3.3287,0.1377,0.4403
28-Jun-07,1.1472,0.3015,2.2433,3.3316,0.2671,2.8185,0.2795,0.5903,0.7087,0.9042,0.2417,1.3587,0.0783,3.8473,1.6705,1.5595,1.4037,0.2941,1.257,0.1362,0.4548,0.1802,0.3909,1.0861,5.7991,0.2194,0.2138,0.0408,1.2711,0.0646,1.9517,0.7788,1.4339,0.3213,3.2002,6.5078,1.3637,0.4874,0.4857,1.3205,3.334,0.1377,0.4402
29-Jun-07,1.1486,0.3018,2.246,3.3425,0.2664,2.843,0.283,0.5949,0.71,0.9104,0.2434,1.3578,0.0786,3.8506,1.67,1.5672,1.4083,0.2933,1.268,0.1356,0.4547,0.1802,0.392,1.0871,5.7974,0.2193,0.2137,0.0409,1.2776,0.0647,1.9514,0.7786,1.4362,0.3212,3.1931,6.4958,1.3722,0.4888,0.4855,1.3201,3.34,0.1367,0.4401
30-Jun-07,1.1484,0.3018,2.2455,3.3415,0.2662,2.8524,0.2828,0.597,0.7133,0.9152,0.243,1.3562,0.0782,3.8521,1.6695,1.5799,1.4189,0.2937,1.2754,0.1352,0.4545,0.1801,0.3928,1.09,5.7957,0.2192,0.2136,0.041,1.2889,0.0647,1.9508,0.7783,1.4356,0.3211,3.1983,6.5108,1.3741,0.4896,0.4854,1.3197,3.339,0.1365,0.4399
01-Jul-07,1.1484,0.3018,2.2455,3.3415,0.2662,2.8524,0.2828,0.597,0.7133,0.9152,0.243,1.3562,0.0782,3.8521,1.6695,1.5799,1.4189,0.2937,1.2754,0.1352,0.4545,0.1801,0.3928,1.09,5.7957,0.2192,0.2136,0.041,1.2889,0.0647,1.9508,0.7783,1.4356,0.3211,3.1983,6.5108,1.3741,0.4896,0.4854,1.3197,3.339,0.1365,0.4399
02-Jul-07,1.1484,0.3018,2.2455,3.3415,0.2662,2.8524,0.2828,0.597,0.7133,0.9152,0.243,1.3562,0.0782,3.8521,1.6695,1.5799,1.4189,0.2937,1.2754,0.1352,0.4545,0.1801,0.3928,1.09,5.7957,0.2192,0.2136,0.041,1.2889,0.0647,1.9508,0.7783,1.4356,0.3211,3.1983,6.5108,1.3741,0.4896,0.4854,1.3197,3.339,0.1365,0.4399
03-Jul-07,1.1578,0.3043,2.264,3.358,0.2688,2.869,0.2844,0.6019,0.7334,0.9219,0.2447,1.3725,0.0789,3.8826,1.6695,1.5723,1.4261,0.2933,1.2823,0.1361,0.4546,0.1801,0.3941,1.0943,5.7957,0.2195,0.2136,0.0411,1.296,0.0649,1.951,0.7783,1.4471,0.3211,3.1922,6.5042,1.382,0.4897,0.4854,1.3197,3.3283,0.1371,0.4399
04-Jul-07,1.1605,0.305,2.2693,3.363,0.2682,2.837,0.2858,0.6048,0.729,0.9228,0.246,1.3728,0.079,3.8904,1.669,1.58,1.4285,0.2933,1.2928,0.1363,0.4544,0.18,0.3989,1.0963,5.7933,0.2197,0.2136,0.0411,1.3042,0.065,1.9509,0.7781,1.4507,0.321,3.2158,6.5446,1.3725,0.4902,0.4852,1.3193,3.3254,0.137,0.4398
05-Jul-07,1.1624,0.3055,2.273,3.3669,0.2697,2.7986,0.2866,0.6045,0.7252,0.9234,0.2475,1.3722,0.0792,3.8965,1.6685,1.5802,1.4304,0.2929,1.2905,0.1363,0.4543,0.18,0.3979,1.0964,5.7924,0.2197,0.2136,0.0412,1.3048,0.065,1.9505,0.7779,1.4529,0.3209,3.2335,6.5863,1.371,0.491,0.4851,1.3185,3.3237,0.1372,0.4397
06-Jul-07,1.1643,0.306,2.277,3.365,0.2695,2.7887,0.2874,0.6053,0.7259,0.9254,0.2488,1.3768,0.0795,3.9029,1.6685,1.5785,1.4331,0.2931,1.2909,0.1363,0.4543,0.18,0.3979,1.0975,5.7918,0.2197,0.2135,0.0412,1.3074,0.065,1.9508,0.7779,1.4554,0.3209,3.2335,6.5834,1.3724,0.4919,0.4851,1.3185,3.3191,0.1369,0.4397
07-Jul-07,1.1592,0.3047,2.2665,3.3513,0.2712,2.7698,0.2868,0.601,0.7255,0.9177,0.2478,1.3675,0.0791,3.8845,1.668,1.5797,1.4286,0.2927,1.2847,0.1354,0.4541,0.1799,0.3941,1.0971,5.7907,0.2194,0.2134,0.0412,1.3055,0.0648,1.9502,0.7776,1.449,0.3208,3.2326,6.5814,1.3734,0.4917,0.4851,1.3181,3.3207,0.137,0.4395
08-Jul-07,1.1592,0.3047,2.2665,3.3513,0.2712,2.7698,0.2868,0.601,0.7255,0.9177,0.2478,1.3675,0.0791,3.8845,1.668,1.5797,1.4286,0.2927,1.2847,0.1354,0.4541,0.1799,0.3941,1.0971,5.7907,0.2194,0.2134,0.0412,1.3055,0.0648,1.9502,0.7776,1.449,0.3208,3.2326,6.5814,1.3734,0.4917,0.4851,1.3181,3.3207,0.137,0.4395
09-Jul-07,1.1592,0.3047,2.2665,3.3513,0.2712,2.7698,0.2868,0.601,0.7255,0.9177,0.2478,1.3675,0.0791,3.8845,1.668,1.5797,1.4286,0.2927,1.2847,0.1354,0.4541,0.1799,0.3941,1.0971,5.7907,0.2194,0.2134,0.0412,1.3055,0.0648,1.9502,0.7776,1.449,0.3208,3.2326,6.5814,1.3734,0.4917,0.4851,1.3181,3.3207,0.137,0.4395
10-Jul-07,1.1616,0.3053,2.2716,3.3573,0.2735,2.7852,0.2875,0.6057,0.7296,0.9248,0.2477,1.3702,0.0793,3.8924,1.6675,1.5934,1.4325,0.2935,1.2981,0.1351,0.454,0.1798,0.395,1.0981,5.7885,0.2193,0.2133,0.0413,1.3025,0.0649,1.9498,0.7774,1.4521,0.3207,3.2253,6.5771,1.3758,0.4918,0.4849,1.3177,3.3264,0.1368,0.4394
11-Jul-07,1.1628,0.3057,2.274,3.3605,0.2753,2.7885,0.2861,0.605,0.726,0.9285,0.2478,1.3721,0.0794,3.8988,1.6675,1.5904,1.4327,0.2934,1.3002,0.1353,0.454,0.1798,0.3954,1.0993,5.7887,0.2199,0.2134,0.0413,1.2953,0.065,1.9498,0.7774,1.4537,0.3207,3.2316,6.5802,1.3736,0.4918,0.4849,1.3177,3.3279,0.1372,0.4394
12-Jul-07,1.1715,0.308,2.2906,3.3822,0.2741,2.8158,0.2874,0.6072,0.7314,0.9285,0.2498,1.3858,0.0805,3.9282,1.6675,1.5773,1.4332,0.2933,1.2921,0.1375,0.454,0.1798,0.393,1.1004,5.7889,0.2205,0.2133,0.0413,1.2933,0.0653,1.9503,0.7774,1.4643,0.3207,3.2253,6.5758,1.3719,0.4921,0.4849,1.3171,3.3343,0.1376,0.4394
13-Jul-07,1.1747,0.3088,2.297,3.3915,0.2765,2.8258,0.2894,0.6114,0.735,0.9319,0.2509,1.3862,0.0811,3.9365,1.6675,1.5857,1.4376,0.2931,1.2941,0.1366,0.454,0.1797,0.392,1.1005,5.8111,0.2204,0.2134,0.0411,1.3027,0.0653,1.9505,0.7774,1.4688,0.3207,3.2632,6.6389,1.3716,0.4919,0.4849,1.3171,3.335,0.137,0.4394
14-Jul-07,1.1753,0.309,2.298,3.385,0.2775,2.8368,0.2906,0.6142,0.7336,0.9363,0.2511,1.386,0.0813,3.9374,1.6675,1.5934,1.4486,0.2933,1.31,0.1363,0.454,0.1799,0.3911,1.1012,5.8121,0.2203,0.2133,0.0412,1.3085,0.0654,1.9505,0.7774,1.469,0.3207,3.2632,6.6519,1.3724,0.4917,0.4849,1.3171,3.3349,0.1367,0.4394
15-Jul-07,1.1753,0.309,2.298,3.385,0.2775,2.8368,0.2906,0.6142,0.7336,0.9363,0.2511,1.386,0.0813,3.9374,1.6675,1.5934,1.4486,0.2933,1.31,0.1363,0.454,0.1799,0.3911,1.1012,5.8121,0.2203,0.2133,0.0412,1.3085,0.0654,1.9505,0.7774,1.469,0.3207,3.2632,6.6519,1.3724,0.4917,0.4849,1.3171,3.3349,0.1367,0.4394
16-Jul-07,1.1753,0.309,2.298,3.385,0.2775,2.8368,0.2906,0.6142,0.7336,0.9363,0.2511,1.386,0.0813,3.9374,1.6675,1.5934,1.4486,0.2933,1.31,0.1363,0.454,0.1799,0.3911,1.1012,5.8121,0.2203,0.2133,0.0412,1.3085,0.0654,1.9505,0.7774,1.469,0.3207,3.2632,6.6519,1.3724,0.4917,0.4849,1.3171,3.3349,0.1367,0.4394
17-Jul-07,1.1747,0.3088,2.2974,3.3948,0.2778,2.8371,0.2909,0.6126,0.7341,0.937,0.2511,1.3875,0.0816,3.9379,1.6665,1.5934,1.4535,0.2933,1.3138,0.1368,0.4538,0.1798,0.3903,1.0993,5.8084,0.2202,0.2131,0.0413,1.3155,0.0654,1.9496,0.7769,1.4686,0.3205,3.2676,6.6447,1.3773,0.4923,0.4846,1.3163,3.3343,0.1366,0.4391
18-Jul-07,1.1746,0.3087,2.2969,3.3943,0.2773,2.8567,0.2917,0.6122,0.7347,0.9361,0.2511,1.3895,0.0813,3.9357,1.666,1.5967,1.4551,0.2934,1.3092,0.1368,0.4536,0.1797,0.389,1.0987,5.8069,0.2203,0.2131,0.0413,1.3173,0.0654,1.9492,0.7767,1.4687,0.3204,3.2667,6.6496,1.3757,0.4921,0.4844,1.3154,3.332,0.137,0.439
19-Jul-07,1.174,0.3086,2.2957,3.4158,0.2798,2.894,0.2908,0.6114,0.734,0.9322,0.2505,1.3865,0.0814,3.9336,1.6655,1.5978,1.4585,0.2935,1.3063,0.1366,0.4535,0.1797,0.3888,1.0979,5.806,0.2202,0.213,0.0412,1.3189,0.0655,1.9486,0.7765,1.4673,0.3203,3.2657,6.6537,1.3753,0.4925,0.4843,1.315,3.331,0.1365,0.4389
20-Jul-07,1.175,0.3088,2.2979,3.4193,0.2803,2.8865,0.2909,0.6127,0.7352,0.9362,0.2504,1.3868,0.0814,3.9374,1.6655,1.5959,1.464,0.2943,1.3135,0.1367,0.4535,0.1796,0.3903,1.0998,5.8062,0.2202,0.213,0.0413,1.3189,0.0655,1.9491,0.7765,1.4686,0.3203,3.2785,6.6649,1.3753,0.4928,0.4843,1.315,3.3307,0.1366,0.4389
21-Jul-07,1.1746,0.3088,2.2967,3.4141,0.2804,2.8277,0.2906,0.612,0.7346,0.936,0.2507,1.3827,0.0814,3.9355,1.6655,1.5959,1.4641,0.2941,1.3176,0.1361,0.4535,0.1797,0.3945,1.1025,5.8062,0.22,0.213,0.0413,1.3231,0.0655,1.9491,0.7765,1.4688,0.3203,3.2721,6.6596,1.3764,0.4932,0.4843,1.315,3.3308,0.1365,0.4389
22-Jul-07,1.1746,0.3088,2.2967,3.4141,0.2804,2.8277,0.2906,0.612,0.7346,0.936,0.2507,1.3827,0.0814,3.9355,1.6655,1.5959,1.4641,0.2941,1.3176,0.1361,0.4535,0.1797,0.3945,1.1025,5.8062,0.22,0.213,0.0413,1.3231,0.0655,1.9491,0.7765,1.4688,0.3203,3.2721,6.6596,1.3764,0.4932,0.4843,1.315,3.3308,0.1365,0.4389
23-Jul-07,1.1746,0.3088,2.2967,3.4141,0.2804,2.8277,0.2906,0.612,0.7346,0.936,0.2507,1.3827,0.0814,3.9355,1.6655,1.5959,1.4641,0.2941,1.3176,0.1361,0.4535,0.1797,0.3945,1.1025,5.8062,0.22,0.213,0.0413,1.3231,0.0655,1.9491,0.7765,1.4688,0.3203,3.2721,6.6596,1.3764,0.4932,0.4843,1.315,3.3308,0.1365,0.4389
24-Jul-07,1.1776,0.3096,2.3027,3.4279,0.2799,2.8632,0.2913,0.6119,0.7363,0.9378,0.2509,1.3879,0.0817,3.9457,1.6655,1.5952,1.47,0.2948,1.3303,0.1377,0.4535,0.1798,0.3945,1.1052,5.8056,0.2203,0.213,0.0413,1.3339,0.0656,1.9493,0.7765,1.4719,0.3203,3.2721,6.6593,1.3753,0.4934,0.4843,1.315,3.3303,0.1365,0.4398
25-Jul-07,1.1765,0.3093,2.3007,3.4364,0.2803,2.8597,0.2911,0.6126,0.738,0.9357,0.2512,1.3819,0.0817,3.9429,1.6655,1.5948,1.4723,0.2941,1.3381,0.1382,0.4535,0.1798,0.3978,1.107,5.8056,0.2203,0.2129,0.0414,1.3456,0.0656,1.9498,0.7765,1.4711,0.3203,3.2785,6.6705,1.3759,0.4934,0.4843,1.3145,3.3293,0.1356,0.4398
26-Jul-07,1.1743,0.3086,2.296,3.4272,0.2805,2.8592,0.2889,0.607,0.7346,0.9321,0.2491,1.379,0.0817,3.9337,1.6675,1.6085,1.4752,0.2949,1.3383,0.1388,0.4541,0.1799,0.3966,1.1065,5.911,0.2208,0.2132,0.0414,1.3433,0.0656,1.9521,0.7774,1.4677,0.3207,3.276,6.6729,1.3775,0.4939,0.4848,1.3161,3.3297,0.136,0.4403
27-Jul-07,1.1703,0.3076,2.2882,3.4197,0.2784,2.8813,0.2882,0.6023,0.7312,0.9233,0.2486,1.3754,0.0814,3.9201,1.668,1.6022,1.4753,0.2952,1.3242,0.1386,0.4543,0.18,0.3904,1.1028,5.9086,0.2204,0.2132,0.0414,1.3266,0.0654,1.9529,0.7776,1.4628,0.3208,3.277,6.6691,1.3785,0.4936,0.485,1.3165,3.3303,0.1358,0.4404
28-Jul-07,1.1693,0.3074,2.2863,3.3991,0.2741,2.8704,0.285,0.5999,0.7232,0.9061,0.2476,1.3821,0.0818,3.9183,1.668,1.5773,1.4378,0.2951,1.2806,0.1402,0.4543,0.18,0.3867,1.1014,5.9076,0.2206,0.2132,0.0412,1.299,0.0654,1.9529,0.7776,1.4616,0.3208,3.2515,6.6243,1.3785,0.4938,0.485,1.3165,3.3307,0.1351,0.4404
29-Jul-07,1.1693,0.3074,2.2863,3.3991,0.2741,2.8704,0.285,0.5999,0.7232,0.9061,0.2476,1.3821,0.0818,3.9183,1.668,1.5773,1.4378,0.2951,1.2806,0.1402,0.4543,0.18,0.3867,1.1014,5.9076,0.2206,0.2132,0.0412,1.299,0.0654,1.9529,0.7776,1.4616,0.3208,3.2515,6.6243,1.3785,0.4938,0.485,1.3165,3.3307,0.1351,0.4404
30-Jul-07,1.1693,0.3074,2.2863,3.3991,0.2741,2.8704,0.285,0.5999,0.7232,0.9061,0.2476,1.3821,0.0818,3.9183,1.668,1.5773,1.4378,0.2951,1.2806,0.1402,0.4543,0.18,0.3867,1.1014,5.9076,0.2206,0.2132,0.0412,1.299,0.0654,1.9529,0.7776,1.4616,0.3208,3.2515,6.6243,1.3785,0.4938,0.485,1.3165,3.3307,0.1351,0.4404
31-Jul-07,1.1655,0.3063,2.2788,3.3815,0.2719,2.8709,0.2842,0.6004,0.7214,0.9067,0.2476,1.3826,0.0815,3.9054,1.668,1.565,1.4216,0.2956,1.288,0.1402,0.4542,0.18,0.3858,1.1017,5.9107,0.2204,0.2132,0.0412,1.2764,0.0652,1.9532,0.7776,1.4566,0.3208,3.2642,6.6309,1.3788,0.494,0.485,1.3165,3.3283,0.135,0.4413
01-Aug-07,1.1694,0.3073,2.2867,3.385,0.2701,2.8788,0.2867,0.6036,0.7246,0.9115,0.2488,1.3857,0.0816,3.9183,1.668,1.5705,1.4356,0.2957,1.2991,0.1401,0.4541,0.18,0.3886,1.1039,5.9149,0.2203,0.2132,0.0413,1.2854,0.0653,1.9532,0.7776,1.4616,0.3208,3.2388,6.5916,1.3782,0.4944,0.4849,1.3165,3.3357,0.1349,0.4413
02-Aug-07,1.1646,0.306,2.2767,3.3739,0.2723,2.8518,0.285,0.5978,0.7177,0.9004,0.2464,1.3899,0.0815,3.9018,1.668,1.5634,1.4131,0.2956,1.2708,0.1415,0.4542,0.18,0.3845,1.0955,5.9149,0.2203,0.2131,0.0412,1.2625,0.0652,1.9534,0.7776,1.4556,0.3208,3.2515,6.6196,1.3802,0.4947,0.485,1.3155,3.332,0.1351,0.4413
03-Aug-07,1.1652,0.3063,2.2785,3.3849,0.2648,2.8268,0.2859,0.6004,0.718,0.9041,0.2471,1.3859,0.0814,3.9042,1.6675,1.578,1.424,0.2948,1.3017,0.1403,0.454,0.1801,0.3858,1.0963,5.9129,0.2201,0.213,0.0413,1.2736,0.0652,1.9528,0.7774,1.4565,0.3207,3.2379,6.5969,1.3792,0.4947,0.4849,1.3151,3.331,0.135,0.4411
04-Aug-07,1.1674,0.3068,2.2829,3.393,0.2663,2.8419,0.2876,0.6039,0.7223,0.9115,0.248,1.3825,0.0815,3.912,1.6665,1.578,1.4262,0.2952,1.3122,0.1399,0.4538,0.1798,0.3869,1.0977,5.9096,0.2204,0.2129,0.0413,1.2764,0.0652,1.9516,0.7769,1.4594,0.3205,3.2422,6.5987,1.3784,0.4948,0.4845,1.3143,3.3277,0.1344,0.4409
05-Aug-07,1.1674,0.3068,2.2829,3.393,0.2663,2.8419,0.2876,0.6039,0.7223,0.9115,0.248,1.3825,0.0815,3.912,1.6665,1.578,1.4262,0.2952,1.3122,0.1399,0.4538,0.1798,0.3869,1.0977,5.9096,0.2204,0.2129,0.0413,1.2764,0.0652,1.9516,0.7769,1.4594,0.3205,3.2422,6.5987,1.3784,0.4948,0.4845,1.3143,3.3277,0.1344,0.4409
06-Aug-07,1.1674,0.3068,2.2829,3.393,0.2663,2.8419,0.2876,0.6039,0.7223,0.9115,0.248,1.3825,0.0815,3.912,1.6665,1.578,1.4262,0.2952,1.3122,0.1399,0.4538,0.1798,0.3869,1.0977,5.9096,0.2204,0.2129,0.0413,1.2764,0.0652,1.9516,0.7769,1.4594,0.3205,3.2422,6.5987,1.3784,0.4948,0.4845,1.3143,3.3277,0.1344,0.4409
07-Aug-07,1.1769,0.3094,2.3016,3.4029,0.2615,2.8745,0.2889,0.6076,0.725,0.9139,0.249,1.4039,0.0821,3.9439,1.6655,1.5794,1.4267,0.2956,1.3022,0.1415,0.4535,0.1797,0.3856,1.099,5.9186,0.2203,0.2127,0.0412,1.2676,0.0654,1.9507,0.7765,1.4712,0.3203,3.2466,6.612,1.3776,0.4942,0.4842,1.3135,3.328,0.1338,0.4406
08-Aug-07,1.175,0.3088,2.2977,3.3735,0.2608,2.8747,0.2879,0.6076,0.7239,0.9173,0.2494,1.3976,0.0819,3.9371,1.665,1.5773,1.4279,0.2957,1.3092,0.1402,0.4533,0.1797,0.3884,1.099,5.9145,0.2201,0.2127,0.0412,1.2706,0.0654,1.9501,0.7762,1.4687,0.3202,3.2711,6.6693,1.3795,0.4939,0.4841,1.312,3.3297,0.1339,0.4405
09-Aug-07,1.1703,0.3075,2.2885,3.367,0.2597,2.8549,0.2865,0.6065,0.7215,0.9188,0.248,1.3902,0.0813,3.9204,1.665,1.5807,1.4271,0.2957,1.3185,0.1397,0.4533,0.1797,0.3893,1.0999,5.9089,0.2198,0.2127,0.0411,1.2677,0.0653,1.9499,0.7762,1.4628,0.3202,3.2711,6.6552,1.3875,0.4939,0.484,1.312,3.3281,0.1337,0.4405
10-Aug-07,1.1732,0.3083,2.2939,3.3903,0.2643,2.8643,0.2889,0.6082,0.7248,0.9181,0.2484,1.3949,0.0815,3.9306,1.665,1.5871,1.4289,0.2958,1.3137,0.1399,0.4533,0.1797,0.3898,1.1,5.9131,0.2202,0.2127,0.0411,1.2674,0.0657,1.9501,0.7762,1.4664,0.3202,3.2583,6.6216,1.3887,0.4938,0.484,1.312,3.3293,0.1334,0.4405
11-Aug-07,1.165,0.3061,2.2784,3.3633,0.2579,2.8526,0.2853,0.6033,0.7138,0.9048,0.2456,1.3938,0.0811,3.9036,1.6645,1.574,1.4042,0.2956,1.2953,0.1411,0.4533,0.1797,0.3887,1.0941,5.9086,0.2197,0.2129,0.041,1.2362,0.0653,1.9495,0.776,1.4565,0.3201,3.2701,6.6458,1.3952,0.4937,0.4838,1.3116,3.329,0.1332,0.4403
12-Aug-07,1.165,0.3061,2.2784,3.3633,0.2579,2.8526,0.2853,0.6033,0.7138,0.9048,0.2456,1.3938,0.0811,3.9036,1.6645,1.574,1.4042,0.2956,1.2953,0.1411,0.4533,0.1797,0.3887,1.0941,5.9086,0.2197,0.2129,0.041,1.2362,0.0653,1.9495,0.776,1.4565,0.3201,3.2701,6.6458,1.3952,0.4937,0.4838,1.3116,3.329,0.1332,0.4403
13-Aug-07,1.165,0.3061,2.2784,3.3633,0.2579,2.8526,0.2853,0.6033,0.7138,0.9048,0.2456,1.3938,0.0811,3.9036,1.6645,1.574,1.4042,0.2956,1.2953,0.1411,0.4533,0.1797,0.3887,1.0941,5.9086,0.2197,0.2129,0.041,1.2362,0.0653,1.9495,0.776,1.4565,0.3201,3.2701,6.6458,1.3952,0.4937,0.4838,1.3116,3.329,0.1332,0.4403
14-Aug-07,1.1635,0.3057,2.2749,3.3581,0.2536,2.8375,0.2851,0.6029,0.7127,0.9029,0.2449,1.3881,0.0811,3.8981,1.6645,1.5788,1.4035,0.2953,1.2949,0.1408,0.4532,0.1797,0.3933,1.0968,5.9054,0.2195,0.2128,0.041,1.2326,0.0654,1.9497,0.776,1.4542,0.3201,3.2383,6.597,1.4011,0.4934,0.4839,1.3116,3.3283,0.1328,0.4403
15-Aug-07,1.155,0.3035,2.2587,3.342,0.2537,2.8192,0.2829,0.597,0.7075,0.8928,0.2419,1.378,0.0807,3.87,1.6645,1.5738,1.3924,0.2954,1.2824,0.141,0.4532,0.1796,0.395,1.093,5.8996,0.2197,0.2128,0.0409,1.2133,0.0652,1.95,0.776,1.4438,0.3201,3.2446,6.5973,1.4023,0.4934,0.4838,1.3106,3.3283,0.1329,0.4403
