Date,BGN,DKK,EUR,GBP,ISK,CSD,NOK,PLN,RON,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRY,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,INR,NZD,RUB,AZN,BYR,EEK,TMM,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS
17-Mar-08,1.205,0.316,2.3562,3.0699,0.2157,2.828,0.2962,0.6663,0.635,0.9121,0.2494,1.4979,0.0941,1.513,1.5381,1.4252,0.2777,1.2339,0.1506,0.4121,0.1657,0.4384,1.0948,5.6287,0.2136,0.1944,0.0374,1.2369,0.064,1.8038,0.705,1.5076,0.291,3.3473,6.8208,1.4503,0.4893,0.4386,1.1655,3.0139,0.1255,0.4154
18-Mar-08,1.1974,0.3185,2.3747,3.0317,0.2129,2.8569,0.2948,0.6679,0.6342,0.9136,0.2506,1.5312,0.0947,1.505,1.5156,1.3942,0.2746,1.1912,0.1548,0.4099,0.1663,0.4383,1.0869,5.6558,0.2125,0.1937,0.037,1.2166,0.064,1.7966,0.7013,1.4987,0.2894,3.3444,6.7946,1.4262,0.4869,0.4364,1.1593,3.01,0.1249,0.4129
19-Mar-08,1.2087,0.317,2.3645,3.0055,0.1983,2.8328,0.2936,0.6683,0.6344,0.9153,0.2501,1.5214,0.0942,1.499,1.5077,1.3891,0.2735,1.1994,0.1537,0.4084,0.1656,0.4422,1.0886,5.6296,0.2116,0.1929,0.037,1.2104,0.0637,1.7888,0.6985,1.5119,0.2883,3.3761,6.8441,1.4524,0.4848,0.4346,1.1547,2.995,0.1242,0.4112
20-Mar-08,1.2047,0.3159,2.3556,2.9971,0.1949,2.8099,0.2931,0.6677,0.6327,0.9168,0.2498,1.5128,0.0927,1.494,1.5108,1.3926,0.2733,1.2141,0.1529,0.4069,0.1654,0.4442,1.0824,5.6081,0.2115,0.1922,0.0369,1.2146,0.0634,1.7818,0.6962,1.5071,0.239,3.3573,6.8179,1.4358,0.4833,0.4332,1.1497,2.985,0.1238,0.4098
21-Mar-08,1.1947,0.3106,2.3158,2.9446,0.19,2.7893,0.2867,0.654,0.6218,0.9009,0.2464,1.4826,0.0911,1.489,1.4571,1.3568,0.2722,1.2022,0.1496,0.4055,0.165,0.4391,1.0735,5.5808,0.2111,0.1914,0.0369,1.1919,0.0629,1.7758,0.6938,1.4995,0.2382,3.3237,6.7787,1.4181,0.4814,0.4318,1.1458,2.9777,0.1234,0.4085
22-Mar-08,1.1694,0.3076,2.2936,2.9439,0.1887,2.7635,0.2825,0.6501,0.6168,0.8925,0.2437,1.472,0.0903,1.483,1.4473,1.3386,0.2711,1.193,0.1489,0.4039,0.1643,0.4306,1.0691,5.556,0.2102,0.1907,0.0372,1.1782,0.0624,1.7686,0.6911,1.4657,0.2373,3.3103,6.6937,1.4468,0.4798,0.4304,1.1412,2.9947,0.1231,0.4064
23-Mar-08,1.1694,0.3076,2.2936,2.9439,0.1887,2.7635,0.2825,0.6501,0.6168,0.8925,0.2437,1.472,0.0903,1.483,1.4473,1.3386,0.2711,1.193,0.1489,0.4039,0.1643,0.4306,1.0691,5.556,0.2102,0.1907,0.0372,1.1782,0.0624,1.7686,0.6911,1.4657,0.2373,3.3103,6.6937,1.4468,0.4798,0.4304,1.1412,2.9947,0.1231,0.4064
24-Mar-08,1.1694,0.3076,2.2936,2.9439,0.1887,2.7635,0.2825,0.6501,0.6168,0.8925,0.2437,1.472,0.0903,1.483,1.4473,1.3386,0.2711,1.193,0.1489,0.4039,0.1643,0.4306,1.0691,5.556,0.2102,0.1907,0.0372,1.1782,0.0624,1.7686,0.6911,1.4657,0.2373,3.3103,6.6937,1.4468,0.4798,0.4304,1.1412,2.9947,0.1231,0.4064
25-Mar-08,1.1647,0.3048,2.2728,2.9252,0.1872,2.7596,0.2797,0.6436,0.6115,0.8834,0.2413,1.4525,0.0895,1.477,1.4354,1.3357,0.2706,1.1892,0.1477,0.4023,0.1636,0.4182,1.0621,5.5201,0.2094,0.1898,0.0366,1.1705,0.062,1.7615,0.6883,1.4598,0.2363,3.2969,6.6667,1.434,0.4783,0.4287,1.1366,3.0051,0.1227,0.4048
26-Mar-08,1.1647,0.308,2.2961,2.942,0.1885,2.8022,0.2842,0.6511,0.6204,0.8947,0.2441,1.4573,0.0902,1.477,1.4582,1.3494,0.2704,1.2008,0.1468,0.4023,0.1636,0.4204,1.069,5.5275,0.2095,0.1898,0.0368,1.1863,0.0623,1.7615,0.6883,1.4535,0.2363,3.2822,6.6667,1.4298,0.4783,0.4287,1.1366,3.0235,0.1227,0.4048
27-Mar-08,1.1781,0.3105,2.3156,2.967,0.1963,2.8049,0.2873,0.6566,0.6233,0.9019,0.2467,1.4712,0.0906,1.48,1.4561,1.3543,0.2713,1.1693,0.1479,0.4031,0.1615,0.4226,1.071,5.5553,0.2106,0.1902,0.0369,1.1868,0.0626,1.7651,0.69,1.4709,0.2368,3.2743,6.6267,1.4042,0.4798,0.4296,1.1389,2.96,0.1227,0.4056
28-Mar-08,1.1896,0.3124,2.3299,2.9764,0.199,2.843,0.2904,0.6622,0.6272,0.9112,0.2477,1.4832,0.0919,1.481,1.4517,1.3597,0.2714,1.1723,0.1486,0.4033,0.1641,0.4245,1.0731,5.58,0.2112,0.1903,0.0369,1.1882,0.063,1.7662,0.6904,1.4883,0.237,3.2838,6.6908,1.3983,0.4802,0.4299,1.1392,2.9739,0.1226,0.4059
29-Mar-08,1.1913,0.3121,2.3271,2.9479,0.1949,2.8318,0.2902,0.66,0.6269,0.9064,0.2485,1.479,0.0922,1.476,1.4519,1.3585,0.2709,1.1517,0.1476,0.4019,0.1625,0.42,1.0687,5.5568,0.2105,0.1897,0.037,1.1871,0.0628,1.7603,0.6881,1.489,0.2362,3.3169,6.7406,1.3935,0.4792,0.4291,1.1354,2.9579,0.1223,0.4045
30-Mar-08,1.1913,0.3121,2.3271,2.9479,0.1949,2.8318,0.2902,0.66,0.6269,0.9064,0.2485,1.479,0.0922,1.476,1.4519,1.3585,0.2709,1.1517,0.1476,0.4019,0.1625,0.42,1.0687,5.5568,0.2105,0.1897,0.037,1.1871,0.0628,1.7603,0.6881,1.489,0.2362,3.3169,6.7406,1.3935,0.4792,0.4291,1.1354,2.9579,0.1223,0.4045
31-Mar-08,1.1913,0.3121,2.3271,2.9479,0.1949,2.8318,0.2902,0.66,0.6269,0.9064,0.2485,1.479,0.0922,1.476,1.4519,1.3585,0.2709,1.1517,0.1476,0.4019,0.1625,0.42,1.0687,5.5568,0.2105,0.1897,0.037,1.1871,0.0628,1.7603,0.6881,1.489,0.2362,3.3169,6.7406,1.3935,0.4792,0.4291,1.1354,2.9579,0.1223,0.4045
01-Apr-08,1.186,0.3113,2.3211,2.916,0.1887,2.8171,0.2886,0.6586,0.6231,0.894,0.2473,1.4791,0.0919,1.4685,1.439,1.3419,0.2699,1.1145,0.1479,0.3999,0.1616,0.4125,1.0641,5.5321,0.2095,0.1886,0.0368,1.16,0.0625,1.7652,0.6846,1.4821,0.235,3.3,6.7082,1.3855,0.4771,0.4275,1.1296,2.9411,0.1217,0.4033
02-Apr-08,1.1832,0.3079,2.2954,2.8914,0.1923,2.8071,0.285,0.6534,0.6145,0.8812,0.2447,1.4616,0.091,1.4635,1.4243,1.3297,0.2686,1.0956,0.1463,0.3986,0.1611,0.4137,1.0608,5.5042,0.2087,0.188,0.0366,1.1453,0.0621,1.759,0.6823,1.4802,0.2342,3.2888,6.6903,1.38,0.4763,0.4267,1.1249,2.9358,0.1213,0.402
03-Apr-08,1.1658,0.3054,2.2769,2.8867,0.1894,2.7785,0.2823,0.6522,0.6138,0.8855,0.2429,1.4403,0.091,1.456,1.4272,1.3239,0.2676,1.1263,0.143,0.3965,0.1593,0.4088,1.0542,5.4778,0.2075,0.1869,0.0364,1.1456,0.0615,1.7481,0.6788,1.4591,0.233,3.2646,6.6047,1.3769,0.4737,0.4248,1.1191,2.9213,0.1207,0.3999
04-Apr-08,1.1629,0.305,2.2737,2.885,0.194,2.8069,0.2835,0.6522,0.6135,0.884,0.243,1.4355,0.0907,1.455,1.436,1.3319,0.2673,1.1346,0.1417,0.3962,0.1588,0.4087,1.052,5.4687,0.2074,0.1868,0.0364,1.1467,0.0616,1.748,0.6783,1.4544,0.2328,3.2262,6.5668,1.376,0.4734,0.4246,1.1184,2.9164,0.1206,0.3996
05-Apr-08,1.1542,0.3064,2.2838,2.9087,0.1947,2.814,0.2853,0.6567,0.6154,0.888,0.2439,1.4426,0.0917,1.454,1.444,1.3313,0.2674,1.1206,0.142,0.396,0.159,0.4029,1.0513,5.4631,0.2073,0.1866,0.0364,1.1417,0.0616,1.747,0.6779,1.4486,0.2326,3.2311,6.5896,1.3791,0.4719,0.4244,1.1176,2.9226,0.1207,0.3994
06-Apr-08,1.1542,0.3064,2.2838,2.9087,0.1947,2.814,0.2853,0.6567,0.6154,0.888,0.2439,1.4426,0.0917,1.454,1.444,1.3313,0.2674,1.1206,0.142,0.396,0.159,0.4029,1.0513,5.4631,0.2073,0.1866,0.0364,1.1417,0.0616,1.747,0.6779,1.4486,0.2326,3.2311,6.5896,1.3791,0.4719,0.4244,1.1176,2.9226,0.1207,0.3994
07-Apr-08,1.1542,0.3064,2.2838,2.9087,0.1947,2.814,0.2853,0.6567,0.6154,0.888,0.2439,1.4426,0.0917,1.454,1.444,1.3313,0.2674,1.1206,0.142,0.396,0.159,0.4029,1.0513,5.4631,0.2073,0.1866,0.0364,1.1417,0.0616,1.747,0.6779,1.4486,0.2326,3.2311,6.5896,1.3791,0.4719,0.4244,1.1176,2.9226,0.1207,0.3994
08-Apr-08,1.1672,0.3058,2.2792,2.8851,0.1973,2.8116,0.2863,0.6584,0.6164,0.8966,0.2434,1.4328,0.0911,1.452,1.4433,1.3409,0.267,1.1413,0.1415,0.3954,0.1605,0.3984,1.0507,5.4582,0.2074,0.1864,0.0364,1.1493,0.0615,1.745,0.6769,1.4584,0.2323,3.2411,6.5856,1.3772,0.471,0.4238,1.116,2.904,0.1204,0.3987
09-Apr-08,1.1646,0.3066,2.2873,2.8711,0.2022,2.7948,0.2875,0.6593,0.6244,0.9037,0.2441,1.439,0.0915,1.4515,1.4292,1.3418,0.2665,1.1265,0.1424,0.3952,0.1605,0.4012,1.0518,5.4582,0.2073,0.1863,0.0363,1.1503,0.0617,1.7463,0.6767,1.4557,0.2322,3.24,6.5869,1.3801,0.4703,0.4235,1.115,2.9036,0.1204,0.3985
10-Apr-08,1.1646,0.3066,2.2873,2.8711,0.2022,2.7948,0.2875,0.6593,0.6244,0.9037,0.2441,1.439,0.0915,1.4515,1.4292,1.3418,0.2665,1.1265,0.1424,0.3952,0.1605,0.4012,1.0518,5.4582,0.2073,0.1863,0.0363,1.1503,0.0617,1.7463,0.6767,1.4557,0.2322,3.24,6.5869,1.3801,0.4703,0.4235,1.115,2.9036,0.1204,0.3985
11-Apr-08,1.1667,0.3081,2.2979,2.868,0.2023,2.8062,0.2898,0.6664,0.626,0.9059,0.2448,1.4577,0.0915,1.451,1.4283,1.3529,0.2673,1.1093,0.1438,0.3951,0.1616,0.4027,1.0693,5.4734,0.2076,0.1864,0.0363,1.1601,0.0618,1.7482,0.6765,1.458,0.2322,3.2388,6.6138,1.3836,0.4694,0.4234,1.1146,2.9087,0.1203,0.3984
12-Apr-08,1.1773,0.3077,2.2948,2.8644,0.1993,2.7994,0.2898,0.6722,0.6364,0.9133,0.2446,1.4469,0.092,1.4505,1.4295,1.3538,0.2671,1.1184,0.1424,0.3949,0.1605,0.4033,1.068,5.4676,0.2073,0.1862,0.0363,1.1605,0.0618,1.7467,0.6762,1.4715,0.2321,3.2669,6.6467,1.3831,0.4687,0.4236,1.1142,2.9121,0.1203,0.3983
13-Apr-08,1.1773,0.3077,2.2948,2.8644,0.1993,2.7994,0.2898,0.6722,0.6364,0.9133,0.2446,1.4469,0.092,1.4505,1.4295,1.3538,0.2671,1.1184,0.1424,0.3949,0.1605,0.4033,1.068,5.4676,0.2073,0.1862,0.0363,1.1605,0.0618,1.7467,0.6762,1.4715,0.2321,3.2669,6.6467,1.3831,0.4687,0.4236,1.1142,2.9121,0.1203,0.3983
14-Apr-08,1.1773,0.3077,2.2948,2.8644,0.1993,2.7994,0.2898,0.6722,0.6364,0.9133,0.2446,1.4469,0.092,1.4505,1.4295,1.3538,0.2671,1.1184,0.1424,0.3949,0.1605,0.4033,1.068,5.4676,0.2073,0.1862,0.0363,1.1605,0.0618,1.7467,0.6762,1.4715,0.2321,3.2669,6.6467,1.3831,0.4687,0.4236,1.1142,2.9121,0.1203,0.3983
15-Apr-08,1.1742,0.3072,2.2903,2.8608,0.1974,2.8138,0.288,0.6675,0.6318,0.9067,0.2437,1.4521,0.0921,1.4505,1.4162,1.3401,0.2668,1.1039,0.1444,0.3949,0.1615,0.4034,1.0672,5.4664,0.2072,0.1862,0.0364,1.1465,0.0617,1.7455,0.6762,1.4681,0.2321,3.2522,6.6467,1.3831,0.4684,0.4236,1.1142,2.9244,0.1204,0.3974
16-Apr-08,1.1769,0.3082,2.2985,2.8591,0.1949,2.8308,0.2906,0.6744,0.6362,0.9132,0.2443,1.4536,0.0927,1.4505,1.4182,1.3433,0.2676,1.1062,0.1435,0.3949,0.1615,0.4134,1.0701,5.4695,0.2073,0.1861,0.0363,1.1408,0.0618,1.7476,0.6762,1.4631,0.2321,3.245,6.6248,1.3875,0.4681,0.4236,1.1132,2.9392,0.1204,0.3974
17-Apr-08,1.1738,0.3081,2.2973,2.8588,0.1953,2.8293,0.2905,0.674,0.6356,0.9074,0.2448,1.4454,0.0928,1.4505,1.4333,1.3475,0.2681,1.0938,0.1429,0.3949,0.1605,0.4165,1.0706,5.4664,0.2074,0.1861,0.0363,1.1414,0.0619,1.747,0.6762,1.4706,0.2321,3.2669,6.6528,1.3888,0.4677,0.4233,1.1132,2.9542,0.1206,0.3974
18-Apr-08,1.1813,0.3103,2.3147,2.8618,0.1958,2.8575,0.2931,0.6754,0.6381,0.9099,0.2465,1.4541,0.0927,1.4505,1.4496,1.3614,0.268,1.0903,0.1423,0.395,0.1606,0.4189,1.0746,5.4662,0.2077,0.1862,0.0363,1.1488,0.0621,1.7508,0.6765,1.4702,0.2321,3.2596,6.6509,1.3888,0.4673,0.4237,1.1132,2.9693,0.1206,0.3974
19-Apr-08,1.1779,0.3103,2.3151,2.8976,0.1939,2.863,0.2925,0.6769,0.6423,0.9134,0.2461,1.4444,0.0924,1.4515,1.4417,1.3628,0.2681,1.0934,0.1417,0.3953,0.1622,0.4244,1.0752,5.4751,0.2075,0.1863,0.0365,1.15,0.0621,1.7511,0.6773,1.4801,0.2322,3.2914,6.7041,1.3898,0.4677,0.424,1.114,2.9653,0.1205,0.3977
20-Apr-08,1.1779,0.3103,2.3151,2.8976,0.1939,2.863,0.2925,0.6769,0.6423,0.9134,0.2461,1.4444,0.0924,1.4515,1.4417,1.3628,0.2681,1.0934,0.1417,0.3953,0.1622,0.4244,1.0752,5.4751,0.2075,0.1863,0.0365,1.15,0.0621,1.7511,0.6773,1.4801,0.2322,3.2914,6.7041,1.3898,0.4677,0.424,1.114,2.9653,0.1205,0.3977
21-Apr-08,1.1779,0.3103,2.3151,2.8976,0.1939,2.863,0.2925,0.6769,0.6423,0.9134,0.2461,1.4444,0.0924,1.4515,1.4417,1.3628,0.2681,1.0934,0.1417,0.3953,0.1622,0.4244,1.0752,5.4751,0.2075,0.1863,0.0365,1.15,0.0621,1.7511,0.6773,1.4801,0.2322,3.2914,6.7041,1.3898,0.4677,0.424,1.114,2.9653,0.1205,0.3977
22-Apr-08,1.1727,0.309,2.3053,2.8901,0.1934,2.8557,0.2903,0.6735,0.6467,0.9122,0.2452,1.4364,0.0916,1.4535,1.4411,1.368,0.2697,1.1063,0.1403,0.3958,0.1608,0.4213,1.0749,5.4702,0.2077,0.1865,0.0365,1.1516,0.0619,1.752,0.6783,1.4817,0.2326,3.2885,6.7077,1.3951,0.4685,0.4248,1.1155,2.9678,0.1207,0.399
23-Apr-08,1.1823,0.3099,2.3119,2.876,0.195,2.8681,0.2916,0.6759,0.6492,0.9165,0.2471,1.4387,0.0921,1.4545,1.444,1.3722,0.2704,1.1082,0.1409,0.3961,0.161,0.4192,1.0762,5.4765,0.2081,0.1866,0.0364,1.1552,0.0621,1.7554,0.6787,1.4752,0.2327,3.2759,6.6628,1.397,0.469,0.4241,1.1155,2.9653,0.1207,0.3992
24-Apr-08,1.1872,0.312,2.3272,2.9054,0.1965,2.8939,0.2942,0.6847,0.6544,0.9282,0.2502,1.4491,0.0929,1.4575,1.4461,1.3886,0.2714,1.1239,0.1413,0.3969,0.1625,0.4239,1.0816,5.4915,0.2087,0.187,0.0365,1.1688,0.0624,1.7611,0.6804,1.4857,0.2332,3.2901,6.6873,1.3999,0.47,0.4251,1.1178,2.9928,0.121,0.4001
25-Apr-08,1.1899,0.3088,2.3033,2.8842,0.1971,2.8946,0.2899,0.6756,0.6431,0.9144,0.2477,1.4291,0.0918,1.46,1.4331,1.3796,0.2724,1.1242,0.1406,0.3976,0.1629,0.4238,1.0785,5.4995,0.209,0.1874,0.0364,1.1554,0.0623,1.7629,0.6816,1.4901,0.2336,3.3257,6.7508,1.4023,0.4715,0.4257,1.1197,3.0259,0.1213,0.4007
26-Apr-08,1.1899,0.3088,2.3033,2.8842,0.1971,2.8946,0.2899,0.6756,0.6431,0.9144,0.2477,1.4291,0.0918,1.46,1.4331,1.3796,0.2724,1.1242,0.1406,0.3976,0.1629,0.4238,1.0785,5.4995,0.209,0.1874,0.0364,1.1554,0.0623,1.7629,0.6816,1.4901,0.2336,3.3257,6.7508,1.4023,0.4715,0.4257,1.1197,3.0259,0.1213,0.4007
27-Apr-08,1.1899,0.3088,2.3033,2.8842,0.1971,2.8946,0.2899,0.6756,0.6431,0.9144,0.2477,1.4291,0.0918,1.46,1.4331,1.3796,0.2724,1.1242,0.1406,0.3976,0.1629,0.4238,1.0785,5.4995,0.209,0.1874,0.0364,1.1554,0.0623,1.7629,0.6816,1.4901,0.2336,3.3257,6.7508,1.4023,0.4715,0.4257,1.1197,3.0259,0.1213,0.4007
28-Apr-08,1.1899,0.3088,2.3033,2.8842,0.1971,2.8946,0.2899,0.6756,0.6431,0.9144,0.2477,1.4291,0.0918,1.46,1.4331,1.3796,0.2724,1.1242,0.1406,0.3976,0.1629,0.4238,1.0785,5.4995,0.209,0.1874,0.0364,1.1554,0.0623,1.7629,0.6816,1.4901,0.2336,3.3257,6.7508,1.4023,0.4715,0.4257,1.1197,3.0259,0.1213,0.4007
29-Apr-08,1.1899,0.3088,2.3033,2.8842,0.1971,2.8946,0.2899,0.6756,0.6431,0.9144,0.2477,1.4291,0.0918,1.46,1.4331,1.3796,0.2724,1.1242,0.1406,0.3976,0.1629,0.4238,1.0785,5.4995,0.209,0.1874,0.0364,1.1554,0.0623,1.7629,0.6816,1.4901,0.2336,3.3257,6.7508,1.4023,0.4715,0.4257,1.1197,3.0259,0.1213,0.4007
30-Apr-08,1.1658,0.3051,2.2755,2.8968,0.1993,2.871,0.285,0.6613,0.623,0.9017,0.2432,1.4089,0.0901,1.462,1.4447,1.3658,0.2717,1.1401,0.1403,0.3981,0.16,0.421,1.0752,5.496,0.2093,0.1877,0.0363,1.1373,0.0618,1.764,0.6832,1.4629,0.2339,3.2561,6.628,1.4075,0.4744,0.4261,1.1212,3.0144,0.1213,0.4012
01-May-08,1.1671,0.3057,2.2812,2.8829,0.1969,2.8488,0.285,0.6598,0.6185,0.8996,0.2436,1.414,0.0905,1.466,1.4496,1.369,0.273,1.1364,0.1408,0.3992,0.1597,0.4253,1.0788,5.504,0.2097,0.1881,0.0363,1.1379,0.062,1.768,0.685,1.4593,0.2346,3.265,6.6263,1.4131,0.4768,0.4274,1.1236,3.0171,0.1218,0.4023
02-May-08,1.1736,0.3054,2.2792,2.9165,0.1956,2.8303,0.2872,0.6593,0.6226,0.9024,0.2439,1.4055,0.0901,1.468,1.4532,1.3779,0.2741,1.1498,0.141,0.3997,0.16,0.4289,1.081,5.5101,0.2101,0.1884,0.0362,1.1436,0.062,1.7729,0.686,1.4568,0.2349,3.2666,6.6314,1.4252,0.4785,0.4279,1.1251,3.0299,0.1219,0.4032
03-May-08,1.1664,0.3043,2.2706,2.9119,0.195,2.8527,0.2859,0.658,0.6239,0.9011,0.2429,1.3992,0.0897,1.468,1.4389,1.3661,0.2741,1.16,0.1401,0.3998,0.1604,0.428,1.077,5.5084,0.2101,0.1883,0.0361,1.1439,0.062,1.7708,0.686,1.4581,0.2349,3.2695,6.6353,1.4155,0.4785,0.4279,1.1251,3.0299,0.1219,0.4028
04-May-08,1.1664,0.3043,2.2706,2.9119,0.195,2.8527,0.2859,0.658,0.6239,0.9011,0.2429,1.3992,0.0897,1.468,1.4389,1.3661,0.2741,1.16,0.1401,0.3998,0.1604,0.428,1.077,5.5084,0.2101,0.1883,0.0361,1.1439,0.062,1.7708,0.686,1.4581,0.2349,3.2695,6.6353,1.4155,0.4785,0.4279,1.1251,3.0299,0.1219,0.4028
05-May-08,1.1664,0.3043,2.2706,2.9119,0.195,2.8527,0.2859,0.658,0.6239,0.9011,0.2429,1.3992,0.0897,1.468,1.4389,1.3661,0.2741,1.16,0.1401,0.3998,0.1604,0.428,1.077,5.5084,0.2101,0.1883,0.0361,1.1439,0.062,1.7708,0.686,1.4581,0.2349,3.2695,6.6353,1.4155,0.4785,0.4279,1.1251,3.0299,0.1219,0.4028
06-May-08,1.1624,0.3037,2.2663,2.891,0.1917,2.8044,0.2863,0.6592,0.6251,0.8993,0.2426,1.39,0.0898,1.463,1.4377,1.3774,0.2736,1.1603,0.1391,0.3983,0.1583,0.4252,1.076,5.4782,0.2094,0.1877,0.0361,1.1461,0.0616,1.7654,0.684,1.4477,0.2341,3.2584,6.6127,1.4107,0.4768,0.4264,1.1213,3.029,0.1216,0.4013
07-May-08,1.16,0.303,2.2604,2.8704,0.1907,2.7938,0.2867,0.6586,0.6218,0.8968,0.2417,1.3882,0.0899,1.46,1.4424,1.3809,0.2734,1.1643,0.1393,0.3975,0.158,0.4278,1.0749,5.4661,0.209,0.1873,0.0358,1.147,0.0615,1.7633,0.6826,1.4454,0.2336,3.2373,6.5953,1.4078,0.4756,0.4256,1.1184,3.036,0.1212,0.4005
08-May-08,1.1577,0.3025,2.2569,2.8516,0.1895,2.7192,0.287,0.6583,0.6165,0.8938,0.2426,1.3835,0.0896,1.457,1.4506,1.3796,0.2727,1.1703,0.1386,0.3967,0.1578,0.4237,1.0704,5.458,0.2086,0.1869,0.0353,1.1459,0.0613,1.7597,0.6812,1.4433,0.2331,3.2163,6.5395,1.4059,0.4742,0.4246,1.1161,3.0291,0.1209,0.3997
09-May-08,1.1388,0.2985,2.2271,2.839,0.1889,2.6781,0.2825,0.6511,0.6047,0.8801,0.2393,1.376,0.0884,1.452,1.439,1.3633,0.2706,1.1447,0.1398,0.3953,0.1572,0.4223,1.0534,5.4301,0.2074,0.1863,0.0349,1.1196,0.0608,1.7511,0.6801,1.4234,0.1019,3.2053,6.4502,1.4095,0.4726,0.4232,1.1122,3.0313,0.1205,0.3988
10-May-08,1.1388,0.2985,2.2271,2.839,0.1889,2.6781,0.2825,0.6511,0.6047,0.8801,0.2393,1.376,0.0884,1.452,1.439,1.3633,0.2706,1.1447,0.1398,0.3953,0.1572,0.4223,1.0534,5.4301,0.2074,0.1863,0.0349,1.1196,0.0608,1.7511,0.6801,1.4234,0.1019,3.2053,6.4502,1.4095,0.4726,0.4232,1.1122,3.0313,0.1205,0.3988
11-May-08,1.1388,0.2985,2.2271,2.839,0.1889,2.6781,0.2825,0.6511,0.6047,0.8801,0.2393,1.376,0.0884,1.452,1.439,1.3633,0.2706,1.1447,0.1398,0.3953,0.1572,0.4223,1.0534,5.4301,0.2074,0.1863,0.0349,1.1196,0.0608,1.7511,0.6801,1.4234,0.1019,3.2053,6.4502,1.4095,0.4726,0.4232,1.1122,3.0313,0.1205,0.3988
12-May-08,1.1388,0.2985,2.2271,2.839,0.1889,2.6781,0.2825,0.6511,0.6047,0.8801,0.2393,1.376,0.0884,1.452,1.439,1.3633,0.2706,1.1447,0.1398,0.3953,0.1572,0.4223,1.0534,5.4301,0.2074,0.1863,0.0349,1.1196,0.0608,1.7511,0.6801,1.4234,0.1019,3.2053,6.4502,1.4095,0.4726,0.4232,1.1122,3.0313,0.1205,0.3988
13-May-08,1.1388,0.2985,2.2271,2.839,0.1889,2.6781,0.2825,0.6511,0.6047,0.8801,0.2393,1.376,0.0884,1.452,1.439,1.3633,0.2706,1.1447,0.1398,0.3953,0.1572,0.4223,1.0534,5.4301,0.2074,0.1863,0.0349,1.1196,0.0608,1.7511,0.6801,1.4234,0.1019,3.2053,6.4502,1.4095,0.4726,0.4232,1.1122,3.0313,0.1205,0.3988
14-May-08,1.1455,0.302,2.2538,2.8343,0.1829,2.7296,0.287,0.6661,0.6165,0.9031,0.2428,1.3913,0.0905,1.452,1.4435,1.375,0.2713,1.1588,0.1402,0.3954,0.1575,0.4247,1.0612,5.4478,0.2078,0.1862,0.0345,1.1186,0.0612,1.756,0.6795,1.4318,0.1019,3.1842,6.4715,1.403,0.473,0.4232,1.1118,3.0297,0.1204,0.3984
15-May-08,1.1511,0.3007,2.2435,2.8282,0.1831,2.7199,0.2862,0.6619,0.6136,0.8991,0.2413,1.3759,0.0899,1.455,1.4457,1.3569,0.2722,1.1649,0.1384,0.3962,0.1573,0.4232,1.0518,5.4619,0.2079,0.1866,0.0342,1.1065,0.061,1.7581,0.6809,1.4392,0.1021,3.2119,6.5384,1.4059,0.4736,0.4238,1.1141,3.0471,0.1206,0.3993
16-May-08,1.1501,0.303,2.2604,2.8343,0.1864,2.7247,0.2875,0.6653,0.6172,0.9044,0.2424,1.3843,0.0902,1.457,1.4521,1.3636,0.2726,1.167,0.139,0.3967,0.1575,0.4265,1.0561,5.4608,0.2083,0.1868,0.0344,1.1009,0.0611,1.7607,0.6818,1.4365,0.1022,3.2022,6.524,1.4078,0.4738,0.4242,1.1156,3.0481,0.1208,0.3998
17-May-08,1.1496,0.3021,2.2535,2.8334,0.1871,2.7338,0.2865,0.6651,0.617,0.9067,0.2413,1.3826,0.0902,1.453,1.454,1.3761,0.2721,1.1784,0.1393,0.3956,0.1571,0.4327,1.0597,5.4544,0.208,0.1863,0.0339,1.1158,0.061,1.7561,0.6799,1.4415,0.102,3.2004,6.5421,1.4037,0.4724,0.4233,1.1125,3.0525,0.1203,0.3987
18-May-08,1.1496,0.3021,2.2535,2.8334,0.1871,2.7338,0.2865,0.6651,0.617,0.9067,0.2413,1.3826,0.0902,1.453,1.454,1.3761,0.2721,1.1784,0.1393,0.3956,0.1571,0.4327,1.0597,5.4544,0.208,0.1863,0.0339,1.1158,0.061,1.7561,0.6799,1.4415,0.102,3.2004,6.5421,1.4037,0.4724,0.4233,1.1125,3.0525,0.1203,0.3987
19-May-08,1.1496,0.3021,2.2535,2.8334,0.1871,2.7338,0.2865,0.6651,0.617,0.9067,0.2413,1.3826,0.0902,1.453,1.454,1.3761,0.2721,1.1784,0.1393,0.3956,0.1571,0.4327,1.0597,5.4544,0.208,0.1863,0.0339,1.1158,0.061,1.7561,0.6799,1.4415,0.102,3.2004,6.5421,1.4037,0.4724,0.4233,1.1125,3.0525,0.1203,0.3987
20-May-08,1.1498,0.3034,2.2633,2.8425,0.1954,2.7545,0.2898,0.6695,0.6229,0.9164,0.2434,1.3898,0.0903,1.451,1.4593,1.3857,0.2715,1.1823,0.1398,0.3951,0.1568,0.4319,1.0608,5.451,0.208,0.186,0.0342,1.1237,0.0612,1.7562,0.679,1.4375,0.1018,3.196,6.5035,1.4014,0.4717,0.4228,1.111,3.0859,0.1202,0.3987
