Date,BGN,DKK,EUR,GBP,ISK,CSD,NOK,PLN,ROL,RON,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRY,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,RUB,AZM,BYR,EEK,TMM,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS
31-Mar-05,1.2155,0.3191,2.3767,3.4461,0.2983,2.9262,0.2902,0.578,0.6502,,0.9616,0.2603,1.5315,0.0791,1.834,1.5195,1.4169,0.3169,1.3328,0.171,0.4993,0.2066,0.4204,1.1121,6.2802,0.2216,0.2352,0.0659,0.3777,0.8508,1.5193,0.3527,3.3713,6.8764,1.4544,0.4003,0.6027,1.6981,3.4728,0.1388,0.4442
01-Apr-05,1.2192,0.3202,2.3839,3.4588,0.302,2.9444,0.2908,0.5834,0.6517,,0.9651,0.2609,1.5386,0.0798,1.84,1.516,1.4232,0.3175,1.362,0.1722,0.501,0.2073,0.4224,1.1161,6.3037,0.2223,0.2359,0.0661,0.3792,0.8534,1.5241,0.3538,3.3886,6.9056,1.4615,0.4016,0.6046,1.7037,3.4882,0.1388,0.4456
02-Apr-05,1.2202,0.3203,2.3861,3.4719,0.3038,2.9409,0.291,0.5841,0.6511,,0.9663,0.2606,1.5383,0.0795,1.84,1.5193,1.4208,0.3178,1.367,0.1716,0.501,0.2073,0.4223,1.112,6.3033,0.2223,0.2359,0.066,0.3795,0.8532,1.5258,0.3538,3.3824,6.8904,1.4638,0.4024,0.6046,1.7037,3.4756,0.1393,0.4456
03-Apr-05,1.2202,0.3203,2.3861,3.4719,0.3038,2.9409,0.291,0.5841,0.6511,,0.9663,0.2606,1.5383,0.0795,1.84,1.5193,1.4208,0.3178,1.367,0.1716,0.501,0.2073,0.4223,1.112,6.3033,0.2223,0.2359,0.066,0.3795,0.8532,1.5258,0.3538,3.3824,6.8904,1.4638,0.4024,0.6046,1.7037,3.4756,0.1393,0.4456
04-Apr-05,1.2202,0.3203,2.3861,3.4719,0.3038,2.9409,0.291,0.5841,0.6511,,0.9663,0.2606,1.5383,0.0795,1.84,1.5193,1.4208,0.3178,1.367,0.1716,0.501,0.2073,0.4223,1.112,6.3033,0.2223,0.2359,0.066,0.3795,0.8532,1.5258,0.3538,3.3824,6.8904,1.4638,0.4024,0.6046,1.7037,3.4756,0.1393,0.4456
05-Apr-05,1.212,0.3182,2.3696,3.4474,0.3039,2.943,0.2893,0.5765,0.6504,,0.9583,0.2585,1.526,0.0791,1.84,1.5108,1.4142,0.3179,1.344,0.1704,0.501,0.2072,0.4208,1.1057,6.3009,0.2223,0.2359,0.066,0.3792,0.8532,1.5153,0.3538,3.3948,6.9144,1.4626,0.4024,0.6046,1.7037,3.4816,0.1396,0.4456
06-Apr-05,1.2048,0.3163,2.3555,3.4462,0.3016,2.9176,0.2887,0.5707,0.6471,,0.9532,0.2571,1.5161,0.0785,1.8375,1.5032,1.4029,0.3174,1.3417,0.169,0.5003,0.2068,0.4209,1.103,6.2947,0.222,0.2356,0.0658,0.3791,0.8517,1.5057,0.3534,3.3716,6.8569,1.4595,0.4024,0.6061,1.6989,3.4735,0.1402,0.445
07-Apr-05,1.2072,0.3169,2.3606,3.4469,0.3006,2.8958,0.2892,0.5752,0.6475,,0.9571,0.2578,1.5225,0.0788,1.8325,1.5046,1.4033,0.3164,1.3614,0.1695,0.4989,0.2064,0.4204,1.1043,6.2776,0.2214,0.235,0.0656,0.3782,0.8496,1.5088,0.3524,3.344,6.8027,1.4578,0.4032,0.6021,1.6942,3.4703,0.1395,0.4438
08-Apr-05,1.2101,0.3178,2.3656,3.4464,0.3007,2.9124,0.29,0.5774,0.6499,,0.9612,0.2587,1.5262,0.0791,1.8325,1.5034,1.4088,0.3166,1.3685,0.1693,0.499,0.2062,0.4202,1.1068,6.2753,0.2214,0.235,0.0659,0.3784,0.8494,1.5123,0.3524,3.3562,6.8334,1.4637,0.4042,0.6021,1.6942,3.4792,0.1396,0.4438
09-Apr-05,1.2037,0.316,2.3533,3.4289,0.299,2.9167,0.2881,0.5722,0.6469,,0.9564,0.2571,1.5183,0.0786,1.8352,1.4998,1.407,0.3172,1.3574,0.1688,0.4997,0.2065,0.4203,1.1067,6.2845,0.2217,0.2353,0.0658,0.3791,0.8507,1.5047,0.3529,3.3673,6.8695,1.4693,0.4048,0.603,1.6967,3.4956,0.14,0.4444
10-Apr-05,1.2037,0.316,2.3533,3.4289,0.299,2.9167,0.2881,0.5722,0.6469,,0.9564,0.2571,1.5183,0.0786,1.8352,1.4998,1.407,0.3172,1.3574,0.1688,0.4997,0.2065,0.4203,1.1067,6.2845,0.2217,0.2353,0.0658,0.3791,0.8507,1.5047,0.3529,3.3673,6.8695,1.4693,0.4048,0.603,1.6967,3.4956,0.14,0.4444
11-Apr-05,1.2037,0.316,2.3533,3.4289,0.299,2.9167,0.2881,0.5722,0.6469,,0.9564,0.2571,1.5183,0.0786,1.8352,1.4998,1.407,0.3172,1.3574,0.1688,0.4997,0.2065,0.4203,1.1067,6.2845,0.2217,0.2353,0.0658,0.3791,0.8507,1.5047,0.3529,3.3673,6.8695,1.4693,0.4048,0.603,1.6967,3.4956,0.14,0.4444
12-Apr-05,1.2135,0.3186,2.373,3.4596,0.2982,2.8916,0.2903,0.5795,0.654,,0.9658,0.2589,1.533,0.0794,1.83,1.4949,1.4172,0.3166,1.3662,0.1697,0.4982,0.206,0.4198,1.107,6.2665,0.2211,0.2346,0.0658,0.3782,0.8479,1.5171,0.3519,3.3394,6.7911,1.4617,0.4047,0.6013,1.6889,3.4924,0.1399,0.4432
13-Apr-05,1.2195,0.3202,2.3845,3.4718,0.2982,2.9259,0.2913,0.5846,0.6585,,0.9703,0.2608,1.5401,0.0798,1.835,1.4884,1.4229,0.3172,1.3658,0.1704,0.4996,0.2066,0.4203,1.1152,6.2864,0.2217,0.2353,0.0661,0.3794,0.8505,1.5243,0.3529,3.3732,6.8724,1.4622,0.4064,0.6029,1.6935,3.5019,0.1404,0.4444
14-Apr-05,1.2111,0.318,2.3682,3.4651,0.294,2.923,0.2893,0.5818,0.6558,,0.9636,0.259,1.5301,0.0792,1.83,1.4831,1.4256,0.316,1.3647,0.1706,0.4983,0.2059,0.4184,1.1132,6.2693,0.2211,0.2346,0.0658,0.3785,0.8486,1.514,0.3519,3.3764,6.8862,1.457,0.4053,0.6013,1.6889,3.4817,0.1401,0.4432
15-Apr-05,1.2082,0.3171,2.3622,3.4625,0.2907,2.9211,0.2871,0.5766,0.6538,,0.9585,0.2579,1.5226,0.0791,1.835,1.4821,1.4208,0.3168,1.3608,0.1704,0.4996,0.2064,0.4189,1.1109,6.2864,0.2217,0.2353,0.0659,0.3797,0.8519,1.5104,0.3529,3.3732,6.8757,1.4622,0.4073,0.6029,1.6935,3.5006,0.1408,0.4444
16-Apr-05,1.2013,0.3153,2.3494,3.445,0.2888,2.9132,0.2854,0.5687,0.6505,,0.9504,0.2559,1.5129,0.0782,1.83,1.4733,1.4043,0.3163,1.329,0.1689,0.4982,0.2059,0.4167,1.1027,6.2693,0.2211,0.2347,0.0656,0.379,0.8489,1.5022,0.3519,3.3516,6.8177,1.4582,0.4066,0.6013,1.6889,3.4884,0.1404,0.4432
17-Apr-05,1.2013,0.3153,2.3494,3.445,0.2888,2.9132,0.2854,0.5687,0.6505,,0.9504,0.2559,1.5129,0.0782,1.83,1.4733,1.4043,0.3163,1.329,0.1689,0.4982,0.2059,0.4167,1.1027,6.2693,0.2211,0.2347,0.0656,0.379,0.8489,1.5022,0.3519,3.3516,6.8177,1.4582,0.4066,0.6013,1.6889,3.4884,0.1404,0.4432
18-Apr-05,1.2013,0.3153,2.3494,3.445,0.2888,2.9132,0.2854,0.5687,0.6505,,0.9504,0.2559,1.5129,0.0782,1.83,1.4733,1.4043,0.3163,1.329,0.1689,0.4982,0.2059,0.4167,1.1027,6.2693,0.2211,0.2347,0.0656,0.379,0.8489,1.5022,0.3519,3.3516,6.8177,1.4582,0.4066,0.6013,1.6889,3.4884,0.1404,0.4432
19-Apr-05,1.2117,0.3179,2.3695,3.4666,0.2919,2.9092,0.2887,0.5696,0.6563,,0.9531,0.2584,1.5329,0.0786,1.8275,1.4694,1.4002,0.3159,1.3291,0.1699,0.4976,0.2055,0.4172,1.1041,6.2579,0.2208,0.2343,0.0657,0.3784,0.8484,1.5145,0.3514,3.3227,6.7826,1.4562,0.4079,0.6005,1.6843,3.5043,0.1398,0.4425
20-Apr-05,1.2147,0.3187,2.3751,3.4832,0.29,2.9113,0.2895,0.566,0.6553,,0.952,0.2585,1.5371,0.0785,1.825,1.4626,1.4029,0.3155,1.3297,0.1703,0.497,0.2052,0.4173,1.1051,6.2494,0.2205,0.234,0.0658,0.3781,0.8476,1.5185,0.351,3.3486,6.8434,1.453,0.4112,0.5996,1.682,3.513,0.1389,0.4419
21-Apr-05,1.2152,0.3189,2.376,3.4881,0.2914,2.9097,0.2899,0.5696,0.6527,,0.954,0.2586,1.5391,0.0786,1.8225,1.4706,1.4081,0.3149,1.3391,0.1704,0.4963,0.205,0.4166,1.105,6.2408,0.2202,0.2337,0.0657,0.3778,0.8465,1.519,0.3505,3.375,6.8698,1.4499,0.4093,0.5988,1.6797,3.5388,0.139,0.4413
22-Apr-05,1.221,0.3205,2.3871,3.4909,0.2922,2.9209,0.2927,0.5729,0.6575,,0.9613,0.2601,1.5477,0.0791,1.825,1.4728,1.4133,0.3152,1.3399,0.1706,0.4969,0.2052,0.4184,1.1071,6.2494,0.2205,0.234,0.0659,0.3785,0.848,1.5258,0.351,3.3922,6.9058,1.453,0.4099,0.5996,1.682,3.65,0.139,0.4419
23-Apr-05,1.2213,0.3206,2.3878,3.4931,0.2925,2.9349,0.2929,0.5682,0.6645,,0.9576,0.2607,1.5469,0.0788,1.8275,1.4781,1.4229,0.3156,1.3497,0.1718,0.4976,0.2055,0.4196,1.1086,6.2605,0.2208,0.2344,0.0659,0.3792,0.85,1.5269,0.3514,3.4032,6.931,1.4573,0.4118,0.6005,1.6843,3.6368,0.1389,0.4425
24-Apr-05,1.2213,0.3206,2.3878,3.4931,0.2925,2.9349,0.2929,0.5682,0.6645,,0.9576,0.2607,1.5469,0.0788,1.8275,1.4781,1.4229,0.3156,1.3497,0.1718,0.4976,0.2055,0.4196,1.1086,6.2605,0.2208,0.2344,0.0659,0.3792,0.85,1.5269,0.3514,3.4032,6.931,1.4573,0.4118,0.6005,1.6843,3.6368,0.1389,0.4425
25-Apr-05,1.2213,0.3206,2.3878,3.4931,0.2925,2.9349,0.2929,0.5682,0.6645,,0.9576,0.2607,1.5469,0.0788,1.8275,1.4781,1.4229,0.3156,1.3497,0.1718,0.4976,0.2055,0.4196,1.1086,6.2605,0.2208,0.2344,0.0659,0.3792,0.85,1.5269,0.3514,3.4032,6.931,1.4573,0.4118,0.6005,1.6843,3.6368,0.1389,0.4425
26-Apr-05,1.2139,0.3187,2.3736,3.4901,0.2913,2.9291,0.2912,0.5658,0.6596,,0.95,0.2591,1.5381,0.0783,1.825,1.4744,1.4244,0.3152,1.3409,0.1724,0.4969,0.2051,0.4186,1.1098,6.2521,0.2205,0.2341,0.0658,0.3789,0.8484,1.5174,0.351,3.3859,6.8951,1.46,0.4126,0.5996,1.682,3.6318,0.1379,0.4419
27-Apr-05,1.2079,0.3172,2.3618,3.4695,0.2871,2.9001,0.2905,0.5621,0.6518,,0.9476,0.2586,1.5303,0.0781,1.82,1.4674,1.418,0.3142,1.3392,0.1719,0.4955,0.2047,0.418,1.1052,6.2322,0.2199,0.2334,0.0656,0.3781,0.8456,1.5104,0.35,3.3704,6.8705,1.4583,0.4115,0.598,1.6774,3.6255,0.1379,0.4407
28-Apr-05,1.2029,0.3158,2.3518,3.4601,0.2859,2.8991,0.2894,0.5554,0.6514,,0.9415,0.2573,1.5243,0.0777,1.82,1.4595,1.4127,0.3146,1.3324,0.1713,0.4955,0.2045,0.4171,1.1044,6.2327,0.2199,0.2334,0.0655,0.3779,0.8452,1.5036,0.35,3.3704,6.8485,1.4583,0.4143,0.598,1.6774,3.6356,0.1385,0.4407
29-Apr-05,1.2062,0.3168,2.359,3.4741,0.2872,2.907,0.2895,0.5552,0.654,,0.9423,0.258,1.5312,0.0779,1.825,1.4592,1.4208,0.3152,1.3311,0.1725,0.4969,0.205,0.4181,1.1078,6.2489,0.2205,0.234,0.0657,0.3793,0.8478,1.5077,0.351,3.3672,6.8224,1.4694,0.4153,0.5996,1.6783,3.6427,0.1385,0.4419
30-Apr-05,1.2062,0.3168,2.359,3.4741,0.2872,2.907,0.2895,0.5552,0.654,,0.9423,0.258,1.5312,0.0779,1.825,1.4592,1.4208,0.3152,1.3311,0.1725,0.4969,0.205,0.4181,1.1078,6.2489,0.2205,0.234,0.0657,0.3793,0.8478,1.5077,0.351,3.3672,6.8224,1.4694,0.4153,0.5996,1.6783,3.6427,0.1385,0.4419
01-May-05,1.2062,0.3168,2.359,3.4741,0.2872,2.907,0.2895,0.5552,0.654,,0.9423,0.258,1.5312,0.0779,1.825,1.4592,1.4208,0.3152,1.3311,0.1725,0.4969,0.205,0.4181,1.1078,6.2489,0.2205,0.234,0.0657,0.3793,0.8478,1.5077,0.351,3.3672,6.8224,1.4694,0.4153,0.5996,1.6783,3.6427,0.1385,0.4419
02-May-05,1.2062,0.3168,2.359,3.4741,0.2872,2.907,0.2895,0.5552,0.654,,0.9423,0.258,1.5312,0.0779,1.825,1.4592,1.4208,0.3152,1.3311,0.1725,0.4969,0.205,0.4181,1.1078,6.2489,0.2205,0.234,0.0657,0.3793,0.8478,1.5077,0.351,3.3672,6.8224,1.4694,0.4153,0.5996,1.6783,3.6427,0.1385,0.4419
03-May-05,1.2062,0.3168,2.359,3.4741,0.2872,2.907,0.2895,0.5552,0.654,,0.9423,0.258,1.5312,0.0779,1.825,1.4592,1.4208,0.3152,1.3311,0.1725,0.4969,0.205,0.4181,1.1078,6.2489,0.2205,0.234,0.0657,0.3793,0.8478,1.5077,0.351,3.3672,6.8224,1.4694,0.4153,0.5996,1.6783,3.6427,0.1385,0.4419
04-May-05,1.2011,0.3156,2.3484,3.4618,0.289,2.8983,0.2889,0.5545,0.6487,,0.9347,0.2548,1.5229,0.0775,1.8275,1.4548,1.4189,0.3159,1.3339,0.1739,0.4976,0.2052,0.4174,1.1156,6.2607,0.2208,0.2344,0.0657,0.38,0.849,1.5017,0.3514,3.341,6.8056,1.4679,0.4161,0.5992,1.6762,3.6477,0.139,0.4439
05-May-05,1.2051,0.3167,2.3556,3.4562,0.2846,2.8864,0.2904,0.5567,0.6514,,0.9407,0.2563,1.528,0.0778,1.82,1.4566,1.4156,0.3146,1.3506,0.174,0.4955,0.2044,0.4171,1.1119,6.2337,0.2199,0.2336,0.0655,0.3789,0.8455,1.5063,0.35,3.3272,6.7731,1.4618,0.4126,0.5967,1.6693,3.64,0.1389,0.4421
06-May-05,1.2125,0.3186,2.3712,3.4777,0.2851,2.9015,0.2921,0.5678,0.6539,,0.9516,0.2584,1.5346,0.079,1.8275,1.4675,1.4289,0.3159,1.3638,0.1752,0.4976,0.2052,0.4197,1.1174,6.2581,0.2208,0.2346,0.0658,0.3803,0.8483,1.5159,0.3514,3.3349,6.853,1.4643,0.4117,0.5992,1.6762,3.6477,0.1396,0.4439
07-May-05,1.2099,0.3179,2.3659,3.4649,0.2847,2.9033,0.2919,0.5715,0.6534,,0.948,0.2583,1.5288,0.0791,1.8275,1.4668,1.4229,0.3156,1.3562,0.1745,0.4976,0.2053,0.4196,1.1151,6.2573,0.2208,0.2346,0.0658,0.3806,0.8488,1.5125,0.3514,3.3656,6.8602,1.462,0.3978,0.5992,1.6762,3.647,0.1402,0.4439
08-May-05,1.2099,0.3179,2.3659,3.4649,0.2847,2.9033,0.2919,0.5715,0.6534,,0.948,0.2583,1.5288,0.0791,1.8275,1.4668,1.4229,0.3156,1.3562,0.1745,0.4976,0.2053,0.4196,1.1151,6.2573,0.2208,0.2346,0.0658,0.3806,0.8488,1.5125,0.3514,3.3656,6.8602,1.462,0.3978,0.5992,1.6762,3.647,0.1402,0.4439
09-May-05,1.2099,0.3179,2.3659,3.4649,0.2847,2.9033,0.2919,0.5715,0.6534,,0.948,0.2583,1.5288,0.0791,1.8275,1.4668,1.4229,0.3156,1.3562,0.1745,0.4976,0.2053,0.4196,1.1151,6.2573,0.2208,0.2346,0.0658,0.3806,0.8488,1.5125,0.3514,3.3656,6.8602,1.462,0.3978,0.5992,1.6762,3.647,0.1402,0.4439
10-May-05,1.2099,0.3179,2.3659,3.4649,0.2847,2.9033,0.2919,0.5715,0.6534,,0.948,0.2583,1.5288,0.0791,1.8275,1.4668,1.4229,0.3156,1.3562,0.1745,0.4976,0.2053,0.4196,1.1151,6.2573,0.2208,0.2346,0.0658,0.3806,0.8488,1.5125,0.3514,3.3656,6.8602,1.462,0.3978,0.5992,1.6762,3.647,0.1402,0.4439
11-May-05,1.1992,0.3151,2.345,3.4383,0.2827,2.864,0.2902,0.5608,0.6488,,0.9332,0.2545,1.518,0.078,1.8225,1.4682,1.4175,0.315,1.3313,0.1735,0.4962,0.2045,0.4185,1.1126,6.2436,0.2202,0.2338,0.0655,0.3797,0.8463,1.499,0.3505,3.3318,6.7751,1.451,0.3987,0.5956,1.6716,3.645,0.1392,0.4445
12-May-05,1.1992,0.3151,2.345,3.4383,0.2827,2.864,0.2902,0.5608,0.6488,,0.9332,0.2545,1.518,0.078,1.8225,1.4682,1.4175,0.315,1.3313,0.1735,0.4962,0.2045,0.4185,1.1126,6.2436,0.2202,0.2338,0.0655,0.3797,0.8463,1.499,0.3505,3.3318,6.7751,1.451,0.3987,0.5956,1.6716,3.645,0.1392,0.4445
13-May-05,1.183,0.3109,2.3134,3.3976,0.2749,2.8521,0.2858,0.555,0.641,,0.922,0.2515,1.4985,0.0771,1.825,1.4585,1.3969,0.3151,1.336,0.1708,0.4969,0.2048,0.4171,1.1039,6.2521,0.2205,0.234,0.0654,0.3809,0.8487,1.479,0.351,3.3182,6.742,1.4553,0.4014,0.5964,1.6739,3.6318,0.1388,0.4451
14-May-05,1.183,0.3109,2.3134,3.3976,0.2749,2.8521,0.2858,0.555,0.641,,0.922,0.2515,1.4985,0.0771,1.825,1.4585,1.3969,0.3151,1.336,0.1708,0.4969,0.2048,0.4171,1.1039,6.2521,0.2205,0.234,0.0654,0.3809,0.8487,1.479,0.351,3.3182,6.742,1.4553,0.4014,0.5964,1.6739,3.6318,0.1388,0.4451
15-May-05,1.183,0.3109,2.3134,3.3976,0.2749,2.8521,0.2858,0.555,0.641,,0.922,0.2515,1.4985,0.0771,1.825,1.4585,1.3969,0.3151,1.336,0.1708,0.4969,0.2048,0.4171,1.1039,6.2521,0.2205,0.234,0.0654,0.3809,0.8487,1.479,0.351,3.3182,6.742,1.4553,0.4014,0.5964,1.6739,3.6318,0.1388,0.4451
16-May-05,1.183,0.3109,2.3134,3.3976,0.2749,2.8521,0.2858,0.555,0.641,,0.922,0.2515,1.4985,0.0771,1.825,1.4585,1.3969,0.3151,1.336,0.1708,0.4969,0.2048,0.4171,1.1039,6.2521,0.2205,0.234,0.0654,0.3809,0.8487,1.479,0.351,3.3182,6.742,1.4553,0.4014,0.5964,1.6739,3.6318,0.1388,0.4451
17-May-05,1.1733,0.3084,2.2945,3.3512,0.2727,2.817,0.2836,0.5458,0.6353,,0.9114,0.2493,1.4857,0.0763,1.82,1.4365,1.3748,0.3145,1.3193,0.1691,0.4955,0.2038,0.4158,1.0952,6.2324,0.2199,0.2334,0.0649,0.3802,0.8457,1.4669,0.35,3.2793,6.6838,1.4514,0.4017,0.5938,1.6693,3.6133,0.1384,0.4442
18-May-05,1.1767,0.3093,2.3012,3.3455,0.273,2.8099,0.2846,0.5466,0.6377,,0.9108,0.2492,1.4899,0.0763,1.8201,1.4345,1.3782,0.3144,1.3199,0.17,0.4956,0.2038,0.4165,1.0988,6.2364,0.2199,0.2334,0.065,0.3805,0.8458,1.4713,0.35,3.2677,6.64,1.4503,0.4019,0.5938,1.6591,3.6106,0.1391,0.4442
19-May-05,1.1758,0.3089,2.299,3.3392,0.2761,2.8166,0.284,0.5475,0.637,,0.9102,0.2496,1.4915,0.076,1.821,1.442,1.3776,0.3148,1.3234,0.1696,0.4958,0.2038,0.4169,1.0998,6.2359,0.22,0.2335,0.065,0.3809,0.8462,1.4697,0.3502,3.2752,6.6591,1.4498,0.4028,0.5941,1.66,3.6163,0.1396,0.4444
20-May-05,1.1817,0.3104,2.3105,3.3635,0.2801,2.8123,0.2846,0.5561,0.6392,,0.9204,0.2516,1.4979,0.0767,1.825,1.4497,1.3872,0.3153,1.338,0.1705,0.4969,0.2043,0.4187,1.1042,6.2519,0.2205,0.2343,0.0653,0.382,0.848,1.4776,0.351,3.2765,6.6725,1.4524,0.4047,0.5954,1.6636,3.6427,0.1397,0.4454
21-May-05,1.1799,0.31,2.3075,3.3551,0.2823,2.8229,0.2842,0.5551,0.6389,,0.9175,0.2512,1.4928,0.0763,1.8249,1.452,1.3875,0.3153,1.3409,0.1699,0.4969,0.2043,0.4187,1.1031,6.2516,0.2205,0.2343,0.0652,0.382,0.8496,1.4751,0.3509,3.294,6.7025,1.4518,0.4062,0.5954,1.6635,3.6396,0.1394,0.4454
22-May-05,1.1799,0.31,2.3075,3.3551,0.2823,2.8229,0.2842,0.5551,0.6389,,0.9175,0.2512,1.4928,0.0763,1.8249,1.452,1.3875,0.3153,1.3409,0.1699,0.4969,0.2043,0.4187,1.1031,6.2516,0.2205,0.2343,0.0652,0.382,0.8496,1.4751,0.3509,3.294,6.7025,1.4518,0.4062,0.5954,1.6635,3.6396,0.1394,0.4454
23-May-05,1.1799,0.31,2.3075,3.3551,0.2823,2.8229,0.2842,0.5551,0.6389,,0.9175,0.2512,1.4928,0.0763,1.8249,1.452,1.3875,0.3153,1.3409,0.1699,0.4969,0.2043,0.4187,1.1031,6.2516,0.2205,0.2343,0.0652,0.382,0.8496,1.4751,0.3509,3.294,6.7025,1.4518,0.4062,0.5954,1.6635,3.6396,0.1394,0.4454
24-May-05,1.1715,0.3074,2.2893,3.3352,0.2801,2.8167,0.2819,0.5457,0.6335,,0.9066,0.2496,1.4798,0.0755,1.8249,1.446,1.3813,0.3153,1.3157,0.1691,0.4969,0.2039,0.4175,1.0993,6.2494,0.2205,0.2344,0.065,0.3824,0.8498,1.4636,0.3509,3.2822,6.677,1.4518,0.4066,0.5953,1.6635,3.6208,0.1384,0.445
25-May-05,1.1732,0.3087,2.2985,3.344,0.2832,2.8007,0.2839,0.5494,0.6364,,0.9082,0.2505,1.4872,0.0758,1.8275,1.4507,1.39,0.3155,1.3252,0.1699,0.4976,0.2042,0.4181,1.105,6.2605,0.2208,0.2349,0.0652,0.3833,0.8512,1.4698,0.3514,3.2634,6.6358,1.455,0.4081,0.5961,1.6618,3.6224,0.1388,0.4456
26-May-05,1.1751,0.3087,2.2983,3.3377,0.2834,2.8033,0.2846,0.5494,0.6355,,0.9018,0.2506,1.487,0.0755,1.8274,1.4504,1.3892,0.3159,1.3204,0.17,0.4976,0.2042,0.4172,1.1042,6.2578,0.2208,0.2349,0.0653,0.3831,0.8502,1.4691,0.3514,3.2691,6.6667,1.4538,0.4089,0.5961,1.6617,3.6258,0.1384,0.4456
27-May-05,1.1751,0.3087,2.2983,3.3377,0.2834,2.8033,0.2846,0.5494,0.6355,,0.9018,0.2506,1.487,0.0755,1.8274,1.4504,1.3892,0.3159,1.3204,0.17,0.4976,0.2042,0.4172,1.1042,6.2578,0.2208,0.2349,0.0653,0.3831,0.8502,1.4691,0.3514,3.2691,6.6667,1.4538,0.4089,0.5961,1.6617,3.6258,0.1384,0.4456
28-May-05,1.1735,0.3083,2.2945,3.3388,0.2833,2.8065,0.2875,0.5497,0.6353,,0.9049,0.2497,1.4833,0.0752,1.83,1.4465,1.393,0.3159,1.3309,0.1697,0.4983,0.2048,0.4167,1.104,6.2693,0.2211,0.2353,0.0652,0.3844,0.8507,1.4668,0.3519,3.2737,6.656,1.4541,0.4103,0.5969,1.664,3.64,0.1384,0.4463
29-May-05,1.1735,0.3083,2.2945,3.3388,0.2833,2.8065,0.2875,0.5497,0.6353,,0.9049,0.2497,1.4833,0.0752,1.83,1.4465,1.393,0.3159,1.3309,0.1697,0.4983,0.2048,0.4167,1.104,6.2693,0.2211,0.2353,0.0652,0.3844,0.8507,1.4668,0.3519,3.2737,6.656,1.4541,0.4103,0.5969,1.664,3.64,0.1384,0.4463
30-May-05,1.1735,0.3083,2.2945,3.3388,0.2833,2.8065,0.2875,0.5497,0.6353,,0.9049,0.2497,1.4833,0.0752,1.83,1.4465,1.393,0.3159,1.3309,0.1697,0.4983,0.2048,0.4167,1.104,6.2693,0.2211,0.2353,0.0652,0.3844,0.8507,1.4668,0.3519,3.2737,6.656,1.4541,0.4103,0.5969,1.664,3.64,0.1384,0.4463
31-May-05,1.1696,0.3073,2.2868,3.3315,0.2825,2.7947,0.2871,0.552,0.6338,,0.8996,0.2493,1.4804,0.075,1.827,1.4543,1.3922,0.3157,1.3355,0.1693,0.4975,0.204,0.4161,1.1013,6.259,0.2207,0.2348,0.065,0.3836,0.8496,1.4621,0.3513,3.2567,6.6285,1.4529,0.4101,0.5947,1.657,3.6394,0.1376,0.4461
01-Jun-05,1.159,0.3045,2.2665,3.3262,0.2823,2.7923,0.2846,0.5485,0.6259,,0.891,0.2478,1.4696,0.0743,1.83,1.4517,1.3857,0.3158,1.3446,0.1694,0.4983,0.2043,0.4156,1.1004,6.2669,0.2211,0.2353,0.0649,0.3846,0.851,1.4489,0.3519,3.262,6.6386,1.4582,0.4112,0.5957,1.6597,3.6238,0.1385,0.4468
02-Jun-05,1.1493,0.3021,2.247,3.3265,0.2823,2.7607,0.2836,0.5412,0.6204,,0.8833,0.2462,1.4658,0.074,1.8299,1.4576,1.3779,0.316,1.343,0.1688,0.4982,0.2042,0.4151,1.0976,6.2687,0.2211,0.2351,0.0647,0.3848,0.8502,1.4366,0.3519,3.2273,6.5593,1.4593,0.4103,0.5957,1.6596,3.6272,0.1393,0.4468
03-Jun-05,1.1461,0.3012,2.2405,3.321,0.2826,2.7269,0.2831,0.5423,0.6198,,0.8875,0.2451,1.4616,0.0738,1.827,1.4614,1.3732,0.3158,1.3543,0.1687,0.4975,0.2037,0.4139,1.0926,6.2588,0.2207,0.2347,0.0644,0.3841,0.8492,1.4327,0.3513,3.2053,6.5201,1.4581,0.4097,0.5947,1.657,3.6107,0.1384,0.4461
04-Jun-05,1.1442,0.3007,2.2372,3.3137,0.2791,2.7229,0.2827,0.5437,0.6191,,0.8939,0.2452,1.458,0.0741,1.8224,1.4608,1.379,0.315,1.343,0.1689,0.4963,0.2034,0.4136,1.093,6.2409,0.2202,0.2342,0.0642,0.3835,0.847,1.4306,0.3505,3.1584,6.4585,1.4579,0.4073,0.5932,1.6528,3.6159,0.1376,0.4449
05-Jun-05,1.1442,0.3007,2.2372,3.3137,0.2791,2.7229,0.2827,0.5437,0.6191,,0.8939,0.2452,1.458,0.0741,1.8224,1.4608,1.379,0.315,1.343,0.1689,0.4963,0.2034,0.4136,1.093,6.2409,0.2202,0.2342,0.0642,0.3835,0.847,1.4306,0.3505,3.1584,6.4585,1.4579,0.4073,0.5932,1.6528,3.6159,0.1376,0.4449
06-Jun-05,1.1442,0.3007,2.2372,3.3137,0.2791,2.7229,0.2827,0.5437,0.6191,,0.8939,0.2452,1.458,0.0741,1.8224,1.4608,1.379,0.315,1.343,0.1689,0.4963,0.2034,0.4136,1.093,6.2409,0.2202,0.2342,0.0642,0.3835,0.847,1.4306,0.3505,3.1584,6.4585,1.4579,0.4073,0.5932,1.6528,3.6159,0.1376,0.4449
