Date,BGN,DKK,EUR,GBP,ISK,CSD,NOK,PLN,ROL,RON,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRY,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,RUB,AZM,BYR,EEK,TMM,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS
07-Jun-05,1.1414,0.3,2.2319,3.3095,0.2777,2.717,0.2831,0.5467,0.6179,,0.8965,0.2443,1.4576,0.0742,1.82,1.4608,1.3836,0.3143,1.3333,0.1697,0.4955,0.2029,0.4132,1.093,6.2324,0.2199,0.2339,0.064,0.3832,0.8459,1.4267,0.35,3.1818,6.4642,1.456,0.406,0.5888,1.6507,3.5968,0.1381,0.444
08-Jun-05,1.1472,0.3016,2.2434,3.339,0.2842,2.7193,0.2854,0.5523,0.6206,,0.9018,0.2457,1.4657,0.0747,1.8249,1.4676,1.4019,0.3151,1.3468,0.171,0.497,0.2035,0.4149,1.0989,6.2494,0.2205,0.2345,0.0642,0.3845,0.8482,1.4342,0.3509,3.1793,6.4821,1.4588,0.4059,0.5904,1.6653,3.6101,0.1382,0.4452
09-Jun-05,1.1465,0.3012,2.2415,3.3425,0.285,2.7143,0.2835,0.5522,0.6204,,0.8981,0.2453,1.4627,0.0746,1.82,1.4597,1.3981,0.3143,1.3314,0.1704,0.4956,0.2029,0.4139,1.097,6.2327,0.2199,0.2339,0.0641,0.3837,0.8461,1.4333,0.35,3.1763,6.4792,1.4548,0.404,0.5888,1.6608,3.6183,0.1374,0.445
10-Jun-05,1.1384,0.2991,2.226,3.3222,0.283,2.7172,0.2812,0.5529,0.6168,,0.8924,0.2423,1.4534,0.0743,1.8201,1.4527,1.3966,0.3146,1.3393,0.1697,0.4956,0.203,0.4123,1.0938,6.2354,0.2199,0.234,0.064,0.3836,0.8462,1.4235,0.35,3.1932,6.498,1.4561,0.4,0.5888,1.6609,3.5999,0.1372,0.4445
11-Jun-05,1.1377,0.2989,2.2249,3.3124,0.2821,2.6979,0.283,0.5541,0.6163,,0.8928,0.242,1.4516,0.0743,1.8201,1.4474,1.3947,0.3144,1.3393,0.1695,0.4956,0.2029,0.4112,1.0905,6.2354,0.2199,0.234,0.0639,0.3839,0.8462,1.4224,0.35,3.1654,6.4394,1.4572,0.3992,0.5888,1.6609,3.6006,0.1361,0.4445
12-Jun-05,1.1377,0.2989,2.2249,3.3124,0.2821,2.6979,0.283,0.5541,0.6163,,0.8928,0.242,1.4516,0.0743,1.8201,1.4474,1.3947,0.3144,1.3393,0.1695,0.4956,0.2029,0.4112,1.0905,6.2354,0.2199,0.234,0.0639,0.3839,0.8462,1.4224,0.35,3.1654,6.4394,1.4572,0.3992,0.5888,1.6609,3.6006,0.1361,0.4445
13-Jun-05,1.1377,0.2989,2.2249,3.3124,0.2821,2.6979,0.283,0.5541,0.6163,,0.8928,0.242,1.4516,0.0743,1.8201,1.4474,1.3947,0.3144,1.3393,0.1695,0.4956,0.2029,0.4112,1.0905,6.2354,0.2199,0.234,0.0639,0.3839,0.8462,1.4224,0.35,3.1654,6.4394,1.4572,0.3992,0.5888,1.6609,3.6006,0.1361,0.4445
14-Jun-05,1.1203,0.2944,2.1905,3.2786,0.2783,2.6914,0.2795,0.5456,0.607,,0.8795,0.2372,1.4249,0.0732,1.815,1.4464,1.3845,0.3135,1.3181,0.1668,0.4942,0.2023,0.408,1.0845,6.2138,0.2193,0.2333,0.0638,0.3832,0.8434,1.4,0.349,3.1565,6.4248,1.4497,0.3974,0.5855,1.6563,3.5941,0.1355,0.4432
15-Jun-05,1.1277,0.2964,2.205,3.2868,0.2774,2.6541,0.2804,0.5442,0.6109,,0.8846,0.2375,1.433,0.0733,1.8175,1.4481,1.3902,0.3139,1.3296,0.1663,0.4949,0.2025,0.4077,1.0859,6.2239,0.2196,0.2337,0.0636,0.3835,0.8446,1.4096,0.3495,3.1282,6.3674,1.4528,0.3984,0.5863,1.6585,3.6205,0.1357,0.4444
16-Jun-05,1.121,0.2946,2.192,3.286,0.2762,2.6723,0.2788,0.5449,0.6067,,0.8829,0.2368,1.4246,0.0733,1.8174,1.453,1.3898,0.3137,1.3189,0.1664,0.4948,0.2025,0.407,1.0858,6.2242,0.2196,0.2338,0.0635,0.3835,0.8445,1.4012,0.3495,3.1389,6.3923,1.4516,0.3987,0.5863,1.6585,3.6221,0.1362,0.4444
17-Jun-05,1.1237,0.2953,2.197,3.3045,0.2754,2.6531,0.2791,0.5446,0.6085,,0.8861,0.2369,1.4289,0.0734,1.8174,1.4677,1.3941,0.3139,1.3309,0.1662,0.4948,0.2026,0.405,1.0855,6.2231,0.2196,0.2337,0.0635,0.3838,0.8448,1.4043,0.3495,3.1173,6.343,1.4516,0.399,0.5863,1.6585,3.6153,0.136,0.4439
18-Jun-05,1.1281,0.2965,2.2061,3.318,0.2787,2.6658,0.2806,0.5444,0.6109,,0.8911,0.2384,1.4318,0.0738,1.8174,1.4687,1.4058,0.3139,1.3403,0.1669,0.4949,0.2023,0.4046,1.0876,6.2238,0.2196,0.2338,0.0636,0.3841,0.8453,1.4103,0.3495,3.1227,6.3583,1.4528,0.4007,0.5863,1.6585,3.6117,0.1356,0.4439
19-Jun-05,1.1281,0.2965,2.2061,3.318,0.2787,2.6658,0.2806,0.5444,0.6109,,0.8911,0.2384,1.4318,0.0738,1.8174,1.4687,1.4058,0.3139,1.3403,0.1669,0.4949,0.2023,0.4046,1.0876,6.2238,0.2196,0.2338,0.0636,0.3841,0.8453,1.4103,0.3495,3.1227,6.3583,1.4528,0.4007,0.5863,1.6585,3.6117,0.1356,0.4439
20-Jun-05,1.1281,0.2965,2.2061,3.318,0.2787,2.6658,0.2806,0.5444,0.6109,,0.8911,0.2384,1.4318,0.0738,1.8174,1.4687,1.4058,0.3139,1.3403,0.1669,0.4949,0.2023,0.4046,1.0876,6.2238,0.2196,0.2338,0.0636,0.3841,0.8453,1.4103,0.3495,3.1227,6.3583,1.4528,0.4007,0.5863,1.6585,3.6117,0.1356,0.4439
21-Jun-05,1.1314,0.2973,2.2125,3.308,0.279,2.7031,0.2815,0.5418,0.6126,,0.8927,0.2399,1.433,0.0738,1.8126,1.4721,1.4089,0.3133,1.3352,0.1667,0.4936,0.2019,0.4034,1.0853,6.2073,0.219,0.2332,0.0637,0.3835,0.8435,1.4143,0.3486,3.1198,6.3609,1.4559,0.4019,0.5847,1.6541,3.5993,0.1347,0.4437
22-Jun-05,1.1232,0.295,2.1962,3.2997,0.2756,2.6863,0.2802,0.542,0.608,,0.8868,0.2371,1.4249,0.0734,1.815,1.4628,1.4028,0.3135,1.3287,0.1659,0.4942,0.2021,0.3989,1.0827,6.2179,0.2193,0.2335,0.0636,0.3843,0.8446,1.4043,0.349,3.1565,6.4296,1.4567,0.4047,0.5842,1.6563,3.617,0.1339,0.4443
23-Jun-05,1.1302,0.2968,2.21,3.3212,0.2771,2.6527,0.2809,0.5459,0.6121,,0.8928,0.2386,1.4359,0.074,1.8125,1.4703,1.4105,0.3129,1.3406,0.1672,0.4935,0.2018,0.4022,1.086,6.207,0.219,0.2333,0.0635,0.3836,0.8434,1.413,0.3486,3.1304,6.3735,1.4541,0.4063,0.5834,1.7897,3.6091,0.1333,0.4437
24-Jun-05,1.1211,0.2944,2.1925,3.3015,0.2755,2.6645,0.2771,0.5475,0.6076,,0.8869,0.2342,1.423,0.0737,1.8126,1.4663,1.4031,0.3132,1.3392,0.1668,0.4935,0.2018,0.4019,1.0858,6.2067,0.219,0.2333,0.0633,0.3839,0.8427,1.4016,0.3486,3.136,6.3995,1.4512,0.4079,0.5834,1.6289,3.6036,0.1335,0.4414
25-Jun-05,1.1206,0.2943,2.1909,3.301,0.2745,2.6542,0.2755,0.544,0.6114,,0.8875,0.2331,1.4231,0.0734,1.815,1.4739,1.4044,0.3137,1.3434,0.1661,0.4942,0.2021,0.4005,1.0837,6.2179,0.2193,0.2335,0.0633,0.3845,0.8442,1.4012,0.349,3.1401,6.408,1.452,0.409,0.5842,1.6311,3.6155,0.1342,0.4432
26-Jun-05,1.1206,0.2943,2.1909,3.301,0.2745,2.6542,0.2755,0.544,0.6114,,0.8875,0.2331,1.4231,0.0734,1.815,1.4739,1.4044,0.3137,1.3434,0.1661,0.4942,0.2021,0.4005,1.0837,6.2179,0.2193,0.2335,0.0633,0.3845,0.8442,1.4012,0.349,3.1401,6.408,1.452,0.409,0.5842,1.6311,3.6155,0.1342,0.4432
27-Jun-05,1.1206,0.2943,2.1909,3.301,0.2745,2.6542,0.2755,0.544,0.6114,,0.8875,0.2331,1.4231,0.0734,1.815,1.4739,1.4044,0.3137,1.3434,0.1661,0.4942,0.2021,0.4005,1.0837,6.2179,0.2193,0.2335,0.0633,0.3845,0.8442,1.4012,0.349,3.1401,6.408,1.452,0.409,0.5842,1.6311,3.6155,0.1342,0.4432
28-Jun-05,1.128,0.2961,2.2055,3.3161,0.2804,2.6457,0.2779,0.5483,0.6118,,0.8946,0.2347,1.4309,0.0738,1.815,1.4718,1.3939,0.3139,1.3434,0.1661,0.4942,0.202,0.3997,1.0843,6.2149,0.2193,0.2336,0.0635,0.3848,0.8442,1.4101,0.349,3.1401,6.3686,1.452,0.4094,0.5842,1.6311,3.6155,0.1343,0.4431
29-Jun-05,1.1238,0.295,2.197,3.3026,0.2779,2.6641,0.2759,0.5416,0.6098,,0.8864,0.2334,1.4229,0.0733,1.8125,1.469,1.3918,0.3136,1.3476,0.1651,0.4935,0.2018,0.3979,1.0797,6.2063,0.219,0.2333,0.0634,0.3845,0.8426,1.4046,0.3486,3.1304,6.3854,1.4471,0.4089,0.5817,1.6256,3.6106,0.1341,0.4432
30-Jun-05,1.1158,0.293,2.1818,3.2872,0.277,2.6501,0.2757,0.5386,0.6061,,0.8822,0.2314,1.4124,0.0728,1.8125,1.4698,1.382,0.3136,1.3486,0.1643,0.4935,0.2021,0.3963,1.0762,6.2046,0.219,0.2333,0.0632,0.3848,0.8426,1.3948,0.3486,3.1358,6.3668,1.45,0.4093,0.5817,1.6256,3.6088,0.1341,0.4432
01-Jul-05,1.1192,0.2938,2.1888,3.2688,0.2775,2.6401,0.2766,0.5415,,0.608,0.8848,0.2321,1.4136,0.0729,1.8125,1.4737,1.3808,0.3136,1.3526,0.1642,0.4935,0.2021,0.3977,1.0766,6.2066,0.219,0.2332,0.0633,0.3851,0.8422,1.3991,0.3486,3.1089,6.32,1.45,0.4098,0.5817,1.6256,3.6106,0.1343,0.4432
02-Jul-05,1.1194,0.2937,2.1879,3.2256,0.2787,2.6495,0.2776,0.5435,,0.6099,0.8877,0.2315,1.4101,0.073,1.8155,1.477,1.3774,0.3142,1.3609,0.1635,0.4944,0.2022,0.397,1.0756,6.2173,0.2194,0.2336,0.0633,0.3857,0.8436,1.3997,0.3491,3.1194,6.3304,1.4524,0.4114,0.5826,1.6283,3.6223,0.1342,0.4439
03-Jul-05,1.1194,0.2937,2.1879,3.2256,0.2787,2.6495,0.2776,0.5435,,0.6099,0.8877,0.2315,1.4101,0.073,1.8155,1.477,1.3774,0.3142,1.3609,0.1635,0.4944,0.2022,0.397,1.0756,6.2173,0.2194,0.2336,0.0633,0.3857,0.8436,1.3997,0.3491,3.1194,6.3304,1.4524,0.4114,0.5826,1.6283,3.6223,0.1342,0.4439
04-Jul-05,1.1194,0.2937,2.1879,3.2256,0.2787,2.6495,0.2776,0.5435,,0.6099,0.8877,0.2315,1.4101,0.073,1.8155,1.477,1.3774,0.3142,1.3609,0.1635,0.4944,0.2022,0.397,1.0756,6.2173,0.2194,0.2336,0.0633,0.3857,0.8436,1.3997,0.3491,3.1194,6.3304,1.4524,0.4114,0.5826,1.6283,3.6223,0.1342,0.4439
05-Jul-05,1.1091,0.291,2.1689,3.2052,0.2775,2.6594,0.2754,0.5414,,0.6114,0.879,0.2289,1.4006,0.0725,1.82,1.4635,1.3657,0.3152,1.3562,0.1631,0.4956,0.2024,0.3963,1.0746,6.2327,0.2199,0.2341,0.0632,0.3869,0.8461,1.3866,0.35,3.1218,6.3461,1.456,0.4127,0.5812,1.6323,3.6248,0.134,0.4444
06-Jul-05,1.1087,0.291,2.1673,3.1996,0.2768,2.6266,0.2746,0.5404,,0.6123,0.8778,0.2297,1.3969,0.0724,1.8225,1.4661,1.3558,0.3156,1.355,0.1629,0.4963,0.2027,0.3968,1.0733,6.2412,0.2202,0.2345,0.0632,0.3873,0.8469,1.3856,0.3505,3.0942,6.3021,1.4592,0.4135,0.582,1.6316,3.6341,0.1343,0.445
07-Jul-05,1.1101,0.2913,2.1705,3.194,0.2768,2.6194,0.2738,0.5348,,0.6106,0.8786,0.2307,1.3973,0.0723,1.8175,1.4637,1.3513,0.3149,1.3493,0.1628,0.4949,0.2021,0.3961,1.0726,6.2262,0.2196,0.2338,0.0631,0.3862,0.8443,1.3874,0.3495,3.0805,6.2848,1.4552,0.4124,0.5793,1.6271,3.6162,0.1339,0.4437
08-Jul-05,1.1062,0.2902,2.1626,3.1765,0.2758,2.6093,0.2736,0.5255,,0.6092,0.8726,0.2299,1.3925,0.0717,1.8134,1.4696,1.347,0.3143,1.3393,0.1618,0.4938,0.2016,0.3944,1.0681,6.2101,0.2191,0.2333,0.0629,0.3853,0.8424,1.3827,0.3487,3.0736,6.2383,1.4519,0.4118,0.5777,1.6234,3.6145,0.1337,0.4427
09-Jul-05,1.1085,0.2908,2.1675,3.1623,0.276,2.6307,0.275,0.5305,,0.6114,0.8761,0.23,1.3966,0.0717,1.82,1.4805,1.3432,0.3152,1.3467,0.1621,0.4955,0.2024,0.3953,1.0685,6.2335,0.2199,0.2341,0.0631,0.3869,0.8453,1.3856,0.35,3.09,6.2876,1.4595,0.4135,0.5798,1.6293,3.6327,0.1346,0.4444
10-Jul-05,1.1085,0.2908,2.1675,3.1623,0.276,2.6307,0.275,0.5305,,0.6114,0.8761,0.23,1.3966,0.0717,1.82,1.4805,1.3432,0.3152,1.3467,0.1621,0.4955,0.2024,0.3953,1.0685,6.2335,0.2199,0.2341,0.0631,0.3869,0.8453,1.3856,0.35,3.09,6.2876,1.4595,0.4135,0.5798,1.6293,3.6327,0.1346,0.4444
11-Jul-05,1.1085,0.2908,2.1675,3.1623,0.276,2.6307,0.275,0.5305,,0.6114,0.8761,0.23,1.3966,0.0717,1.82,1.4805,1.3432,0.3152,1.3467,0.1621,0.4955,0.2024,0.3953,1.0685,6.2335,0.2199,0.2341,0.0631,0.3869,0.8453,1.3856,0.35,3.09,6.2876,1.4595,0.4135,0.5798,1.6293,3.6327,0.1346,0.4444
12-Jul-05,1.1212,0.2942,2.1924,3.184,0.2786,2.638,0.2776,0.5365,,0.6131,0.8875,0.2317,1.4104,0.0726,1.825,1.5024,1.358,0.316,1.3619,0.1632,0.4969,0.2029,0.3999,1.0757,6.2494,0.2205,0.2347,0.0636,0.3881,0.8477,1.4021,0.351,3.0985,6.2974,1.4635,0.4157,0.5814,1.6338,3.6369,0.1347,0.4456
13-Jul-05,1.1347,0.2977,2.2189,3.2178,0.2814,2.6448,0.2811,0.5406,,0.6123,0.899,0.2349,1.4266,0.0732,1.8225,1.5036,1.3714,0.3157,1.3611,0.1641,0.4963,0.2027,0.403,1.0797,6.2412,0.2202,0.2343,0.0637,0.3877,0.8469,1.4184,0.3505,3.1154,6.3455,1.4639,0.4156,0.5806,1.6289,3.6377,0.1343,0.445
14-Jul-05,1.1342,0.2974,2.218,3.2161,0.2812,2.6761,0.2814,0.5375,,0.6114,0.9,0.2364,1.4242,0.0734,1.82,1.5129,1.3688,0.3151,1.3664,0.1634,0.4955,0.2024,0.4023,1.0778,6.2348,0.2199,0.234,0.0637,0.3873,0.8457,1.4183,0.35,3.1488,6.4125,1.4618,0.4155,0.5796,1.6267,3.6327,0.134,0.4444
15-Jul-05,1.1256,0.2951,2.2005,3.2065,0.28,2.676,0.2781,0.5298,,0.6115,0.8926,0.235,1.413,0.0727,1.8201,1.5106,1.3711,0.3154,1.3685,0.1626,0.4955,0.2024,0.4018,1.077,6.2341,0.2199,0.234,0.0635,0.3872,0.8466,1.4071,0.35,3.1599,6.431,1.4608,0.4166,0.5794,1.6267,3.6315,0.1344,0.4444
16-Jul-05,1.1293,0.2961,2.2083,3.2088,0.2813,2.6536,0.2778,0.5315,,0.6115,0.895,0.235,1.416,0.073,1.8201,1.502,1.3696,0.3154,1.3711,0.1629,0.4956,0.2026,0.4015,1.0799,6.2354,0.2199,0.234,0.0636,0.3872,0.8466,1.4119,0.35,3.122,6.3678,1.4596,0.4177,0.5796,1.6267,3.6322,0.1343,0.4444
17-Jul-05,1.1293,0.2961,2.2083,3.2088,0.2813,2.6536,0.2778,0.5315,,0.6115,0.895,0.235,1.416,0.073,1.8201,1.502,1.3696,0.3154,1.3711,0.1629,0.4956,0.2026,0.4015,1.0799,6.2354,0.2199,0.234,0.0636,0.3872,0.8466,1.4119,0.35,3.122,6.3678,1.4596,0.4177,0.5796,1.6267,3.6322,0.1343,0.4444
18-Jul-05,1.1293,0.2961,2.2083,3.2088,0.2813,2.6536,0.2778,0.5315,,0.6115,0.895,0.235,1.416,0.073,1.8201,1.502,1.3696,0.3154,1.3711,0.1629,0.4956,0.2026,0.4015,1.0799,6.2354,0.2199,0.234,0.0636,0.3872,0.8466,1.4119,0.35,3.122,6.3678,1.4596,0.4177,0.5796,1.6267,3.6322,0.1343,0.4444
19-Jul-05,1.1238,0.2946,2.1976,3.1808,0.279,2.6599,0.2763,0.5323,,0.6115,0.8926,0.2341,1.4091,0.0728,1.8201,1.491,1.3631,0.3156,1.3664,0.1623,0.4956,0.2025,0.3999,1.0786,6.2326,0.2199,0.2341,0.0635,0.387,0.8466,1.4047,0.35,3.1327,6.3971,1.4584,0.4144,0.5796,1.6267,3.6329,0.1339,0.4444
20-Jul-05,1.112,0.2915,2.1737,3.1555,0.2775,2.6396,0.2712,0.5293,,0.6093,0.8837,0.2308,1.391,0.0722,1.8135,1.4857,1.359,0.3146,1.3625,0.1611,0.4938,0.2017,0.3966,1.0733,6.2104,0.2191,0.2332,0.0631,0.3859,0.8435,1.3902,0.3488,3.1106,6.3407,1.452,0.4104,0.5769,1.6208,3.6198,0.1333,0.4428
21-Jul-05,1.1206,0.2937,2.191,3.159,0.2791,2.6203,0.274,0.5305,,0.6093,0.8898,0.2327,1.4025,0.0726,1.8136,1.4896,1.3647,0.3147,1.3631,0.1606,0.4938,0.2017,0.3986,1.0735,6.2107,0.2191,0.2332,0.0632,0.3857,0.8435,1.4008,0.3488,3.1002,6.304,1.4486,0.4105,0.5769,1.6209,3.6192,0.1337,0.4429
22-Jul-05,1.1283,0.2957,2.2065,3.1642,0.2808,2.6377,0.2767,0.5348,,0.6093,0.8985,0.2331,1.4125,0.0732,1.8137,1.4902,1.3797,0.3149,1.3678,0.1614,0.4938,0.2017,0.4,1.0792,6.2134,0.2191,0.2332,0.0634,0.3857,0.8436,1.4103,0.3488,3.1163,6.3367,1.4498,0.4056,0.5758,1.621,3.6202,0.1336,0.4429
23-Jul-05,1.1285,0.2958,2.2067,3.1782,0.2815,2.6489,0.2773,0.5368,,0.6088,0.9003,0.2331,1.4119,0.073,1.8123,1.4916,1.3913,0.3144,1.3688,0.1635,0.4934,0.2019,0.4002,1.091,6.2105,0.2235,0.2332,0.0634,0.3856,0.8433,1.4106,0.3485,3.1355,6.3874,1.4487,0.4048,0.5753,1.6198,3.6166,0.1335,0.4425
24-Jul-05,1.1285,0.2958,2.2067,3.1782,0.2815,2.6489,0.2773,0.5368,,0.6088,0.9003,0.2331,1.4119,0.073,1.8123,1.4916,1.3913,0.3144,1.3688,0.1635,0.4934,0.2019,0.4002,1.091,6.2105,0.2235,0.2332,0.0634,0.3856,0.8433,1.4106,0.3485,3.1355,6.3874,1.4487,0.4048,0.5753,1.6198,3.6166,0.1335,0.4425
25-Jul-05,1.1285,0.2958,2.2067,3.1782,0.2815,2.6489,0.2773,0.5368,,0.6088,0.9003,0.2331,1.4119,0.073,1.8123,1.4916,1.3913,0.3144,1.3688,0.1635,0.4934,0.2019,0.4002,1.091,6.2105,0.2235,0.2332,0.0634,0.3856,0.8433,1.4106,0.3485,3.1355,6.3874,1.4487,0.4048,0.5753,1.6198,3.6166,0.1335,0.4425
26-Jul-05,1.1164,0.2926,2.1827,3.146,0.279,2.6451,0.2754,0.5318,,0.6081,0.8892,0.2317,1.3971,0.0723,1.81,1.4867,1.3778,0.314,1.3543,0.162,0.4928,0.2013,0.3984,1.0883,6.198,0.2232,0.2328,0.0631,0.3853,0.8423,1.3954,0.3481,3.1369,6.3831,1.4468,0.4043,0.5744,1.6177,3.6128,0.1333,0.4418
27-Jul-05,1.1125,0.2916,2.1753,3.1463,0.2796,2.6177,0.2755,0.5284,,0.6074,0.8871,0.231,1.3939,0.0719,1.8079,1.4832,1.3738,0.3139,1.3472,0.1616,0.4923,0.201,0.3993,1.0862,6.191,0.2229,0.2325,0.063,0.3848,0.8413,1.3906,0.3477,3.101,6.307,1.444,0.4043,0.5722,1.6103,3.6158,0.1332,0.4413
28-Jul-05,1.1087,0.2906,2.1675,3.137,0.2788,2.5998,0.2745,0.5275,,0.6074,0.8838,0.2296,1.3875,0.0717,1.8079,1.4672,1.3628,0.3136,1.3457,0.1605,0.4923,0.201,0.3977,1.083,6.191,0.2228,0.2325,0.0629,0.3852,0.8413,1.3861,0.3477,3.0957,6.3066,1.4429,0.4036,0.5721,1.6103,3.6079,0.1332,0.4413
29-Jul-05,1.1149,0.2923,2.18,3.153,0.28,2.5987,0.2752,0.5338,,0.6081,0.8901,0.2313,1.3938,0.0723,1.8101,1.4673,1.3657,0.314,1.3528,0.1606,0.4929,0.2012,0.3985,1.0857,6.1983,0.2231,0.2327,0.0631,0.3859,0.8415,1.3942,0.3481,3.0942,6.2875,1.4435,0.4045,0.5728,1.6122,3.6122,0.1334,0.4419
30-Jul-05,1.1175,0.2929,2.1845,3.1676,0.2788,2.6079,0.2768,0.5371,,0.6072,0.8932,0.2329,1.4002,0.0725,1.8075,1.47,1.3728,0.3138,1.3636,0.1609,0.4921,0.2009,0.3997,1.0876,6.1922,0.223,0.2325,0.0631,0.3857,0.8407,1.3971,0.3476,3.1057,6.312,1.4402,0.4037,0.572,1.6099,3.6074,0.133,0.4412
31-Jul-05,1.1175,0.2929,2.1845,3.1676,0.2788,2.6079,0.2768,0.5371,,0.6072,0.8932,0.2329,1.4002,0.0725,1.8075,1.47,1.3728,0.3138,1.3636,0.1609,0.4921,0.2009,0.3997,1.0876,6.1922,0.223,0.2325,0.0631,0.3857,0.8407,1.3971,0.3476,3.1057,6.312,1.4402,0.4037,0.572,1.6099,3.6074,0.133,0.4412
01-Aug-05,1.1175,0.2929,2.1845,3.1676,0.2788,2.6079,0.2768,0.5371,,0.6072,0.8932,0.2329,1.4002,0.0725,1.8075,1.47,1.3728,0.3138,1.3636,0.1609,0.4921,0.2009,0.3997,1.0876,6.1922,0.223,0.2325,0.0631,0.3857,0.8407,1.3971,0.3476,3.1057,6.312,1.4402,0.4037,0.572,1.6099,3.6074,0.133,0.4412
02-Aug-05,1.131,0.2965,2.2111,3.1994,0.2814,2.6196,0.2816,0.5431,,0.6089,0.9027,0.2353,1.4173,0.0735,1.8125,1.4904,1.3786,0.3145,1.3726,0.1621,0.4936,0.2015,0.4016,1.0925,6.2066,0.2236,0.2332,0.0634,0.3867,0.843,1.4135,0.3486,3.125,6.3643,1.4442,0.4046,0.5736,1.6144,3.6174,0.1335,0.4426
03-Aug-05,1.1364,0.2979,2.2222,3.2232,0.2831,2.6522,0.2834,0.5483,,0.6106,0.9078,0.2371,1.4277,0.074,1.8175,1.4985,1.3893,0.3154,1.3738,0.1632,0.4949,0.2022,0.4042,1.0973,6.2241,0.2243,0.2339,0.0636,0.3879,0.8453,1.4209,0.3495,3.1499,6.4136,1.4517,0.4064,0.5746,1.6188,3.6314,0.1338,0.4447
04-Aug-05,1.1325,0.2969,2.2149,3.2101,0.284,2.644,0.2819,0.5448,,0.6089,0.9064,0.2363,1.4232,0.074,1.8125,1.495,1.3871,0.3145,1.3725,0.1625,0.4935,0.2015,0.4042,1.0964,6.2093,0.2236,0.2332,0.0634,0.387,0.8426,1.4157,0.3486,3.1522,6.4055,1.4477,0.4038,0.573,1.6144,3.6178,0.1336,0.4435
05-Aug-05,1.1384,0.2984,2.2256,3.207,0.284,2.6568,0.2833,0.5469,,0.6072,0.9117,0.2378,1.4298,0.0747,1.8075,1.488,1.3934,0.3138,1.3766,0.1624,0.4921,0.2009,0.4039,1.0946,6.1922,0.223,0.2326,0.0635,0.3861,0.8403,1.4229,0.3476,3.1272,6.389,1.4437,0.4026,0.5708,1.6099,3.6085,0.1335,0.4423
06-Aug-05,1.1415,0.2993,2.232,3.2059,0.284,2.6481,0.2839,0.5482,,0.6056,0.9154,0.2392,1.4323,0.0747,1.8025,1.4851,1.3888,0.3129,1.3728,0.1617,0.4908,0.2004,0.4031,1.0912,6.1751,0.2224,0.2319,0.0634,0.3854,0.838,1.4269,0.3466,3.1623,6.4412,1.4397,0.4006,0.5691,1.6055,3.5978,0.133,0.441
07-Aug-05,1.1415,0.2993,2.232,3.2059,0.284,2.6481,0.2839,0.5482,,0.6056,0.9154,0.2392,1.4323,0.0747,1.8025,1.4851,1.3888,0.3129,1.3728,0.1617,0.4908,0.2004,0.4031,1.0912,6.1751,0.2224,0.2319,0.0634,0.3854,0.838,1.4269,0.3466,3.1623,6.4412,1.4397,0.4006,0.5691,1.6055,3.5978,0.133,0.441
08-Aug-05,1.1415,0.2993,2.232,3.2059,0.284,2.6481,0.2839,0.5482,,0.6056,0.9154,0.2392,1.4323,0.0747,1.8025,1.4851,1.3888,0.3129,1.3728,0.1617,0.4908,0.2004,0.4031,1.0912,6.1751,0.2224,0.2319,0.0634,0.3854,0.838,1.4269,0.3466,3.1623,6.4412,1.4397,0.4006,0.5691,1.6055,3.5978,0.133,0.441
09-Aug-05,1.1395,0.2987,2.2285,3.2048,0.2837,2.6635,0.2811,0.5491,,0.6056,0.9154,0.239,1.428,0.0755,1.8026,1.4828,1.3808,0.3128,1.3676,0.1606,0.4908,0.2005,0.3992,1.09,6.1731,0.2223,0.2319,0.0634,0.3857,0.838,1.4246,0.3467,3.1736,6.4619,1.4398,0.3995,0.5681,1.6056,3.627,0.1328,0.4402
10-Aug-05,1.1405,0.2989,2.2299,3.2148,0.282,2.67,0.2821,0.5513,,0.6056,0.9136,0.2389,1.433,0.0756,1.8026,1.484,1.3747,0.3127,1.3615,0.1609,0.4908,0.2004,0.4009,1.0908,6.1729,0.2224,0.2319,0.0635,0.3861,0.838,1.4259,0.3467,3.1569,6.4395,1.4421,0.3994,0.5683,1.5994,3.6788,0.133,0.4402
11-Aug-05,1.1427,0.2995,2.234,3.2306,0.2824,2.6697,0.2825,0.5545,,0.6064,0.9181,0.2392,1.4356,0.0761,1.8051,1.4852,1.3786,0.3132,1.3696,0.1625,0.4915,0.2006,0.4005,1.0955,6.1816,0.2227,0.2323,0.0636,0.3867,0.8388,1.4285,0.3471,3.178,6.4817,1.4441,0.3992,0.5691,1.6016,3.6522,0.1332,0.4408
12-Aug-05,1.145,0.3001,2.239,3.2535,0.2814,2.6758,0.2836,0.5559,,0.6064,0.9202,0.2401,1.4406,0.0765,1.8051,1.4937,1.389,0.3131,1.3654,0.1637,0.4915,0.2007,0.4005,1.0943,6.1925,0.2228,0.2323,0.0636,0.3869,0.8388,1.4314,0.3471,3.178,6.4771,1.4476,0.3987,0.5678,1.6016,3.624,0.1335,0.4408
