Date,BGN,DKK,EUR,GBP,ISK,RSD,NOK,PLN,RON,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRY,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,INR,NZD,RUB,AZN,BYR,EEK,TMT,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS
12-Jan-09,1.1613,3.0585,2.279,2.5395,1.3498,2.4161,2.3931,5.6258,5.446,0.8311,2.1347,1.5244,0.8688,1.668,1.408,1.1808,3.0405,1.0723,1.8291,4.5414,1.684,4.3257,1.1287,5.9338,2.4406,2.1501,3.4279,0.9891,5.6751,2.0806,6.3062,1.4481,5.867,3.2388,6.5625,1.6038,5.4464,4.8072,1.1958,2.1662,1.3786,4.2316
13-Jan-09,1.167,2.9928,2.2298,2.511,1.326,2.376,2.3642,5.548,5.2574,0.8047,2.0798,1.4905,0.8415,1.668,1.3966,1.1559,3.0305,1.0642,1.8513,4.5415,1.6687,4.2868,1.1213,5.9149,2.4399,2.1506,3.4226,0.9768,5.381,2.0782,6.3062,1.4597,5.867,3.2451,6.6049,1.6038,5.4497,4.8077,1.1958,2.1662,1.3785,4.215
14-Jan-09,1.1423,2.9754,2.2168,2.4533,1.3212,2.4035,2.3511,5.3782,5.1585,0.7852,2.0412,1.4937,0.8299,1.668,1.3672,1.1271,3.0286,1.0464,1.8702,4.5415,1.6698,4.2636,1.1207,5.894,2.44,2.1508,3.4076,0.9324,5.3423,2.0775,6.3039,1.4259,5.867,3.1832,6.4726,1.6037,5.457,4.8048,1.1947,2.1662,1.3781,4.215
15-Jan-09,1.131,2.9826,2.2216,2.451,1.3229,2.4091,2.3692,5.4014,5.2547,0.8035,2.0437,1.4984,0.834,1.668,1.3742,1.1311,3.03,1.055,1.8583,4.5431,1.67,4.3067,1.1252,5.8732,2.4412,2.1505,3.4215,0.9287,5.2849,2.0754,6.2991,1.4159,5.867,3.1472,6.4119,1.6037,5.4567,4.8046,1.1947,2.1662,1.3769,4.215
16-Jan-09,1.1234,2.9503,2.1979,2.4381,1.3093,2.3634,2.3048,5.2076,5.1485,0.7845,1.9736,1.4938,0.8078,1.668,1.3373,1.102,3.022,1.0284,1.8746,4.5431,1.6635,4.2916,1.115,5.8526,2.4403,2.1498,3.4048,0.8925,5.178,2.0746,6.2991,1.4087,5.867,3.1531,6.4297,1.6008,5.4603,4.8023,1.1947,2.1662,1.3756,4.215
17-Jan-09,1.1159,2.9568,2.2021,2.4716,1.3065,2.3733,2.3703,5.2941,5.1732,0.7955,2.0341,1.4878,0.8152,1.668,1.3397,1.1187,3.0327,1.0378,1.85,4.5411,1.6635,4.3145,1.1208,5.7716,2.4395,2.1499,3.4163,0.9082,5.1205,2.0749,6.2896,1.4026,5.867,3.1295,6.3523,1.5982,5.4626,4.7971,1.1947,2.1662,1.3743,4.215
18-Jan-09,1.1159,2.9568,2.2021,2.4716,1.3065,2.3733,2.3703,5.2941,5.1732,0.7955,2.0341,1.4878,0.8152,1.668,1.3397,1.1187,3.0327,1.0378,1.85,4.5411,1.6635,4.3145,1.1208,5.7716,2.4395,2.1499,3.4163,0.9082,5.1205,2.0749,6.2896,1.4026,5.867,3.1295,6.3523,1.5982,5.4626,4.7971,1.1947,2.1662,1.3743,4.215
19-Jan-09,1.1159,2.9568,2.2021,2.4716,1.3065,2.3733,2.3703,5.2941,5.1732,0.7955,2.0341,1.4878,0.8152,1.668,1.3397,1.1187,3.0327,1.0378,1.85,4.5411,1.6635,4.3145,1.1208,5.7716,2.4395,2.1499,3.4163,0.9082,5.1205,2.0749,6.2896,1.4026,5.867,3.1295,6.3523,1.5982,5.4626,4.7971,1.1947,2.1662,1.3743,4.215
20-Jan-09,1.1159,2.9568,2.2021,2.4716,1.3065,2.3733,2.3703,5.2941,5.1732,0.7955,2.0341,1.4878,0.8152,1.668,1.3397,1.1187,3.0327,1.0378,1.85,4.5411,1.6635,4.3145,1.1208,5.7716,2.4395,2.1499,3.4163,0.9082,5.1205,2.0749,6.2896,1.4026,5.867,3.1295,6.3523,1.5982,5.4626,4.7971,1.1947,2.1662,1.3743,4.215
21-Jan-09,1.1242,2.8965,2.1589,2.3407,1.2952,2.3016,2.3564,4.9851,5.0167,0.7586,1.9817,1.4568,0.7797,1.668,1.3255,1.1022,3.0149,1.008,1.8417,4.5411,1.6745,4.2945,1.1077,5.8058,2.439,2.1501,3.4034,0.887,4.9917,2.0757,6.2825,1.4147,5.867,3.1711,6.4221,1.5893,5.464,4.7751,1.1928,2.1662,1.3752,4.1665
22-Jan-09,1.1027,2.8818,2.1467,2.2928,1.287,2.2981,2.3338,4.9849,5.0018,0.76,1.9807,1.4512,0.7792,1.668,1.3126,1.0814,3.0108,1.0066,1.8604,4.541,1.6782,4.2934,1.1076,5.7997,2.4389,2.1499,3.3882,0.87,5.1098,2.0733,6.2589,1.3815,5.867,3.0832,6.2545,1.5886,5.4587,4.7751,1.1928,2.1662,1.3751,4.1665
23-Jan-09,1.1122,2.9168,2.1736,2.3147,1.3107,2.3341,2.4345,5.0566,5.0648,0.7717,2.0603,1.443,0.7921,1.668,1.3271,1.1015,3.0149,1.0133,1.8754,4.5416,1.6782,4.2742,1.115,5.7617,2.4401,2.1497,3.4067,0.8871,5.0855,2.0736,6.2425,1.3896,5.867,3.0966,6.2972,1.5803,5.4581,4.7381,1.1928,2.1662,1.375,4.1665
24-Jan-09,1.0954,2.8734,2.141,2.2782,1.3008,2.2485,2.361,4.8779,4.9484,0.7477,1.9905,1.4351,0.7613,1.668,1.3247,1.0779,3.0046,0.9979,1.8884,4.5415,1.6936,4.2036,1.1069,5.7617,2.4351,2.1498,3.3889,0.872,5.071,2.071,6.2192,1.3688,5.867,3.0889,6.2114,1.584,5.4608,4.708,1.1928,2.1662,1.3749,4.1665
25-Jan-09,1.0954,2.8734,2.141,2.2782,1.3008,2.2485,2.361,4.8779,4.9484,0.7477,1.9905,1.4351,0.7613,1.668,1.3247,1.0779,3.0046,0.9979,1.8884,4.5415,1.6936,4.2036,1.1069,5.7617,2.4351,2.1498,3.3889,0.872,5.071,2.071,6.2192,1.3688,5.867,3.0889,6.2114,1.584,5.4608,4.708,1.1928,2.1662,1.3749,4.1665
26-Jan-09,1.0954,2.8734,2.141,2.2782,1.3008,2.2485,2.361,4.8779,4.9484,0.7477,1.9905,1.4351,0.7613,1.668,1.3247,1.0779,3.0046,0.9979,1.8884,4.5415,1.6936,4.2036,1.1069,5.7617,2.4351,2.1498,3.3889,0.872,5.071,2.071,6.2192,1.3688,5.867,3.0889,6.2114,1.584,5.4608,4.708,1.1928,2.1662,1.3749,4.1665
27-Jan-09,1.1067,2.9025,2.1626,2.3018,1.3632,2.2604,2.4294,4.9319,5.0694,0.7538,2.0474,1.4381,0.7745,1.668,1.3678,1.0968,3.0088,1.0133,1.8684,4.5417,1.6936,4.1843,1.1098,5.7776,2.4355,2.15,3.437,0.8769,5.0696,2.0715,6.1846,1.3827,5.867,3.0662,6.2114,1.5878,5.4613,4.708,1.1928,2.1662,1.3717,4.1454
28-Jan-09,1.1302,2.9642,2.2088,2.3639,1.4013,2.2998,2.4927,5.1039,5.2426,0.7768,2.1162,1.4666,0.8008,1.6671,1.3704,1.1138,3.0038,1.0319,1.8558,4.5395,1.7215,4.2288,1.1136,5.7865,2.4341,2.1488,3.4155,0.8851,5.0521,2.0714,6.1813,1.4121,5.8639,3.0589,6.4035,1.5862,5.4596,4.5728,1.1903,2.1651,1.3704,4.1432
29-Jan-09,1.1215,2.97,2.2116,2.3819,1.4129,2.2915,2.4908,5.0815,5.2587,0.7787,2.0969,1.467,0.8068,1.665,1.3612,1.1131,3.0014,1.0277,1.8666,4.5349,1.6928,4.1635,1.1116,5.7533,2.4345,2.146,3.4105,0.8793,5.0127,2.0688,6.1598,1.4108,5.8565,3.1297,6.3979,1.583,5.456,4.5344,1.1888,2.1623,1.3681,4.138
30-Jan-09,1.1288,2.9206,2.1752,2.352,1.4402,2.3105,2.4596,4.9751,5.1406,0.7602,2.0604,1.4387,0.7897,1.665,1.3632,1.0932,2.996,1.0249,1.8463,4.5331,1.7204,4.1511,1.1066,5.7573,2.4345,2.1464,3.4035,0.8573,4.8004,2.0663,6.153,1.4115,5.8565,3.1415,6.3979,1.5829,5.456,4.5354,1.1888,2.1623,1.368,4.138
31-Jan-09,1.1175,2.8861,2.1504,2.3736,1.4649,2.2877,2.4298,4.8495,5.0413,0.7333,2.0281,1.4442,0.7727,1.667,1.3584,1.0749,2.9958,1.0175,1.8674,4.5386,1.7239,4.1009,1.106,5.7642,2.4374,2.1493,3.4003,0.853,4.7071,2.0664,6.1242,1.39,5.8635,3.1101,6.3146,1.5845,5.4695,4.5404,1.1903,2.1649,1.3713,4.1429
01-Feb-09,1.1175,2.8861,2.1504,2.3736,1.4649,2.2877,2.4298,4.8495,5.0413,0.7333,2.0281,1.4442,0.7727,1.667,1.3584,1.0749,2.9958,1.0175,1.8674,4.5386,1.7239,4.1009,1.106,5.7642,2.4374,2.1493,3.4003,0.853,4.7071,2.0664,6.1242,1.39,5.8635,3.1101,6.3146,1.5845,5.4695,4.5404,1.1903,2.1649,1.3713,4.1429
02-Feb-09,1.1175,2.8861,2.1504,2.3736,1.4649,2.2877,2.4298,4.8495,5.0413,0.7333,2.0281,1.4442,0.7727,1.667,1.3584,1.0749,2.9958,1.0175,1.8674,4.5386,1.7239,4.1009,1.106,5.7642,2.4374,2.1493,3.4003,0.853,4.7071,2.0664,6.1242,1.39,5.8635,3.1101,6.3146,1.5845,5.4695,4.5404,1.1903,2.1649,1.3713,4.1429
03-Feb-09,1.0937,2.8554,2.1271,2.376,1.4562,2.2429,2.3944,4.7862,4.9349,0.7173,1.9925,1.4327,0.7632,1.669,1.3525,1.0526,3.0018,1.0101,1.8704,4.5471,1.7247,4.1169,1.1024,5.6574,2.4384,2.1521,3.4068,0.838,4.6135,2.0674,6.0647,1.3701,5.8706,3.068,6.2334,1.5861,5.4684,4.5458,1.1917,2.1675,1.374,4.1376
04-Feb-09,1.0895,2.8783,2.1448,2.3799,1.4348,2.2626,2.3775,4.8056,4.9753,0.7276,2.0072,1.4382,0.763,1.67,1.3429,1.0638,3.0104,1.0151,1.8657,4.5468,1.7261,4.1176,1.1038,5.6591,2.4419,2.1539,3.4235,0.8412,4.6223,2.0691,6.0007,1.3586,5.8741,3.0254,6.1497,1.5866,5.4704,4.5377,1.1907,2.1688,1.3703,4.1401
05-Feb-09,1.0978,2.9168,2.172,2.4084,1.4486,2.3234,2.4167,4.6406,5.0357,0.7218,2.0262,1.4585,0.7622,1.671,1.3507,1.0733,3.0162,1.02,1.8773,4.5495,1.7271,4.1188,1.109,5.7421,2.4457,2.1552,3.4305,0.848,4.6399,2.0706,6.0065,1.3695,5.8776,3.0548,6.2267,1.5876,5.4753,4.488,1.1914,2.1701,1.3661,4.1425
06-Feb-09,1.0958,2.8766,2.1432,2.4072,1.4464,2.3131,2.4312,4.6105,4.9909,0.7228,2.0154,1.4394,0.7569,1.672,1.3538,1.0809,3.0126,1.019,1.8663,4.5524,1.7462,4.1111,1.1096,5.7457,2.4461,2.1565,3.4224,0.8499,4.6049,2.0693,5.9993,1.3837,5.8811,3.102,6.2907,1.5879,5.4755,4.3762,1.1921,2.1714,1.1613,4.145
07-Feb-09,1.0967,2.872,2.1393,2.4637,1.4608,2.3245,2.4563,4.6927,5.0785,0.7402,2.0358,1.4286,0.7752,1.672,1.3522,1.1,3.0235,1.0264,1.8345,4.5523,1.7462,4.1748,1.1124,5.7065,2.4461,2.1563,3.4343,0.8673,4.596,2.0693,5.9993,1.3748,5.8811,3.0567,6.2188,1.5874,5.4768,4.4307,1.1921,2.1714,1.1149,4.145
08-Feb-09,1.0967,2.872,2.1393,2.4637,1.4608,2.3245,2.4563,4.6927,5.0785,0.7402,2.0358,1.4286,0.7752,1.672,1.3522,1.1,3.0235,1.0264,1.8345,4.5523,1.7462,4.1748,1.1124,5.7065,2.4461,2.1563,3.4343,0.8673,4.596,2.0693,5.9993,1.3748,5.8811,3.0567,6.2188,1.5874,5.4768,4.4307,1.1921,2.1714,1.1149,4.145
09-Feb-09,1.0967,2.872,2.1393,2.4637,1.4608,2.3245,2.4563,4.6927,5.0785,0.7402,2.0358,1.4286,0.7752,1.672,1.3522,1.1,3.0235,1.0264,1.8345,4.5523,1.7462,4.1748,1.1124,5.7065,2.4461,2.1563,3.4343,0.8673,4.596,2.0693,5.9993,1.3748,5.8811,3.0567,6.2188,1.5874,5.4768,4.4307,1.1921,2.1714,1.1149,4.145
10-Feb-09,1.0946,2.8974,2.1587,2.4663,1.4836,2.3485,2.4698,4.7296,5.0763,0.7429,2.0512,1.4341,0.7713,1.673,1.3626,1.1197,3.0207,1.0372,1.831,4.5551,1.7476,4.1483,1.1158,5.7079,2.4483,2.1578,3.441,0.8874,4.631,2.0713,5.9857,1.3717,5.8846,3.0418,6.1853,1.5884,5.4799,4.4883,1.1929,2.1727,1.1188,4.1062
11-Feb-09,1.1127,2.9005,2.1612,2.4872,1.4908,2.3343,2.4937,4.8747,5.0808,0.7481,2.0538,1.4324,0.7762,1.673,1.3699,1.1231,3.0199,1.0345,1.83,4.555,1.7476,4.1445,1.1175,5.7688,2.4487,2.1581,3.4374,0.8979,4.6565,2.0713,5.9857,1.3819,5.8846,3.0697,6.2481,1.5884,5.4684,4.4674,1.1912,2.1727,1.1266,4.1062
12-Feb-09,1.1092,2.9096,2.1674,2.4156,1.4868,2.3415,2.4862,4.7871,5.0837,0.74,2.0174,1.4476,0.7604,1.673,1.3438,1.0955,3.0117,1.0232,1.8577,4.5551,1.7482,4.1296,1.1116,5.7688,2.4481,2.1584,3.436,0.8767,4.669,2.0731,5.9857,1.3806,5.8846,3.0585,6.2481,1.5875,5.4811,4.4832,1.1912,2.1727,1.1281,4.1062
13-Feb-09,1.108,2.8828,2.1474,2.3698,1.4636,2.3219,2.4502,4.6605,5.0094,0.7174,1.9907,1.4388,0.7492,1.675,1.3441,1.0832,3.0167,1.0155,1.8628,4.5604,1.7493,4.1376,1.1086,5.7757,2.4511,2.161,3.438,0.866,4.8132,2.0769,5.9928,1.3761,5.8772,3.079,6.2718,1.5893,5.4826,4.4993,1.1926,2.1753,1.1288,4.1111
14-Feb-09,1.099,2.9018,2.1616,2.4184,1.4811,2.3112,2.4625,4.6961,5.0499,0.7279,2.0067,1.4446,0.7603,1.675,1.3509,1.108,3.0235,1.0182,1.8348,4.5603,1.7493,4.145,1.1127,5.7739,2.451,2.1604,3.4408,0.8834,4.847,2.0776,5.9821,1.3761,5.8772,3.079,6.276,1.5893,5.4873,4.4997,1.1926,2.1753,1.1288,4.1111
15-Feb-09,1.099,2.9018,2.1616,2.4184,1.4811,2.3112,2.4625,4.6961,5.0499,0.7279,2.0067,1.4446,0.7603,1.675,1.3509,1.108,3.0235,1.0182,1.8348,4.5603,1.7493,4.145,1.1127,5.7739,2.451,2.1604,3.4408,0.8834,4.847,2.0776,5.9821,1.3761,5.8772,3.079,6.276,1.5893,5.4873,4.4997,1.1926,2.1753,1.1288,4.1111
16-Feb-09,1.099,2.9018,2.1616,2.4184,1.4811,2.3112,2.4625,4.6961,5.0499,0.7279,2.0067,1.4446,0.7603,1.675,1.3509,1.108,3.0235,1.0182,1.8348,4.5603,1.7493,4.145,1.1127,5.7739,2.451,2.1604,3.4408,0.8834,4.847,2.0776,5.9821,1.3761,5.8772,3.079,6.276,1.5893,5.4873,4.4997,1.1926,2.1753,1.1288,4.1111
17-Feb-09,1.0982,2.8644,2.134,2.3797,1.4615,2.3112,2.4304,4.5186,4.9749,0.707,1.9705,1.4325,0.7384,1.675,1.3472,1.0871,3.0112,1.011,1.8264,4.5604,1.7503,4.1155,1.1063,5.7343,2.4511,2.1604,3.4359,0.8675,4.816,2.0776,5.9821,1.3802,5.8772,3.079,6.2753,1.5893,5.4884,4.5039,1.1926,2.1753,1.1249,4.0882
18-Feb-09,1.0931,2.8353,2.1122,2.3708,1.4572,2.2579,2.3945,4.3257,4.8974,0.6885,1.9255,1.4254,0.7217,1.6749,1.3328,1.0703,3.0124,0.996,1.8176,4.5603,1.7364,4.0457,1.0961,5.7525,2.4493,2.16,3.396,0.8495,4.7002,2.0773,5.9711,1.367,5.8768,3.0397,6.2749,1.5893,5.4875,4.5204,1.1908,2.1752,1.1233,4.088
19-Feb-09,1.0819,2.8379,2.1139,2.3747,1.4713,2.2365,2.3939,4.3455,4.9342,0.6933,1.9073,1.4307,0.7227,1.6749,1.3273,1.0733,3.007,0.9912,1.8121,4.56,1.7315,4.0515,1.0968,5.7242,2.4497,2.1599,3.366,0.8577,4.598,2.0773,5.9605,1.3525,5.8768,3.0124,6.1291,1.5876,5.4875,4.5169,1.1908,2.1752,1.122,4.088
20-Feb-09,1.0787,2.8405,2.1159,2.408,1.477,2.2304,2.398,4.5073,4.9658,0.7045,1.9336,1.4238,0.7396,1.6749,1.3344,1.0811,2.9976,0.9936,1.7917,4.5603,1.7313,4.0457,1.0974,5.7535,2.4501,2.1599,3.368,0.8609,4.6408,2.0775,5.9394,1.3459,5.8768,3.007,6.1188,1.5861,5.4868,4.5132,1.1908,2.1752,1.1209,4.088
21-Feb-09,1.088,2.8295,2.1075,2.3718,1.4669,2.2253,2.4163,4.3892,4.9192,0.6906,1.9055,1.4175,0.7258,1.6749,1.3278,1.0652,3.0084,0.9822,1.7847,4.5603,1.733,4.0301,1.0892,5.7047,2.4501,2.1601,3.3585,0.84,4.6427,2.0775,5.9184,1.3553,5.8768,3.0016,6.1105,1.585,5.4841,4.4926,1.1908,2.1752,1.1241,4.088
22-Feb-09,1.088,2.8295,2.1075,2.3718,1.4669,2.2253,2.4163,4.3892,4.9192,0.6906,1.9055,1.4175,0.7258,1.6749,1.3278,1.0652,3.0084,0.9822,1.7847,4.5603,1.733,4.0301,1.0892,5.7047,2.4501,2.1601,3.3585,0.84,4.6427,2.0775,5.9184,1.3553,5.8768,3.0016,6.1105,1.585,5.4841,4.4926,1.1908,2.1752,1.1241,4.088
23-Feb-09,1.088,2.8295,2.1075,2.3718,1.4669,2.2253,2.4163,4.3892,4.9192,0.6906,1.9055,1.4175,0.7258,1.6749,1.3278,1.0652,3.0084,0.9822,1.7847,4.5603,1.733,4.0301,1.0892,5.7047,2.4501,2.1601,3.3585,0.84,4.6427,2.0775,5.9184,1.3553,5.8768,3.0016,6.1105,1.585,5.4841,4.4926,1.1908,2.1752,1.1241,4.088
24-Feb-09,1.079,2.9093,2.1672,2.4357,1.4967,2.2734,2.484,4.6134,5.0573,0.7186,1.9406,1.4532,0.7581,1.676,1.3525,1.0946,3.0009,0.9932,1.7939,4.5633,1.7314,4.0591,1.1018,5.7595,2.4512,2.1618,3.3893,0.8658,4.6457,2.0815,5.9223,1.3506,5.8807,3.0036,6.1143,1.586,5.4872,4.4929,1.1916,2.1766,1.1221,4.0953
25-Feb-09,1.0973,2.8688,2.1373,2.434,1.4829,2.2605,2.4469,4.5822,4.9842,0.7192,1.9007,1.4423,0.7534,1.677,1.3412,1.0865,3.0027,0.9907,1.7603,4.566,1.7324,4.0468,1.0985,5.7314,2.4528,2.1631,3.3624,0.8591,4.655,2.0825,5.9153,1.3794,5.8842,3.0827,6.2814,1.5806,5.4829,4.4904,1.1923,2.1779,1.118,4.0977
26-Feb-09,1.0943,2.9018,2.1615,2.4444,1.4926,2.2839,2.4674,4.6808,5.0613,0.7264,1.9208,1.4512,0.7642,1.6769,1.3486,1.098,2.9945,0.9964,1.7313,4.5657,1.7323,4.0204,1.0998,5.7271,2.4528,2.1628,3.3671,0.8678,4.6914,2.0836,5.9046,1.3793,5.8839,3.0379,6.191,1.5805,5.4856,4.4907,1.1906,2.1778,1.1179,4.0975
27-Feb-09,1.0997,2.8734,2.1399,2.3895,1.4956,2.2737,2.4478,4.5426,4.9999,0.7127,1.8944,1.4393,0.7494,1.681,1.3415,1.09,3.0004,0.9967,1.7188,4.5768,1.7384,4.0062,1.0977,5.749,2.4575,2.1682,3.3466,0.857,4.7057,2.0877,5.919,1.3766,5.8982,3.0675,6.2672,1.5787,5.5028,4.4999,1.1935,2.1831,1.1207,4.1075
28-Feb-09,1.1006,2.8611,2.1308,2.392,1.4905,2.2856,2.4185,4.5514,4.9687,0.7173,1.8665,1.4349,0.7588,1.684,1.3398,1.0815,3.0179,0.9956,1.7229,4.5851,1.7404,4.0432,1.0907,5.7571,2.4622,2.1718,3.3133,0.8492,4.7144,2.0914,5.9088,1.3741,5.9088,3.0452,6.2026,1.5815,5.5025,4.5052,1.1956,2.187,1.1207,4.1148
01-Mar-09,1.1006,2.8611,2.1308,2.392,1.4905,2.2856,2.4185,4.5514,4.9687,0.7173,1.8665,1.4349,0.7588,1.684,1.3398,1.0815,3.0179,0.9956,1.7229,4.5851,1.7404,4.0432,1.0907,5.7571,2.4622,2.1718,3.3133,0.8492,4.7144,2.0914,5.9088,1.3741,5.9088,3.0452,6.2026,1.5815,5.5025,4.5052,1.1956,2.187,1.1207,4.1148
02-Mar-09,1.1006,2.8611,2.1308,2.392,1.4905,2.2856,2.4185,4.5514,4.9687,0.7173,1.8665,1.4349,0.7588,1.684,1.3398,1.0815,3.0179,0.9956,1.7229,4.5851,1.7404,4.0432,1.0907,5.7571,2.4622,2.1718,3.3133,0.8492,4.7144,2.0914,5.9088,1.3741,5.9088,3.0452,6.2026,1.5815,5.5025,4.5052,1.1956,2.187,1.1207,4.1148
03-Mar-09,1.0906,2.85,2.1233,2.3969,1.4705,2.2652,2.3481,4.4465,4.9253,0.6922,1.8406,1.4359,0.7458,1.687,1.3174,1.0679,3.0098,0.9785,1.7308,4.5932,1.7428,4.0176,1.0868,5.7361,2.4654,2.175,3.2586,0.8307,4.6648,2.0946,5.9027,1.3656,5.9193,3.0562,6.2061,1.58,5.5124,4.5125,1.1978,2.1909,1.1215,4.0984
04-Mar-09,1.0906,2.85,2.1233,2.3969,1.4705,2.2652,2.3481,4.4465,4.9253,0.6922,1.8406,1.4359,0.7458,1.687,1.3174,1.0679,3.0098,0.9785,1.7308,4.5932,1.7428,4.0176,1.0868,5.7361,2.4654,2.175,3.2586,0.8307,4.6648,2.0946,5.9027,1.3656,5.9193,3.0562,6.2061,1.58,5.5124,4.5125,1.1978,2.1909,1.1215,4.0984
05-Mar-09,1.0945,2.846,2.1196,2.3824,1.4805,2.2385,2.3553,4.4869,4.9403,0.6906,1.838,1.4328,0.7653,1.693,1.3126,1.0789,3.0138,0.9807,1.7049,4.6096,1.7048,4.0195,1.0913,5.739,2.4742,2.1819,3.2664,0.8451,4.6731,2.1023,5.9196,1.3667,5.9404,3.045,6.2049,1.5823,4.5497,4.5273,1.198,2.1987,1.1246,4.113
