Date,BGN,DKK,EUR,GBP,ISK,RSD,NOK,PLN,RON,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRY,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,INR,NZD,RUB,AZN,BYR,TMT,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS,ZAR,BRL,QAR,KRW
11-Jan-12,1.0862,2.8746,2.1373,2.5814,1.3519,2.0522,2.7902,4.7656,4.8973,0.6806,2.4221,1.761,0.8282,1.6691,1.638,1.7233,2.7661,0.8922,2.1722,4.5444,1.497,4.3642,1.2954,5.9975,2.6433,2.149,3.2166,1.3263,5.2367,2.1227,1.9706,5.8565,3.0403,6.1709,1.4185,4.3224,3.5075,0.9272,2.089,1.1237,3.5741,2.0543,0.9107,,
12-Jan-12,1.093,2.864,2.1296,2.5759,1.3451,2.052,2.7844,4.7728,4.8827,0.6858,2.4197,1.7555,0.8259,1.669,1.6438,1.7206,2.7654,0.8987,2.1687,4.5441,1.4962,4.3407,1.2918,5.9907,2.6429,2.1486,3.2314,1.3269,5.2669,2.1226,1.9705,5.8561,3.029,6.1648,1.4149,4.3119,3.5072,0.9272,2.0889,1.1232,3.5734,2.0594,0.9277,,
13-Jan-12,1.0859,2.8654,2.1308,2.563,1.3432,2.0422,2.7768,4.7931,4.9069,0.69,2.411,1.7591,0.8301,1.6699,1.6433,1.7258,2.7669,0.9049,2.1715,4.5465,1.4977,4.3516,1.2941,5.9896,2.6432,2.1496,3.2275,1.3292,5.271,2.1235,1.9739,5.8593,3.0197,6.1454,1.4097,4.3145,3.5092,0.9277,2.09,1.1253,3.564,2.0709,0.9267,,
14-Jan-12,1.0876,2.8706,2.1347,2.5596,1.3439,2.0601,2.7759,4.8374,4.9286,0.6887,2.4075,1.7637,0.8359,1.6702,1.6407,1.7273,2.765,0.9011,2.1773,4.5474,1.4879,4.3611,1.2953,5.9928,2.6485,2.1502,3.245,1.3253,5.2883,2.1239,1.9883,5.8604,3.059,6.2207,1.4048,4.309,3.5099,0.9278,2.0904,1.1246,3.5649,2.0724,0.9387,,
15-Jan-12,1.0876,2.8706,2.1347,2.5596,1.3439,2.0601,2.7759,4.8374,4.9286,0.6887,2.4075,1.7637,0.8359,1.6702,1.6407,1.7273,2.765,0.9011,2.1773,4.5474,1.4879,4.3611,1.2953,5.9928,2.6485,2.1502,3.245,1.3253,5.2883,2.1239,1.9883,5.8604,3.059,6.2207,1.4048,4.309,3.5099,0.9278,2.0904,1.1246,3.5649,2.0724,0.9387,,
16-Jan-12,1.0876,2.8706,2.1347,2.5596,1.3439,2.0601,2.7759,4.8374,4.9286,0.6887,2.4075,1.7637,0.8359,1.6702,1.6407,1.7273,2.765,0.9011,2.1773,4.5474,1.4879,4.3611,1.2953,5.9928,2.6485,2.1502,3.245,1.3253,5.2883,2.1239,1.9883,5.8604,3.059,6.2207,1.4048,4.309,3.5099,0.9278,2.0904,1.1246,3.5649,2.0724,0.9387,,
17-Jan-12,1.0915,2.8481,2.1174,2.5584,1.3332,2.0204,2.7585,4.8116,4.8867,0.683,2.3883,1.7511,0.8263,1.6716,1.6374,1.7216,2.7696,0.9017,2.1768,4.5512,1.4967,4.3391,1.294,5.9871,2.6466,2.1518,3.2472,1.3242,5.2345,2.1256,1.99,5.8653,3.0065,6.1289,1.3993,4.3065,3.5129,0.9264,2.0922,1.1282,3.5709,2.0595,0.936,,
18-Jan-12,1.0824,2.8739,2.1365,2.5722,1.3418,2.032,2.7867,4.8883,4.94,0.6885,2.4177,1.7668,0.8351,1.671,1.6499,1.7427,2.7674,0.9084,2.1758,4.5495,1.5026,4.3555,1.3027,5.9957,2.6465,2.1516,3.2855,1.339,5.2973,2.1249,1.994,5.8632,3.0272,6.1747,1.4003,4.2956,3.5115,0.9261,2.0914,1.1263,3.5687,2.0861,0.9358,,
19-Jan-12,1.0923,2.8819,2.1427,2.5664,1.3443,2.035,2.7854,4.928,4.9273,0.6998,2.4295,1.7714,0.839,1.6703,1.6494,1.7389,2.7655,0.9091,2.1752,4.5476,1.4782,4.3816,1.3057,5.9953,2.6466,2.1515,3.3059,1.3463,5.2953,2.1245,1.9956,5.8607,3.0314,6.1918,1.4007,4.2958,3.51,0.9257,2.0905,1.1259,3.5601,2.0869,0.9347,,
20-Jan-12,1.0923,2.8819,2.1427,2.5664,1.3443,2.035,2.7854,4.928,4.9273,0.6998,2.4295,1.7714,0.839,1.6703,1.6494,1.7389,2.7655,0.9091,2.1752,4.5476,1.4782,4.3816,1.3057,5.9953,2.6466,2.1515,3.3059,1.3463,5.2953,2.1245,1.9956,5.8607,3.0314,6.1918,1.4007,4.2958,3.51,0.9257,2.0905,1.1259,3.5601,2.0869,0.9347,,
21-Jan-12,1.1028,2.9047,2.1598,2.5826,1.3495,2.0576,2.8222,5.0064,4.971,0.7097,2.4644,1.7879,0.8524,1.6706,1.6495,1.7391,2.7672,0.913,2.1631,4.5484,1.5095,4.4123,1.3099,6.0094,2.6378,2.1522,3.3176,1.3403,5.3394,2.1249,2.0055,5.8618,3.0823,6.2731,1.4019,4.3093,3.5111,0.9259,2.0909,1.1273,3.5676,2.0998,0.9469,,
22-Jan-12,1.1028,2.9047,2.1598,2.5826,1.3495,2.0576,2.8222,5.0064,4.971,0.7097,2.4644,1.7879,0.8524,1.6706,1.6495,1.7391,2.7672,0.913,2.1631,4.5484,1.5095,4.4123,1.3099,6.0094,2.6378,2.1522,3.3176,1.3403,5.3394,2.1249,2.0055,5.8618,3.0823,6.2731,1.4019,4.3093,3.5111,0.9259,2.0909,1.1273,3.5676,2.0998,0.9469,,
23-Jan-12,1.1028,2.9047,2.1598,2.5826,1.3495,2.0576,2.8222,5.0064,4.971,0.7097,2.4644,1.7879,0.8524,1.6706,1.6495,1.7391,2.7672,0.913,2.1631,4.5484,1.5095,4.4123,1.3099,6.0094,2.6378,2.1522,3.3176,1.3403,5.3394,2.1249,2.0055,5.8618,3.0823,6.2731,1.4019,4.3093,3.5111,0.9259,2.0909,1.1273,3.5676,2.0998,0.9469,,
24-Jan-12,1.1016,2.9138,2.1664,2.5985,1.3526,2.0485,2.8195,5.0382,4.9867,0.716,2.4647,1.794,0.8524,1.6699,1.6522,1.7587,2.7664,0.912,2.1712,4.5465,1.5013,4.4136,1.318,6.009,2.6343,2.1519,3.3348,1.3541,5.3296,2.124,2.0047,5.8593,3.064,6.2391,1.4073,4.3084,3.5097,0.9235,2.09,1.1259,3.5721,2.1013,0.9516,,
25-Jan-12,1.1103,2.9184,2.17,2.5955,1.3517,2.0656,2.8381,5.0653,5.0003,0.7196,2.4679,1.7995,0.8568,1.6683,1.6503,1.7469,2.7634,0.9147,2.1568,4.5422,1.477,4.4075,1.312,6.0032,2.6423,2.1499,3.3349,1.349,5.4034,2.122,1.998,5.8537,3.0894,6.2981,1.4078,4.3002,3.5062,0.9226,2.088,1.1239,3.5761,2.0895,0.9509,,
26-Jan-12,1.1091,2.9111,2.1642,2.5989,1.3473,2.0658,2.8174,5.0519,4.9816,0.7283,2.4483,1.7907,0.8536,1.6682,1.646,1.7459,2.7627,0.9137,2.1341,4.5419,1.4756,4.4086,1.3141,5.9986,2.6456,2.1493,3.3268,1.3451,5.4397,2.1216,1.9955,5.8533,3.0893,6.2946,1.4129,4.3029,3.5062,0.9226,2.0879,1.124,3.5771,2.0913,0.9491,,
27-Jan-12,1.1038,2.953,2.1954,2.6198,1.3616,2.0788,2.8634,5.1708,5.0584,0.745,2.4741,1.8189,0.8722,1.6681,1.6683,1.7792,2.764,0.9292,2.1516,4.5416,1.4762,4.4499,1.3283,6.009,2.6453,2.1502,3.3206,1.3708,5.4944,2.1215,1.9977,5.853,3.1179,6.3318,1.4139,4.3021,3.5057,0.9225,2.0878,1.1225,3.5759,2.133,0.9493,,
28-Jan-12,1.1217,2.9529,2.1951,2.622,1.3591,2.0672,2.869,5.2031,5.0591,0.7466,2.4665,1.8171,0.8736,1.669,1.6687,1.7775,2.7679,0.9374,2.1667,4.5441,1.4803,4.446,1.3305,6.0122,2.6463,2.1519,3.3816,1.3741,5.4969,2.1226,1.994,5.8561,3.1138,6.3352,1.4149,4.3123,3.5077,0.923,2.0889,1.125,3.5739,2.148,0.9548,,
29-Jan-12,1.1217,2.9529,2.1951,2.622,1.3591,2.0672,2.869,5.2031,5.0591,0.7466,2.4665,1.8171,0.8736,1.669,1.6687,1.7775,2.7679,0.9374,2.1667,4.5441,1.4803,4.446,1.3305,6.0122,2.6463,2.1519,3.3816,1.3741,5.4969,2.1226,1.994,5.8561,3.1138,6.3352,1.4149,4.3123,3.5077,0.923,2.0889,1.125,3.5739,2.148,0.9548,,
30-Jan-12,1.1217,2.9529,2.1951,2.622,1.3591,2.0672,2.869,5.2031,5.0591,0.7466,2.4665,1.8171,0.8736,1.669,1.6687,1.7775,2.7679,0.9374,2.1667,4.5441,1.4803,4.446,1.3305,6.0122,2.6463,2.1519,3.3816,1.3741,5.4969,2.1226,1.994,5.8561,3.1138,6.3352,1.4149,4.3123,3.5077,0.923,2.0889,1.125,3.5739,2.148,0.9548,,
31-Jan-12,1.1217,2.9467,2.1906,2.6155,1.3556,2.0706,2.8525,5.1463,5.057,0.7408,2.4611,1.8175,0.8686,1.669,1.66,1.7603,2.7689,0.9315,2.176,4.5441,1.5085,4.4318,1.3257,6.034,2.6367,2.1515,3.3612,1.3661,5.4965,2.1226,1.994,5.8561,3.1255,6.3586,1.4133,4.3168,3.5078,0.9212,2.0889,1.1249,3.5681,2.1277,0.9611,,
01-Feb-12,1.1191,2.963,2.2027,2.635,1.3617,2.0768,2.8747,5.2069,5.072,0.7499,2.4781,1.8281,0.8757,1.6696,1.6726,1.7803,2.7702,0.9413,2.1865,4.5457,1.5029,4.4757,1.334,6.0231,2.6469,2.1528,3.376,1.3833,5.5078,2.1231,1.9995,5.8582,3.1325,6.3667,1.4168,4.3168,3.5091,0.9215,2.0897,1.1236,3.5634,2.1489,0.9548,,
02-Feb-12,1.1245,2.9491,2.1922,2.6312,1.3575,2.0613,2.8661,5.2205,5.0469,0.7474,2.4672,1.8199,0.8724,1.6692,1.6699,1.7809,2.7691,0.9439,2.194,4.5446,1.4805,4.4691,1.3321,6.0303,2.6465,2.152,3.3879,1.3841,5.4896,2.1229,1.9919,5.8568,3.0968,6.3652,1.4137,4.3153,3.5083,0.9213,2.0892,1.1236,3.5638,2.1539,0.9557,,
03-Feb-12,1.124,2.9513,2.1937,2.6404,1.3585,2.0882,2.8685,5.2342,5.0443,0.7507,2.4781,1.819,0.8738,1.6686,1.6696,1.7859,2.7672,0.9481,2.1912,4.543,1.4799,4.4797,1.3384,6.0369,2.6478,2.1516,3.3985,1.3879,5.5278,2.1221,1.9841,5.8547,3.1306,6.3711,1.4133,4.3133,3.5071,0.9209,2.0884,1.1221,3.5639,2.1647,0.9628,,
04-Feb-12,1.1172,2.9583,2.1988,2.6434,1.3616,2.0797,2.873,5.2488,5.0573,0.7559,2.487,1.8246,0.8772,1.6688,1.6703,1.7871,2.7672,0.9527,2.1892,4.5435,1.4808,4.505,1.3398,6.0333,2.6478,2.1516,3.4274,1.3893,5.5188,2.1223,1.9796,5.8554,3.1251,6.3544,1.4053,4.3087,3.5072,0.921,2.0887,1.1229,3.5616,2.1956,0.971,,
05-Feb-12,1.1172,2.9583,2.1988,2.6434,1.3616,2.0797,2.873,5.2488,5.0573,0.7559,2.487,1.8246,0.8772,1.6688,1.6703,1.7871,2.7672,0.9527,2.1892,4.5435,1.4808,4.505,1.3398,6.0333,2.6478,2.1516,3.4274,1.3893,5.5188,2.1223,1.9796,5.8554,3.1251,6.3544,1.4053,4.3087,3.5072,0.921,2.0887,1.1229,3.5616,2.1956,0.971,,
06-Feb-12,1.1172,2.9583,2.1988,2.6434,1.3616,2.0797,2.873,5.2488,5.0573,0.7559,2.487,1.8246,0.8772,1.6688,1.6703,1.7871,2.7672,0.9527,2.1892,4.5435,1.4808,4.505,1.3398,6.0333,2.6478,2.1516,3.4274,1.3893,5.5188,2.1223,1.9796,5.8554,3.1251,6.3544,1.4053,4.3087,3.5072,0.921,2.0887,1.1229,3.5616,2.1956,0.971,,
07-Feb-12,1.1225,2.9294,2.1775,2.6262,1.3493,2.0557,2.8646,5.2117,5.0171,0.7437,2.4734,1.8046,0.8718,1.6682,1.6736,1.7855,2.7665,0.9454,2.1775,4.5419,1.4924,4.4818,1.337,6.0159,2.6427,2.1512,3.3989,1.3854,5.5179,2.1216,1.9931,5.8533,3.1065,6.3273,1.3987,4.2973,3.506,0.9182,2.0879,1.1217,3.56,2.185,0.9677,,
08-Feb-12,1.1122,2.948,2.1915,2.6371,1.3573,2.0527,2.8746,5.2489,5.0408,0.7518,2.4841,1.8137,0.8788,1.6679,1.6743,1.7992,2.7659,0.9503,2.1734,4.5411,1.4793,4.477,1.3386,6.0148,2.6456,2.1511,3.4035,1.3939,5.5436,2.1212,1.9785,5.8523,3.1118,6.3503,1.3916,4.2958,3.5053,0.9181,2.0876,1.122,3.5593,2.2047,0.9668,,
09-Feb-12,1.1182,2.9764,2.2122,2.6518,1.3678,2.0612,2.8961,5.3015,5.0826,0.765,2.5033,1.8265,0.8905,1.6678,1.6758,1.8056,2.7658,0.9548,2.1648,4.5408,1.4799,4.5104,1.3406,6.0296,2.65,2.1509,3.3935,1.3979,5.6168,2.1211,2.0118,5.8519,3.1527,6.4075,1.3886,4.2972,3.505,0.918,2.0874,1.1221,3.556,2.209,0.9667,,
10-Feb-12,1.1315,2.9777,2.2129,2.6395,1.3678,2.0457,2.9028,5.2815,5.0826,0.7586,2.5106,1.8288,0.8881,1.6671,1.6745,1.7998,2.7638,0.9514,2.1606,4.5389,1.3549,4.4883,1.3377,6.0249,2.6483,2.1495,3.3706,1.3934,5.617,2.1202,2.0183,5.8495,3.1574,6.4124,1.3889,4.2926,3.5037,0.9176,2.0865,1.1219,3.5554,2.1859,0.9698,,
11-Feb-12,1.1325,2.9741,2.2103,2.6392,1.3664,2.0252,2.8968,5.2552,5.0805,0.7562,2.5076,1.8271,0.8772,1.6669,1.6696,1.7817,2.763,0.9468,2.1448,4.5384,1.3574,4.4929,1.3254,6.022,2.6463,2.1491,3.3637,1.3824,5.5764,2.1199,2.0011,5.8488,3.1451,6.3915,1.3936,4.2883,3.503,0.9175,2.0863,1.1226,3.555,2.1685,0.9715,,
12-Feb-12,1.1325,2.9741,2.2103,2.6392,1.3664,2.0252,2.8968,5.2552,5.0805,0.7562,2.5076,1.8271,0.8772,1.6669,1.6696,1.7817,2.763,0.9468,2.1448,4.5384,1.3574,4.4929,1.3254,6.022,2.6463,2.1491,3.3637,1.3824,5.5764,2.1199,2.0011,5.8488,3.1451,6.3915,1.3936,4.2883,3.503,0.9175,2.0863,1.1226,3.555,2.1685,0.9715,,
13-Feb-12,1.1325,2.9741,2.2103,2.6392,1.3664,2.0252,2.8968,5.2552,5.0805,0.7562,2.5076,1.8271,0.8772,1.6669,1.6696,1.7817,2.763,0.9468,2.1448,4.5384,1.3574,4.4929,1.3254,6.022,2.6463,2.1491,3.3637,1.3824,5.5764,2.1199,2.0011,5.8488,3.1451,6.3915,1.3936,4.2883,3.503,0.9175,2.0863,1.1226,3.555,2.1685,0.9715,,
14-Feb-12,1.1214,2.9676,2.2057,2.628,1.3642,2.0352,2.9102,5.2593,5.0757,0.7584,2.505,1.8242,0.8796,1.6629,1.6656,1.7888,2.7554,0.9476,2.1407,4.5275,1.3746,4.4747,1.3265,5.9968,2.6407,2.1445,3.3801,1.3904,5.5639,2.1148,2.0083,5.8347,3.1375,6.3832,1.3969,4.2782,3.4944,0.9134,2.0813,1.1208,3.5634,2.1688,0.9656,,
15-Feb-12,1.1266,2.9546,2.1962,2.6208,1.3596,2.015,2.9153,5.2478,5.0533,0.7564,2.5021,1.8177,0.876,1.6625,1.6658,1.7827,2.756,0.9414,2.1309,4.5264,1.3605,4.4606,1.3172,5.9975,2.6391,2.1442,3.3726,1.386,5.5257,2.1149,1.9815,5.8333,3.1133,6.3333,1.4045,4.281,3.4935,0.9132,2.0813,1.1205,3.5672,2.1568,0.9689,,
16-Feb-12,1.1188,2.9392,2.1847,2.6054,1.3528,2.0139,2.9004,5.2278,5.0274,0.7557,2.4901,1.8098,0.8691,1.6616,1.6696,1.7859,2.7536,0.944,2.1164,4.5239,1.3707,4.4511,1.3193,5.9921,2.6375,2.143,3.3692,1.3941,5.549,2.1137,1.9757,5.8302,3.1174,6.3357,1.4056,4.2756,3.4916,0.9127,2.0801,1.1199,3.5661,2.158,0.9637,,
17-Feb-12,1.1111,2.9021,2.1569,2.6006,1.3378,2.0117,2.8559,5.0919,4.9605,0.7344,2.4494,1.7872,0.8528,1.6598,1.6525,1.7687,2.7498,0.9344,2.1061,4.519,1.3577,4.4034,1.307,5.977,2.634,2.1403,3.3679,1.3697,5.4942,2.1114,1.983,5.8239,3.0737,6.3288,1.4044,4.268,3.4879,0.9117,2.0778,1.1193,3.5616,2.1153,0.9605,,
18-Feb-12,1.1001,2.9321,2.1795,2.6257,1.345,2.0078,2.9058,5.2095,5.0086,0.7513,2.4679,1.8045,0.872,1.6574,1.6649,1.784,2.7439,0.9417,2.0966,4.5125,1.3563,4.4307,1.3172,5.9791,2.6313,2.1375,3.368,1.3871,5.525,2.1078,2.0041,5.8154,3.0922,6.3072,1.3996,4.2592,3.483,0.9104,2.075,1.119,3.5509,2.1385,0.9659,,
19-Feb-12,1.1001,2.9321,2.1795,2.6257,1.345,2.0078,2.9058,5.2095,5.0086,0.7513,2.4679,1.8045,0.872,1.6574,1.6649,1.784,2.7439,0.9417,2.0966,4.5125,1.3563,4.4307,1.3172,5.9791,2.6313,2.1375,3.368,1.3871,5.525,2.1078,2.0041,5.8154,3.0922,6.3072,1.3996,4.2592,3.483,0.9104,2.075,1.119,3.5509,2.1385,0.9659,,
20-Feb-12,1.1001,2.9321,2.1795,2.6257,1.345,2.0078,2.9058,5.2095,5.0086,0.7513,2.4679,1.8045,0.872,1.6574,1.6649,1.784,2.7439,0.9417,2.0966,4.5125,1.3563,4.4307,1.3172,5.9791,2.6313,2.1375,3.368,1.3871,5.525,2.1078,2.0041,5.8154,3.0922,6.3072,1.3996,4.2592,3.483,0.9104,2.075,1.119,3.5509,2.1385,0.9659,,
21-Feb-12,1.1041,2.9207,2.171,2.6005,1.3376,1.9994,2.8967,5.2052,4.9889,0.7554,2.4622,1.797,0.872,1.641,1.6544,1.769,2.7191,0.9416,2.0618,4.4679,1.3581,4.4064,1.3104,5.9178,2.6042,2.1163,3.3306,1.3796,5.5103,2.087,1.9915,5.7579,3.0846,6.2696,1.3793,4.2157,3.4483,0.8995,2.0543,1.1079,3.5112,2.1434,0.9577,,
22-Feb-12,1.1113,2.917,2.1688,2.5903,1.3278,2.0055,2.8832,5.1886,4.9819,0.7545,2.4626,1.7963,0.8707,1.6384,1.6451,1.7488,2.7155,0.9382,2.0531,4.4608,1.3529,4.3878,1.3043,5.9212,2.602,2.1127,3.3301,1.3686,5.5018,2.0839,1.998,5.7488,3.0913,6.2849,1.3812,4.2119,3.4427,0.8981,2.0512,1.1062,3.4991,2.1261,0.9562,,
23-Feb-12,1.0947,2.8812,2.1423,2.5452,1.3083,1.9736,2.8567,5.1211,4.9125,0.7442,2.4339,1.7746,0.8574,1.6193,1.6225,1.7231,2.6836,0.925,2.0208,4.4088,1.3424,4.3232,1.2868,5.8437,2.572,2.088,3.2859,1.3479,5.4395,2.0591,1.9869,5.6818,3.0495,6.2171,1.3675,4.1609,3.4027,0.8876,2.0273,1.094,3.4527,2.097,0.945,,
24-Feb-12,1.0983,2.9071,2.1618,2.5516,1.309,1.9726,2.8932,5.1649,4.9648,0.7469,2.4501,1.793,0.8624,1.6236,1.6267,1.7364,2.6903,0.9238,2.0267,4.4205,1.3249,4.3279,1.2937,5.8593,2.5779,2.0934,3.3007,1.3521,5.454,2.0646,1.9728,5.6968,3.0634,6.242,1.3686,4.171,3.4116,0.8899,2.0328,1.097,3.4618,2.113,0.9521,,
25-Feb-12,1.1204,2.9664,2.2056,2.6029,1.3304,2.0139,2.9456,5.2954,5.068,0.7647,2.4987,1.8301,0.8832,1.6476,1.6522,1.7682,2.7305,0.9351,2.0447,4.4858,1.3477,4.3889,1.3129,5.9502,2.6163,2.1247,3.3583,1.3812,5.5948,2.0954,2.0316,5.7811,3.1323,6.3828,1.3904,4.2318,3.462,0.9031,2.0629,1.1145,3.5134,2.1707,0.9617,,
26-Feb-12,1.1204,2.9664,2.2056,2.6029,1.3304,2.0139,2.9456,5.2954,5.068,0.7647,2.4987,1.8301,0.8832,1.6476,1.6522,1.7682,2.7305,0.9351,2.0447,4.4858,1.3477,4.3889,1.3129,5.9502,2.6163,2.1247,3.3583,1.3812,5.5948,2.0954,2.0316,5.7811,3.1323,6.3828,1.3904,4.2318,3.462,0.9031,2.0629,1.1145,3.5134,2.1707,0.9617,,
27-Feb-12,1.1204,2.9664,2.2056,2.6029,1.3304,2.0139,2.9456,5.2954,5.068,0.7647,2.4987,1.8301,0.8832,1.6476,1.6522,1.7682,2.7305,0.9351,2.0447,4.4858,1.3477,4.3889,1.3129,5.9502,2.6163,2.1247,3.3583,1.3812,5.5948,2.0954,2.0316,5.7811,3.1323,6.3828,1.3904,4.2318,3.462,0.9031,2.0629,1.1145,3.5134,2.1707,0.9617,,
28-Feb-12,1.1345,2.9806,2.2164,2.6229,1.3277,2.0192,2.9536,5.2995,5.0936,0.7578,2.5125,1.8394,0.8816,1.6544,1.6468,1.7629,2.7414,0.9323,2.0513,4.5043,1.3725,4.3437,1.3115,5.9683,2.6254,2.1332,3.3602,1.3776,5.6801,2.104,2.04,5.8049,3.1633,6.4484,1.3961,4.2495,3.4762,0.9051,2.0714,1.1207,3.5459,2.1649,0.9677,,
29-Feb-12,1.1388,3.0058,2.235,2.6358,1.3356,2.0265,2.9837,5.3743,5.1417,0.7692,2.5327,1.8546,0.8946,1.6636,1.6698,1.7899,2.7576,0.9463,2.0679,4.5294,1.3614,4.3923,1.328,6.021,2.641,2.1453,3.3915,1.3933,5.7464,2.116,2.0615,5.8372,3.1809,6.4787,1.4051,4.2774,3.4955,0.9101,2.083,1.1269,3.5784,2.2104,0.975,,
01-Mar-12,1.148,3.0164,2.2429,2.6589,1.3409,2.0405,3.0074,5.4318,5.1594,0.7756,2.5412,1.861,0.9017,1.6688,1.6858,1.809,2.7673,0.9586,2.0725,4.5437,1.3656,4.4321,1.3416,6.0376,2.6516,2.152,3.4064,1.41,5.7495,2.1229,2.0577,5.8554,3.1969,6.5063,1.4137,4.2936,3.5063,0.913,2.0895,1.1302,3.5851,2.2445,0.9844,,
