Date,BGN,DKK,EUR,GBP,ISK,RSD,NOK,PLN,RON,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRY,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,INR,NZD,RUB,AZN,BYR,TMT,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS,ZAR,BRL
26-May-11,1.2229,3.1681,2.3622,2.7261,1.4392,2.4369,3.0126,5.9655,5.7193,0.875,2.6473,1.9178,0.9624,1.68,1.7159,1.7627,2.8231,1.0478,2.0488,4.574,1.6048,4.8066,1.3449,6.1047,2.5871,2.1591,3.7052,1.3364,5.899,2.1271,3.4063,5.8947,3.3667,6.8187,1.4286,4.4726,3.6877,0.9872,2.1043,1.1556,3.6618,,
27-May-11,1.2229,3.1681,2.3622,2.7261,1.4392,2.4369,3.0126,5.9655,5.7193,0.875,2.6473,1.9178,0.9624,1.68,1.7159,1.7627,2.8231,1.0478,2.0488,4.574,1.6048,4.8066,1.3449,6.1047,2.5871,2.1591,3.7052,1.3364,5.899,2.1271,3.4063,5.8947,3.3667,6.8187,1.4286,4.4726,3.6877,0.9872,2.1043,1.1556,3.6618,,
28-May-11,1.2069,3.1823,2.3725,2.7364,1.4435,2.4489,3.0543,5.9672,5.7452,0.8842,2.6639,1.9464,0.9639,1.6661,1.7057,1.7792,2.7979,1.0345,2.0556,4.5362,1.5793,4.7849,1.3467,6.0454,2.5666,2.1414,3.6863,1.3587,5.9257,2.1101,3.3781,5.846,3.3591,6.8739,1.4239,4.4217,3.6437,0.979,2.0878,1.1477,3.6459,,
29-May-11,1.2069,3.1823,2.3725,2.7364,1.4435,2.4489,3.0543,5.9672,5.7452,0.8842,2.6639,1.9464,0.9639,1.6661,1.7057,1.7792,2.7979,1.0345,2.0556,4.5362,1.5793,4.7849,1.3467,6.0454,2.5666,2.1414,3.6863,1.3587,5.9257,2.1101,3.3781,5.846,3.3591,6.8739,1.4239,4.4217,3.6437,0.979,2.0878,1.1477,3.6459,,
30-May-11,1.2069,3.1823,2.3725,2.7364,1.4435,2.4489,3.0543,5.9672,5.7452,0.8842,2.6639,1.9464,0.9639,1.6661,1.7057,1.7792,2.7979,1.0345,2.0556,4.5362,1.5793,4.7849,1.3467,6.0454,2.5666,2.1414,3.6863,1.3587,5.9257,2.1101,3.3781,5.846,3.3591,6.8739,1.4239,4.4217,3.6437,0.979,2.0878,1.1477,3.6459,,
31-May-11,1.2149,3.1923,2.3799,2.7431,1.4458,2.4502,3.0705,5.997,5.7804,0.8884,2.6762,1.9609,0.9713,1.6658,1.708,1.7812,2.8019,1.0398,2.0609,4.5354,1.6053,4.8308,1.3502,6.0751,2.5695,2.1412,3.6964,1.361,5.9348,2.1097,3.347,5.8449,3.3789,6.89,1.4274,4.4115,3.6557,0.9776,2.0885,1.1465,3.6692,,
01-Jun-11,1.2159,3.2174,2.3988,2.7486,1.4525,2.4716,3.0949,6.0621,5.8183,0.8975,2.6963,1.9578,0.9789,1.6663,1.7147,1.7763,2.8024,1.0461,2.0433,4.5367,1.5935,4.8481,1.3514,6.0747,2.5721,2.1425,3.698,1.3715,5.9552,2.1108,3.3527,5.8467,3.3868,6.9389,1.4274,4.4111,3.652,0.9779,2.0906,1.1465,3.6705,,
02-Jun-11,1.2246,3.2133,2.3956,2.7343,1.4529,2.4832,3.0975,6.0522,5.8021,0.8999,2.6908,1.9652,0.9781,1.6649,1.7189,1.7873,2.8039,1.0457,2.0478,4.5329,1.5781,4.8639,1.353,6.0718,2.5701,2.1408,3.7122,1.3705,5.9528,2.1091,3.3499,5.8418,3.4047,6.9559,1.4296,4.4267,3.6481,0.9771,2.0886,1.1448,3.6761,,
03-Jun-11,1.2259,3.2304,2.4083,2.7258,1.4604,2.462,3.1051,6.0776,5.8257,0.9065,2.6855,1.9799,0.9821,1.6641,1.7038,1.7739,2.802,1.0467,2.06,4.5308,1.5969,4.8935,1.3482,6.0734,2.567,2.139,3.7108,1.3572,5.9343,2.1083,3.3409,5.8389,3.417,6.9265,1.4274,4.4262,3.623,0.9766,2.087,1.145,3.6747,,
04-Jun-11,1.2301,3.2334,2.4103,2.7137,1.4577,2.4706,3.0904,6.088,5.8358,0.9079,2.6786,1.9786,0.9863,1.6638,1.6998,1.7721,2.8016,1.0496,2.0655,4.5299,1.5771,4.9154,1.3492,6.0524,2.5678,2.1391,3.7056,1.3497,5.9688,2.1079,3.3403,5.8379,3.3955,6.9784,1.4274,4.4182,3.6322,0.9764,2.0867,1.1435,3.6769,,
05-Jun-11,1.2301,3.2334,2.4103,2.7137,1.4577,2.4706,3.0904,6.088,5.8358,0.9079,2.6786,1.9786,0.9863,1.6638,1.6998,1.7721,2.8016,1.0496,2.0655,4.5299,1.5771,4.9154,1.3492,6.0524,2.5678,2.1391,3.7056,1.3497,5.9688,2.1079,3.3403,5.8379,3.3955,6.9784,1.4274,4.4182,3.6322,0.9764,2.0867,1.1435,3.6769,,
06-Jun-11,1.2301,3.2334,2.4103,2.7137,1.4577,2.4706,3.0904,6.088,5.8358,0.9079,2.6786,1.9786,0.9863,1.6638,1.6998,1.7721,2.8016,1.0496,2.0655,4.5299,1.5771,4.9154,1.3492,6.0524,2.5678,2.1391,3.7056,1.3497,5.9688,2.1079,3.3403,5.8379,3.3955,6.9784,1.4274,4.4182,3.6322,0.9764,2.0867,1.1435,3.6769,,
07-Jun-11,1.2284,3.2483,2.4216,2.7208,1.4599,2.4748,3.0914,6.1113,5.8589,0.9098,2.6889,1.9824,0.9954,1.6583,1.6906,1.78,2.7922,1.0488,2.0718,4.515,1.6069,4.8941,1.3483,6.0721,2.5633,2.1319,3.7065,1.3545,5.9704,2.1015,3.3393,5.8186,3.4192,7.038,1.4245,4.4044,3.6205,0.9732,2.0798,1.1395,3.6737,2.4595,1.0522
08-Jun-11,1.2354,3.2564,2.4278,2.7202,1.4619,2.4482,3.0976,6.1436,5.8394,0.9146,2.6963,1.9842,1.003,1.6554,1.6989,1.7718,2.7877,1.0459,2.0641,4.5071,1.5684,4.9305,1.3476,6.0571,2.5542,2.1282,3.7067,1.3604,5.9587,2.0986,3.3335,5.8084,3.4488,7.0201,1.4262,4.3967,3.6198,0.97,2.0761,1.1373,3.6673,2.4601,1.0451
09-Jun-11,1.2419,3.2508,2.424,2.715,1.4596,2.4421,3.0756,6.1255,5.8111,0.9116,2.6831,1.9821,1.002,1.6578,1.6908,1.7571,2.7905,1.0434,2.0795,4.5136,1.5714,4.9273,1.3451,6.0681,2.5601,2.1307,3.71,1.3534,5.9881,2.1019,3.345,5.8168,3.4466,7.0449,1.4373,4.4025,3.6215,0.9714,2.0791,1.1396,3.6726,2.4486,1.0496
10-Jun-11,1.238,3.2425,2.4181,2.72,1.4562,2.4514,3.0683,6.1135,5.807,0.9108,2.6692,1.9734,1.0003,1.6575,1.6924,1.7528,2.7904,1.0483,2.0695,4.5129,1.5912,4.9075,1.3458,6.067,2.5596,2.1303,3.7031,1.3659,5.983,2.1016,3.3411,5.8158,3.4603,7.02,1.4445,4.4009,3.6194,0.9712,2.0788,1.1393,3.6719,2.4537,1.0482
11-Jun-11,1.2374,3.2103,2.3941,2.6956,1.4459,2.4424,3.0498,6.0898,5.7662,0.9055,2.6378,1.966,0.9934,1.656,1.6988,1.7573,2.7881,1.0511,2.0679,4.5087,1.5755,4.8801,1.3444,6.0438,2.5556,2.1278,3.703,1.3677,5.9588,2.1005,3.3313,5.8105,3.4428,6.9513,1.4502,4.3954,3.6356,0.9703,2.0769,1.1383,3.661,2.4446,1.0462
12-Jun-11,1.2374,3.2103,2.3941,2.6956,1.4459,2.4424,3.0498,6.0898,5.7662,0.9055,2.6378,1.966,0.9934,1.656,1.6988,1.7573,2.7881,1.0511,2.0679,4.5087,1.5755,4.8801,1.3444,6.0438,2.5556,2.1278,3.703,1.3677,5.9588,2.1005,3.3313,5.8105,3.4428,6.9513,1.4502,4.3954,3.6356,0.9703,2.0769,1.1383,3.661,2.4446,1.0462
13-Jun-11,1.2374,3.2103,2.3941,2.6956,1.4459,2.4424,3.0498,6.0898,5.7662,0.9055,2.6378,1.966,0.9934,1.656,1.6988,1.7573,2.7881,1.0511,2.0679,4.5087,1.5755,4.8801,1.3444,6.0438,2.5556,2.1278,3.703,1.3677,5.9588,2.1005,3.3313,5.8105,3.4428,6.9513,1.4502,4.3954,3.6356,0.9703,2.0769,1.1383,3.661,2.4446,1.0462
14-Jun-11,1.2254,3.1852,2.3757,2.6935,1.4355,2.4219,3.0234,6.0407,5.6768,0.8957,2.6044,1.9762,0.985,1.6545,1.6929,1.7486,2.7848,1.0511,2.0594,4.5046,1.5727,4.8222,1.337,6.0405,2.5521,2.1255,3.6857,1.3461,5.9534,2.0991,3.321,5.8053,3.4113,6.8771,1.457,4.3968,3.6139,0.9682,2.075,1.137,3.6564,2.4347,1.0363
15-Jun-11,1.2139,3.1999,2.3867,2.7124,1.4414,2.3899,3.0547,6.075,5.7208,0.9025,2.6204,1.9715,0.9905,1.6541,1.6958,1.7598,2.7846,1.048,2.0627,4.5036,1.438,4.8762,1.3423,6.0523,2.5528,2.1251,3.6971,1.3524,5.929,2.0986,3.3228,5.8039,3.3757,6.9128,1.4511,4.4012,3.5852,0.9679,2.0745,1.135,3.6555,2.4457,1.0451
16-Jun-11,1.2194,3.1675,2.3626,2.6867,1.4261,2.3652,3.0193,5.9886,5.6632,0.8893,2.5841,1.9418,0.9768,1.6507,1.7056,1.7628,2.7779,1.0341,2.046,4.4943,1.4402,4.8308,1.338,6.0113,2.5467,2.1196,3.69,1.3432,5.9174,2.0943,3.3093,5.7919,3.3895,6.8736,1.4408,4.3913,3.5664,0.9659,2.0702,1.1326,3.6446,2.4237,1.0426
17-Jun-11,1.2046,3.1181,2.3255,2.6561,1.4132,2.3067,2.9617,5.8435,5.5174,0.8653,2.532,1.9415,0.9567,1.6485,1.6719,1.7349,2.7741,1.0187,2.0433,4.4883,1.4551,4.7262,1.3269,5.9924,2.5471,2.1139,3.6699,1.3188,5.8478,2.0923,3.2983,5.7842,3.385,6.7506,1.4235,4.3855,3.5569,0.9646,2.0675,1.1311,3.6398,2.3949,1.0304
18-Jun-11,1.1838,3.1467,2.3469,2.6582,1.426,2.2974,2.9809,5.9208,5.5642,0.8782,2.5529,1.9363,0.9739,1.6435,1.6769,1.7438,2.7661,1.0281,2.048,4.4747,1.4329,4.7867,1.3311,5.9807,2.5385,2.108,3.6634,1.3276,5.8326,2.0862,3.2909,5.7667,3.3068,6.7456,1.4098,4.3816,3.5422,0.9617,2.0612,1.1286,3.6294,2.4185,1.0255
19-Jun-11,1.1838,3.1467,2.3469,2.6582,1.426,2.2974,2.9809,5.9208,5.5642,0.8782,2.5529,1.9363,0.9739,1.6435,1.6769,1.7438,2.7661,1.0281,2.048,4.4747,1.4329,4.7867,1.3311,5.9807,2.5385,2.108,3.6634,1.3276,5.8326,2.0862,3.2909,5.7667,3.3068,6.7456,1.4098,4.3816,3.5422,0.9617,2.0612,1.1286,3.6294,2.4185,1.0255
20-Jun-11,1.1838,3.1467,2.3469,2.6582,1.426,2.2974,2.9809,5.9208,5.5642,0.8782,2.5529,1.9363,0.9739,1.6435,1.6769,1.7438,2.7661,1.0281,2.048,4.4747,1.4329,4.7867,1.3311,5.9807,2.5385,2.108,3.6634,1.3276,5.8326,2.0862,3.2909,5.7667,3.3068,6.7456,1.4098,4.3816,3.5422,0.9617,2.0612,1.1286,3.6294,2.4185,1.0255
21-Jun-11,1.1986,3.1346,2.338,2.6579,1.4205,2.3122,2.9523,5.8575,5.4815,0.8705,2.5472,1.9407,0.9697,1.6428,1.6719,1.729,2.7646,1.0188,2.0466,4.4728,1.4441,4.7506,1.3288,5.9825,2.5359,2.1079,3.6529,1.3234,5.83,2.0861,3.2955,5.7642,3.3054,6.7602,1.4077,4.3797,3.5386,0.9613,2.0604,1.1258,3.628,2.4142,1.0284
22-Jun-11,1.1949,3.1615,2.358,2.6605,1.4309,2.3469,2.9781,5.9237,5.5568,0.8831,2.5725,1.9469,0.9773,1.6418,1.6817,1.737,2.7621,1.0226,2.0474,4.47,1.4965,4.81,1.3306,6.0007,2.5395,2.1079,3.659,1.3349,5.8611,2.0854,3.3034,5.7607,3.3235,6.8292,1.4049,4.3921,3.5282,0.9595,2.0591,1.1243,3.6248,2.4243,1.0286
23-Jun-11,1.2063,3.1625,2.3587,2.6476,1.4306,2.3608,2.9855,5.9165,5.5542,0.8821,2.5754,1.9501,0.9722,1.6416,1.6842,1.7368,2.7581,1.0152,2.0464,4.4695,1.4924,4.8042,1.3307,5.9934,2.5398,2.1075,3.6586,1.3364,5.8847,2.0851,3.311,5.76,3.3571,6.8517,1.4018,4.3938,3.5218,0.9594,2.0589,1.1256,3.6248,2.426,1.0352
24-Jun-11,1.215,3.1476,2.3473,2.6386,1.4228,2.3506,3.0059,5.8678,5.5587,0.8738,2.5613,1.9615,0.9648,1.6506,1.6945,1.7353,2.7697,1.0166,2.0471,4.494,1.4988,4.7687,1.3347,6.0285,2.5521,2.1188,3.6719,1.3408,5.8831,2.0971,3.3191,5.7916,3.3755,6.8348,1.4097,4.4179,3.5548,0.9647,2.0702,1.1312,3.6452,2.4107,1.0379
25-Jun-11,1.2014,3.1484,2.3482,2.6459,1.4231,2.3422,3.0163,5.8797,5.5695,0.8725,2.5588,1.9779,0.963,1.6533,1.6853,1.7461,2.7751,1.0116,2.0612,4.5013,1.503,4.8078,1.3368,6.0383,2.5538,2.1228,3.6748,1.3464,5.8699,2.1005,3.3146,5.8011,3.381,6.846,1.4199,4.4237,3.5411,0.9662,2.0736,1.1324,3.6546,2.3981,1.0395
26-Jun-11,1.2014,3.1484,2.3482,2.6459,1.4231,2.3422,3.0163,5.8797,5.5695,0.8725,2.5588,1.9779,0.963,1.6533,1.6853,1.7461,2.7751,1.0116,2.0612,4.5013,1.503,4.8078,1.3368,6.0383,2.5538,2.1228,3.6748,1.3464,5.8699,2.1005,3.3146,5.8011,3.381,6.846,1.4199,4.4237,3.5411,0.9662,2.0736,1.1324,3.6546,2.3981,1.0395
27-Jun-11,1.2014,3.1484,2.3482,2.6459,1.4231,2.3422,3.0163,5.8797,5.5695,0.8725,2.5588,1.9779,0.963,1.6533,1.6853,1.7461,2.7751,1.0116,2.0612,4.5013,1.503,4.8078,1.3368,6.0383,2.5538,2.1228,3.6748,1.3464,5.8699,2.1005,3.3146,5.8011,3.381,6.846,1.4199,4.4237,3.5411,0.9662,2.0736,1.1324,3.6546,2.3981,1.0395
28-Jun-11,1.2029,3.1544,2.3524,2.6464,1.4256,2.3138,3.0149,5.874,5.5781,0.875,2.5555,1.9846,0.9629,1.6544,1.6742,1.7292,2.7754,1.0068,2.0501,4.5043,1.533,4.8043,1.333,6.0226,2.5535,2.1245,3.6732,1.3285,5.8361,2.1019,3.3101,5.8049,3.3832,6.7734,1.4291,4.4289,3.5466,0.9669,2.0751,1.1322,3.6592,2.3973,1.0313
29-Jun-11,1.2089,3.1832,2.3742,2.656,1.4365,2.3444,3.0482,5.9207,5.6425,0.8806,2.5664,1.9988,0.9729,1.6646,1.6862,1.7407,2.7914,1.0128,2.0594,4.5321,1.5701,4.8118,1.3396,6.0708,2.5728,2.1378,3.6969,1.339,5.8955,2.1154,3.3432,5.8407,3.3493,6.8765,1.4403,4.4782,3.5684,0.9713,2.0879,1.138,3.6827,2.4224,1.0443
30-Jun-11,1.2151,3.2252,2.4054,2.6726,1.4532,2.3477,3.0907,6.0067,5.7176,0.9005,2.6113,2.0018,0.9877,1.6665,1.7126,1.7698,2.7918,1.0193,2.0556,4.5375,1.5893,4.87,1.3511,6.0799,2.5784,2.1413,3.7141,1.3712,5.9357,2.1178,3.3572,5.8474,3.3872,6.94,1.44,4.5045,3.5704,0.9724,2.0903,1.1388,3.6864,2.4389,1.0578
01-Jul-11,1.2263,3.2266,2.4066,2.6587,1.4545,2.3539,3.0971,6.0406,5.6865,0.906,2.6267,1.9926,0.9902,1.6628,1.7197,1.7809,2.7869,1.0233,2.0676,4.5272,1.5687,4.8711,1.3536,6.0598,2.5726,2.1365,3.722,1.374,5.9657,2.1136,3.3626,5.8344,3.4004,6.9813,1.4326,4.4945,3.562,0.9702,2.0857,1.137,3.6719,2.4482,1.0609
02-Jul-11,1.2288,3.2334,2.4117,2.6638,1.4573,2.3974,3.0968,6.081,5.6912,0.9107,2.6424,1.9673,0.9921,1.6628,1.7265,1.7812,2.7878,1.0304,2.0597,4.5272,1.5898,4.8989,1.3561,6.0819,2.5722,2.1367,3.732,1.3711,5.9698,2.1136,3.3646,5.8344,3.4285,7.0004,1.4282,4.5079,3.5625,0.9702,2.0859,1.1402,3.67,2.463,1.0639
03-Jul-11,1.2288,3.2334,2.4117,2.6638,1.4573,2.3974,3.0968,6.081,5.6912,0.9107,2.6424,1.9673,0.9921,1.6628,1.7265,1.7812,2.7878,1.0304,2.0597,4.5272,1.5898,4.8989,1.3561,6.0819,2.5722,2.1367,3.732,1.3711,5.9698,2.1136,3.3646,5.8344,3.4285,7.0004,1.4282,4.5079,3.5625,0.9702,2.0859,1.1402,3.67,2.463,1.0639
04-Jul-11,1.2288,3.2334,2.4117,2.6638,1.4573,2.3974,3.0968,6.081,5.6912,0.9107,2.6424,1.9673,0.9921,1.6628,1.7265,1.7812,2.7878,1.0304,2.0597,4.5272,1.5898,4.8989,1.3561,6.0819,2.5722,2.1367,3.732,1.3711,5.9698,2.1136,3.3646,5.8344,3.4285,7.0004,1.4282,4.5079,3.5625,0.9702,2.0859,1.1402,3.67,2.463,1.0639
05-Jul-11,1.2334,3.2412,2.4176,2.679,1.4606,2.4044,3.114,6.1323,5.7342,0.9156,2.656,1.9606,0.9977,1.6651,1.7345,1.786,2.7965,1.0309,2.0631,4.5336,1.5887,4.9191,1.3586,6.0881,2.5764,2.1401,3.754,1.3802,5.9888,2.1163,3.372,5.8425,3.4403,7.0172,1.4361,4.5141,3.5928,0.9699,2.0886,1.142,3.6757,2.4807,1.0708
06-Jul-11,1.2349,3.2327,2.4111,2.6833,1.457,2.4037,3.1106,6.1,5.7684,0.9117,2.6569,1.9723,0.9919,1.6658,1.7321,1.7829,2.7967,1.0238,2.0538,4.5355,1.5947,4.8912,1.3575,6.0907,2.5756,2.1405,3.751,1.3808,5.9787,2.1172,3.3687,5.8449,3.4417,6.9848,1.4415,4.516,3.5769,0.9703,2.0897,1.1422,3.6786,2.4716,1.0727
07-Jul-11,1.2339,3.2084,2.3929,2.6721,1.4485,2.3886,3.0791,6.0541,5.6961,0.9036,2.6297,1.9836,0.9861,1.6688,1.7293,1.7811,2.8033,1.0205,2.0595,4.5437,1.5781,4.8825,1.3579,6.0838,2.5806,2.1443,3.7526,1.3778,5.9834,2.1205,3.3666,5.8554,3.4337,6.9974,1.451,4.5174,3.5757,0.972,2.0932,1.1453,3.6855,2.4657,1.0669
08-Jul-11,1.2225,3.1995,2.3863,2.668,1.4412,2.3725,3.0853,6.0453,5.6745,0.9047,2.6268,1.9797,0.9838,1.6699,1.7326,1.7931,2.8042,1.0208,2.0624,4.5465,1.5829,4.9107,1.3617,6.0856,2.5827,2.1454,3.7572,1.3822,5.9671,2.1219,3.3579,5.8593,3.436,6.9362,1.456,4.5203,3.573,0.9727,2.0948,1.146,3.6865,2.4846,1.0643
09-Jul-11,1.2182,3.2,2.3865,2.6693,1.4414,2.3675,3.0806,6.0629,5.6824,0.9075,2.628,1.9696,0.9871,1.6724,1.7434,1.7998,2.8091,1.03,2.0545,4.5534,1.5845,4.9256,1.3717,6.0992,2.587,2.149,3.7743,1.3916,5.9968,2.1253,3.3663,5.8681,3.4061,6.9486,1.461,4.5271,3.5756,0.9741,2.0982,1.1495,3.688,2.5028,1.0767
10-Jul-11,1.2182,3.2,2.3865,2.6693,1.4414,2.3675,3.0806,6.0629,5.6824,0.9075,2.628,1.9696,0.9871,1.6724,1.7434,1.7998,2.8091,1.03,2.0545,4.5534,1.5845,4.9256,1.3717,6.0992,2.587,2.149,3.7743,1.3916,5.9968,2.1253,3.3663,5.8681,3.4061,6.9486,1.461,4.5271,3.5756,0.9741,2.0982,1.1495,3.688,2.5028,1.0767
11-Jul-11,1.2182,3.2,2.3865,2.6693,1.4414,2.3675,3.0806,6.0629,5.6824,0.9075,2.628,1.9696,0.9871,1.6724,1.7434,1.7998,2.8091,1.03,2.0545,4.5534,1.5845,4.9256,1.3717,6.0992,2.587,2.149,3.7743,1.3916,5.9968,2.1253,3.3663,5.8681,3.4061,6.9486,1.461,4.5271,3.5756,0.9741,2.0982,1.1495,3.688,2.5028,1.0767
12-Jul-11,1.2193,3.1686,2.3631,2.6717,1.4328,2.3454,3.0533,5.9462,5.5932,0.8911,2.5877,2.0001,0.9784,1.6745,1.7342,1.79,2.8154,1.0206,2.0755,4.5591,1.5946,4.8819,1.3693,6.1069,2.5893,2.1512,3.765,1.3954,5.9625,2.1285,3.3564,5.8754,3.4173,6.87,1.4572,4.542,3.5798,0.9736,2.1009,1.1514,3.694,2.4745,1.0719
13-Jul-11,1.205,3.1322,2.3356,2.65,1.4203,2.3209,3.0034,5.7674,5.4584,0.8683,2.5315,2.0124,0.9641,1.6767,1.7204,1.7716,2.8164,1.0121,2.1064,4.5651,1.5914,4.8321,1.3644,6.1015,2.5907,2.1511,3.7518,1.3685,5.9072,2.1321,3.3507,5.8832,3.3804,6.7655,1.4542,4.5517,3.5861,0.9748,2.1037,1.1514,3.7012,2.4171,1.0632
14-Jul-11,1.202,3.1776,2.3694,2.684,1.4395,2.3105,3.027,5.8718,5.5366,0.8818,2.5725,2.0265,0.9732,1.6822,1.7503,1.7947,2.8204,1.0186,2.1235,4.58,1.5938,4.8985,1.3759,6.1417,2.601,2.1592,3.776,1.3887,5.9535,2.1388,3.3637,5.9025,3.3443,6.8268,1.4576,4.5638,3.5984,0.978,2.1103,1.1511,3.7176,2.4437,1.0656
15-Jul-11,1.2117,3.2017,2.3874,2.7128,1.4408,2.3152,3.0412,5.9108,5.5782,0.8859,2.5901,2.0668,0.9758,1.684,1.7553,1.8084,2.8288,1.0235,2.1319,4.5849,1.5962,4.9105,1.3833,6.1505,2.6079,2.1621,3.7815,1.4188,6.0012,2.1411,3.3747,5.9088,3.3546,6.9258,1.4506,4.5701,3.5961,0.9791,2.1126,1.1524,3.7275,2.4512,1.069
16-Jul-11,1.2197,3.1895,2.3781,2.706,1.4334,2.3122,3.0252,5.8897,5.577,0.8783,2.5769,2.0588,0.9727,1.6798,1.752,1.7898,2.8227,1.0199,2.1253,4.5736,1.5922,4.8902,1.3785,6.1329,2.599,2.1556,3.7723,1.411,5.972,2.1361,3.3596,5.894,3.4004,6.8805,1.4471,4.5638,3.5788,0.9766,2.1074,1.1491,3.7188,2.4322,1.0639
17-Jul-11,1.2197,3.1895,2.3781,2.706,1.4334,2.3122,3.0252,5.8897,5.577,0.8783,2.5769,2.0588,0.9727,1.6798,1.752,1.7898,2.8227,1.0199,2.1253,4.5736,1.5922,4.8902,1.3785,6.1329,2.599,2.1556,3.7723,1.411,5.972,2.1361,3.3596,5.894,3.4004,6.8805,1.4471,4.5638,3.5788,0.9766,2.1074,1.1491,3.7188,2.4322,1.0639
18-Jul-11,1.2197,3.1895,2.3781,2.706,1.4334,2.3122,3.0252,5.8897,5.577,0.8783,2.5769,2.0588,0.9727,1.6798,1.752,1.7898,2.8227,1.0199,2.1253,4.5736,1.5922,4.8902,1.3785,6.1329,2.599,2.1556,3.7723,1.411,5.972,2.1361,3.3596,5.894,3.4004,6.8805,1.4471,4.5638,3.5788,0.9766,2.1074,1.1491,3.7188,2.4322,1.0639
19-Jul-11,1.2134,3.1568,2.3538,2.6952,1.4219,2.311,3.0015,5.8195,5.5126,0.8631,2.5469,2.0525,0.9625,1.6777,1.7483,1.7802,2.8188,1.0064,2.1213,4.5679,1.6106,4.8552,1.3782,6.1141,2.5935,2.1523,3.7623,1.4153,5.954,2.1339,3.352,5.8867,3.3825,6.823,1.4426,4.5677,3.5738,0.974,2.1048,1.1489,3.7221,2.4037,1.0659
20-Jul-11,1.1937,3.1595,2.3556,2.6781,1.4198,2.2695,2.9996,5.853,5.5333,0.8701,2.5562,2.0282,0.9612,1.6623,1.7412,1.7738,2.7903,1.0036,2.106,4.526,1.5757,4.8365,1.367,6.0779,2.572,2.1326,3.7355,1.4146,5.905,2.1143,3.3246,5.8326,3.3313,6.7963,1.4297,4.5286,3.5364,0.9651,2.0854,1.1396,3.6881,2.3952,1.056
21-Jul-11,1.2034,3.1736,2.366,2.684,1.4278,2.2582,3.0286,5.9206,5.5747,0.8794,2.5798,2.0271,0.9673,1.6622,1.7554,1.7867,2.7871,1.0038,2.1089,4.5257,1.5756,4.8602,1.3696,6.0842,2.5738,2.1334,3.7395,1.422,5.9266,2.1137,3.3297,5.8323,3.3445,6.8319,1.4314,4.5358,3.5355,0.965,2.0853,1.1361,3.6937,2.4096,1.0633
22-Jul-11,1.2025,3.1435,2.343,2.6731,1.4194,2.2554,3.0093,5.8598,5.5145,0.8713,2.5683,2.015,0.9593,1.6555,1.7454,1.7722,2.7777,0.9885,2.0993,4.5075,1.5912,4.8382,1.3646,6.0597,2.5662,2.124,3.7181,1.4171,5.932,2.1052,3.3276,5.8088,3.358,6.8401,1.4264,4.5175,3.5203,0.9612,2.0769,1.1303,3.6811,2.4125,1.0578
23-Jul-11,1.2065,3.2044,2.3886,2.7065,1.4419,2.2787,3.0769,6.0116,5.6568,0.8967,2.6366,2.0224,0.9801,1.6592,1.7535,1.8027,2.7844,0.9884,2.1144,4.5175,1.5727,4.8915,1.3735,6.0888,2.5736,2.1298,3.7399,1.4359,5.9862,2.1096,3.3452,5.8218,3.4,6.9237,1.4328,4.5276,3.5203,0.9633,2.0815,1.1348,3.7073,2.456,1.0689
24-Jul-11,1.2065,3.2044,2.3886,2.7065,1.4419,2.2787,3.0769,6.0116,5.6568,0.8967,2.6366,2.0224,0.9801,1.6592,1.7535,1.8027,2.7844,0.9884,2.1144,4.5175,1.5727,4.8915,1.3735,6.0888,2.5736,2.1298,3.7399,1.4359,5.9862,2.1096,3.3452,5.8218,3.4,6.9237,1.4328,4.5276,3.5203,0.9633,2.0815,1.1348,3.7073,2.456,1.0689
25-Jul-11,1.2065,3.2044,2.3886,2.7065,1.4419,2.2787,3.0769,6.0116,5.6568,0.8967,2.6366,2.0224,0.9801,1.6592,1.7535,1.8027,2.7844,0.9884,2.1144,4.5175,1.5727,4.8915,1.3735,6.0888,2.5736,2.1298,3.7399,1.4359,5.9862,2.1096,3.3452,5.8218,3.4,6.9237,1.4328,4.5276,3.5203,0.9633,2.0815,1.1348,3.7073,2.456,1.0689
26-Jul-11,1.2112,3.1743,2.3659,2.6802,1.4286,2.2672,3.0466,5.9029,5.566,0.8784,2.5973,2.0478,0.9698,1.6462,1.7369,1.7818,2.7621,0.9585,2.1051,4.482,1.5746,4.8315,1.364,6.0411,2.5544,2.1128,3.7079,1.4235,5.9341,2.0931,3.319,5.7761,3.3665,6.8463,1.4263,4.5025,3.491,0.9544,2.0652,1.1271,3.6793,2.4267,1.0609
27-Jul-11,1.2103,3.1962,2.3821,2.6988,1.438,2.2944,3.0711,5.945,5.6154,0.8886,2.6248,2.0535,0.9774,1.6461,1.7473,1.801,2.7642,0.9561,2.1088,4.4817,1.6033,4.8415,1.3684,6.0452,2.5554,2.1132,3.7251,1.4366,5.9758,2.0932,3.3288,5.7758,3.394,6.9199,1.4301,4.5022,3.4881,0.9543,2.0651,1.1282,3.6823,2.4559,1.0692
