Date,BGN,DKK,EUR,GBP,ISK,YUM,NOK,PLN,ROL,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRL,JPY,IRR,ILS,SGD,KWD,CNY,HKD,RUB,AZM,BYR,EEK,TMM,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS
27-Aug-03,1.1832,0.3099,2.3017,3.328,0.2564,3.5404,0.2766,0.5287,0.6263,0.8996,0.2482,1.4952,0.071,2.12,1.5137,1.3693,0.3442,1.5296,0.1804,0.255,0.4741,1.2118,7.0643,0.2561,0.2718,0.0698,0.4314,1.0163,1.4714,0.4118,3.6659,6.6704,1.5175,0.3651,0.6883,2.1771,3.976,0.144,0.4959
28-Aug-03,1.1822,0.3095,2.3,3.3226,0.2579,3.6758,0.2757,0.5281,0.6261,0.895,0.2481,1.4978,0.0708,2.1175,1.5159,1.3577,0.3454,1.5185,0.1801,0.2547,0.4746,1.2066,7.0536,0.2558,0.2715,0.0697,0.431,1.0149,1.4703,0.4113,3.661,6.6649,1.5157,0.3643,0.6875,2.1859,3.9717,0.1438,0.4849
29-Aug-03,1.1822,0.3095,2.3,3.3226,0.2579,3.6758,0.2757,0.5281,0.6261,0.895,0.2481,1.4978,0.0708,2.1175,1.5159,1.3577,0.3454,1.5185,0.1801,0.2547,0.4746,1.2066,7.0536,0.2558,0.2715,0.0697,0.431,1.0149,1.4703,0.4113,3.661,6.6649,1.5157,0.3643,0.6875,2.1859,3.9717,0.1438,0.4849
30-Aug-03,1.1851,0.3104,2.3058,3.339,0.2641,3.6488,0.278,0.5292,0.6204,0.8989,0.2506,1.5001,0.0712,2.1125,1.5151,1.3609,0.3441,1.5116,0.1805,0.2541,0.4757,1.2027,7.0433,0.2552,0.2709,0.0693,0.43,1.0064,1.474,0.4104,3.6612,6.6828,1.5253,0.3635,0.6859,2.1694,3.9642,0.1433,0.4971
31-Aug-03,1.1851,0.3104,2.3058,3.339,0.2641,3.6488,0.278,0.5292,0.6204,0.8989,0.2506,1.5001,0.0712,2.1125,1.5151,1.3609,0.3441,1.5116,0.1805,0.2541,0.4757,1.2027,7.0433,0.2552,0.2709,0.0693,0.43,1.0064,1.474,0.4104,3.6612,6.6828,1.5253,0.3635,0.6859,2.1694,3.9642,0.1433,0.4971
01-Sep-03,1.1851,0.3104,2.3058,3.339,0.2641,3.6488,0.278,0.5292,0.6204,0.8989,0.2506,1.5001,0.0712,2.1125,1.5151,1.3609,0.3441,1.5116,0.1805,0.2541,0.4757,1.2027,7.0433,0.2552,0.2709,0.0693,0.43,1.0064,1.474,0.4104,3.6612,6.6828,1.5253,0.3635,0.6859,2.1694,3.9642,0.1433,0.4971
02-Sep-03,1.1934,0.3128,2.3228,3.3349,0.2647,3.6716,0.2826,0.5332,0.6233,0.9031,0.2534,1.5097,0.0716,2.1151,1.532,1.3672,0.3442,1.5228,0.1813,0.2544,0.4764,1.2062,7.0569,0.2555,0.2712,0.0692,0.4305,1.0062,1.4849,0.4109,3.6752,6.7315,1.5294,0.3643,0.6867,2.1721,3.9672,0.1435,0.4976
03-Sep-03,1.1907,0.3121,2.3172,3.3283,0.2628,3.6975,0.2804,0.5332,0.6242,0.8996,0.2528,1.5086,0.0715,2.13,1.5415,1.3679,0.3458,1.5313,0.1823,0.2562,0.4777,1.2122,7.0974,0.2573,0.2731,0.0697,0.4335,1.0128,1.4816,0.4138,3.6851,6.7156,1.5491,0.3669,0.6893,2.1872,3.9962,0.1445,0.5011
04-Sep-03,1.1806,0.3095,2.2978,3.3383,0.2596,3.7036,0.2795,0.5275,0.6175,0.8956,0.2508,1.5014,0.0711,2.1335,1.5283,1.3582,0.3475,1.5316,0.1837,0.2566,0.4795,1.2141,7.1076,0.2578,0.2736,0.0697,0.4342,1.0141,1.4685,0.4144,3.6835,6.6568,1.5573,0.3673,0.6905,2.1908,3.999,0.1442,0.5012
05-Sep-03,1.1871,0.3112,2.3098,3.3589,0.2613,3.7037,0.2813,0.5306,0.619,0.9015,0.2533,1.5054,0.0713,2.1336,1.5435,1.3638,0.3472,1.5388,0.1826,0.2566,0.482,1.2155,7.1144,0.2578,0.2736,0.0696,0.4344,1.0141,1.4778,0.4145,3.6894,6.6915,1.5642,0.367,0.6905,2.1909,4.0015,0.144,0.5006
06-Sep-03,1.1966,0.3137,2.3287,3.3709,0.2664,3.6975,0.283,0.5281,0.6218,0.912,0.2555,1.5142,0.0715,2.13,1.5546,1.3711,0.348,1.539,0.1822,0.2562,0.4792,1.2117,7.1076,0.2573,0.2731,0.0694,0.4336,1.0138,1.4891,0.4138,3.6966,6.7456,1.5627,0.3663,0.6893,2.1872,3.9947,0.1435,0.4977
07-Sep-03,1.1966,0.3137,2.3287,3.3709,0.2664,3.6975,0.283,0.5281,0.6218,0.912,0.2555,1.5142,0.0715,2.13,1.5546,1.3711,0.348,1.539,0.1822,0.2562,0.4792,1.2117,7.1076,0.2573,0.2731,0.0694,0.4336,1.0138,1.4891,0.4138,3.6966,6.7456,1.5627,0.3663,0.6893,2.1872,3.9947,0.1435,0.4977
08-Sep-03,1.1966,0.3137,2.3287,3.3709,0.2664,3.6975,0.283,0.5281,0.6218,0.912,0.2555,1.5142,0.0715,2.13,1.5546,1.3711,0.348,1.539,0.1822,0.2562,0.4792,1.2117,7.1076,0.2573,0.2731,0.0694,0.4336,1.0138,1.4891,0.4138,3.6966,6.7456,1.5627,0.3663,0.6893,2.1872,3.9947,0.1435,0.4977
09-Sep-03,1.21,0.3172,2.3545,3.3763,0.2653,3.6932,0.2859,0.5311,0.6258,0.9192,0.2586,1.5322,0.0718,2.1275,1.551,1.3786,0.3468,1.5433,0.1817,0.2549,0.4768,1.2109,7.1021,0.257,0.2728,0.0693,0.4331,1.0114,1.5058,0.4133,3.7071,6.8202,1.5563,0.3665,0.6885,2.1847,3.9904,0.1439,0.4921
10-Sep-03,1.2181,0.3192,2.3705,3.3712,0.2662,3.7062,0.287,0.5354,0.6294,0.9279,0.2599,1.5369,0.0722,2.135,1.5574,1.3873,0.3483,1.5338,0.1836,0.2559,0.4803,1.2172,7.1419,0.2579,0.2737,0.0697,0.4348,1.0152,1.5157,0.4147,3.7299,6.8654,1.5618,0.3675,0.6909,2.1922,4.0041,0.1448,0.4934
11-Sep-03,1.2319,0.3228,2.3965,3.4025,0.2662,3.7062,0.2893,0.5388,0.6352,0.936,0.2609,1.5477,0.0731,2.135,1.5614,1.405,0.348,1.5516,0.183,0.2559,0.4782,1.2213,7.1627,0.2579,0.2738,0.0697,0.4348,1.0152,1.5323,0.4147,3.745,6.9426,1.5652,0.3683,0.6909,2.1922,4.0041,0.1449,0.4939
12-Sep-03,1.2402,0.325,2.4125,3.4173,0.2689,3.7192,0.2915,0.5429,0.6346,0.9445,0.2642,1.5534,0.0733,2.1425,1.5673,1.4155,0.3484,1.5525,0.1829,0.2568,0.4785,1.2255,7.1949,0.2588,0.2747,0.0699,0.4364,1.0193,1.5429,0.4162,3.7601,6.9902,1.5789,0.3696,0.6934,2.1999,4.0174,0.1451,0.4955
13-Sep-03,1.2316,0.3225,2.3962,3.4151,0.2707,3.7199,0.2902,0.5418,0.6311,0.9383,0.264,1.5431,0.0735,2.1429,1.5613,1.4128,0.3501,1.5585,0.1831,0.2568,0.4739,1.2243,7.1844,0.2589,0.2748,0.0699,0.4364,1.019,1.5321,0.4163,3.7509,6.9424,1.5803,0.3735,0.6935,2.2003,4.0189,0.1453,0.4952
14-Sep-03,1.2316,0.3225,2.3962,3.4151,0.2707,3.7199,0.2902,0.5418,0.6311,0.9383,0.264,1.5431,0.0735,2.1429,1.5613,1.4128,0.3501,1.5585,0.1831,0.2568,0.4739,1.2243,7.1844,0.2589,0.2748,0.0699,0.4364,1.019,1.5321,0.4163,3.7509,6.9424,1.5803,0.3735,0.6935,2.2003,4.0189,0.1453,0.4952
15-Sep-03,1.2316,0.3225,2.3962,3.4151,0.2707,3.7199,0.2902,0.5418,0.6311,0.9383,0.264,1.5431,0.0735,2.1429,1.5613,1.4128,0.3501,1.5585,0.1831,0.2568,0.4739,1.2243,7.1844,0.2589,0.2748,0.0699,0.4364,1.019,1.5321,0.4163,3.7509,6.9424,1.5803,0.3735,0.6935,2.2003,4.0189,0.1453,0.4952
16-Sep-03,1.238,0.3244,2.4085,3.4307,0.2716,3.7105,0.2912,0.5418,0.6335,0.9443,0.2624,1.5487,0.0737,2.1375,1.5675,1.4184,0.3487,1.5568,0.182,0.2562,0.4739,1.2202,7.1779,0.2582,0.2741,0.0696,0.4352,1.0148,1.5398,0.4152,3.754,6.9778,1.581,0.3727,0.6917,2.1948,4.0084,0.1449,0.4944
17-Sep-03,1.237,0.3241,2.4062,3.4213,0.2704,3.7105,0.2911,0.5403,0.6338,0.9455,0.2627,1.5428,0.0734,2.1375,1.5634,1.4197,0.3481,1.5602,0.1834,0.2562,0.4764,1.2214,7.18,0.2582,0.2741,0.0696,0.4351,1.0152,1.5388,0.4152,3.7559,6.9723,1.5833,0.3725,0.6917,2.1941,4.0092,0.1448,0.4947
18-Sep-03,1.2268,0.3215,2.3869,3.3948,0.2681,3.7105,0.289,0.5331,0.6315,0.9389,0.2632,1.5372,0.0732,2.1375,1.5599,1.4114,0.3504,1.5591,0.184,0.2562,0.4775,1.2207,7.1813,0.2582,0.2741,0.0697,0.4351,1.0146,1.5261,0.4152,3.7408,6.9161,1.6071,0.3769,0.6917,2.1941,4.0092,0.1449,0.4949
19-Sep-03,1.2339,0.3233,2.4005,3.4314,0.2694,3.6975,0.2937,0.5289,0.6301,0.9436,0.267,1.5431,0.0735,2.13,1.5602,1.4173,0.3463,1.5485,0.184,0.2556,0.4767,1.2166,7.1662,0.2573,0.2731,0.0696,0.4335,1.0109,1.5347,0.4138,3.7414,6.9537,1.6015,0.3753,0.6893,2.1864,3.9951,0.1442,0.4932
20-Sep-03,1.2315,0.3228,2.3966,3.4495,0.2696,3.6888,0.294,0.5286,0.6293,0.9393,0.2654,1.5375,0.0737,2.125,1.5635,1.421,0.3464,1.5483,0.1845,0.255,0.4757,1.2155,7.1525,0.2567,0.2725,0.0695,0.4326,1.0105,1.5328,0.4128,3.7086,6.9456,1.5624,0.373,0.6897,2.1812,3.9171,0.144,0.503
21-Sep-03,1.2315,0.3228,2.3966,3.4495,0.2696,3.6888,0.294,0.5286,0.6293,0.9393,0.2654,1.5375,0.0737,2.125,1.5635,1.421,0.3464,1.5483,0.1845,0.255,0.4757,1.2155,7.1525,0.2567,0.2725,0.0695,0.4326,1.0105,1.5328,0.4128,3.7086,6.9456,1.5624,0.373,0.6897,2.1812,3.9171,0.144,0.503
22-Sep-03,1.2315,0.3228,2.3966,3.4495,0.2696,3.6888,0.294,0.5286,0.6293,0.9393,0.2654,1.5375,0.0737,2.125,1.5635,1.421,0.3464,1.5483,0.1845,0.255,0.4757,1.2155,7.1525,0.2567,0.2725,0.0695,0.4326,1.0105,1.5328,0.4128,3.7086,6.9456,1.5624,0.373,0.6897,2.1812,3.9171,0.144,0.503
23-Sep-03,1.2482,0.3273,2.4297,3.4933,0.2733,3.6801,0.298,0.5393,0.6346,0.955,0.2684,1.5613,0.0756,2.12,1.5795,1.4386,0.3464,1.5646,0.1888,0.2544,0.4759,1.2244,7.1762,0.2561,0.2719,0.0695,0.4316,1.0066,1.5527,0.4118,3.7769,7.0387,1.6012,0.3716,0.6861,2.187,3.9752,0.1435,0.4983
24-Sep-03,1.2441,0.3261,2.4216,3.4836,0.2732,3.6628,0.2967,0.5387,0.6333,0.9518,0.2688,1.5602,0.0758,2.11,1.5634,1.4312,0.3434,1.556,0.1895,0.2532,0.475,1.2194,7.1538,0.2549,0.2723,0.0692,0.4295,1.0012,1.5486,0.4099,3.7652,7.0142,1.5985,0.3695,0.6828,2.1767,3.9558,0.1424,0.496
25-Sep-03,1.2448,0.3262,2.4222,3.4948,0.2746,3.6706,0.2999,0.5398,0.6346,0.9564,0.2713,1.5593,0.0765,2.1145,1.559,1.4281,0.3448,1.5605,0.1888,0.2537,0.4754,1.2193,7.1707,0.2555,0.2726,0.0694,0.4305,1.0017,1.5489,0.4107,3.7692,7.0186,1.6019,0.3702,0.6843,2.1695,3.9646,0.1424,0.4967
26-Sep-03,1.2464,0.3266,2.4252,3.4991,0.2734,3.6704,0.3005,0.5414,0.6342,0.9583,0.2716,1.5619,0.0764,2.1144,1.558,1.4308,0.3438,1.5639,0.1898,0.2537,0.4753,1.2216,7.1713,0.2555,0.2722,0.0694,0.4305,1.0007,1.551,0.4107,3.7744,7.0272,1.6018,0.3703,0.6843,2.1694,3.9647,0.1423,0.4967
27-Sep-03,1.2458,0.3264,2.4246,3.5044,0.2724,3.6689,0.3,0.5372,0.6343,0.9539,0.2719,1.5711,0.0766,2.1135,1.5607,1.4321,0.3448,1.5416,0.1886,0.2536,0.4747,1.2208,7.1656,0.2553,0.2723,0.0693,0.4304,1.0007,1.5502,0.4105,3.7728,7.0251,1.6258,0.3699,0.684,2.1794,3.9653,0.1422,0.4965
28-Sep-03,1.2458,0.3264,2.4246,3.5044,0.2724,3.6689,0.3,0.5372,0.6343,0.9539,0.2719,1.5711,0.0766,2.1135,1.5607,1.4321,0.3448,1.5416,0.1886,0.2536,0.4747,1.2208,7.1656,0.2553,0.2723,0.0693,0.4304,1.0007,1.5502,0.4105,3.7728,7.0251,1.6258,0.3699,0.684,2.1794,3.9653,0.1422,0.4965
29-Sep-03,1.2458,0.3264,2.4246,3.5044,0.2724,3.6689,0.3,0.5372,0.6343,0.9539,0.2719,1.5711,0.0766,2.1135,1.5607,1.4321,0.3448,1.5416,0.1886,0.2536,0.4747,1.2208,7.1656,0.2553,0.2723,0.0693,0.4304,1.0007,1.5502,0.4105,3.7728,7.0251,1.6258,0.3699,0.684,2.1794,3.9653,0.1422,0.4965
30-Sep-03,1.2379,0.3246,2.4103,3.4915,0.2726,3.668,0.2979,0.5305,0.6312,0.9502,0.2699,1.5646,0.0762,2.113,1.5528,1.4142,0.3444,1.5367,0.1898,0.2535,0.4748,1.2228,7.1717,0.2553,0.2728,0.069,0.4303,1.0005,1.5411,0.4105,3.7665,6.9837,1.638,0.3694,0.6838,2.1789,3.9631,0.1417,0.4972
01-Oct-03,1.261,0.331,2.457,3.5317,0.2767,3.668,0.3015,0.532,0.6404,0.9657,0.2759,1.5974,0.0773,2.113,1.5697,1.4394,0.3441,1.5323,0.1911,0.2535,0.476,1.2224,7.1776,0.2553,0.2729,0.069,0.4303,1,1.5712,0.4105,3.7983,7.119,1.6008,0.3706,0.6838,2.1789,3.893,0.142,0.4972
02-Oct-03,1.2652,0.332,2.465,3.5148,0.2764,3.668,0.2989,0.538,0.6414,0.9719,0.2724,1.5995,0.0773,2.113,1.5684,1.4428,0.343,1.5256,0.1901,0.2535,0.4761,1.2228,7.1763,0.2553,0.2731,0.0691,0.4303,1,1.5758,0.4105,3.799,7.1424,1.6638,0.3703,0.6838,2.1781,3.9629,0.1423,0.4972
03-Oct-03,1.2715,0.3335,2.4764,3.5249,0.2776,3.668,0.3016,0.5394,0.6435,0.9775,0.2748,1.6057,0.0775,2.113,1.5694,1.4457,0.3425,1.5142,0.1903,0.2535,0.4776,1.2249,7.1707,0.2553,0.2731,0.0694,0.4303,0.9995,1.5834,0.4105,3.8072,7.1766,1.6508,0.3703,0.6838,2.1781,3.9629,0.1422,0.4972
04-Oct-03,1.272,0.3334,2.476,3.5363,0.2781,3.668,0.3034,0.5457,0.6431,0.9764,0.2754,1.6068,0.0778,2.113,1.5795,1.4476,0.3447,1.5191,0.1913,0.2535,0.4798,1.2246,7.1805,0.2553,0.2736,0.0694,0.4303,0.9994,1.5833,0.4105,3.8106,7.1741,1.638,0.3701,0.6838,2.1672,3.9631,0.1423,0.4991
05-Oct-03,1.272,0.3334,2.476,3.5363,0.2781,3.668,0.3034,0.5457,0.6431,0.9764,0.2754,1.6068,0.0778,2.113,1.5795,1.4476,0.3447,1.5191,0.1913,0.2535,0.4798,1.2246,7.1805,0.2553,0.2736,0.0694,0.4303,0.9994,1.5833,0.4105,3.8106,7.1741,1.638,0.3701,0.6838,2.1672,3.9631,0.1423,0.4991
06-Oct-03,1.272,0.3334,2.476,3.5363,0.2781,3.668,0.3034,0.5457,0.6431,0.9764,0.2754,1.6068,0.0778,2.113,1.5795,1.4476,0.3447,1.5191,0.1913,0.2535,0.4798,1.2246,7.1805,0.2553,0.2736,0.0694,0.4303,0.9994,1.5833,0.4105,3.8106,7.1741,1.638,0.3701,0.6838,2.1672,3.9631,0.1423,0.4991
07-Oct-03,1.2554,0.3291,2.4432,3.5062,0.2755,3.6628,0.2989,0.5392,0.6378,0.9661,0.2724,1.5808,0.0767,2.11,1.5666,1.4323,0.3424,1.5435,0.1901,0.2532,0.4786,1.2203,7.1693,0.2549,0.2734,0.0693,0.4297,0.9972,1.5621,0.4099,3.7841,7.0796,1.6357,0.3696,0.6851,2.1641,3.9565,0.1423,0.4983
08-Oct-03,1.2712,0.3332,2.4748,3.5332,0.2762,3.6628,0.3014,0.5437,0.6444,0.976,0.2774,1.6009,0.0778,2.11,1.5752,1.4496,0.3448,1.5362,0.1907,0.2532,0.4761,1.2248,7.1742,0.2549,0.2736,0.0694,0.4298,0.9958,1.5826,0.4099,3.8066,7.1708,1.5985,0.3685,0.6851,2.1637,3.9569,0.1423,0.5
09-Oct-03,1.2772,0.3349,2.4864,3.499,0.2761,3.6498,0.3016,0.5456,0.645,0.9802,0.2766,1.6088,0.0779,2.1025,1.5832,1.4528,0.3433,1.5296,0.1917,0.2522,0.4742,1.2224,7.1555,0.254,0.272,0.0692,0.4282,0.9917,1.5899,0.4084,3.8047,7.2053,1.5808,0.3673,0.6826,2.1669,3.9432,0.142,0.4986
10-Oct-03,1.2782,0.335,2.4881,3.5018,0.2769,3.6454,0.3021,0.5521,0.6444,0.9808,0.277,1.6062,0.0777,2.1,1.581,1.458,0.3415,1.5184,0.1925,0.252,0.475,1.2189,7.1482,0.2537,0.2714,0.0695,0.4278,0.9906,1.591,0.4079,3.8071,7.2108,1.5789,0.3703,0.6818,2.1535,3.9385,0.142,0.5014
11-Oct-03,1.2667,0.3319,2.4654,3.4927,0.2758,3.6454,0.2995,0.5452,0.6388,0.9717,0.2745,1.5937,0.0768,2.1,1.5703,1.4469,0.3437,1.5179,0.1933,0.252,0.4755,1.2162,7.1429,0.2537,0.2717,0.0695,0.4278,0.9906,1.5765,0.4079,3.7954,7.139,1.5789,0.3703,0.6818,2.1535,3.9381,0.1425,0.5024
12-Oct-03,1.2667,0.3319,2.4654,3.4927,0.2758,3.6454,0.2995,0.5452,0.6388,0.9717,0.2745,1.5937,0.0768,2.1,1.5703,1.4469,0.3437,1.5179,0.1933,0.252,0.4755,1.2162,7.1429,0.2537,0.2717,0.0695,0.4278,0.9906,1.5765,0.4079,3.7954,7.139,1.5789,0.3703,0.6818,2.1535,3.9381,0.1425,0.5024
13-Oct-03,1.2667,0.3319,2.4654,3.4927,0.2758,3.6454,0.2995,0.5452,0.6388,0.9717,0.2745,1.5937,0.0768,2.1,1.5703,1.4469,0.3437,1.5179,0.1933,0.252,0.4755,1.2162,7.1429,0.2537,0.2717,0.0695,0.4278,0.9906,1.5765,0.4079,3.7954,7.139,1.5789,0.3703,0.6818,2.1535,3.9381,0.1425,0.5024
14-Oct-03,1.2627,0.3301,2.452,3.4715,0.275,3.7108,0.298,0.5436,0.6353,0.9649,0.2724,1.5845,0.0765,2.0925,1.58,1.4392,0.3408,1.5065,0.1929,0.2509,0.4745,1.2161,7.1203,0.2528,0.2706,0.0696,0.4263,0.9838,1.5682,0.4065,3.7791,7.1038,1.5674,0.369,0.6794,2.1458,3.9248,0.1423,0.4985
15-Oct-03,1.2627,0.3301,2.452,3.4715,0.275,3.7108,0.298,0.5436,0.6353,0.9649,0.2724,1.5845,0.0765,2.0925,1.58,1.4392,0.3408,1.5065,0.1929,0.2509,0.4745,1.2161,7.1203,0.2528,0.2706,0.0696,0.4263,0.9838,1.5682,0.4065,3.7791,7.1038,1.5674,0.369,0.6794,2.1458,3.9248,0.1423,0.4985
16-Oct-03,1.2609,0.3304,2.4537,3.5058,0.2753,3.6497,0.2971,0.5413,0.631,0.9586,0.274,1.588,0.0766,2.0925,1.5806,1.4459,0.3411,1.4893,0.1919,0.2508,0.475,1.2034,7.1193,0.2528,0.2702,0.0696,0.4263,0.981,1.5691,0.4065,3.7866,7.1106,1.5616,0.3692,0.6794,2.1456,3.9229,0.1421,0.5052
17-Oct-03,1.2485,0.3271,2.4296,3.4924,0.2723,3.679,0.2944,0.5304,0.6289,0.274,0.2721,1.5693,0.076,2.09,1.5755,1.4375,0.3404,1.4812,0.1904,0.2504,0.4728,1.202,7.112,0.2525,0.2699,0.0696,0.4257,0.9803,1.554,0.406,3.7664,7.0396,1.5597,0.369,0.6786,2.143,3.9186,0.1423,0.5048
18-Oct-03,1.2422,0.3254,2.4169,3.4903,0.2709,3.6385,0.2933,0.5212,0.6257,0.9386,0.2695,1.5614,0.0755,2.085,1.5823,1.4374,0.3401,1.4591,0.1901,0.2499,0.471,1.198,7.0885,0.2519,0.2692,0.0693,0.4246,0.9798,1.5453,0.405,3.7561,7.0049,1.5677,0.3718,0.6769,2.1379,3.9078,0.1415,0.5036
19-Oct-03,1.2422,0.3254,2.4169,3.4903,0.2709,3.6385,0.2933,0.5212,0.6257,0.9386,0.2695,1.5614,0.0755,2.085,1.5823,1.4374,0.3401,1.4591,0.1901,0.2499,0.471,1.198,7.0885,0.2519,0.2692,0.0693,0.4246,0.9798,1.5453,0.405,3.7561,7.0049,1.5677,0.3718,0.6769,2.1379,3.9078,0.1415,0.5036
20-Oct-03,1.2422,0.3254,2.4169,3.4903,0.2709,3.6385,0.2933,0.5212,0.6257,0.9386,0.2695,1.5614,0.0755,2.085,1.5823,1.4374,0.3401,1.4591,0.1901,0.2499,0.471,1.198,7.0885,0.2519,0.2692,0.0693,0.4246,0.9798,1.5453,0.405,3.7561,7.0049,1.5677,0.3718,0.6769,2.1379,3.9078,0.1415,0.5036
21-Oct-03,1.2528,0.3281,2.4371,3.5041,0.2729,3.629,0.295,0.5302,0.6274,0.9511,0.2702,1.5703,0.0767,2.0864,1.5855,1.4494,0.3409,1.43,0.1907,0.2499,0.4702,1.1998,7.1031,0.2521,0.2692,0.0695,0.4249,0.9809,1.5587,0.4053,3.7708,7.0627,1.5687,0.372,0.6774,2.1393,3.9132,0.1413,0.504
22-Oct-03,1.2484,0.327,2.429,3.4897,0.2727,3.6522,0.2929,0.5296,0.626,0.951,0.2685,1.5644,0.0766,2.0864,1.5801,1.4469,0.3404,1.4325,0.19,0.2499,0.469,1.1953,7.0978,0.2521,0.269,0.0697,0.4249,0.9828,1.5532,0.4053,3.7613,7.0396,1.583,0.372,0.6774,2.1391,3.9108,0.1412,0.504
23-Oct-03,1.2558,0.3288,2.4433,3.4991,0.274,3.6633,0.2956,0.5316,0.6288,0.9525,0.2707,1.5743,0.0768,2.089,1.5877,1.4623,0.3402,1.4105,0.1908,0.2502,0.4692,1.1999,7.1076,0.2524,0.2694,0.0698,0.4254,0.9817,1.5625,0.4058,3.7742,7.0806,1.5766,0.375,0.6782,2.1418,3.8401,0.1412,0.5046
24-Oct-03,1.2703,0.3328,2.4721,3.535,0.2758,3.6717,0.2999,0.5301,0.6366,0.9658,0.2738,1.5995,0.0776,2.089,1.5995,1.4677,0.3402,1.4318,0.1905,0.2502,0.4663,1.1999,7.1117,0.2524,0.2694,0.0698,0.4254,0.9805,1.5805,0.4058,3.7927,7.1637,1.5651,0.375,0.6818,2.1418,3.9157,0.141,0.5046
25-Oct-03,1.261,0.332,2.4664,3.5462,0.2753,3.7082,0.299,0.5315,0.6349,0.9551,0.2725,1.5937,0.0773,2.0925,1.6043,1.4641,0.3414,1.4129,0.191,0.2507,0.4674,1.2004,7.1261,0.2528,0.2699,0.0699,0.4261,0.9852,1.5779,0.4065,3.7635,7.172,1.5733,0.3753,0.6829,2.1453,3.9222,0.1427,0.4986
26-Oct-03,1.261,0.332,2.4664,3.5462,0.2753,3.7082,0.299,0.5315,0.6349,0.9551,0.2725,1.5937,0.0773,2.0925,1.6043,1.4641,0.3414,1.4129,0.191,0.2507,0.4674,1.2004,7.1261,0.2528,0.2699,0.0699,0.4261,0.9852,1.5779,0.4065,3.7635,7.172,1.5733,0.3753,0.6829,2.1453,3.9222,0.1427,0.4986
27-Oct-03,1.261,0.332,2.4664,3.5462,0.2753,3.7082,0.299,0.5315,0.6349,0.9551,0.2725,1.5937,0.0773,2.0925,1.6043,1.4641,0.3414,1.4129,0.191,0.2507,0.4674,1.2004,7.1261,0.2528,0.2699,0.0699,0.4261,0.9852,1.5779,0.4065,3.7635,7.172,1.5733,0.3753,0.6829,2.1453,3.9222,0.1427,0.4986
28-Oct-03,1.2619,0.331,2.4583,3.5439,0.2744,3.7036,0.2978,0.5266,0.6339,0.9547,0.271,1.5899,0.0764,2.095,1.6001,1.4713,0.3407,1.3985,0.1928,0.251,0.4687,1.2031,7.1343,0.2531,0.2702,0.0696,0.4267,0.9817,1.5712,0.407,3.768,7.1621,1.5693,0.3755,0.6837,2.1479,3.9265,0.1414,0.506
29-Oct-03,1.2625,0.3315,2.4626,3.5554,0.2752,3.7003,0.2988,0.5296,0.6335,0.9631,0.2723,1.5915,0.0768,2.1019,1.6005,1.4787,0.3423,1.3837,0.194,0.2518,0.4693,1.2059,7.1556,0.254,0.271,0.0702,0.4281,0.9857,1.5746,0.4083,3.7934,7.1352,1.5721,0.3767,0.6882,2.1547,3.9435,0.1433,0.5077
30-Oct-03,1.2545,0.3312,2.4605,3.5772,0.2752,3.6977,0.2996,0.5272,0.631,0.9589,0.2718,1.5847,0.0765,2.1019,1.605,1.4833,0.3409,1.3838,0.1948,0.2518,0.4676,1.2099,7.1603,0.254,0.2709,0.0705,0.4281,0.9863,1.5731,0.4042,3.7968,7.1299,1.5674,0.3765,0.6882,2.1547,3.9402,0.1421,0.5077
31-Oct-03,1.2586,0.331,2.459,3.5781,0.2769,3.6996,0.2993,0.5271,0.6292,0.9614,0.2732,1.5837,0.0768,2.1069,1.6072,1.4866,0.342,1.3971,0.1951,0.2524,0.4674,1.2149,7.1695,0.2546,0.2715,0.0706,0.429,0.9878,1.5719,0.4052,3.8031,7.1242,1.57,0.3774,0.6898,2.1599,3.9492,0.1426,0.5089
01-Nov-03,1.2628,0.3293,2.4474,3.5627,0.2754,3.6793,0.2984,0.5216,0.6247,0.9413,0.2709,1.5796,0.0765,2.1044,1.5988,1.4823,0.3444,1.42,0.193,0.2521,0.4691,1.2111,7.1588,0.2543,0.271,0.0703,0.4285,0.9871,1.565,0.4047,3.7897,7.0908,1.5611,0.3769,0.689,2.1573,3.943,0.1427,0.5083
02-Nov-03,1.2628,0.3293,2.4474,3.5627,0.2754,3.6793,0.2984,0.5216,0.6247,0.9413,0.2709,1.5796,0.0765,2.1044,1.5988,1.4823,0.3444,1.42,0.193,0.2521,0.4691,1.2111,7.1588,0.2543,0.271,0.0703,0.4285,0.9871,1.565,0.4047,3.7897,7.0908,1.5611,0.3769,0.689,2.1573,3.943,0.1427,0.5083
03-Nov-03,1.2628,0.3293,2.4474,3.5627,0.2754,3.6793,0.2984,0.5216,0.6247,0.9413,0.2709,1.5796,0.0765,2.1044,1.5988,1.4823,0.3444,1.42,0.193,0.2521,0.4691,1.2111,7.1588,0.2543,0.271,0.0703,0.4285,0.9871,1.565,0.4047,3.7897,7.0908,1.5611,0.3769,0.689,2.1573,3.943,0.1427,0.5083
