Date,BGN,DKK,EUR,GBP,ISK,YUM,NOK,PLN,ROL,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRL,JPY,IRR,ILS,SGD,KWD,CNY,HKD,RUB,AZM,BYR,EEK,TMM,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS
04-Nov-03,1.2505,0.3278,2.4356,3.5602,0.2748,3.6632,0.2958,0.523,0.6207,0.9298,0.2685,1.57,0.0761,2.1044,1.59,1.4903,0.3425,1.4286,0.1907,0.2519,0.4686,1.2076,7.1542,0.2543,0.271,0.0703,0.4286,0.9884,1.5578,0.4047,3.7646,7.0817,1.5704,0.3764,0.689,2.1572,3.9449,0.1435,0.5083
05-Nov-03,1.2511,0.3255,2.4185,3.537,0.2746,3.6642,0.2944,0.5246,0.6213,0.9307,0.2677,1.5514,0.0755,2.1115,1.5773,1.4747,0.3452,1.4344,0.1914,0.2528,0.4714,1.2096,7.1632,0.2551,0.2719,0.0707,0.43,0.9871,1.5469,0.4061,3.7746,7.0101,1.5757,0.3773,0.6946,2.1645,3.9563,0.1428,0.51
06-Nov-03,1.2413,0.325,2.4158,3.5492,0.2767,3.6232,0.2933,0.5274,0.6123,0.9333,0.2678,1.5419,0.0759,2.1115,1.5882,1.4983,0.3457,1.4257,0.1924,0.2528,0.4713,1.2114,7.1608,0.2551,0.2719,0.0708,0.43,0.9871,1.5449,0.4061,3.7793,6.9991,1.5781,0.3767,0.6946,2.1645,3.9563,0.1429,0.51
07-Nov-03,1.2469,0.3265,2.4272,3.5508,0.2775,3.6371,0.2946,0.5258,0.6113,0.941,0.2695,1.5498,0.0759,2.12,1.5908,1.5048,0.3453,1.4166,0.193,0.2537,0.4727,1.2171,7.1913,0.2561,0.2729,0.0711,0.4317,0.992,1.5521,0.4077,3.7932,7.0317,1.5833,0.3776,0.6974,2.1732,3.9726,0.1439,0.5121
08-Nov-03,1.2438,0.3255,2.4202,3.5262,0.2776,3.6273,0.2936,0.5282,0.6127,0.9411,0.2695,1.5416,0.0758,2.12,1.5847,1.4982,0.3458,1.4086,0.1924,0.2537,0.4724,1.2181,7.185,0.2561,0.2729,0.0711,0.4316,0.9925,1.5475,0.4077,3.7857,7.0117,1.5743,0.3766,0.6919,2.1732,3.9752,0.1441,0.5102
09-Nov-03,1.2438,0.3255,2.4202,3.5262,0.2776,3.6273,0.2936,0.5282,0.6127,0.9411,0.2695,1.5416,0.0758,2.12,1.5847,1.4982,0.3458,1.4086,0.1924,0.2537,0.4724,1.2181,7.185,0.2561,0.2729,0.0711,0.4316,0.9925,1.5475,0.4077,3.7857,7.0117,1.5743,0.3766,0.6919,2.1732,3.9752,0.1441,0.5102
10-Nov-03,1.2438,0.3255,2.4202,3.5262,0.2776,3.6273,0.2936,0.5282,0.6127,0.9411,0.2695,1.5416,0.0758,2.12,1.5847,1.4982,0.3458,1.4086,0.1924,0.2537,0.4724,1.2181,7.185,0.2561,0.2729,0.0711,0.4316,0.9925,1.5475,0.4077,3.7857,7.0117,1.5743,0.3766,0.6919,2.1732,3.9752,0.1441,0.5102
11-Nov-03,1.2568,0.329,2.445,3.5532,0.2783,3.6269,0.2967,0.532,0.6108,0.9513,0.2724,1.5561,0.0764,2.125,1.6081,1.5111,0.3467,1.4224,0.1942,0.2543,0.4725,1.2231,7.21,0.2567,0.2736,0.0713,0.4326,0.9936,1.5634,0.4087,3.8137,7.0831,1.5858,0.3769,0.699,2.1775,3.9839,0.144,0.5114
12-Nov-03,1.2603,0.3299,2.452,3.5601,0.2785,3.6626,0.2988,0.5379,0.6151,0.9536,0.2731,1.5603,0.0768,2.135,1.626,1.5252,0.3486,1.4406,0.1963,0.2554,0.4715,1.23,7.2424,0.2579,0.2752,0.0716,0.4347,0.9977,1.5681,0.4106,3.8303,7.1065,1.5957,0.3778,0.7078,2.1877,4.0034,0.1446,0.5118
13-Nov-03,1.2946,0.3389,2.5182,3.6351,0.2853,3.714,0.3068,0.5488,0.6258,0.9742,0.2805,1.6075,0.0786,2.175,1.6588,1.554,0.3542,1.4617,0.1998,0.2602,0.4809,1.2555,7.3804,0.2628,0.2801,0.073,0.4429,1.0154,1.6107,0.4183,3.9126,7.2979,1.6268,0.3846,0.721,2.2287,4.0757,0.1473,0.5164
14-Nov-03,1.3367,0.3498,2.6004,3.7384,0.2943,3.8392,0.3182,0.5675,0.6487,1.006,0.2906,1.6563,0.0814,2.2275,1.7135,1.6063,0.3628,1.5051,0.2057,0.2665,0.495,1.2885,7.5639,0.2691,0.2869,0.0746,0.4536,1.0419,1.6623,0.4284,3.9777,7.4638,1.6685,0.3939,0.7384,2.2825,4.1764,0.1511,0.5289
15-Nov-03,1.3376,0.35,2.6018,3.7298,0.2928,3.8445,0.3174,0.5699,0.6466,1.0068,0.2906,1.66,0.0812,2.21,1.7038,1.5934,0.3599,1.5029,0.2045,0.2644,0.4894,1.286,7.503,0.267,0.2848,0.0741,0.4498,1.0342,1.6643,0.425,4.0087,7.5419,1.6554,0.3907,0.7326,2.2646,4.1467,0.1503,0.5119
16-Nov-03,1.3376,0.35,2.6018,3.7298,0.2928,3.8445,0.3174,0.5699,0.6466,1.0068,0.2906,1.66,0.0812,2.21,1.7038,1.5934,0.3599,1.5029,0.2045,0.2644,0.4894,1.286,7.503,0.267,0.2848,0.0741,0.4498,1.0342,1.6643,0.425,4.0087,7.5419,1.6554,0.3907,0.7326,2.2646,4.1467,0.1503,0.5119
17-Nov-03,1.3376,0.35,2.6018,3.7298,0.2928,3.8445,0.3174,0.5699,0.6466,1.0068,0.2906,1.66,0.0812,2.21,1.7038,1.5934,0.3599,1.5029,0.2045,0.2644,0.4894,1.286,7.503,0.267,0.2848,0.0741,0.4498,1.0342,1.6643,0.425,4.0087,7.5419,1.6554,0.3907,0.7326,2.2646,4.1467,0.1503,0.5119
18-Nov-03,1.3286,0.3477,2.5855,3.6998,0.2902,3.8566,0.315,0.5656,0.6467,1,0.2889,1.6557,0.0807,2.19,1.68,1.5663,0.3561,1.4878,0.2,0.2621,0.4838,1.2724,7.4338,0.2646,0.2822,0.0735,0.4458,1.0238,1.6531,0.4212,3.9775,7.4938,1.6441,0.3872,0.7276,2.2427,4.1088,0.1492,0.5093
19-Nov-03,1.3256,0.347,2.5795,3.7095,0.2896,3.859,0.3148,0.5643,0.6467,1.0059,0.2879,1.657,0.0806,2.1899,1.6713,1.5693,0.3567,1.4963,0.2011,0.262,0.4852,1.2718,7.4337,0.2646,0.2822,0.0735,0.4456,1.024,1.6498,0.4211,3.978,7.4753,1.6453,0.3872,0.7275,2.2426,4.0274,0.1497,0.5093
20-Nov-03,1.3534,0.3544,2.6353,3.7519,0.2941,3.864,0.3223,0.5708,0.6501,1.0234,0.2932,1.701,0.0828,2.2049,1.6958,1.5941,0.3586,1.5144,0.2043,0.264,0.4903,1.2875,7.4821,0.2664,0.2843,0.074,0.4486,1.0303,1.6851,0.424,4.0331,7.636,1.6566,0.3898,0.7325,2.258,4.1341,0.1506,0.5084
21-Nov-03,1.349,0.3533,2.6271,3.745,0.2936,3.9123,0.3218,0.5691,0.6558,1.0198,0.2927,1.69,0.0825,2.2049,1.6928,1.5906,0.3604,1.5066,0.2022,0.264,0.4918,1.2834,7.4791,0.2664,0.2842,0.074,0.4486,1.0303,1.6795,0.424,4.0221,7.612,1.6603,0.3901,0.7325,2.258,4.1357,0.151,0.502
22-Nov-03,1.3554,0.3551,2.64,3.7793,0.2969,3.9289,0.3234,0.5707,0.6588,1.0259,0.2941,1.7068,0.0829,2.22,1.7043,1.6033,0.3622,1.5082,0.2039,0.2658,0.4956,1.2888,7.5346,0.2682,0.286,0.0745,0.4516,1.0374,1.6921,0.4269,4.0496,7.6499,1.6717,0.3929,0.7375,2.2734,4.1656,0.1518,0.5049
23-Nov-03,1.3554,0.3551,2.64,3.7793,0.2969,3.9289,0.3234,0.5707,0.6588,1.0259,0.2941,1.7068,0.0829,2.22,1.7043,1.6033,0.3622,1.5082,0.2039,0.2658,0.4956,1.2888,7.5346,0.2682,0.286,0.0745,0.4516,1.0374,1.6921,0.4269,4.0496,7.6499,1.6717,0.3929,0.7375,2.2734,4.1656,0.1518,0.5049
24-Nov-03,1.3554,0.3551,2.64,3.7793,0.2969,3.9289,0.3234,0.5707,0.6588,1.0259,0.2941,1.7068,0.0829,2.22,1.7043,1.6033,0.3622,1.5082,0.2039,0.2658,0.4956,1.2888,7.5346,0.2682,0.286,0.0745,0.4516,1.0374,1.6921,0.4269,4.0496,7.6499,1.6717,0.3929,0.7375,2.2734,4.1656,0.1518,0.5049
25-Nov-03,1.3458,0.3527,2.6217,3.759,0.2954,3.9155,0.3212,0.5626,0.6558,1.0154,0.2934,1.6931,0.0823,2.21,1.6921,1.5978,0.3593,1.5111,0.2028,0.2645,0.4925,1.2836,7.492,0.267,0.2847,0.0743,0.4496,1.0313,1.6764,0.425,4.0262,7.5971,1.6742,0.3905,0.7391,2.2619,4.1456,0.1508,0.5032
26-Nov-03,1.3156,0.3445,2.5613,3.6886,0.288,3.8392,0.3139,0.5507,0.639,0.9806,0.2859,1.6489,0.0804,2.17,1.6469,1.5635,0.354,1.4812,0.1981,0.2595,0.4844,1.2597,7.3667,0.2622,0.2794,0.073,0.4414,1.0112,1.6382,0.4173,3.944,7.4221,1.6439,0.3831,0.7258,2.2209,3.9817,0.1481,0.4943
27-Nov-03,1.3104,0.3432,2.5525,3.6699,0.2867,3.7804,0.3129,0.5488,0.6363,0.9765,0.2843,1.6447,0.0802,2.1575,1.6444,1.5517,0.352,1.4727,0.1972,0.258,0.4837,1.2525,7.3113,0.2607,0.2778,0.0726,0.4389,1.0054,1.6312,0.4149,3.9242,7.3955,1.6407,0.3808,0.7216,2.2082,4.0456,0.1473,0.4914
28-Nov-03,1.3223,0.3464,2.577,3.7002,0.2879,3.7935,0.3157,0.5525,0.6405,0.9762,0.2857,1.6662,0.0806,2.165,1.6565,1.5636,0.3526,1.4809,0.1983,0.259,0.4858,1.2541,7.3415,0.2616,0.2787,0.0728,0.4403,1.0079,1.6477,0.4163,3.9507,7.4681,1.6464,0.3822,0.7241,2.2158,4.0596,0.1477,0.4929
29-Nov-03,1.3376,0.3508,2.6085,3.7572,0.2925,3.8612,0.3198,0.559,0.6465,0.9899,0.2892,1.685,0.0815,2.19,1.6774,1.5836,0.3558,1.5021,0.2003,0.262,0.4929,1.2701,7.4346,0.2646,0.2821,0.0736,0.4454,1.0196,1.6683,0.4212,3.9942,7.5601,1.6654,0.3868,0.7324,2.2414,4.105,0.1494,0.4989
30-Nov-03,1.3376,0.3508,2.6085,3.7572,0.2925,3.8612,0.3198,0.559,0.6465,0.9899,0.2892,1.685,0.0815,2.19,1.6774,1.5836,0.3558,1.5021,0.2003,0.262,0.4929,1.2701,7.4346,0.2646,0.2821,0.0736,0.4454,1.0196,1.6683,0.4212,3.9942,7.5601,1.6654,0.3868,0.7324,2.2414,4.105,0.1494,0.4989
01-Dec-03,1.3376,0.3508,2.6085,3.7572,0.2925,3.8612,0.3198,0.559,0.6465,0.9899,0.2892,1.685,0.0815,2.19,1.6774,1.5836,0.3558,1.5021,0.2003,0.262,0.4929,1.2701,7.4346,0.2646,0.2821,0.0736,0.4454,1.0196,1.6683,0.4212,3.9942,7.5601,1.6654,0.3868,0.7324,2.2414,4.105,0.1494,0.4989
02-Dec-03,1.3269,0.3482,2.59,3.7236,0.2901,3.8069,0.3172,0.5571,0.645,0.9861,0.2871,1.6712,0.081,2.16,1.6629,1.5682,0.3518,1.4897,0.1976,0.2584,0.4881,1.2536,7.3292,0.261,0.2783,0.0727,0.4393,1.0047,1.6563,0.4154,3.9553,7.507,1.6426,0.3815,0.7295,2.2107,4.0495,0.1475,0.4919
03-Dec-03,1.3297,0.349,2.596,3.7294,0.2908,3.8497,0.3182,0.556,0.6466,0.9582,0.288,1.6714,0.0805,2.17,1.6631,1.5795,0.3547,1.4889,0.1978,0.2596,0.4904,1.259,7.3684,0.2622,0.2795,0.0731,0.4412,1.0088,1.6602,0.4173,3.9671,7.5222,1.6452,0.383,0.7329,2.2197,4.0675,0.1485,0.4907
04-Dec-03,1.3479,0.3539,2.6341,3.7668,0.2952,3.8513,0.3231,0.5648,0.6537,0.977,0.2922,1.6906,0.0815,2.18,1.6812,1.5988,0.3548,1.4865,0.2007,0.2608,0.4938,1.269,7.4107,0.2634,0.2808,0.0734,0.4433,1.013,1.6834,0.4192,4.0066,7.6269,1.6528,0.3848,0.7362,2.2299,4.087,0.1496,0.4928
05-Dec-03,1.3485,0.3538,2.6321,3.762,0.2953,3.8847,0.3244,0.5683,0.6529,0.974,0.2935,1.6903,0.0811,2.18,1.6723,1.604,0.3545,1.4978,0.2015,0.2608,0.4928,1.2699,7.3969,0.2634,0.2807,0.0734,0.4434,1.0135,1.6831,0.4192,4.0081,7.6256,1.6528,0.3849,0.7362,2.2299,4.0184,0.1498,0.4912
06-Dec-03,1.3468,0.3533,2.6283,3.7481,0.2939,3.8834,0.3253,0.5684,0.6513,0.9846,0.2932,1.6885,0.0814,2.177,1.6611,1.5986,0.354,1.4993,0.201,0.2604,0.4908,1.2669,7.3887,0.263,0.2804,0.0735,0.4427,1.0121,1.6809,0.4187,4.0011,7.6164,1.6505,0.3843,0.7352,2.2268,4.0798,0.1497,0.4908
07-Dec-03,1.3468,0.3533,2.6283,3.7481,0.2939,3.8834,0.3253,0.5684,0.6513,0.9846,0.2932,1.6885,0.0814,2.177,1.6611,1.5986,0.354,1.4993,0.201,0.2604,0.4908,1.2669,7.3887,0.263,0.2804,0.0735,0.4427,1.0121,1.6809,0.4187,4.0011,7.6164,1.6505,0.3843,0.7352,2.2268,4.0798,0.1497,0.4908
08-Dec-03,1.3468,0.3533,2.6283,3.7481,0.2939,3.8834,0.3253,0.5684,0.6513,0.9846,0.2932,1.6885,0.0814,2.177,1.6611,1.5986,0.354,1.4993,0.201,0.2604,0.4908,1.2669,7.3887,0.263,0.2804,0.0735,0.4427,1.0121,1.6809,0.4187,4.0011,7.6164,1.6505,0.3843,0.7352,2.2268,4.0798,0.1497,0.4908
09-Dec-03,1.3479,0.3535,2.63,3.7353,0.294,3.8531,0.3259,0.565,0.6499,0.9816,0.2941,1.6958,0.0815,2.16,1.6583,1.5967,0.3498,1.4948,0.2008,0.259,0.4878,1.263,7.332,0.261,0.2782,0.0731,0.4392,1.0037,1.681,0.4154,3.9852,7.619,1.6438,0.3813,0.7295,2.208,4.0476,0.1483,0.4906
10-Dec-03,1.3566,0.3554,2.6443,3.7545,0.2946,3.861,0.3261,0.5675,0.6526,0.9851,0.2962,1.711,0.0826,2.16,1.6653,1.5995,0.3512,1.5115,0.2016,0.2594,0.49,1.2626,7.3387,0.261,0.2782,0.0731,0.4391,1.0033,1.6911,0.4154,3.9985,7.6617,1.6451,0.3813,0.7274,2.208,3.9816,0.1488,0.4908
11-Dec-03,1.3477,0.3531,2.6268,3.75,0.2938,3.8671,0.3238,0.5655,0.6494,0.9977,0.2942,1.6974,0.082,2.16,1.6467,1.5924,0.3512,1.5094,0.1992,0.2594,0.4942,1.26,7.3223,0.261,0.2782,0.0731,0.439,1.0037,1.6795,0.4154,3.983,7.6137,1.6451,0.3803,0.7274,2.208,3.9816,0.1489,0.4878
12-Dec-03,1.3452,0.3527,2.6233,3.7521,0.2931,3.8457,0.3213,0.5651,0.6488,0.9977,0.2925,1.6903,0.0819,2.1575,1.6439,1.5894,0.3505,1.4993,0.1993,0.2592,0.4911,1.2589,7.3213,0.2607,0.2779,0.0733,0.4385,1.0016,1.6777,0.4149,3.9806,7.6033,1.6558,0.38,0.7266,2.2055,4.0425,0.1487,0.4868
13-Dec-03,1.3471,0.3531,2.6263,3.7514,0.2928,3.8295,0.3213,0.5642,0.6469,1.0007,0.2927,1.6954,0.082,2.145,1.6296,1.5894,0.3488,1.4932,0.1987,0.2577,0.4886,1.2534,7.2828,0.2591,0.2763,0.0729,0.4359,0.9958,1.6797,0.4125,3.9722,7.6102,1.6462,0.3781,0.7224,2.1927,4.0184,0.1475,0.4837
14-Dec-03,1.3471,0.3531,2.6263,3.7514,0.2928,3.8295,0.3213,0.5642,0.6469,1.0007,0.2927,1.6954,0.082,2.145,1.6296,1.5894,0.3488,1.4932,0.1987,0.2577,0.4886,1.2534,7.2828,0.2591,0.2763,0.0729,0.4359,0.9958,1.6797,0.4125,3.9722,7.6102,1.6462,0.3781,0.7224,2.1927,4.0184,0.1475,0.4837
15-Dec-03,1.3471,0.3531,2.6263,3.7514,0.2928,3.8295,0.3213,0.5642,0.6469,1.0007,0.2927,1.6954,0.082,2.145,1.6296,1.5894,0.3488,1.4932,0.1987,0.2577,0.4886,1.2534,7.2828,0.2591,0.2763,0.0729,0.4359,0.9958,1.6797,0.4125,3.9722,7.6102,1.6462,0.3781,0.7224,2.1927,4.0184,0.1475,0.4837
16-Dec-03,1.3095,0.3434,2.554,3.6387,0.285,3.7517,0.3115,0.5478,0.6302,0.9675,0.2844,1.6433,0.0797,2.09,1.5827,1.5458,0.3382,1.458,0.1936,0.2512,0.4775,1.2227,7.0932,0.2525,0.2692,0.0711,0.4248,0.9698,1.6334,0.4019,3.8646,7.4011,1.6328,0.3687,0.7039,2.1365,3.9183,0.1437,0.4713
17-Dec-03,1.3205,0.3466,2.5782,3.6487,0.286,3.7421,0.3133,0.5543,0.6341,0.9738,0.2858,1.6575,0.0803,2.09,1.5902,1.555,0.3393,1.4692,0.1941,0.2515,0.4789,1.2241,7.1011,0.2525,0.2692,0.0713,0.4248,0.9698,1.6484,0.4019,3.8797,7.4707,1.6328,0.3688,0.7039,2.1365,3.9168,0.1437,0.4702
18-Dec-03,1.3182,0.3459,2.574,3.6602,0.2869,3.7667,0.3139,0.5537,0.6344,0.9766,0.2856,1.6573,0.0797,2.09,1.5725,1.5491,0.3389,1.4585,0.1945,0.2515,0.4784,1.2245,7.0929,0.2525,0.2692,0.0714,0.4248,0.9694,1.6457,0.4019,3.8768,7.4592,1.6265,0.3692,0.7039,2.1352,3.9172,0.1437,0.4703
19-Dec-03,1.3282,0.3487,2.5952,3.6895,0.2882,3.7667,0.3114,0.5577,0.638,0.986,0.2862,1.6676,0.0801,2.09,1.5789,1.5495,0.3393,1.4646,0.1943,0.2515,0.4768,1.2241,7.0927,0.2525,0.2692,0.0715,0.4247,0.9698,1.6595,0.4019,3.8913,7.5199,1.6139,0.3694,0.7039,2.1352,3.9175,0.1442,0.4705
20-Dec-03,1.3292,0.3491,2.5977,3.7048,0.2889,3.7869,0.3115,0.5605,0.6385,0.9907,0.2871,1.6723,0.0803,2.0905,1.5673,1.5466,0.3405,1.4655,0.1943,0.2516,0.4767,1.2247,7.0968,0.2526,0.2692,0.0715,0.4248,0.971,1.6609,0.402,3.898,7.5276,1.6081,0.3699,0.704,2.1357,3.8713,0.1444,0.4707
21-Dec-03,1.3292,0.3491,2.5977,3.7048,0.2889,3.7869,0.3115,0.5605,0.6385,0.9907,0.2871,1.6723,0.0803,2.0905,1.5673,1.5466,0.3405,1.4655,0.1943,0.2516,0.4767,1.2247,7.0968,0.2526,0.2692,0.0715,0.4248,0.971,1.6609,0.402,3.898,7.5276,1.6081,0.3699,0.704,2.1357,3.8713,0.1444,0.4707
22-Dec-03,1.3292,0.3491,2.5977,3.7048,0.2889,3.7869,0.3115,0.5605,0.6385,0.9907,0.2871,1.6723,0.0803,2.0905,1.5673,1.5466,0.3405,1.4655,0.1943,0.2516,0.4767,1.2247,7.0968,0.2526,0.2692,0.0715,0.4248,0.971,1.6609,0.402,3.898,7.5276,1.6081,0.3699,0.704,2.1357,3.8713,0.1444,0.4707
23-Dec-03,1.3205,0.3471,2.5811,3.6704,0.2879,3.7715,0.3108,0.5572,0.636,0.9842,0.2846,1.6596,0.0796,2.082,1.5588,1.5315,0.337,1.4509,0.1935,0.2507,0.4752,1.2192,7.0631,0.2515,0.2681,0.0711,0.4231,0.9659,1.6512,0.4004,3.8764,7.4827,1.6015,0.3692,0.7012,2.127,3.904,0.1445,0.471
24-Dec-03,1.3217,0.3472,2.5833,3.6704,0.2882,3.7734,0.3087,0.5576,0.6377,0.9873,0.2833,1.6576,0.0795,2.082,1.5652,1.5288,0.3383,1.4559,0.194,0.2507,0.4753,1.2186,7.0646,0.2515,0.2682,0.0712,0.4231,0.965,1.6522,0.4004,3.8778,7.4868,1.6015,0.3704,0.7012,2.1258,3.9033,0.1444,0.4711
25-Dec-03,1.2996,0.3414,2.5401,3.6118,0.2834,3.7248,0.3028,0.5462,0.6295,0.977,0.2799,1.6286,0.0781,2.0475,1.5496,1.5133,0.3331,1.4368,0.1907,0.2465,0.4704,1.1995,6.9473,0.2474,0.2637,0.07,0.416,0.9488,1.6243,0.3938,3.8136,7.3603,1.5811,0.3646,0.6896,2.0906,3.8393,0.1422,0.4633
26-Dec-03,1.3023,0.3421,2.5454,3.6289,0.2838,3.7121,0.3024,0.5468,0.6291,0.9818,0.28,1.6385,0.0784,2.045,1.5626,1.5172,0.3328,1.4396,0.1908,0.2463,0.4694,1.1991,6.9452,0.2471,0.2634,0.0699,0.4155,0.9472,1.6286,0.3933,3.8153,7.3768,1.5792,0.3639,0.6887,2.088,3.836,0.1422,0.4628
27-Dec-03,1.3064,0.3431,2.5525,3.6338,0.2846,3.7289,0.3035,0.5481,0.6308,0.9834,0.2813,1.6441,0.0786,2.05,1.5658,1.5225,0.3333,1.4539,0.1916,0.2469,0.4701,1.2025,6.9626,0.2477,0.264,0.0701,0.4165,0.9495,1.6326,0.3942,3.8253,7.3989,1.6016,0.3642,0.6904,2.0931,3.8433,0.1427,0.4639
28-Dec-03,1.3064,0.3431,2.5525,3.6338,0.2846,3.7289,0.3035,0.5481,0.6308,0.9834,0.2813,1.6441,0.0786,2.05,1.5658,1.5225,0.3333,1.4539,0.1916,0.2469,0.4701,1.2025,6.9626,0.2477,0.264,0.0701,0.4165,0.9495,1.6326,0.3942,3.8253,7.3989,1.6016,0.3642,0.6904,2.0931,3.8433,0.1427,0.4639
29-Dec-03,1.3064,0.3431,2.5525,3.6338,0.2846,3.7289,0.3035,0.5481,0.6308,0.9834,0.2813,1.6441,0.0786,2.05,1.5658,1.5225,0.3333,1.4539,0.1916,0.2469,0.4701,1.2025,6.9626,0.2477,0.264,0.0701,0.4165,0.9495,1.6326,0.3942,3.8253,7.3989,1.6016,0.3642,0.6904,2.0931,3.8433,0.1427,0.4639
30-Dec-03,1.3419,0.3525,2.6225,3.733,0.2922,3.8356,0.3122,0.5625,0.6468,1.0077,0.2885,1.682,0.0807,2.105,1.6036,1.5634,0.3412,1.4908,0.1968,0.2535,0.4831,1.2357,7.1514,0.2543,0.2711,0.0715,0.4276,0.9741,1.6776,0.4048,3.9287,7.6006,1.6445,0.3737,0.7089,2.1493,3.9479,0.1462,0.4764
31-Dec-03,1.3257,0.3483,2.592,3.6819,0.2864,3.7808,0.3081,0.5525,0.6338,0.9934,0.2852,1.6619,0.0797,2.075,1.5853,1.549,0.3374,1.48,0.1941,0.2499,0.4737,1.2199,7.0413,0.2507,0.2673,0.0704,0.4215,0.9598,1.6575,0.399,3.8792,7.5121,1.6211,0.3666,0.7018,2.1187,3.8909,0.1442,0.4714
