Date,BGN,DKK,EUR,GBP,ISK,RSD,NOK,PLN,RON,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRY,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,INR,NZD,RUB,AZN,BYR,EEK,TMT,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS
12-Mar-10,1.1953,3.1531,2.3457,2.58,1.3516,2.349,2.9259,6.0091,5.735,0.8786,2.4127,1.6061,0.9176,1.7177,1.6732,1.5743,3.1382,1.1192,1.8999,4.6783,1.7421,4.6088,1.229,5.956,2.5164,2.2136,3.7661,1.2036,5.8189,2.138,5.8227,1.4992,6.027,3.3224,6.7437,1.3545,4.405,3.9333,1.1129,2.1519,1.1662,3.8457
13-Mar-10,1.2024,3.1877,2.3715,2.609,1.3744,2.3607,2.9596,6.0913,5.7974,0.8907,2.4417,1.6248,0.9308,1.722,1.6851,1.5794,3.1469,1.1291,1.9059,4.689,1.7465,4.6378,1.2356,5.9854,2.5229,2.2195,3.7909,1.2094,5.8592,2.1437,5.8176,1.5139,6.0421,3.3437,6.7606,1.361,4.3995,3.9434,1.1157,2.1578,1.1702,3.8509
14-Mar-10,1.2024,3.1877,2.3715,2.609,1.3744,2.3607,2.9596,6.0913,5.7974,0.8907,2.4417,1.6248,0.9308,1.722,1.6851,1.5794,3.1469,1.1291,1.9059,4.689,1.7465,4.6378,1.2356,5.9854,2.5229,2.2195,3.7909,1.2094,5.8592,2.1437,5.8176,1.5139,6.0421,3.3437,6.7606,1.361,4.3995,3.9434,1.1157,2.1578,1.1702,3.8509
15-Mar-10,1.2024,3.1877,2.3715,2.609,1.3744,2.3607,2.9596,6.0913,5.7974,0.8907,2.4417,1.6248,0.9308,1.722,1.6851,1.5794,3.1469,1.1291,1.9059,4.689,1.7465,4.6378,1.2356,5.9854,2.5229,2.2195,3.7909,1.2094,5.8592,2.1437,5.8176,1.5139,6.0421,3.3437,6.7606,1.361,4.3995,3.9434,1.1157,2.1578,1.1702,3.8509
16-Mar-10,1.2123,3.1725,2.3608,2.5892,1.3655,2.3723,2.9471,6.0585,5.784,0.8895,2.4289,1.6236,0.9249,1.7226,1.6906,1.572,3.1452,1.1288,1.8992,4.6905,1.7488,4.6344,1.2334,5.9813,2.5236,2.2202,3.7735,1.2062,5.8721,2.1444,5.8176,1.5095,6.0442,3.3579,6.8528,1.3696,4.3874,3.9447,1.1161,2.1592,1.1708,3.8444
17-Mar-10,1.2086,3.1736,2.3611,2.6046,1.3729,2.3668,2.9446,6.0947,5.7767,0.895,2.4304,1.6266,0.9268,1.7248,1.6943,1.5791,3.1474,1.1301,1.9033,4.6968,1.7768,4.6416,1.235,5.9868,2.5268,2.2228,3.7839,1.2136,5.8618,2.1471,5.8113,1.5114,6.0519,3.3688,6.8263,1.3775,4.3723,3.9498,1.1149,2.1623,1.1726,3.8427
18-Mar-10,1.2158,3.2107,2.3887,2.6599,1.3878,2.3955,2.9809,6.1717,5.8573,0.9104,2.4521,1.6464,0.9402,1.7327,1.7133,1.5998,3.1636,1.1426,1.9127,4.7179,1.7855,4.6672,1.2452,6.0373,2.5386,2.2323,3.8184,1.2363,5.9354,2.157,5.8537,1.517,6.0796,3.3776,6.9247,1.384,4.3765,3.9676,1.12,2.1722,1.1783,3.8556
19-Mar-10,1.2213,3.193,2.3755,2.6556,1.384,2.3842,2.9736,6.1365,5.8272,0.9081,2.4454,1.6407,0.9401,1.7365,1.7179,1.5991,3.1687,1.1415,1.9262,4.7281,1.7889,4.658,1.2462,6.0337,2.5439,2.2376,3.8209,1.2413,5.9424,2.1617,5.8646,1.5284,6.093,3.4049,6.8661,1.392,4.3402,3.9764,1.1225,2.1772,1.1811,3.8633
20-Mar-10,1.212,3.1654,2.355,2.6271,1.3746,2.3705,2.957,6.0624,5.7743,0.897,2.4342,1.643,0.9296,1.7353,1.7053,1.5961,3.1672,1.1312,1.9183,4.7249,1.7875,4.6523,1.2434,6.0358,2.542,2.2362,3.8131,1.2345,5.9313,2.1602,5.8487,1.5185,6.0888,3.3761,6.8424,1.3915,4.2915,3.9736,1.1217,2.1757,1.1801,3.8613
21-Mar-10,1.212,3.1654,2.355,2.6271,1.3746,2.3705,2.957,6.0624,5.7743,0.897,2.4342,1.643,0.9296,1.7353,1.7053,1.5961,3.1672,1.1312,1.9183,4.7249,1.7875,4.6523,1.2434,6.0358,2.542,2.2362,3.8131,1.2345,5.9313,2.1602,5.8487,1.5185,6.0888,3.3761,6.8424,1.3915,4.2915,3.9736,1.1217,2.1757,1.1801,3.8613
22-Mar-10,1.212,3.1654,2.355,2.6271,1.3746,2.3705,2.957,6.0624,5.7743,0.897,2.4342,1.643,0.9296,1.7353,1.7053,1.5961,3.1672,1.1312,1.9183,4.7249,1.7875,4.6523,1.2434,6.0358,2.542,2.2362,3.8131,1.2345,5.9313,2.1602,5.8487,1.5185,6.0888,3.3761,6.8424,1.3915,4.2915,3.9736,1.1217,2.1757,1.1801,3.8613
23-Mar-10,1.2016,3.154,2.3466,2.6026,1.364,2.3525,2.9201,5.9919,5.7409,0.8871,2.4096,1.6336,0.9224,1.7346,1.7041,1.5811,3.1623,1.124,1.9156,4.7231,1.7865,4.6423,1.237,6.0271,2.5409,2.2348,3.8079,1.2205,5.9123,2.1593,5.8286,1.5041,6.0863,3.3616,6.7901,1.3919,4.29,3.9719,1.1188,2.1791,1.1804,3.8598
24-Mar-10,1.1923,3.1442,2.3391,2.5973,1.3605,2.3538,2.9075,5.9985,5.7477,0.8859,2.402,1.6334,0.9201,1.7311,1.6978,1.5843,3.1497,1.1217,1.916,4.7133,1.7844,4.6298,1.2351,6.0024,2.5359,2.2301,3.7984,1.2208,5.874,2.155,5.8071,1.4952,6.074,3.329,6.7738,1.3897,4.2989,3.9639,1.1165,2.1763,1.178,3.8518
25-Mar-10,1.1996,3.116,2.3181,2.5947,1.3469,2.3357,2.8975,5.9676,5.6974,0.8782,2.3931,1.6238,0.9134,1.7355,1.6986,1.5831,3.1534,1.124,1.9025,4.7253,1.7878,4.6416,1.2353,6.0156,2.5423,2.2361,3.8068,1.2171,5.8679,2.1605,5.8141,1.5003,6.0895,3.3439,6.7487,1.3936,4.346,3.9739,1.1193,2.183,1.181,3.8616
26-Mar-10,1.1847,3.1167,2.3188,2.5983,1.343,2.3179,2.8731,5.9636,5.7077,0.8793,2.3986,1.6243,0.9145,1.7372,1.7018,1.5842,3.1571,1.1267,1.8887,4.7298,1.7858,4.6362,1.2363,6.0278,2.5446,2.2381,3.814,1.2263,5.8576,2.1626,5.7868,1.4849,6.0954,3.3153,6.7014,1.396,4.4047,3.9778,1.1204,2.1893,1.1822,3.8643
27-Mar-10,1.1906,3.1341,2.3321,2.5933,1.3512,2.334,2.8804,5.998,5.7388,0.8808,2.404,1.6304,0.9186,1.7435,1.6998,1.5793,3.1683,1.1355,1.8867,4.7469,1.7944,4.658,1.2426,6.037,2.5538,2.2461,3.8471,1.2299,5.9073,2.1704,5.8233,1.4863,6.1175,3.3021,6.741,1.4026,4.4303,3.9923,1.1245,2.1983,1.1869,3.8627
28-Mar-10,1.1906,3.1341,2.3321,2.5933,1.3512,2.334,2.8804,5.998,5.7388,0.8808,2.404,1.6304,0.9186,1.7435,1.6998,1.5793,3.1683,1.1355,1.8867,4.7469,1.7944,4.658,1.2426,6.037,2.5538,2.2461,3.8471,1.2299,5.9073,2.1704,5.8233,1.4863,6.1175,3.3021,6.741,1.4026,4.4303,3.9923,1.1245,2.1983,1.1869,3.8627
29-Mar-10,1.1906,3.1341,2.3321,2.5933,1.3512,2.334,2.8804,5.998,5.7388,0.8808,2.404,1.6304,0.9186,1.7435,1.6998,1.5793,3.1683,1.1355,1.8867,4.7469,1.7944,4.658,1.2426,6.037,2.5538,2.2461,3.8471,1.2299,5.9073,2.1704,5.8233,1.4863,6.1175,3.3021,6.741,1.4026,4.4303,3.9923,1.1245,2.1983,1.1869,3.8627
30-Mar-10,1.1924,3.1646,2.3548,2.6157,1.3645,2.3538,2.9158,6.0544,5.7929,0.8866,2.4066,1.6458,0.9266,1.7465,1.7107,1.5951,3.1743,1.1402,1.8889,4.7552,1.7989,4.7152,1.2489,6.0495,2.5584,2.2494,3.8846,1.2388,5.8942,2.1742,5.8411,1.4933,6.1281,3.3203,6.8026,1.4058,4.4258,3.9989,1.1264,2.2024,1.1887,3.8678
31-Mar-10,1.2049,3.1697,2.3589,2.6383,1.3673,2.366,2.9326,6.0929,5.7971,0.8883,2.4143,1.6471,0.9287,1.7494,1.7188,1.6103,3.1796,1.1444,1.8904,4.7631,1.8018,4.7313,1.2521,6.0596,2.563,2.2531,3.8755,1.2464,5.9577,2.178,5.8744,1.5066,6.1382,3.3449,6.851,1.4089,4.4111,4.0056,1.126,2.2074,1.1904,3.8686
01-Apr-10,1.206,3.1649,2.3559,2.6503,1.3675,2.3521,2.94,6.1016,5.758,0.8854,2.4235,1.6497,0.9267,1.7495,1.7219,1.6024,3.1786,1.1492,1.8735,4.7634,1.7726,4.7329,1.2502,6.0557,2.5631,2.2533,3.8923,1.2399,5.9314,2.1776,5.8747,1.5083,6.1386,3.358,6.8005,1.4104,4.3925,4.0057,1.126,2.2076,1.1892,3.8663
02-Apr-10,1.202,3.1619,2.3535,2.6575,1.3705,2.3645,2.9352,6.1229,5.7336,0.8899,2.4198,1.6568,0.9284,1.7441,1.7251,1.6013,3.1694,1.1477,1.8645,4.7487,1.7662,4.7179,1.2482,6.0622,2.555,2.2456,3.8835,1.2308,5.9244,2.1709,5.8566,1.4997,6.1196,3.3284,6.8089,1.4073,4.3548,3.9933,1.1225,2.2008,1.1866,3.8532
03-Apr-10,1.202,3.1619,2.3535,2.6575,1.3705,2.3645,2.9352,6.1229,5.7336,0.8899,2.4198,1.6568,0.9284,1.7441,1.7251,1.6013,3.1694,1.1477,1.8645,4.7487,1.7662,4.7179,1.2482,6.0622,2.555,2.2456,3.8835,1.2308,5.9244,2.1709,5.8566,1.4997,6.1196,3.3284,6.8089,1.4073,4.3548,3.9933,1.1225,2.2008,1.1866,3.8532
04-Apr-10,1.202,3.1619,2.3535,2.6575,1.3705,2.3645,2.9352,6.1229,5.7336,0.8899,2.4198,1.6568,0.9284,1.7441,1.7251,1.6013,3.1694,1.1477,1.8645,4.7487,1.7662,4.7179,1.2482,6.0622,2.555,2.2456,3.8835,1.2308,5.9244,2.1709,5.8566,1.4997,6.1196,3.3284,6.8089,1.4073,4.3548,3.9933,1.1225,2.2008,1.1866,3.8532
05-Apr-10,1.202,3.1619,2.3535,2.6575,1.3705,2.3645,2.9352,6.1229,5.7336,0.8899,2.4198,1.6568,0.9284,1.7441,1.7251,1.6013,3.1694,1.1477,1.8645,4.7487,1.7662,4.7179,1.2482,6.0622,2.555,2.2456,3.8835,1.2308,5.9244,2.1709,5.8566,1.4997,6.1196,3.3284,6.8089,1.4073,4.3548,3.9933,1.1225,2.2008,1.1866,3.8532
06-Apr-10,1.202,3.1619,2.3535,2.6575,1.3705,2.3645,2.9352,6.1229,5.7336,0.8899,2.4198,1.6568,0.9284,1.7441,1.7251,1.6013,3.1694,1.1477,1.8645,4.7487,1.7662,4.7179,1.2482,6.0622,2.555,2.2456,3.8835,1.2308,5.9244,2.1709,5.8566,1.4997,6.1196,3.3284,6.8089,1.4073,4.3548,3.9933,1.1225,2.2008,1.1866,3.8532
07-Apr-10,1.2013,3.1434,2.3399,2.6452,1.3644,2.3538,2.9211,6.1068,5.72,0.8821,2.4235,1.6338,0.9262,1.7446,1.7443,1.6131,3.1694,1.1554,1.8573,4.7504,1.7861,4.7215,1.2487,6.0388,2.5559,2.2466,3.9196,1.2212,5.9662,2.1715,5.8642,1.5042,6.1214,3.3486,6.7889,1.4085,4.3386,3.9944,1.1207,2.2014,1.1875,3.8546
08-Apr-10,1.1955,3.134,2.3326,2.6499,1.3617,2.3451,2.9276,6.0824,5.7039,0.8778,2.413,1.6291,0.9247,1.7454,1.7461,1.6164,3.1677,1.1624,1.8568,4.7522,1.7675,4.7147,1.2505,6.0457,2.5573,2.2483,3.9183,1.2307,5.9582,2.1722,5.857,1.4954,6.1242,3.3373,6.7607,1.4101,4.3417,3.9963,1.1212,2.2024,1.1882,3.845
09-Apr-10,1.1936,3.1305,2.3302,2.6628,1.362,2.3427,2.9254,6.0609,5.6704,0.8693,2.4032,1.6271,0.9267,1.7499,1.7372,1.6174,3.1725,1.1643,1.884,4.7645,1.8,4.7346,1.2554,6.0613,2.5643,2.2551,3.9361,1.2297,5.952,2.1778,5.8721,1.4976,6.14,3.3331,6.7509,1.4138,4.3636,4.0069,1.1241,2.2083,1.1912,3.8549
10-Apr-10,1.1936,3.1305,2.3302,2.6628,1.362,2.3427,2.9254,6.0609,5.6704,0.8693,2.4032,1.6271,0.9267,1.7499,1.7372,1.6174,3.1725,1.1643,1.884,4.7645,1.8,4.7346,1.2554,6.0613,2.5643,2.2551,3.9361,1.2297,5.952,2.1778,5.8721,1.4976,6.14,3.3331,6.7509,1.4138,4.3636,4.0069,1.1241,2.2083,1.1912,3.8549
11-Apr-10,1.1936,3.1305,2.3302,2.6628,1.362,2.3427,2.9254,6.0609,5.6704,0.8693,2.4032,1.6271,0.9267,1.7499,1.7372,1.6174,3.1725,1.1643,1.884,4.7645,1.8,4.7346,1.2554,6.0613,2.5643,2.2551,3.9361,1.2297,5.952,2.1778,5.8721,1.4976,6.14,3.3331,6.7509,1.4138,4.3636,4.0069,1.1241,2.2083,1.1912,3.8549
12-Apr-10,1.1936,3.1305,2.3302,2.6628,1.362,2.3427,2.9254,6.0609,5.6704,0.8693,2.4032,1.6271,0.9267,1.7499,1.7372,1.6174,3.1725,1.1643,1.884,4.7645,1.8,4.7346,1.2554,6.0613,2.5643,2.2551,3.9361,1.2297,5.952,2.1778,5.8721,1.4976,6.14,3.3331,6.7509,1.4138,4.3636,4.0069,1.1241,2.2083,1.1912,3.8549
13-Apr-10,1.2028,3.2126,2.3908,2.7118,1.3974,2.4086,2.9912,6.1769,5.7972,0.9012,2.4543,1.6591,0.9495,1.7577,1.7469,1.6308,3.1894,1.1835,1.8791,4.7856,1.78,4.7751,1.2634,6.1159,2.5751,2.2655,3.9517,1.2532,6.073,2.1876,5.8983,1.5312,6.1674,3.3416,6.94,1.4192,4.4297,4.0243,1.1267,2.2175,1.1974,3.8721
14-Apr-10,1.2219,3.2139,2.392,2.7138,1.3989,2.3986,2.9912,6.1658,5.7821,0.9038,2.4506,1.6644,0.9512,1.7591,1.7547,1.6307,3.1908,1.181,1.8891,4.7895,1.808,4.7789,1.2636,6.1229,2.5772,2.2667,3.9564,1.256,6.0597,2.1893,5.903,1.5269,6.1723,3.4224,6.9354,1.4185,4.4332,4.0277,1.1276,2.2193,1.1985,3.8751
15-Apr-10,1.2218,3.2168,2.3939,2.7106,1.4019,2.4135,2.9925,6.2029,5.7931,0.9108,2.4562,1.6673,0.9545,1.7592,1.761,1.6396,3.1901,1.1862,1.8823,4.7898,1.8133,4.7533,1.2779,6.1232,2.5773,2.2668,3.9561,1.2527,6.0569,2.19,5.9432,1.5343,6.1726,3.4027,6.944,1.4153,4.4297,4.0278,1.1277,2.2194,1.1994,3.8779
16-Apr-10,1.2278,3.2112,2.3898,2.7189,1.4003,2.4213,2.9988,6.1873,5.7763,0.9079,2.4617,1.666,0.9542,1.7638,1.7663,1.6447,3.1975,1.1921,1.8935,4.8025,1.7816,4.7677,1.2833,6.1521,2.5839,2.2726,3.9698,1.2574,6.0966,2.1954,5.9689,1.5299,6.1888,3.4249,6.9619,1.4148,4.454,4.0379,1.1306,2.2253,1.2029,3.8915
17-Apr-10,1.2132,3.1856,2.3706,2.7095,1.3907,2.3953,2.9848,6.1192,5.7236,0.9004,2.4503,1.6538,0.9417,1.752,1.7473,1.6323,3.1762,1.1863,1.8875,4.7702,1.7742,4.7403,1.2759,6.096,2.5669,2.2572,3.9486,1.2509,6.0346,2.1805,5.9129,1.518,6.1474,3.4019,6.8665,1.3997,4.4367,4.0107,1.1231,2.2105,1.1953,3.8674
18-Apr-10,1.2132,3.1856,2.3706,2.7095,1.3907,2.3953,2.9848,6.1192,5.7236,0.9004,2.4503,1.6538,0.9417,1.752,1.7473,1.6323,3.1762,1.1863,1.8875,4.7702,1.7742,4.7403,1.2759,6.096,2.5669,2.2572,3.9486,1.2509,6.0346,2.1805,5.9129,1.518,6.1474,3.4019,6.8665,1.3997,4.4367,4.0107,1.1231,2.2105,1.1953,3.8674
19-Apr-10,1.2132,3.1856,2.3706,2.7095,1.3907,2.3953,2.9848,6.1192,5.7236,0.9004,2.4503,1.6538,0.9417,1.752,1.7473,1.6323,3.1762,1.1863,1.8875,4.7702,1.7742,4.7403,1.2759,6.096,2.5669,2.2572,3.9486,1.2509,6.0346,2.1805,5.9129,1.518,6.1474,3.4019,6.8665,1.3997,4.4367,4.0107,1.1231,2.2105,1.1953,3.8674
20-Apr-10,1.2122,3.1621,2.3533,2.6658,1.3806,2.3772,2.9433,6.0205,5.6615,0.8877,2.4215,1.6404,0.9333,1.7516,1.7178,1.6067,3.1697,1.1697,1.9052,4.769,1.7974,4.6859,1.2688,6.0841,2.5657,2.2565,3.9199,1.2394,5.9993,2.18,5.8877,1.5053,6.146,3.375,6.8198,1.3937,4.443,4.0102,1.1205,2.21,1.1957,3.8724
21-Apr-10,1.1968,3.163,2.3537,2.6864,1.381,2.3604,2.9613,6.0574,5.6799,0.8893,2.4435,1.6422,0.9314,1.7427,1.7246,1.6226,3.1502,1.1722,1.8767,4.7448,1.7657,4.6796,1.2674,6.0574,2.5533,2.245,3.9179,1.2405,5.9808,2.1689,5.8637,1.5036,6.1147,3.3385,6.7963,1.387,4.4204,3.9897,1.1148,2.1987,1.1887,3.8517
22-Apr-10,1.204,3.1459,2.3408,2.6897,1.374,2.3559,2.9613,6.053,5.6653,0.8874,2.4417,1.6337,0.9271,1.7461,1.7536,1.6258,3.1527,1.1764,1.8731,4.754,1.7682,4.6951,1.2728,6.0628,2.5575,2.2493,3.9268,1.2418,6.0023,2.1728,5.8752,1.4988,6.1267,3.345,6.7971,1.3874,4.429,3.9976,1.117,2.2031,1.1904,3.8551
23-Apr-10,1.198,3.1395,2.3361,2.6946,1.3672,2.3619,2.959,6.0334,5.6443,0.8848,2.4317,1.6309,0.9248,1.7521,1.75,1.6214,3.1619,1.1803,1.8842,4.7709,1.7743,4.691,1.2765,6.0816,2.5667,2.2575,3.9317,1.2442,6.015,2.1803,5.8954,1.5016,6.1477,3.3437,6.8043,1.3908,4.4558,4.0111,1.1208,2.2106,1.1963,3.8636
24-Apr-10,1.1948,3.1337,2.3318,2.6932,1.3663,2.3427,2.9583,6.0048,5.6522,0.8814,2.4312,1.6262,0.9178,1.7519,1.7523,1.613,3.1606,1.1797,1.8751,4.7698,1.7741,4.698,1.2768,6.1063,2.5661,2.2568,3.9382,1.2451,5.9844,2.1801,5.8848,1.4921,6.147,3.337,6.7161,1.3911,4.4681,4.0108,1.1207,2.2104,1.1948,3.8619
25-Apr-10,1.1948,3.1337,2.3318,2.6932,1.3663,2.3427,2.9583,6.0048,5.6522,0.8814,2.4312,1.6262,0.9178,1.7519,1.7523,1.613,3.1606,1.1797,1.8751,4.7698,1.7741,4.698,1.2768,6.1063,2.5661,2.2568,3.9382,1.2451,5.9844,2.1801,5.8848,1.4921,6.147,3.337,6.7161,1.3911,4.4681,4.0108,1.1207,2.2104,1.1948,3.8619
26-Apr-10,1.1948,3.1337,2.3318,2.6932,1.3663,2.3427,2.9583,6.0048,5.6522,0.8814,2.4312,1.6262,0.9178,1.7519,1.7523,1.613,3.1606,1.1797,1.8751,4.7698,1.7741,4.698,1.2768,6.1063,2.5661,2.2568,3.9382,1.2451,5.9844,2.1801,5.8848,1.4921,6.147,3.337,6.7161,1.3911,4.4681,4.0108,1.1207,2.2104,1.1948,3.8619
27-Apr-10,1.1925,3.1365,2.3338,2.7054,1.3668,2.3656,2.9729,6.0205,5.6686,0.8862,2.4376,1.627,0.9188,1.7521,1.7546,1.627,3.1609,1.185,1.8606,4.7703,1.7752,4.7112,1.2808,6.0752,2.5666,2.2568,3.9495,1.262,6.0234,2.1809,5.9173,1.4924,6.1477,3.2996,6.7169,1.3918,4.4888,4.0114,1.1208,2.2106,1.1956,3.8583
28-Apr-10,1.1987,3.1467,2.3415,2.6979,1.3701,2.3738,2.9854,5.9848,5.6741,0.8796,2.444,1.6314,0.9199,1.76,1.7553,1.625,3.1757,1.1842,1.8787,4.7919,1.7823,4.7147,1.2851,6.1005,2.5785,2.267,3.9586,1.2667,6.056,2.191,5.9439,1.5023,6.1754,3.346,6.8122,1.3992,4.5092,4.0291,1.1236,2.2205,1.2009,3.8708
29-Apr-10,1.1968,3.1218,2.3229,2.6722,1.3648,2.3422,2.952,5.8872,5.6158,0.8589,2.4107,1.6215,0.9078,1.7614,1.7337,1.6198,3.1697,1.1696,1.8774,4.7957,1.7967,4.6958,1.2794,6.1011,2.5807,2.2677,3.9436,1.258,5.9952,2.1922,5.9487,1.4798,6.1804,3.355,6.7239,1.4007,4.5302,4.0322,1.1245,2.2223,1.2031,3.8738
30-Apr-10,1.2012,3.1574,2.3494,2.7027,1.3793,2.3609,2.989,5.9986,5.684,0.876,2.4391,1.6385,0.9217,1.7738,1.7674,1.6459,3.1914,1.1927,1.8872,4.8296,1.7972,4.7606,1.2964,6.142,2.5986,2.2843,3.9807,1.2805,6.0563,2.2076,5.9905,1.5013,6.2239,3.3342,6.793,1.4104,4.5852,4.0607,1.1324,2.238,1.2105,3.894
01-May-10,1.1985,3.164,2.3545,2.7078,1.3864,2.3588,2.9992,6.0292,5.7105,0.8845,2.4489,1.6423,0.9235,1.7683,1.7585,1.6452,3.1815,1.1929,1.871,4.8146,1.7907,4.7567,1.2928,6.1272,2.5908,2.2777,3.9862,1.2868,6.0654,2.2013,5.972,1.5048,6.2046,3.3301,6.8035,1.4042,4.587,4.0482,1.1289,2.231,1.2047,3.8776
02-May-10,1.1985,3.164,2.3545,2.7078,1.3864,2.3588,2.9992,6.0292,5.7105,0.8845,2.4489,1.6423,0.9235,1.7683,1.7585,1.6452,3.1815,1.1929,1.871,4.8146,1.7907,4.7567,1.2928,6.1272,2.5908,2.2777,3.9862,1.2868,6.0654,2.2013,5.972,1.5048,6.2046,3.3301,6.8035,1.4042,4.587,4.0482,1.1289,2.231,1.2047,3.8776
03-May-10,1.1985,3.164,2.3545,2.7078,1.3864,2.3588,2.9992,6.0292,5.7105,0.8845,2.4489,1.6423,0.9235,1.7683,1.7585,1.6452,3.1815,1.1929,1.871,4.8146,1.7907,4.7567,1.2928,6.1272,2.5908,2.2777,3.9862,1.2868,6.0654,2.2013,5.972,1.5048,6.2046,3.3301,6.8035,1.4042,4.587,4.0482,1.1289,2.231,1.2047,3.8776
04-May-10,1.204,3.1432,2.3392,2.6969,1.379,2.3592,2.9789,5.9863,5.6715,0.874,2.4352,1.6329,0.9176,1.7686,1.7432,1.6384,3.1828,1.1833,1.8793,4.8154,1.8217,4.7428,1.2878,6.124,2.5912,2.2784,3.973,1.2893,6.0665,2.2014,5.973,1.4957,6.2056,3.3307,6.7742,1.4036,4.5956,4.0488,1.127,2.2314,1.2078,3.876
05-May-10,1.1976,3.1195,2.3215,2.6858,1.3747,2.3555,2.9679,5.8779,5.6111,0.851,2.4221,1.6208,0.9065,1.7693,1.7404,1.6233,3.1828,1.1784,1.8701,4.8173,1.7917,4.7371,1.2864,6.1221,2.5918,2.279,3.9662,1.2856,6.0389,2.2023,5.9552,1.4851,6.2081,3.332,6.75,1.4023,4.6019,4.0504,1.1275,2.2323,1.2083,3.8764
06-May-10,1.1844,3.0788,2.2913,2.6816,1.3725,2.3124,2.9221,5.7013,5.5227,0.8289,2.3805,1.5997,0.8874,1.7699,1.725,1.6088,3.1758,1.1656,1.8676,4.8189,1.7923,4.7248,1.2796,6.1179,2.5928,2.2789,3.9429,1.2722,5.963,2.2027,5.9472,1.4671,6.2102,3.3331,6.6605,1.4025,4.6014,4.0517,1.1279,2.2331,1.208,3.8777
07-May-10,1.1855,3.083,2.2943,2.7032,1.3943,2.3137,2.9448,5.6353,5.4963,0.8294,2.366,1.613,0.885,1.794,1.7382,1.6255,3.2047,1.1691,1.9132,4.8846,1.8149,4.7661,1.2903,6.1948,2.628,2.3085,3.9642,1.3024,5.9214,2.2327,6.0181,1.4697,6.2947,3.31,6.6207,1.4223,4.6531,4.1068,1.1432,2.2635,1.2228,3.9299
08-May-10,1.1803,3.0688,2.2838,2.6266,1.387,2.2755,2.8844,5.5331,5.4679,0.8174,2.3438,1.6144,0.8838,1.7862,1.7103,1.5942,3.1941,1.1465,1.934,4.8636,1.8079,4.7258,1.2825,6.1721,2.6169,2.2958,3.9257,1.2753,5.8146,2.223,5.9839,1.4531,6.2674,3.2595,6.551,1.4168,4.6211,4.0891,1.1383,2.2536,1.2163,3.9128
09-May-10,1.1803,3.0688,2.2838,2.6266,1.387,2.2755,2.8844,5.5331,5.4679,0.8174,2.3438,1.6144,0.8838,1.7862,1.7103,1.5942,3.1941,1.1465,1.934,4.8636,1.8079,4.7258,1.2825,6.1721,2.6169,2.2958,3.9257,1.2753,5.8146,2.223,5.9839,1.4531,6.2674,3.2595,6.551,1.4168,4.6211,4.0891,1.1383,2.2536,1.2163,3.9128
10-May-10,1.1803,3.0688,2.2838,2.6266,1.387,2.2755,2.8844,5.5331,5.4679,0.8174,2.3438,1.6144,0.8838,1.7862,1.7103,1.5942,3.1941,1.1465,1.934,4.8636,1.8079,4.7258,1.2825,6.1721,2.6169,2.2958,3.9257,1.2753,5.8146,2.223,5.9839,1.4531,6.2674,3.2595,6.551,1.4168,4.6211,4.0891,1.1383,2.2536,1.2163,3.9128
11-May-10,1.1752,3.1033,2.3094,2.6648,1.4102,2.2986,2.9268,5.7357,5.5471,0.8433,2.3876,1.6203,0.9012,1.7784,1.7362,1.6055,3.1786,1.1719,1.9061,4.842,1.8216,4.7424,1.2893,6.1558,2.6051,2.2863,3.9608,1.2876,5.7892,2.2133,5.9578,1.4826,6.24,3.2101,6.6832,1.4111,4.5869,4.0713,1.1333,2.2438,1.2095,3.8957
12-May-10,1.1792,3.0345,2.2582,2.6256,1.3824,2.2685,2.878,5.5816,5.414,0.8204,2.3413,1.6022,0.8848,1.7784,1.7379,1.5936,3.174,1.1586,1.9255,4.842,1.8216,4.738,1.2835,6.1345,2.6042,2.2855,3.9308,1.2767,5.8575,2.2133,5.9578,1.4418,6.24,3.2691,6.5447,1.4144,4.5773,4.0713,1.1311,2.2438,1.2095,3.8957
13-May-10,1.1792,3.0345,2.2582,2.6256,1.3824,2.2685,2.878,5.5816,5.414,0.8204,2.3413,1.6022,0.8848,1.7784,1.7379,1.5936,3.174,1.1586,1.9255,4.842,1.8216,4.738,1.2835,6.1345,2.6042,2.2855,3.9308,1.2767,5.8575,2.2133,5.9578,1.4418,6.24,3.2691,6.5447,1.4144,4.5773,4.0713,1.1311,2.2438,1.2095,3.8957
14-May-10,1.1571,3.0197,2.2461,2.6357,1.3698,2.2599,2.8985,5.6799,5.3795,0.824,2.3559,1.6032,0.8843,1.7839,1.7581,1.6035,3.1808,1.1742,1.9207,4.8571,1.833,4.7549,1.2937,6.1663,2.6127,2.2924,3.955,1.2789,5.9743,2.2199,5.9742,1.4344,6.2593,3.2027,6.5452,1.4223,4.5803,4.0837,1.1346,2.2507,1.2154,3.9036
